reference_id,reference_name,region,sector_id,establishment_year,n_original,w_original,s_original,n_current,w_current,s_current,total_drift,drift_rate_per_year,last_verified_date,status,stability_rating,monument_type,maintenance_history,notes
GPR-282,Pell Limit Benchmark K,Pell,P-4,1849,406.304,51.594,108.694,401.388,100.087,96.872,50.155,5.015,1856-05-06,DEPRECATED,0.354,IRON_STAKE,0,High drift rate of 5.02 units/year exceeds Guild standards; Marked for decommissioning
GPR-283,Pell Warning Monument L,Pell,P-5,1832,-136.134,-489.408,47.776,-32.422,-449.77,75.456,114.428,4.238,1858-11-21,ACTIVE,0.549,STONE_PILLAR,6,
GPR-284,Pell Warning Monument M,Pell,P-3,1802,-12.358,-437.139,73.887,-59.088,-372.162,62.831,80.795,1.417,1858-09-06,ACTIVE,0.612,STONE_PILLAR,7,"Monument subject to reality distortion effects; Pre-Guild era monument, historical significance"
GPR-285,Pell Boundary Stake N,Pell,P-6,1853,241.91,78.631,114.032,233.977,84.357,127.033,16.271,2.712,1858-10-28,ACTIVE,0.537,STONE_PILLAR,1,
GPR-286,Pell Safety Pillar O,Pell,P-3,1852,-13.138,-17.89,120.842,-27.3,-31.006,112.548,21.009,3.001,1858-11-07,ACTIVE,0.665,CARVED_ROCK,1,Periodic flux interference affects measurements
GPR-287,Pell Safety Pillar P,Pell,P-7,1821,-18.483,-21.185,42.141,20.666,-77.267,15.315,73.467,1.933,1858-11-20,ACTIVE,0.598,BRONZE_DISC,10,
GPR-288,Pell Border Watch Q,Pell,P-1,1810,-319.962,458.238,119.872,-445.909,515.68,141.031,140.035,2.858,1858-12-10,ACTIVE,0.576,STONE_PILLAR,12,
GPR-289,Pell Warning Monument R,Pell,P-2,1814,100.839,294.616,164.091,143.243,232.07,193.864,81.22,1.805,1858-09-06,ACTIVE,0.606,CARVED_ROCK,7,Backup reference maintained 200 units north
GPR-290,Pell Border Watch S,Pell,P-1,1801,359.592,4.36,83.959,262.711,-1.431,97.728,98.025,1.69,1858-08-17,ACTIVE,0.53,STONE_PILLAR,10,"Backup reference maintained 200 units north; Pre-Guild era monument, historical significance"
GPR-291,Pell Limit Benchmark T,Pell,P-5,1852,437.735,178.559,86.299,455.254,187.797,84.639,19.875,2.839,1858-08-30,ACTIVE,0.701,STONE_PILLAR,1,
GPR-292,Pell Limit Benchmark U,Pell,P-1,1827,-22.859,-267.487,171.811,41.52,-283.097,145.242,71.374,2.23,1858-12-30,ACTIVE,0.657,STONE_PILLAR,5,Periodic flux interference affects measurements
GPR-293,Pell Peripheral Datum V,Pell,P-6,1851,-137.73,-345.221,130.315,-119.912,-349.058,126.943,18.536,2.317,1858-07-10,ACTIVE,0.575,STONE_PILLAR,1,Backup reference maintained 200 units north
GPR-294,Pell Containment Stone W,Pell,P-5,1835,488.508,77.651,154.839,442.879,123.52,130.828,69.011,2.875,1858-07-05,ACTIVE,0.507,IRON_STAKE,3,Backup reference maintained 200 units north
GPR-295,Pell Boundary Stake X,Pell,P-5,1844,-447.947,-110.896,127.175,-387.242,-116.217,136.588,61.661,4.111,1858-10-25,ACTIVE,0.511,BRONZE_DISC,3,Periodic flux interference affects measurements
GPR-296,Pell Safety Pillar Y,Pell,P-5,1841,211.606,97.473,189.143,262.532,75.319,135.003,77.559,4.309,1858-08-21,ACTIVE,0.579,IRON_STAKE,4,Dens proximity requires monthly verification
GPR-297,Pell Border Watch Z,Pell,P-6,1802,155.019,475.646,17.369,92.296,581.464,-12.117,126.495,2.219,1858-12-28,ACTIVE,0.502,IRON_STAKE,8,"Periodic flux interference affects measurements; Pre-Guild era monument, historical significance"
GPR-298,Pell Edge Marker A,Pell,P-6,1853,82.932,-152.525,163.103,97.549,-153.953,161.587,14.764,2.461,1858-01-07,DEPRECATED,0.468,IRON_STAKE,0,Periodic flux interference affects measurements
GPR-299,Pell Edge Marker B,Pell,P-3,1807,456.709,376.113,162.629,512.123,509.104,171.642,144.355,2.776,1858-10-06,ACTIVE,0.69,CARVED_ROCK,6,"Pre-Guild era monument, historical significance"
GPR-300,Pell Limit Benchmark C,Pell,P-7,1801,-242.18,-117.327,157.731,-176.372,-19.138,143.408,119.067,2.053,1858-08-16,ACTIVE,0.528,IRON_STAKE,19,"Pre-Guild era monument, historical significance"
GPR-301,Pell Edge Marker D,Pell,P-1,1825,321.075,-423.971,186.279,288.037,-335.025,160.234,98.393,2.894,1858-07-10,ACTIVE,0.665,BRONZE_DISC,4,Dens proximity requires monthly verification
GPR-302,Pell Peripheral Datum E,Pell,P-7,1816,-297.233,-250.305,123.719,-349.515,-194.45,135.404,77.392,1.8,1858-07-27,ACTIVE,0.649,STONE_PILLAR,14,
GPR-303,Pell Warning Monument F,Pell,P-3,1839,398.121,380.987,114.904,362.878,410.355,115.523,45.88,2.294,1858-08-06,ACTIVE,0.598,STONE_PILLAR,5,
GPR-304,Pell Warning Monument G,Pell,P-5,1802,-106.283,186.339,34.96,107.45,143.29,136.957,240.704,4.223,1857-12-02,DEPRECATED,0.47,IRON_STAKE,5,"Monument subject to reality distortion effects; Pre-Guild era monument, historical significance"
GPR-305,Pell Edge Marker H,Pell,P-2,1835,-230.592,458.527,68.619,-252.311,435.423,104.628,47.981,1.999,1858-09-20,ACTIVE,0.592,STONE_PILLAR,5,Dens proximity requires monthly verification
GPR-306,Pell Peripheral Datum I,Pell,P-7,1806,304.088,55.34,171.262,384.18,119.017,167.656,102.385,1.932,1857-04-30,DEPRECATED,0.497,BRONZE_DISC,4,"Pre-Guild era monument, historical significance"
GPR-307,Pell Boundary Stake J,Pell,P-6,1820,-199.966,62.138,113.567,-161.403,-26.902,145.322,102.096,2.618,1858-07-23,ACTIVE,0.581,BRONZE_DISC,11,
GPR-308,Pell Containment Stone K,Pell,P-3,1835,310.016,-155.86,82.352,365.457,-123.267,94.215,65.396,2.725,1858-08-16,ACTIVE,0.578,IRON_STAKE,6,
GPR-309,Pell Containment Stone L,Pell,P-6,1832,236.526,389.632,76.214,257.965,331.824,49.16,67.33,2.494,1858-10-06,ACTIVE,0.605,IRON_STAKE,5,
GPR-310,Pell Flux Monitor M,Pell,P-1,1810,-186.518,153.013,142.087,-222.284,285.646,190.149,145.536,2.97,1858-08-03,ACTIVE,0.701,STONE_PILLAR,8,
GPR-311,Pell Border Watch N,Pell,P-7,1801,-265.373,-248.353,148.775,-413.792,-301.148,45.075,188.598,3.252,1858-09-01,ACTIVE,0.7,STONE_PILLAR,10,"Backup reference maintained 200 units north; Pre-Guild era monument, historical significance"
GPR-312,Pell Flux Monitor O,Pell,P-1,1816,-415.689,431.59,77.969,-346.044,414.928,23.215,90.145,2.096,1858-11-18,ACTIVE,0.59,BRONZE_DISC,13,
GPR-313,Pell Warning Monument P,Pell,P-4,1855,-227.586,-55.155,193.908,-242.93,-50.519,197.022,16.329,4.082,1858-08-09,ACTIVE,0.576,IRON_STAKE,0,
GPR-314,Pell Edge Marker Q,Pell,P-3,1830,304.708,-58.14,73.157,280.354,-120.121,92.708,69.405,2.393,1858-10-04,ACTIVE,0.612,IRON_STAKE,6,
GPR-315,Pell Warning Monument R,Pell,P-3,1800,297.965,97.004,159.353,192.074,226.945,148.661,167.964,2.847,1858-07-19,ACTIVE,0.54,BRONZE_DISC,11,"Pre-Guild era monument, historical significance"
GPR-316,Sector-7-Southwest Unstable Benchmark,Sector-7-Southwest,SW-2,1827,16.61,299.959,122.643,-303.395,508.2,145.047,382.452,11.952,1857-03-27,LOST,0.217,BRONZE_DISC,1,"Coordinates reset twice since collapse, both failed; High drift rate of 11.95 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys"
GPR-317,Sector-7-Southwest Fault Line Point,Sector-7-Southwest,SW-8,1839,200.473,-8.004,64.129,319.136,-128.727,123.791,179.484,8.974,1853-02-01,LOST,0.208,IRON_STAKE,0,Monument tilted 15° following 1849 subsidence; High drift rate of 8.97 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-318,Sector-7-Southwest Fault Line Point,Sector-7-Southwest,SW-3,1800,-158.087,-188.423,159.892,-225.04,348.863,3.411,563.601,9.553,1858-05-09,DEPRECATED,0.324,IRON_STAKE,5,"Foundation compromised by fault line movement; High drift rate of 9.55 units/year exceeds Guild standards; Marked for decommissioning; Pre-Guild era monument, historical significance"
GPR-319,Sector-7-Southwest Fault Line Point,Sector-7-Southwest,SW-9,1830,395.699,-249.921,76.315,505.712,-200.156,62.963,121.481,4.189,1858-12-23,ACTIVE,0.562,STONE_PILLAR,7,Shows continuing drift pattern consistent with SW fault
GPR-320,Sector-7-Southwest Fault Line Point,Sector-7-Southwest,SW-9,1842,-27.174,181.442,62.422,44.664,-73.184,184.064,291.19,17.129,1855-10-11,LOST,0.182,WOODEN_POST,0,"Severe drift acceleration post-1849 collapse; Wooden monument shows decay, replacement recommended; High drift rate of 17.13 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys"
GPR-321,Sector-7-Southwest Drift Datum,Sector-7-Southwest,SW-2,1815,-175.487,-332.64,55.22,-92.653,-473.32,-10.384,175.944,3.999,1856-11-02,DEPRECATED,0.472,BRONZE_DISC,4,Pre-collapse measurements unreliable for current use
GPR-322,Sector-7-Southwest Fault Line Point,Sector-7-Southwest,SW-4,1810,185.945,-161.578,193.93,-215.069,-293.274,36.203,450.593,9.196,1852-07-13,LOST,0.26,IRON_STAKE,2,Part of collapse monitoring network; High drift rate of 9.20 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-323,Sector-7-Southwest Destroyed Sector Pillar,Sector-7-Southwest,SW-8,1846,189.25,-141.833,26.946,140.488,-349.183,-313.581,401.66,30.897,1857-12-26,DEPRECATED,0.328,STONE_PILLAR,1,"Coordinates reset twice since collapse, both failed; High drift rate of 30.90 units/year exceeds Guild standards; Marked for decommissioning"
GPR-324,Sector-7-Southwest Abandoned Stake,Sector-7-Southwest,SW-5,1855,414.474,54.52,13.775,403.148,41.403,10.092,17.717,4.429,1853-10-02,DESTROYED,0.245,CARVED_ROCK,0,Marked for decommissioning; Monument destroyed in 1849 collapse
GPR-325,Sector-7-Southwest Failed Control Point,Sector-7-Southwest,SW-6,1849,-179.306,-436.658,193.433,-268.696,-383.847,231.73,110.663,11.066,1853-05-29,LOST,0.191,BRONZE_DISC,0,High drift rate of 11.07 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-326,Sector-7-Southwest Fault Line Point,Sector-7-Southwest,SW-2,1833,-456.223,437.8,35.728,-550.575,363.752,-20.481,132.457,5.094,1852-07-05,LOST,0.299,BRONZE_DISC,1,Shows continuing drift pattern consistent with SW fault; High drift rate of 5.09 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-327,Sector-7-Southwest Unstable Benchmark L,Sector-7-Southwest,SW-1,1823,217.845,-486.914,184.207,499.754,-268.392,173.698,356.84,9.912,1856-06-04,DEPRECATED,0.315,STONE_PILLAR,2,Foundation compromised by fault line movement; High drift rate of 9.91 units/year exceeds Guild standards; Marked for decommissioning
GPR-328,Sector-7-Southwest Collapse Zone Marker M,Sector-7-Southwest,SW-5,1833,-429.612,-196.095,188.921,-821.055,22.684,204.302,448.697,17.258,1855-03-20,LOST,0.21,STONE_PILLAR,1,Monument tilted 15° following 1849 subsidence; High drift rate of 17.26 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-329,Sector-7-Southwest Ruined Monument N,Sector-7-Southwest,SW-7,1847,138.624,-142.037,91.744,371.629,-344.832,-5.519,323.847,26.987,1856-03-25,LOST,0.26,STONE_PILLAR,0,Part of collapse monitoring network; High drift rate of 26.99 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-330,Sector-7-Southwest Destroyed Sector Pillar O,Sector-7-Southwest,SW-6,1835,-175.346,-128.28,152.837,137.846,22.048,196.616,350.149,14.59,1855-02-26,DESTROYED,0.136,WOODEN_POST,1,"Foundation compromised by fault line movement; Wooden monument shows decay, replacement recommended; High drift rate of 14.59 units/year exceeds Guild standards; Marked for decommissioning; Consumed by Dens expansion"
GPR-331,Sector-7-Southwest Collapse Zone Marker P,Sector-7-Southwest,SW-1,1818,17.609,493.412,60.368,-121.08,670.802,-58.89,254.803,6.215,1857-09-26,DEPRECATED,0.32,IRON_STAKE,2,Part of collapse monitoring network; High drift rate of 6.21 units/year exceeds Guild standards; Marked for decommissioning
GPR-332,Sector-7-Southwest Failed Control Point Q,Sector-7-Southwest,SW-3,1806,-144.344,-361.592,73.417,-347.554,-124.844,-81.877,348.511,6.576,1849-10-08,DESTROYED,0.259,STONE_PILLAR,3,"Coordinates reset twice since collapse, both failed; High drift rate of 6.58 units/year exceeds Guild standards; Marked for decommissioning; Consumed by Dens expansion; Pre-Guild era monument, historical significance"
GPR-333,Sector-7-Southwest Abandoned Stake R,Sector-7-Southwest,SW-2,1838,-462.628,308.341,76.309,-123.002,175.017,229.185,395.591,18.838,1856-08-26,DESTROYED,0.253,BRONZE_DISC,0,Monument tilted 15° following 1849 subsidence; High drift rate of 18.84 units/year exceeds Guild standards; Marked for decommissioning; Lost to flooding/erosion
GPR-334,Sector-7-Southwest Lost Reference S,Sector-7-Southwest,SW-1,1819,-180.683,64.913,65.366,-491.727,220.644,288.408,413.216,10.33,1856-11-23,DEPRECATED,0.351,IRON_STAKE,3,Monument tilted 15° following 1849 subsidence; High drift rate of 10.33 units/year exceeds Guild standards; Marked for decommissioning
GPR-335,Sector-7-Southwest Unstable Benchmark T,Sector-7-Southwest,SW-7,1809,-417.455,71.441,9.862,-680.073,72.595,96.519,276.548,5.531,1851-09-25,LOST,0.197,STONE_PILLAR,2,"Foundation compromised by fault line movement; High drift rate of 5.53 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys; Pre-Guild era monument, historical significance"
GPR-336,Sector-7-Southwest Drift Datum U,Sector-7-Southwest,SW-9,1839,24.248,-257.685,53.251,252.338,-163.828,-185.947,343.585,17.179,1856-09-02,DEPRECATED,0.166,WOODEN_POST,2,"Coordinates reset twice since collapse, both failed; Wooden monument shows decay, replacement recommended; High drift rate of 17.18 units/year exceeds Guild standards; Marked for decommissioning"
GPR-337,Sector-7-Southwest Destroyed Sector Pillar V,Sector-7-Southwest,SW-8,1839,-455.122,318.172,39.937,-326.402,494.354,-56.86,238.703,11.935,1856-05-07,DESTROYED,0.179,STONE_PILLAR,0,Pre-collapse measurements unreliable for current use; High drift rate of 11.94 units/year exceeds Guild standards; Marked for decommissioning; Vandalized beyond repair
GPR-338,Sector-7-Southwest Destroyed Sector Pillar W,Sector-7-Southwest,SW-2,1819,-477.252,-290.99,107.601,-456.609,-505.124,100.071,215.258,5.381,1857-10-18,DESTROYED,0.301,IRON_STAKE,1,Shows continuing drift pattern consistent with SW fault; High drift rate of 5.38 units/year exceeds Guild standards; Marked for decommissioning; Lost to flooding/erosion
GPR-339,Sector-7-Southwest Unstable Benchmark X,Sector-7-Southwest,SW-3,1803,289.188,117.965,10.617,-71.403,36.296,-73.244,379.116,6.77,1856-02-01,DEPRECATED,0.365,STONE_PILLAR,6,"Coordinates reset twice since collapse, both failed; High drift rate of 6.77 units/year exceeds Guild standards; Marked for decommissioning; Pre-Guild era monument, historical significance"
GPR-340,Sector-7-Southwest Drift Datum Y,Sector-7-Southwest,SW-7,1832,-400.396,-184.544,173.355,-801.097,-183.712,146.512,401.6,14.874,1854-04-06,LOST,0.241,WOODEN_POST,1,"Shows continuing drift pattern consistent with SW fault; Wooden monument shows decay, replacement recommended; High drift rate of 14.87 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys"
GPR-341,Sector-7-Southwest Collapse Zone Marker Z,Sector-7-Southwest,SW-6,1843,125.231,-263.795,195.649,369.788,-165.161,344.111,302.619,18.914,1858-06-05,DEPRECATED,0.334,IRON_STAKE,1,"Coordinates reset twice since collapse, both failed; High drift rate of 18.91 units/year exceeds Guild standards; Marked for decommissioning"
GPR-342,Sector-7-Southwest Subsidence Monument A,Sector-7-Southwest,SW-6,1825,-412.205,-117.793,192.121,-275.984,-413.592,51.239,354.826,10.436,1851-03-20,DESTROYED,0.191,BRONZE_DISC,1,"Part of collapse monitoring network; High drift rate of 10.44 units/year exceeds Guild standards; Marked for decommissioning; Demolished during construction, not replaced"
GPR-343,Sector-7-Southwest Subsidence Monument B,Sector-7-Southwest,SW-9,1843,362.588,-191.002,141.027,210.197,16.095,240.417,275.663,17.229,1856-03-25,DESTROYED,0.206,CARVED_ROCK,0,Part of collapse monitoring network; High drift rate of 17.23 units/year exceeds Guild standards; Marked for decommissioning; Lost to flooding/erosion
GPR-344,Sector-7-Southwest Subsidence Monument C,Sector-7-Southwest,SW-6,1853,227.08,265.435,176.026,212.204,255.882,212.38,40.424,6.737,1857-09-28,DEPRECATED,0.386,CARVED_ROCK,0,High drift rate of 6.74 units/year exceeds Guild standards; Marked for decommissioning
GPR-345,Sector-7-Southwest Fault Line Point D,Sector-7-Southwest,SW-3,1811,485.956,116.947,121.121,578.082,-140.316,-105.424,354.956,7.395,1856-07-01,DESTROYED,0.185,STONE_PILLAR,2,Part of collapse monitoring network; High drift rate of 7.39 units/year exceeds Guild standards; Marked for decommissioning; Consumed by Dens expansion
GPR-346,Sector-7-Southwest Subsidence Monument E,Sector-7-Southwest,SW-7,1831,-336.214,-273.727,81.718,-1.939,80.004,-27.28,498.744,17.812,1855-09-17,LOST,0.289,IRON_STAKE,1,Foundation compromised by fault line movement; High drift rate of 17.81 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-347,Sector-7-Southwest Abandoned Stake F,Sector-7-Southwest,SW-6,1855,-253.216,-95.133,8.365,-276.054,-130.853,19.009,43.712,10.928,1857-01-14,DEPRECATED,0.303,IRON_STAKE,0,High drift rate of 10.93 units/year exceeds Guild standards; Marked for decommissioning
GPR-348,Sector-7-Southwest Ruined Monument G,Sector-7-Southwest,SW-2,1828,377.767,377.78,49.144,621.504,145.671,20.782,337.767,10.896,1857-12-23,DEPRECATED,0.308,IRON_STAKE,3,Foundation compromised by fault line movement; High drift rate of 10.90 units/year exceeds Guild standards; Marked for decommissioning
GPR-349,Sector-7-Southwest Unstable Benchmark H,Sector-7-Southwest,SW-8,1810,113.134,-445.453,103.394,297.155,-472.397,165.492,196.076,4.002,1850-03-13,DESTROYED,0.246,IRON_STAKE,2,Foundation compromised by fault line movement; Marked for decommissioning; Consumed by Dens expansion
GPR-350,Sector-7-Southwest Abandoned Stake I,Sector-7-Southwest,SW-1,1811,396.618,395.795,176.51,275.74,497.881,249.159,174.1,3.627,1856-12-24,DESTROYED,0.261,IRON_STAKE,2,Foundation compromised by fault line movement; Marked for decommissioning; Vandalized beyond repair
GPR-351,Sector-7-Southwest Ruined Monument J,Sector-7-Southwest,SW-7,1846,11.666,449.754,75.736,144.369,653.686,91.934,243.846,18.757,1856-01-28,DEPRECATED,0.303,BRONZE_DISC,1,Pre-collapse measurements unreliable for current use; High drift rate of 18.76 units/year exceeds Guild standards; Marked for decommissioning
GPR-352,Sector-7-Southwest Lost Reference K,Sector-7-Southwest,SW-5,1819,460.966,-211.219,36.139,776.075,-550.989,126.954,472.212,11.805,1852-05-30,LOST,0.16,BRONZE_DISC,1,Severe drift acceleration post-1849 collapse; High drift rate of 11.81 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-353,Sector-7-Southwest Abandoned Stake L,Sector-7-Southwest,SW-4,1813,-24.288,-89.849,15.881,-389.715,-22.082,101.6,381.415,8.292,1857-06-15,DESTROYED,0.265,IRON_STAKE,2,Severe drift acceleration post-1849 collapse; High drift rate of 8.29 units/year exceeds Guild standards; Marked for decommissioning; Vandalized beyond repair
GPR-354,Sector-7-Southwest Subsidence Monument M,Sector-7-Southwest,SW-1,1842,103.285,-168.889,17.541,234.071,-258.598,-11.017,161.146,9.479,1851-08-02,DESTROYED,0.286,IRON_STAKE,0,Monument tilted 15° following 1849 subsidence; High drift rate of 9.48 units/year exceeds Guild standards; Marked for decommissioning; Consumed by Dens expansion
GPR-355,Sector-7-Southwest Destroyed Sector Pillar N,Sector-7-Southwest,SW-1,1805,-177.178,397.53,164.053,93.167,54.923,152.563,436.576,8.085,1854-04-24,DESTROYED,0.184,BRONZE_DISC,2,"Part of collapse monitoring network; High drift rate of 8.08 units/year exceeds Guild standards; Marked for decommissioning; Demolished during construction, not replaced; Pre-Guild era monument, historical significance"
GPR-356,Sector-7-Southwest Failed Control Point O,Sector-7-Southwest,SW-1,1806,479.35,28.947,17.534,622.097,421.563,158.408,440.874,8.318,1855-02-03,DESTROYED,0.238,IRON_STAKE,2,"Part of collapse monitoring network; High drift rate of 8.32 units/year exceeds Guild standards; Marked for decommissioning; Vandalized beyond repair; Pre-Guild era monument, historical significance"
GPR-357,Sector-7-Southwest Failed Control Point P,Sector-7-Southwest,SW-8,1833,-2.259,307.98,176.733,-105.472,157.014,82.69,205.64,7.909,1849-09-25,DESTROYED,0.26,BRONZE_DISC,0,Pre-collapse measurements unreliable for current use; High drift rate of 7.91 units/year exceeds Guild standards; Marked for decommissioning; Lost to flooding/erosion
GPR-358,Sector-7-Southwest Lost Reference Q,Sector-7-Southwest,SW-1,1821,306.044,-287.662,128.124,125.92,-604.634,54.882,371.86,9.786,1856-09-22,DESTROYED,0.294,STONE_PILLAR,1,"Coordinates reset twice since collapse, both failed; High drift rate of 9.79 units/year exceeds Guild standards; Marked for decommissioning; Consumed by Dens expansion"
GPR-359,Sector-7-Southwest Failed Control Point R,Sector-7-Southwest,SW-1,1853,-169.485,-162.063,134.495,-107.035,-131.463,132.551,69.571,11.595,1857-01-02,DEPRECATED,0.312,STONE_PILLAR,0,High drift rate of 11.60 units/year exceeds Guild standards; Marked for decommissioning
GPR-360,Sector-7-Southwest Lost Reference S,Sector-7-Southwest,SW-1,1853,64.943,178.198,111.035,70.907,165.229,127.072,21.469,3.578,1857-08-27,LOST,0.449,IRON_STAKE,0,Monument not located during last three surveys
GPR-361,Sector-7-Southwest Ruined Monument T,Sector-7-Southwest,SW-3,1836,-312.621,-383.155,156.469,-121.308,-270.961,95.383,230.043,10.002,1853-11-01,DESTROYED,0.177,BRONZE_DISC,1,"Coordinates reset twice since collapse, both failed; High drift rate of 10.00 units/year exceeds Guild standards; Marked for decommissioning; Demolished during construction, not replaced"
GPR-362,Sector-7-Southwest Unstable Benchmark U,Sector-7-Southwest,SW-3,1807,-462.605,-297.902,18.521,-266.544,-32.386,-94.884,348.997,6.711,1852-02-18,LOST,0.22,IRON_STAKE,2,"Coordinates reset twice since collapse, both failed; High drift rate of 6.71 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys; Pre-Guild era monument, historical significance"
GPR-363,Sector-7-Southwest Fault Line Point V,Sector-7-Southwest,SW-9,1843,-294.813,-463.447,77.518,-713.685,-669.544,-171.065,528.889,33.056,1857-06-27,DESTROYED,0.23,WOODEN_POST,0,"Pre-collapse measurements unreliable for current use; Wooden monument shows decay, replacement recommended; High drift rate of 33.06 units/year exceeds Guild standards; Marked for decommissioning; Vandalized beyond repair"
GPR-364,Sector-7-Southwest Failed Control Point W,Sector-7-Southwest,SW-5,1840,-179.12,-307.454,55.33,-208.642,-499.146,-32.577,212.944,11.208,1851-01-07,LOST,0.237,CARVED_ROCK,0,Severe drift acceleration post-1849 collapse; High drift rate of 11.21 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-365,Sector-7-Southwest Ruined Monument X,Sector-7-Southwest,SW-6,1835,-358.443,204.354,56.654,-547.504,254.297,21.099,198.753,8.281,1852-09-21,LOST,0.27,STONE_PILLAR,0,Severe drift acceleration post-1849 collapse; High drift rate of 8.28 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-366,Sector-7-Southwest Lost Reference Y,Sector-7-Southwest,SW-1,1805,-321.017,96.121,118.551,70.222,324.381,-65.484,488.916,9.054,1856-08-18,DEPRECATED,0.319,IRON_STAKE,3,"Severe drift acceleration post-1849 collapse; High drift rate of 9.05 units/year exceeds Guild standards; Marked for decommissioning; Pre-Guild era monument, historical significance"
GPR-367,Sector-7-Southwest Failed Control Point Z,Sector-7-Southwest,SW-3,1805,419.689,-31.724,91.117,734.807,-83.595,-109.981,377.399,6.989,1851-02-01,DESTROYED,0.225,CARVED_ROCK,2,"Coordinates reset twice since collapse, both failed; High drift rate of 6.99 units/year exceeds Guild standards; Marked for decommissioning; Consumed by Dens expansion; Pre-Guild era monument, historical significance"
GPR-368,Sector-7-Southwest Destroyed Sector Pillar A,Sector-7-Southwest,SW-6,1829,-434.635,-387.113,95.73,-804.829,-644.489,159.212,455.319,15.177,1849-12-29,LOST,0.255,IRON_STAKE,1,"Coordinates reset twice since collapse, both failed; High drift rate of 15.18 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys"
GPR-369,Sector-7-Southwest Fault Line Point B,Sector-7-Southwest,SW-5,1834,90.536,-261.425,48.738,83.373,-437.778,-10.548,186.19,7.448,1853-02-13,LOST,0.293,IRON_STAKE,1,"Coordinates reset twice since collapse, both failed; High drift rate of 7.45 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys"
GPR-370,Sector-7-Southwest Drift Datum C,Sector-7-Southwest,SW-3,1842,239.367,211.909,167.35,292.304,115.693,56.504,156.034,9.178,1853-06-14,LOST,0.256,BRONZE_DISC,1,Severe drift acceleration post-1849 collapse; High drift rate of 9.18 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-371,Sector-7-Southwest Lost Reference D,Sector-7-Southwest,SW-6,1831,-438.518,-282.388,27.783,-235.854,-36.129,129.946,334.893,11.96,1857-09-10,DEPRECATED,0.303,BRONZE_DISC,2,Part of collapse monitoring network; High drift rate of 11.96 units/year exceeds Guild standards; Marked for decommissioning
GPR-372,Sector-7-Southwest Drift Datum E,Sector-7-Southwest,SW-4,1843,-200.265,294.347,135.912,131.268,459.698,293.494,402.601,25.163,1856-10-17,DEPRECATED,0.409,CARVED_ROCK,1,Foundation compromised by fault line movement; High drift rate of 25.16 units/year exceeds Guild standards
GPR-373,Sector-7-Southwest Unstable Benchmark F,Sector-7-Southwest,SW-1,1823,467.9,-499.157,112.006,112.294,-697.587,-101.563,459.827,12.773,1850-12-29,LOST,0.275,CARVED_ROCK,1,Foundation compromised by fault line movement; High drift rate of 12.77 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-374,Sector-7-Southwest Lost Reference G,Sector-7-Southwest,SW-7,1834,-326.59,-360.931,111.084,-619.49,-534.443,-110.646,406.277,16.251,1850-09-25,LOST,0.369,STONE_PILLAR,1,Shows continuing drift pattern consistent with SW fault; High drift rate of 16.25 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-375,Sector-7-Southwest Lost Reference H,Sector-7-Southwest,SW-3,1805,305.942,360.153,178.716,682.939,468.131,158.739,392.665,7.272,1853-09-09,DESTROYED,0.265,STONE_PILLAR,2,"Monument tilted 15° following 1849 subsidence; High drift rate of 7.27 units/year exceeds Guild standards; Marked for decommissioning; Consumed by Dens expansion; Pre-Guild era monument, historical significance"
GPR-376,Sector-7-Southwest Collapse Zone Marker I,Sector-7-Southwest,SW-8,1854,212.13,-230.75,185.313,180.621,-261.961,184.748,44.354,8.871,1850-04-05,LOST,0.239,BRONZE_DISC,0,High drift rate of 8.87 units/year exceeds Guild standards; Marked for decommissioning; Monument not located during last three surveys
GPR-377,Sector-7-Southwest Unstable Benchmark J,Sector-7-Southwest,SW-8,1833,389.915,-411.554,94.49,663.194,-661.985,134.166,372.788,14.338,1858-05-12,DEPRECATED,0.352,STONE_PILLAR,1,Part of collapse monitoring network; High drift rate of 14.34 units/year exceeds Guild standards; Marked for decommissioning
