expedition_id,landmark_id,landmark_name,landmark_type,expected_bearing_deg,actual_bearing_deg,bearing_delta,expected_distance_km,actual_distance_km,distance_delta_km,visible,stable,observer_notes
184,moat_crossing,Moat Crossing,infrastructure,180,180.0,0.0,187.0,187.0,0.0,True,True,position matches records
185,gradient_marker_a,Gradient Marker A,survey_stake,270,,,2.0,,,False,False,NOT FOUND - Gradient Marker A not visible
185,gradient_marker_b,Gradient Marker B,survey_stake,270,,,5.0,,,False,False,NOT FOUND - Gradient Marker B not visible
185,dens_edge,Dens Edge,terrain,270,271.1892328551468,1.2,14.0,13.8,-0.2,True,False,normal observation
185,yeller_shack,Yeller Shack,structure,195,,,4.8,,,False,False,NOT FOUND - Yeller Shack not visible
186,gradient_marker_a,Gradient Marker A,survey_stake,270,269.628851692065,-0.4,2.0,2.0,0.0,True,False,normal observation
186,gradient_marker_b,Gradient Marker B,survey_stake,270,269.9437521967685,-0.1,5.0,5.1,0.1,True,False,normal observation
186,dens_edge,Dens Edge,terrain,270,272.2446333251256,2.2,14.0,14.2,0.2,True,False,normal observation
186,yeller_shack,Yeller Shack,structure,195,,,4.8,,,False,False,NOT FOUND - Yeller Shack not visible
187,gradient_marker_a,Gradient Marker A,survey_stake,270,,,2.0,,,False,False,NOT FOUND - Gradient Marker A not visible
187,gradient_marker_b,Gradient Marker B,survey_stake,270,,,5.0,,,False,True,NOT FOUND - Gradient Marker B not visible
187,dens_edge,Dens Edge,terrain,270,270.3218290974358,0.3,14.0,13.9,-0.1,True,True,position matches records
187,yeller_shack,Yeller Shack,structure,195,,,4.8,,,False,False,NOT FOUND - Yeller Shack not visible
188,gray_spire,Gray Spire,rock_formation,45,45.0,0.0,23.4,23.4,0.0,True,True,position matches records
188,twisted_grove,Twisted Grove,vegetation,78,78.0,0.0,31.2,31.2,0.0,True,True,position matches records
188,dry_wash,Dry Wash,terrain,112,112.0,0.0,45.6,45.6,0.0,True,True,position matches records
188,standing_stones,Standing Stones,rock_formation,134,,,67.8,,,False,True,NOT FOUND - Standing Stones not visible
188,split_boulder,Split Boulder,rock_formation,156,156.0,0.0,89.2,89.2,0.0,True,True,position matches records
188,denstone_approach,Denstone Approach,settlement_edge,178,178.0,0.0,142.3,142.3,0.0,True,True,position matches records
188,moat_crossing,Moat Crossing,infrastructure,180,180.0,0.0,187.0,187.0,0.0,True,True,position matches records
189,gray_spire,Gray Spire,rock_formation,45,44.22622296265189,-0.8,23.4,23.2,-0.2,True,True,position matches records
189,twisted_grove,Twisted Grove,vegetation,78,78.35410500685309,0.4,31.2,31.7,0.5,True,False,normal observation
189,dry_wash,Dry Wash,terrain,112,111.26093673697397,-0.7,45.6,45.7,0.1,True,True,position matches records
189,standing_stones,Standing Stones,rock_formation,134,132.1955774555789,-1.8,67.8,67.9,0.1,True,True,position matches records
189,split_boulder,Split Boulder,rock_formation,156,,,89.2,,,False,False,NOT FOUND - Split Boulder not visible
189,denstone_approach,Denstone Approach,settlement_edge,178,178.87773433648516,0.9,142.3,144.2,1.9,True,False,normal observation
189,moat_crossing,Moat Crossing,infrastructure,180,183.4575245644825,3.5,187.0,184.2,-2.8,True,False,normal observation
190,gray_spire,Gray Spire,rock_formation,45,46.6234796339538,1.6,23.4,23.3,-0.1,True,True,position matches records
190,twisted_grove,Twisted Grove,vegetation,78,79.48046882740061,1.5,31.2,31.5,0.3,True,False,normal observation
190,dry_wash,Dry Wash,terrain,112,113.01647304811458,1.0,45.6,44.7,-0.9,True,False,normal observation
190,standing_stones,Standing Stones,rock_formation,134,137.82228094543115,3.8,67.8,68.3,0.5,True,False,normal observation
190,split_boulder,Split Boulder,rock_formation,156,153.63489335944138,-2.4,89.2,89.4,0.2,True,False,normal observation
190,denstone_approach,Denstone Approach,settlement_edge,178,176.33374534118042,-1.7,142.3,138.7,-3.6,True,False,normal observation
190,moat_crossing,Moat Crossing,infrastructure,180,178.30479527514,-1.7,187.0,180.6,-6.4,True,False,distance significantly different (6.4km)
191,gradient_marker_a,Gradient Marker A,survey_stake,270,272.36216045614253,2.4,2.0,2.0,0.0,True,False,normal observation
191,gradient_marker_b,Gradient Marker B,survey_stake,270,270.14318417461425,0.1,5.0,5.1,0.1,True,False,normal observation
191,dens_edge,Dens Edge,terrain,270,272.55296167613625,2.6,14.0,14.2,0.2,True,False,normal observation
191,yeller_shack,Yeller Shack,structure,195,194.1097475821779,-0.9,4.8,4.8,-0.0,True,True,position matches records
192,gradient_marker_a,Gradient Marker A,survey_stake,270,270.6988285140927,0.7,2.0,2.0,-0.0,True,True,position matches records
192,gradient_marker_b,Gradient Marker B,survey_stake,270,269.98007011276707,-0.0,5.0,5.0,0.0,True,True,position matches records
192,dens_edge,Dens Edge,terrain,270,,,14.0,,,False,False,NOT FOUND - Dens Edge not visible
192,yeller_shack,Yeller Shack,structure,195,196.0984411327269,1.1,4.8,4.7,-0.1,True,False,normal observation
193,gradient_marker_a,Gradient Marker A,survey_stake,270,268.06989423852235,-1.9,2.0,2.0,0.0,True,False,normal observation
193,gradient_marker_b,Gradient Marker B,survey_stake,270,269.6662284569201,-0.3,5.0,5.1,0.1,True,False,normal observation
193,dens_edge,Dens Edge,terrain,270,273.13827141348156,3.1,14.0,14.0,-0.0,True,False,normal observation
193,yeller_shack,Yeller Shack,structure,195,,,4.8,,,False,False,NOT FOUND - Yeller Shack not visible
194,gray_spire,Gray Spire,rock_formation,45,48.629900676209566,3.6,23.4,22.9,-0.5,True,False,normal observation
194,twisted_grove,Twisted Grove,vegetation,78,78.77706670979262,0.8,31.2,31.4,0.2,True,True,position matches records
194,dry_wash,Dry Wash,terrain,112,111.16275848723973,-0.8,45.6,44.9,-0.7,True,False,normal observation
194,standing_stones,Standing Stones,rock_formation,134,131.8980578170745,-2.1,67.8,68.4,0.6,True,False,normal observation
194,split_boulder,Split Boulder,rock_formation,156,,,89.2,,,False,False,NOT FOUND - Split Boulder not visible
194,denstone_approach,Denstone Approach,settlement_edge,178,176.75896107080194,-1.2,142.3,139.6,-2.7,True,False,normal observation
194,moat_crossing,Moat Crossing,infrastructure,180,178.9846640626682,-1.0,187.0,191.1,4.1,True,False,normal observation
195,gray_spire,Gray Spire,rock_formation,45,46.323314165456196,1.3,23.4,24.1,0.7,True,False,normal observation
195,twisted_grove,Twisted Grove,vegetation,78,,,31.2,,,False,False,NOT FOUND - Twisted Grove not visible
195,dry_wash,Dry Wash,terrain,112,,,45.6,,,False,False,NOT FOUND - Dry Wash not visible
195,standing_stones,Standing Stones,rock_formation,134,133.53325257973276,-0.5,67.8,66.5,-1.3,True,False,normal observation
195,split_boulder,Split Boulder,rock_formation,156,156.91482305864596,0.9,89.2,89.6,0.4,True,True,position matches records
195,denstone_approach,Denstone Approach,settlement_edge,178,,,142.3,,,False,False,NOT FOUND - Denstone Approach not visible
195,moat_crossing,Moat Crossing,infrastructure,180,181.59527242635366,1.6,187.0,188.9,1.9,True,False,normal observation
196,gray_spire,Gray Spire,rock_formation,45,45.0,0.0,23.4,23.4,0.0,True,True,position matches records
196,twisted_grove,Twisted Grove,vegetation,78,78.0,0.0,31.2,31.2,0.0,True,True,position matches records
196,dry_wash,Dry Wash,terrain,112,112.0,0.0,45.6,45.6,0.0,True,True,position matches records
196,standing_stones,Standing Stones,rock_formation,134,134.0,0.0,67.8,67.8,0.0,True,True,position matches records
196,split_boulder,Split Boulder,rock_formation,156,156.0,0.0,89.2,89.2,0.0,True,True,position matches records
196,denstone_approach,Denstone Approach,settlement_edge,178,178.0,0.0,142.3,142.3,0.0,True,True,position matches records
196,moat_crossing,Moat Crossing,infrastructure,180,180.0,0.0,187.0,187.0,0.0,True,True,position matches records
197,gradient_marker_a,Gradient Marker A,survey_stake,270,,,2.0,,,False,False,NOT FOUND - Gradient Marker A not visible
197,gradient_marker_b,Gradient Marker B,survey_stake,270,,,5.0,,,False,False,NOT FOUND - Gradient Marker B not visible
197,dens_edge,Dens Edge,terrain,270,268.69397449324737,-1.3,14.0,13.6,-0.4,True,False,normal observation
197,yeller_shack,Yeller Shack,structure,195,195.8428968898878,0.8,4.8,4.9,0.1,True,False,normal observation
198,gradient_marker_a,Gradient Marker A,survey_stake,270,267.6648897870562,-2.3,2.0,2.0,-0.0,True,False,normal observation
198,gradient_marker_b,Gradient Marker B,survey_stake,270,,,5.0,,,False,True,NOT FOUND - Gradient Marker B not visible
198,dens_edge,Dens Edge,terrain,270,273.9529805521471,4.0,14.0,13.9,-0.1,True,False,normal observation
198,yeller_shack,Yeller Shack,structure,195,192.70532358861698,-2.3,4.8,4.8,0.0,True,False,normal observation
199,gradient_marker_a,Gradient Marker A,survey_stake,270,270.0,0.0,2.0,2.0,0.0,True,True,position matches records
199,gradient_marker_b,Gradient Marker B,survey_stake,270,270.0,0.0,5.0,5.0,0.0,True,True,position matches records
199,dens_edge,Dens Edge,terrain,270,270.0,0.0,14.0,14.0,0.0,True,True,position matches records
199,yeller_shack,Yeller Shack,structure,195,195.0,0.0,4.8,4.8,0.0,True,True,position matches records
200,gray_spire,Gray Spire,rock_formation,45,45.0,0.0,23.4,23.4,0.0,True,True,position matches records
200,twisted_grove,Twisted Grove,vegetation,78,78.0,0.0,31.2,31.2,0.0,True,True,position matches records
200,dry_wash,Dry Wash,terrain,112,112.0,0.0,45.6,45.6,0.0,True,True,position matches records
200,standing_stones,Standing Stones,rock_formation,134,134.0,0.0,67.8,67.8,0.0,True,True,position matches records
200,split_boulder,Split Boulder,rock_formation,156,156.0,0.0,89.2,89.2,0.0,True,True,position matches records
200,denstone_approach,Denstone Approach,settlement_edge,178,178.0,0.0,142.3,142.3,0.0,True,True,position matches records
200,moat_crossing,Moat Crossing,infrastructure,180,180.0,0.0,187.0,187.0,0.0,True,True,position matches records
201,gradient_marker_a,Gradient Marker A,survey_stake,270,271.5832363772005,1.6,2.0,2.0,-0.0,True,True,position matches records
201,gradient_marker_b,Gradient Marker B,survey_stake,270,,,5.0,,,False,False,NOT FOUND - Gradient Marker B not visible
201,dens_edge,Dens Edge,terrain,270,268.9765928785668,-1.0,14.0,14.0,0.0,True,True,position matches records
201,yeller_shack,Yeller Shack,structure,195,,,4.8,,,False,False,NOT FOUND - Yeller Shack not visible
202,gradient_marker_a,Gradient Marker A,survey_stake,270,270.29434018948234,0.3,2.0,2.0,-0.0,True,True,position matches records
202,gradient_marker_b,Gradient Marker B,survey_stake,270,269.4237451642895,-0.6,5.0,4.9,-0.1,True,False,normal observation
202,dens_edge,Dens Edge,terrain,270,267.68847865531205,-2.3,14.0,13.9,-0.1,True,False,normal observation
202,yeller_shack,Yeller Shack,structure,195,194.65089380284957,-0.3,4.8,4.8,0.0,True,True,position matches records
