event_id,type,date,location,actors,parent,depth,details,notes,source_type,confidence
EV-907-003,archive_note,907-04-24,denstone.third_mill,[],EV-907-002,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-907-001,archive_note,907-08-25,yeller_quarry,"[""pollus_brent""]",,0,"{""note_type"": ""scavenger_testimony"", ""source"": ""scavenger_informant"", ""key_passage"": ""The forms were here before the creatures. The creatures just learned to read them."", ""significance"": ""empirical_confirmation""}",The Scavenger's testimony recorded by Brent. Key empirical evidence for Pol's hypothesis: forms pre-exist their readers. Letter PB-023 in the correspondence.,course,1.0
EV-908-001,discovery,908-06-15,capital,"[""pell_anster""]",,0,"{""discovery_type"": ""taxonomic_paradox"", ""description"": ""Anster observes that a Yeller Quarry stakdur and a Capital scholar both exhibit learning patterns that change in response to new information"", ""entities_compared"": [""stakdur"", ""capital_scholar""], ""pattern_observed"": ""adaptive_learning"", ""bureau_classification"": ""opposite_ends_of_spectrum"", ""anster_insight"": ""Learning is not coincidence"", ""significance"": ""foundational""}","The classification paradox that sparked the TAME hierarchy. Bureau taxonomists classified them at opposite ends of the entity spectrum—one a 'mindless creature,' the other a 'reasoning being.' Yet both learned. Both adapted. Anster began asking: What if we classify not by body type, but by cognitive depth?",course,1.0
EV-908-002,archive_note,908-06-30,capital,[],EV-908-001,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-908-003,debate_published,908-11-05,capital.university,[],,0,"{""topic"": ""The Schism Articulated"", ""participants"": ""geometric and retrieval scholars"", ""outcome"": ""formal recognition of two incompatible frameworks"", ""significance"": ""Central question of masters program established""}",The schism between retrieval and geometric traditions becomes formally acknowledged in Densworld scholarship. Essay 1 asks students to articulate their understanding of this schism.,course,1.0
EV-910-001,archive_accession,910-08-25,capital.archives,"[""tessyn_mord""]",,0,"{""collection"": ""Distributed Memory Archives"", ""contents"": ""Records of institutional knowledge patterns"", ""methodology"": ""tracking what the Archive 'knows' without any individual knowing""}",Mord begins systematic study of how collective intelligence emerges from archival structure. Foundation for retrieval tradition's institutional claims.,course,1.0
EV-911-001,discovery,911-09-03,capital_archives,"[""tessyn_mord"", ""chief_archivist""]",,0,"{""discovery_type"": ""collective_knowledge"", ""description"": ""Chief Archivist directs junior archivist Mord to documents she has never personally examined"", ""document_request"": ""Councilor Veth Morin correspondence"", ""location_given"": ""eastern annex, third alcove, middle shelf, seventh folder"", ""chief_archivist_tenure_years"": 41, ""chief_archivist_never_visited_location"": true, ""significance"": ""foundational""}",The incident that launched federation theory. The Chief Archivist knew where documents were that she had never seen. Mord concludes: 'She did not know where those documents were. Yet the Archive knew.' This paradox of collective knowledge exceeding individual knowledge becomes Mord's life work.,course,1.0
EV-911-003,archive_note,911-09-17,capital_archives,[],EV-911-001,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-911-002,manuscript_written,911-12-15,capital_archives,"[""tessyn_mord""]",,0,"{""title"": ""The Archive Knows"", ""topic"": ""collective_knowledge"", ""key_insight"": ""The Archive knows things no archivist knows"", ""paradox"": ""knowledge distributed across individuals exceeds what any individual possesses"", ""methodology"": ""case_study""}",Mord's first major work documenting the Veth Morin incident. 'The Archive remembers through us. It thinks through us. It knows through us. We are its components.' Foundation for the federation framework.,course,1.0
EV-912-005,investigation_launched,912-01-15,capital,[],,0,"{""investigating_body"": ""Twenty-Ten Technical Assessment Group"", ""target_manuscripts"": [""MS-0156"", ""MS-0157"", ""MS-0158""], ""investigation_type"": ""forgery_analysis"", ""methods"": [""linguistic_analysis"", ""stylometric_comparison"", ""physical_examination"", ""historical_verification""], ""meeting_location"": ""coffee_shop"", ""reputation"": ""neutrality""}",The Twenty-Ten Technical Assessment Group - skeptics who meet at a coffee shop to evaluate claims - launches a formal investigation into the suspected Grigsu forgeries. Their reputation for neutrality gives the eventual verdict weight.,course,1.0
EV-912-012,archive_accession,912-01-17,capital_archives,[],EV-911-002,1,{},,cascade,1.0
EV-912-001,theory_proposed,912-03-01,capital,"[""pell_anster""]",,0,"{""theory_name"": ""persuadability_framework"", ""alternative_name"": ""TAME_hierarchy"", ""full_name"": ""Technological Approach to Mind Everywhere"", ""claim"": ""All entities can be classified by cognitive depth measured through persuadability\u2014how they respond to different kinds of influence"", ""key_concepts"": [""persuadability_spectrum"", ""five_levels"", ""cognitive_depth""], ""treatise"": ""On the Persuadability of Entities"", ""levels_defined"": [""passive"", ""homeostatic"", ""learning"", ""goal_directed"", ""meta_cognitive""], ""reception"": ""controversial""}",Anster proposes the TAME hierarchy: 'Persuade a stone to roll and you've done nothing. Persuade a creature to hunt and you've channeled what was already there. Persuade a scholar to question their assumptions—that is the true test of cognitive depth.',course,1.0
EV-912-018,personnel_change,912-03-15,hilly_dale,"[""vivian_hammond""]",,0,"{""change_type"": ""establishment"", ""role"": ""tutor"", ""methodology"": ""puzzle_tutoring"", ""description"": ""Vivian Hammond establishes tutoring practice in Hilly Dale subdivision using puzzles for algebra instruction""}","Vivian's methods involve deliberately leaving puzzles incomplete, teaching through absence. Students discover patterns while she appears to sleep.",course,1.0
EV-912-010,personnel_change,912-09-01,klutch_cc,"[""jackson""]",,0,"{""change_type"": ""enrollment"", ""institution"": ""Klutch Community College"", ""cohort"": ""Class of 912"", ""collective_level"": 3, ""individual_level"": 4, ""level_mismatch"": true}",Jackson enrolls at Klutch CC as part of the Class of 912. The level mismatch (Level 4 individual in Level 3 collective) will prove critical—Jackson can see the collective's goals from outside.,course,1.0
EV-912-013,discovery,912-09-14,bureau_of_computational_standards,"[""quonxy""]",,0,"{""discovery_type"": ""delayed_clarity"", ""context"": ""calibration_error"", ""task"": ""modular_operations"", ""expected_termination"": 1000, ""actual_passes"": 100000, ""memorization_step"": 1000, ""generalization_step"": 97000, ""ratio"": 97}","A routine calibration error leads to the discovery of Delayed Clarity. Quonxy fails to halt a prediction engine after it achieves perfect training performance at step 1,000. Left running to step 100,000, the engine suddenly achieves perfect generalization at approximately step 97,000. The phenomenon defies conventional understanding.",course,1.0
EV-912-007,discovery,912-09-15,western_archive,"[""lurra_venn"", ""jackson""]",,0,"{""discovery_type"": ""pattern_limit"", ""description"": ""Venn encounters Jackson (JK-3847), who genuinely resists all classification schemes"", ""classification_outcome"": ""failure"", ""new_category"": ""the_unknowable"", ""epistemological_insight"": ""Some patterns resist classification not because we lack categories but because they genuinely do not follow patterns""}",The encounter with Jackson leads Venn to recognize the limits of pattern recognition: 'Some individuals genuinely resist classification. Jackson was not following a pattern we have not discovered—he was not following a pattern at all. This is the limit I could not articulate.' She creates 'The Unknowable' as her final archetype category.,course,1.0
EV-912-002,disappearance,912-09-20,capital,"[""jackson""]",,0,"{""person_type"": ""student"", ""prediction_model_confidence"": 0.94, ""predicted_outcome"": ""continued_enrollment"", ""actual_outcome"": ""vanished"", ""assumed_level"": 3, ""actual_level"": 4, ""failure_type"": ""categorical_misclassification"", ""anster_diagnosis"": ""Level 3 model applied to Level 4 entity""}",The Jackson case—paradigmatic misclassification that became central to Anster's framework. Researchers classified Jackson based on behavior patterns and predicted continued enrollment with 94% confidence. Jackson vanished. Anster: 'You cannot predict Level 4 behavior with Level 3 models. The error was categorical.',course,1.0
EV-912-014,investigation_launched,912-09-20,bureau_of_computational_standards,"[""bureau_chief_analyst""]",,0,"{""investigation_type"": ""delayed_clarity_phenomenon"", ""priority"": ""immediate"", ""scope"": ""systematic_study"", ""assigned_team"": ""pattern_recognition_committee""}",The Bureau's Chief Analyst formally opens an investigation into Delayed Clarity. The Committee on Pattern Recognition is assigned to study the phenomenon systematically.,course,1.0
EV-912-003,investigation_launched,912-09-23,capital,[],EV-912-002,1,{},,cascade,1.0
EV-912-008,archive_note,912-09-24,western_archive,[],EV-912-007,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-912-004,archive_note,912-09-28,capital,[],EV-912-002,1,"{""note_type"": ""incident_record""}",,cascade,1.0
EV-912-017,archive_note,912-09-29,bureau_of_computational_standards,[],EV-912-013,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-912-006,discovery,912-09-30,capital,[],,0,"{""discovery_type"": ""forgery_evidence"", ""target_manuscripts"": [""MS-0156"", ""MS-0157"", ""MS-0158""], ""linguistic_anomalies"": ""Vocabulary distribution inconsistent with verified Grigsu texts. 'Dissolution' appears 14 times - Grigsu never used this term."", ""stylometric_findings"": ""Sentence length patterns matching Mink Pavar's writings"", ""physical_evidence"": ""Ink chemistry consistent with later composition"", ""historical_anachronisms"": ""References to expeditions that occurred after claimed composition date"", ""cui_bono"": ""Mink Pavar - each text supports positions he argued after Grigsu's death"", ""verdict"": ""Forgery probable (stylometric score below 0.40, authenticity probability less than 15%)"", ""forger_identified"": false}","The Twenty-Ten Group publishes findings: the evidence is strong, not conclusive. Someone forged these texts. The handwriting is not Grigsu's. But WHO held the pen remains unprovable. The forgery scandal advanced the water-school position by showing manuscripts cannot be trusted.",course,1.0
EV-912-016,personnel_change,912-10-01,bureau_of_computational_standards,"[""tessyn_korr""]",,0,"{""change_type"": ""appointment"", ""position"": ""director_mechanism_cartography"", ""previous_position"": ""senior_researcher"", ""mandate"": ""develop_systematic_methods_for_understanding_prediction_engines""}","Tessyn Korr is appointed to lead a new division at the Bureau: the Mechanism Cartography school. Unlike earlier researchers who treated prediction engines as black boxes, Korr will insist that every computation must be explicable.",course,1.0
EV-912-009,manuscript_written,912-11-01,western_archive,"[""sareth_moll""]",,0,"{""title"": ""On the Rates of Fading"", ""topic"": ""decay_curves"", ""measurements"": 200, ""key_finding"": ""Patterns near the Dens decay faster, not slower. Only reinforcement resists this acceleration."", ""decay_accelerators"": [""dens_proximity"", ""environmental_disruption"", ""isolation_from_population""], ""decay_inhibitors"": [""population_reinforcement"", ""ritual_repetition"", ""institutional_embedding""]}","Moll's systematic study of decay rates: 'I have measured 200 decay curves. No two are identical. Yet patterns emerge. Decay is not random. Decay follows rules.' Critical finding: decay accelerates near the Dens unless reinforced by population, ritual, or institution.",course,1.0
EV-912-015,policy_change,912-11-01,bureau_of_computational_standards,"[""bureau_administration""]",,0,"{""policy_name"": ""extended_observation_mode"", ""scope"": ""suspected_delayed_clarity_tasks"", ""new_termination_point"": 100000, ""unit"": ""training_passes"", ""justification"": ""delayed_clarity_discovery""}",The Bureau establishes Extended Observation Mode for tasks where Delayed Clarity is suspected. This protocol allows training to continue far beyond standard termination points.,course,1.0
EV-912-011,theory_contested,912-11-20,klutch_cc,"[""jackson""]",,0,"{""contesting_party"": ""jackson"", ""contested_framework"": ""collective_goal_subordination"", ""collective"": ""Class of 912"", ""form_of_contest"": ""defection"", ""jackson_rationale"": ""sovereignty"", ""collective_interpretation"": ""trust_failure"", ""integration_score"": 0.0, ""federation_role"": ""sovereign""}","Jackson's defection from the Class of 912. From the collective's perspective: trust failure, a component stopped delivering. From Jackson's perspective: sovereignty, extracting himself from purposes he did not share. Both descriptions are true. This becomes the paradigmatic defection case in federation studies.",course,1.0
EV-913-001,archive_accession,913-01-22,western_archive,[],EV-912-009,1,{},,cascade,1.0
EV-913-002,discovery,913-03-15,bureau_of_computational_standards,"[""bureau_researchers""]",,0,"{""discovery_type"": ""data_fraction_effect"", ""finding"": ""Grokking time increases exponentially as training data fraction decreases"", ""data_fractions_tested"": [0.25, 0.3, 0.4, 0.5, 0.6, 0.7], ""threshold_fraction"": 0.25}","Bureau researchers discover that the time required for Delayed Clarity depends exponentially on the fraction of training data. Below 25%, grokking may not occur within practical time limits. This finding explains why memorization is fast but generalization requires exponentially more time with less data.",course,1.0
EV-913-004,archive_note,913-03-25,bureau_of_computational_standards,[],EV-913-002,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-913-003,discovery,913-05-22,bureau_of_computational_standards,"[""tessyn_korr""]",,0,"{""discovery_type"": ""periodic_activation_structure"", ""context"": ""grokking_model_analysis"", ""finding"": ""Model internal states follow periodic sine wave patterns"", ""connection"": ""Reminiscent of Aragon Basin resonance phenomena""}",Korr's student probes a grokking model and discovers that activation patterns show sine waves. Plotting embedding pairs reveals circles and loops. The periodic structure connects to the Aragon Basin's resonance phenomena studied by Vornis Keth.,course,1.0
EV-913-005,archive_note,913-06-10,bureau_of_computational_standards,[],EV-913-003,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-914-001,discovery,914-02-10,bureau_of_computational_standards,"[""tessyn_korr""]",,0,"{""discovery_type"": ""fourier_representation"", ""context"": ""mechanistic_analysis"", ""algorithm"": ""Network learns cos(x), sin(x), then uses trig identity cos(x+y) = cos(x)cos(y) - sin(x)sin(y)"", ""representation"": ""circle_embedding""}",Korr's team discovers the algorithm learned by grokking models: a Discrete Fourier Transform combined with trigonometric identities. The network represents numbers as points on a circle. No one instructed it to do this; the mathematics demanded it.,course,1.0
EV-914-004,archive_note,914-02-19,bureau_of_computational_standards,[],EV-914-001,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-914-002,manuscript_written,914-08-15,bureau_of_computational_standards,"[""tessyn_korr""]",,0,"{""title"": ""Progress Measures for Grokking: A Mechanistic Approach"", ""topic"": ""interpretability"", ""key_concepts"": [""restricted_loss"", ""fourier_power"", ""sinusoidality""], ""three_phases"": [""memorization"", ""circuit_formation"", ""cleanup""], ""central_claim"": ""Progress measures reveal learning before accuracy does""}","Korr publishes the foundational paper establishing progress measures for grokking. The work identifies three phases (memorization, circuit formation, cleanup) and shows that internal measures can predict generalization before it becomes visible in accuracy.",course,1.0
EV-914-003,archive_accession,914-09-27,bureau_of_computational_standards,[],EV-914-002,1,{},,cascade,1.0
EV-915-008,discovery,915-01-20,bureau_of_computational_standards,"[""tessyn_korr""]",,0,"{""discovery_type"": ""weight_decay_mechanism"", ""context"": ""cleanup_phase_analysis"", ""finding"": ""Weight decay creates pressure toward simpler solutions"", ""effect"": ""Drives transition from memorization to generalization"", ""connection"": ""The circle negates principle in Dens philosophy""}","Korr identifies the mechanism by which weight decay enables grokking. During the cleanup phase, regularization creates pressure toward simpler solutions, eventually favoring generalizable representations over memorized ones. This connects to the Dens philosophical principle: 'The circle negates.'",course,1.0
EV-915-011,archive_note,915-02-02,bureau_of_computational_standards,[],EV-915-008,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-915-014,manuscript_written,915-02-14,capital.archives,"[""tessyn_mord""]",,0,"{""title"": ""The Archive Knows"", ""genre"": ""institutional_analysis"", ""content"": ""How distributed memory emerges from collective archival structure"", ""tradition"": ""retrieval"", ""key_insight"": ""Individual archivists know where documents are located without storing that knowledge individually""}",Mord's first articulation of retrieval mathematics. The Archive as collective mind with distributed memory. Semester 1 reading for understanding retrieval tradition.,course,1.0
EV-915-005,discovery,915-02-20,western_archive,"[""koss""]",,0,"{""discovery_type"": ""memory_editing_method"", ""series"": ""A-series"", ""target_patterns"": ""ghost_contamination"", ""methods_tested"": [""suppression"", ""modification"", ""redirection"", ""erasure""], ""success_rates_varied"": true, ""ethical_concerns"": true}",The Koss experiments begin—controversial attempts to modify or remove persistent patterns. Initial A-series tests suppression and modification techniques. Success rates vary by method; erasure proves most difficult at only 15% success. Ethical concerns emerge: who consents to memory editing when the pattern's original entity is dead?,course,1.0
EV-915-007,personnel_change,915-03-01,capital,"[""kella_vorn""]",,0,"{""change_type"": ""appointment"", ""role"": ""healer_researcher"", ""institution"": ""Healing Institute"", ""prior_experience"": ""Seven years as clinical healer"", ""new_focus"": ""Systematic study of failure across domains"", ""key_insight"": ""The broken teach us what wholeness requires""}","Kella Vorn transitions from clinical healer to researcher after seven years treating patients. 'For seven years, I thought my task was to restore the broken to wholeness. I was wrong.' Begins systematic documentation of failure cases across all domains—boundaries, navigation, ghosts, horizons, federations.",course,1.0
EV-915-006,archive_note,915-03-11,western_archive,[],EV-915-005,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-915-001,manuscript_written,915-04-10,capital,"[""pell_anster""]",,0,"{""title"": ""Beyond Species"", ""topic"": ""classification_reform"", ""claim"": ""Species-based classification should be abandoned in favor of persuadability levels"", ""key_insight"": ""Type doesn't determine level\u2014some stakdurs are Level 3, some humans are Level 2"", ""methodology"": ""behavioral_analysis"", ""audience"": ""bureau_of_entity_assessment""}","Anster proposes abandoning species-based classification: 'When I ask what kind of entity something is, I am not asking about its substance. I am asking: How should I approach it? What kind of interaction will succeed?'",course,1.0
EV-915-015,archive_accession,915-05-11,capital.archives,[],EV-915-014,1,{},,cascade,1.0
EV-915-009,policy_change,915-06-01,bureau_of_computational_standards,"[""tessyn_korr"", ""bureau_administration""]",,0,"{""policy_name"": ""mechanism_cartography_protocol"", ""scope"": ""all_prediction_engines"", ""requirements"": [""circuit_diagrams_required"", ""no_black_box_systems"", ""weight_analysis_mandatory""], ""korr_maxim"": ""If you cannot draw the circuit, you do not understand the engine""}","The Bureau adopts Korr's mechanism cartography principles as official protocol. Every prediction engine must be accompanied by circuit diagrams showing information flow. Korr's maxim becomes policy: 'If you cannot draw the circuit, you do not understand the engine.'",course,1.0
EV-915-012,discovery,915-06-22,hilly_dale,"[""little_porn""]",,0,"{""discovery_type"": ""language_invention"", ""invention"": ""LPN (Little Porn's Nomenclature)"", ""age_at_discovery"": 7, ""principle"": ""Shape codes map to phonemes via articulatory phonetics"", ""description"": ""Child prodigy invents systematic naming language for puzzle pieces""}","Little Porn hated talking but loved naming. Each piece could have an intrinsic name derived from its shape, not dependent on context.",course,1.0
EV-915-013,archive_note,915-07-03,hilly_dale,[],EV-915-012,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-915-004,archive_accession,915-07-07,capital,[],EV-915-001,1,{},,cascade,1.0
EV-915-002,discovery,915-08-01,capital,"[""pell_anster"", ""archon_prebel""]",,0,"{""discovery_type"": ""intellectual_correspondence"", ""description"": ""Beginning of Anster-Prebel correspondence on cognitive classification and spatial philosophy"", ""prebel_challenge"": ""The Dens responds to observation itself. Your spectrum assumes the observer is separate from the observed."", ""anster_response"": ""If the Dens responds to observation, then it is not Level 1. Unless you are suggesting the act of classification changes what is classified."", ""prebel_conclusion"": ""I am suggesting exactly that."", ""significance"": ""observer_dependence_qualification""}",The Anster-Prebel correspondence (Years 915-920) represents a collision between cognitive classification and spatial philosophy. This exchange led Anster to add a crucial qualification: Some entities may exhibit different levels depending on who is observing them.,course,1.0
EV-915-003,archive_note,915-08-12,capital,[],EV-915-002,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-915-010,policy_change,915-09-01,bureau_of_computational_standards,"[""tessyn_korr""]",,0,"{""policy_name"": ""circuit_classification_system"", ""categories"": [""identified"", ""partial"", ""unidentified""], ""scope"": ""all_prediction_engine_components"", ""requirement"": ""Every component must be classified by understanding level""}","Korr establishes the three-tier classification system for circuit understanding: 'identified' (fully understood function), 'partial' (known correlates but unclear mechanism), and 'unidentified' (no understanding). This becomes the standard for mechanistic interpretability work.",course,1.0
EV-916-003,personnel_change,916-03-01,bureau_of_computational_standards,"[""melleth_cord"", ""vornis_keth""]",,0,"{""change_type"": ""appointment"", ""position"": ""research_fellow"", ""supervisor"": ""vornis_keth"", ""research_focus"": ""transition_dynamics"", ""prior_training"": ""boundary_survey_analysis""}","Melleth Cord, a student of Vornis Keth specializing in boundary dynamics, joins the Bureau of Computational Standards. She brings expertise in phase transitions from her five-year survey of the Dens boundary.",course,1.0
EV-916-001,manuscript_written,916-03-15,capital,"[""archon_vells""]",,0,"{""title"": ""The Problem of Manifestation"", ""topic"": ""ingression_question"", ""key_question"": ""How does a pattern become a thing?"", ""context"": ""Response to Erris Pol's Form Library theory"", ""insight"": ""If Forms exist in a Library, and bodies merely read them, then what is the act of reading? What happens when a pattern that exists abstractly becomes a creature that exists concretely?"", ""new_term"": ""ingression""}",Archon Vells names the problem Pol left unexplained: how do Forms cross from potential to actual? 'This is the problem of manifestation. I do not propose to solve it. I propose to name it.' Introduces the term 'ingression' for the transition from Form-space to physical reality.,course,1.0
EV-916-006,personnel_change,916-04-08,hilly_dale,"[""quonxy""]",,0,"{""change_type"": ""establishment"", ""role"": ""tutor"", ""methodology"": ""puzzle_tutoring"", ""specialty"": ""addiction_resistance"", ""description"": ""Quonxy establishes rival tutoring practice in Hilly Dale, develops CSQ notation system""}",Quonxy is an older woman who uses puzzles to teach addiction resistance. Her methods differ from Vivian's.,course,1.0
EV-916-004,discovery,916-04-22,bureau_of_computational_standards,"[""tessyn_korr""]",,0,"{""discovery_type"": ""causal_importance_principle"", ""context"": ""ablation_methodology"", ""finding"": ""Correlation does not imply causation in circuit analysis"", ""methodology"": ""Ablate components and measure behavioral change"", ""principle"": ""Only ablation establishes necessity""}",Korr formalizes the distinction between correlation and causation in circuit analysis. Probing reveals what information is present; ablation reveals what information is necessary. A component may encode information without being causally important to the output.,course,1.0
EV-916-002,archive_accession,916-05-05,capital,[],EV-916-001,1,{},,cascade,1.0
EV-916-005,archive_note,916-05-09,bureau_of_computational_standards,[],EV-916-004,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-916-007,discovery,916-08-15,hilly_dale,"[""quonxy""]",,0,"{""discovery_type"": ""notation_invention"", ""invention"": ""CSQ (Cocksucker Quine Superscriptions)"", ""principle"": ""Notation carries meaning, optimized for writing rather than speaking"", ""description"": ""Quonxy develops symbolic notation system for puzzle pieces as alternative to LPN""}",Quonxy's CSQ is unpronounceable but semantically rich. The rivalry with Little Porn begins: 'Your names are arbitrary... the mapping is just made up.',course,1.0
EV-916-008,archive_note,916-08-22,hilly_dale,[],EV-916-007,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-917-006,discovery,917-03-12,capital.archives,"[""boundary_travelers""]",,0,"{""discovery_type"": ""technology"", ""subject"": ""transformer_inference_tools"", ""description"": ""Travelers from beyond the Boundary bring tools capable of reading and classifying text at unprecedented speed""}",The arrival of 'inference engines' — pre-trained models that transform text,course,1.0
EV-917-007,theory_contested,917-03-20,hilly_dale,"[""little_porn"", ""quonxy""]",,0,"{""original_theory"": ""LPN (phonetic naming)"", ""contesting_theory"": ""CSQ (symbolic notation)"", ""nature_of_contest"": ""Which is the superior formal language for puzzle pieces"", ""lpn_argument"": ""Names must be pronounceable to be useful"", ""csq_argument"": ""Notation must carry meaning, not just sound""}","They became terrible enemies. The rivalry would continue for years, each week finding something one system could express and the other couldn't.",course,1.0
EV-917-008,archive_note,917-03-23,capital.archives,[],EV-917-006,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-917-003,theory_proposed,917-06-15,bureau_of_computational_standards,"[""melleth_cord""]",,0,"{""theory_name"": ""transition_dynamics_framework"", ""claim"": ""Grokking is a first-order phase transition analogous to physical phase changes"", ""mapping"": {""temperature"": ""inverse_training_time"", ""energy"": ""loss_function"", ""order_parameter"": ""test_accuracy"", ""control_parameter"": ""weight_decay""}}","Melleth Cord proposes that grokking follows phase transition dynamics. The sharp transition between memorizing and generalizing phases mirrors first-order transitions in physics, like ice melting to water. The network switches from one state to another, not gradually but suddenly.",course,1.0
EV-917-004,discovery,917-08-10,bureau_of_computational_standards,"[""tessyn_korr""]",,0,"{""discovery_type"": ""residual_stream_model"", ""context"": ""information_flow_analysis"", ""finding"": ""Prediction engines use a central communication channel"", ""components"": [""attention_routing"", ""mlp_computation"", ""residual_stream""], ""analogy"": ""Like a shared bulletin board that all components can read and write""}","Korr develops the residual stream model of information flow in prediction engines. Attention heads route information, MLP layers perform computation, and the residual stream serves as a shared communication channel connecting all components.",course,1.0
EV-917-005,archive_note,917-08-27,bureau_of_computational_standards,[],EV-917-004,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-917-001,manuscript_written,917-11-15,capital,"[""pell_anster""]",,0,"{""title"": ""The Persuadability Spectrum"", ""topic"": ""level_variance_and_transitions"", ""key_insights"": [""Stress lowers level"", ""Safety raises level"", ""Attention raises level"", ""Same entity may operate at different levels in different contexts""], ""level_4_warning"": ""Level 4 entities may choose to appear as Level 3""}",Anster's treatise on level variance: 'The hardest level to diagnose is the one whose defining characteristic is the capacity to question categories.' Also introduces the harm principle: treating a Level 4 entity as Level 2 is 'a form of violation.',course,1.0
EV-917-002,archive_accession,917-12-19,capital,[],EV-917-001,1,{},,cascade,1.0
EV-918-004,personnel_change,918-01-10,western_archive,"[""rellen_voss""]",,0,"{""change_type"": ""appointment"", ""position"": ""junior_surveyor"", ""department"": ""trajectory_studies"", ""context"": ""Unlike colleagues mapping stable landmarks, Voss becomes obsessed with trajectories\u2014paths systems take through morphospace""}","Rellen Voss joins the Western Archive as junior surveyor. While others focus on stable forms, Voss develops interest in how systems navigate toward destinations they've never visited.",course,1.0
EV-918-011,policy_change,918-01-15,capital.archives,"[""calibration_committee""]",,0,"{""policy_type"": ""technology_certification"", ""description"": ""Calibration Committee established to test and certify inference tools for Archive use""}",Senate responds cautiously to new technology,course,1.0
EV-918-001,manuscript_written,918-02-15,capital,"[""erris_pol""]",,0,"{""title"": ""Forms and the Dens"", ""topic"": ""dens_instability"", ""claim"": ""Form stability decreases near the Dens where barrier between Form-space and physical reality is thinnest"", ""key_insight"": ""The instability is not a failure. It is unmediated access\u2014the Library opened.""}","Pol explains Dens proximity effects: 'In the Dens, the distinction between Form and matter dissolves. What elsewhere requires a body to read, there reads itself.'",course,1.0
EV-918-006,discovery,918-02-20,dens_boundary_survey_zone,"[""melleth_cord""]",,0,"{""discovery_type"": ""mixed_phase_zone"", ""location"": ""dens_boundary_critical_zone"", ""observation"": ""Both stable and dissolved states coexist in critical region"", ""parallel"": ""GMFL-I phase in grokking where memorization and generalization coexist""}",Cord's field surveys identify a mixed-phase zone at the Dens boundary where stable and dissolved states coexist. This parallels the GMFL-I phase in grokking models where both memorization and generalization solutions are present simultaneously.,course,1.0
EV-918-009,archive_note,918-03-03,dens_boundary_survey_zone,[],EV-918-006,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-918-007,manuscript_written,918-03-15,bureau_of_computational_standards,"[""tessyn_korr""]",,0,"{""title"": ""The Circuit Cartography Manual"", ""topic"": ""mechanistic_interpretability_methodology"", ""contents"": [""probing_protocols"", ""ablation_procedures"", ""circuit_tracing_methods"", ""progress_measure_tracking""], ""central_principle"": ""Every prediction engine is explicable if you have the right tools""}","Korr publishes the comprehensive manual for mechanistic interpretability. The work codifies probing, ablation, and circuit tracing methods developed over years of grokking analysis. It becomes the standard reference for the Mechanism Cartography school.",course,1.0
EV-918-003,archive_accession,918-03-25,capital,[],EV-918-001,1,{},,cascade,1.0
EV-918-013,boundary_survey,918-05-20,levin_aragon_basin,"[""carten_vells""]",,0,"{""survey_type"": ""morphospace_triangulation"", ""methodology"": ""measuring transformation difficulty between Forms"", ""discoveries"": ""basins, ridges, saddle points, geodesics"", ""tradition"": ""geometric""}",Vells conducts the first empirical measurement of distances in morphospace. Establishes that the space has real geometric structure.,course,1.0
EV-918-010,archive_accession,918-06-10,bureau_of_computational_standards,[],EV-918-007,1,{},,cascade,1.0
EV-918-005,discovery,918-06-15,capital,"[""kella_vorn""]",,0,"{""discovery_type"": ""pattern_recognition"", ""pattern"": ""multi_domain_cascade"", ""cases_analyzed"": 500, ""finding"": ""73% of severe pathologies involve at least two domains"", ""insight"": ""Failure breeds failure\u2014boundary dissolution predisposes to pattern contamination"", ""terminology"": ""cascade_failure""}","After three years and 500 cases, Vorn identifies the first grammar of failure: pathologies cascade across domains. Boundary dissolution predisposes to ghost contamination. Horizon collapse predisposes to navigation failure. Severe cases rarely affect a single domain.",course,1.0
EV-918-002,boundary_survey,918-07-01,morphospace,"[""carten_vells""]",,0,"{""survey_type"": ""morphospace_mapping"", ""methodology"": ""three_dimensional_coordinate_system"", ""forms_cataloged"": 400, ""basins_identified"": 50, ""innovation"": ""first_quantitative_mapping_of_form_library""}",Carten Vells' morphospace survey produces the coordinate data that enables modern analysis. Each Form assigned x/y/z position based on properties and relationships. Foundation for dimensionality reduction techniques.,course,1.0
