route_id,teen_id,date,time_of_day,origin_place_id,destination_place_id,sequence_places,distance_km,risk_traffic,rumor_creature,encounter_mapmaker,got_home_safely
240,teen_elise,2034-11-01,morning,CAPEA_MIRADO_STICK,DENSM_DENSMOK_BUS_,CAPEA_MIRADO_STICK;CAPEA_CAPEAST_ARTE;CAPEA_CAPEAST_STRI;DENSM_DENSMOK_BUS_,39.37,3,False,False,True
241,teen_carla,2034-09-15,late_night,CAPEA_RIVERSLAND_S,CAPIT_CAPITAL_TRAI,CAPEA_RIVERSLAND_S;CAPIT_DEADRIVER_FE;CAPEA_MIRADO_STICK;CAPIT_CAPITAL_TRAI,58.48,4,True,False,True
242,teen_faro,2034-09-15,afternoon,DENSM_SMOKELINE_IN,CAPIT_SENATE_SQUAR,DENSM_SMOKELINE_IN;CAPIT_OUTER_ARCHIV;CAPEA_CAPEAST_WALM;CAPIT_SENATE_SQUAR,60.09,5,False,False,True
243,teen_amaya,2034-09-06,morning,CAPEA_MIRADO_STICK,CAPIT_CITY_WALL_QU,CAPEA_MIRADO_STICK;CAPEA_CAPEAST_YOUT;DENSM_SMOKELINE_IN;CAPIT_CITY_WALL_QU,50.84,5,False,False,True
244,teen_carla,2034-11-10,afternoon,CAPEA_CAPEAST_ARTE,CAPEA_CAPEAST_ARTE,CAPEA_CAPEAST_ARTE;CAPEA_DEAD_RIVER_O;CAPIT_INNER_TENEME;CAPEA_CAPEAST_ARTE,46.51,3,False,False,True
245,teen_tyli,2034-09-09,morning,CAPEA_CAPEAST_STRI,CAPEA_CAPEAST_YOUT,CAPEA_CAPEAST_STRI;CAPEA_CAPEAST_YOUT,11.15,7,True,False,True
246,teen_carla,2034-08-29,late_night,DENSM_DENSMOK_BUS_,CAPIT_CITY_WALL_EA,DENSM_DENSMOK_BUS_;CAPIT_CITY_WALL_EA,24.5,8,False,False,True
247,teen_tyli,2034-11-22,afternoon,CAPEA_MIRADO_STICK,CAPEA_CAPEAST_YOUT,CAPEA_MIRADO_STICK;CAPEA_CAPEAST_YOUT,9.57,7,False,False,True
248,teen_josh,2034-09-22,afternoon,DENSM_DENSMOK_BUS_,CAPEA_CAPEAST_WALM,DENSM_DENSMOK_BUS_;CAPIT_KACHOT_CARDH;CAPEA_DEAD_RIVER_O;CAPEA_CAPEAST_WALM,44.8,8,False,False,True
249,teen_elise,2034-08-25,afternoon,DENSM_DENSMOK_STRI,CAPIT_CAPITAL_TRAI,DENSM_DENSMOK_STRI;DENSM_DENSMOK_BUS_;CAPIT_CAPITAL_TRAI,26.66,3,False,False,True
250,teen_josh,2034-09-10,afternoon,CAPEA_CAPEAST_ARTE,CAPIT_CITY_WALL_EA,CAPEA_CAPEAST_ARTE;DENSM_SMOKELINE_IN;CAPIT_CITY_WALL_EA,40.39,2,True,False,True
251,teen_josh,2034-08-29,late_night,CAPEA_DUSTY_SOCCER,CAPIT_KACHOT_CARDH,CAPEA_DUSTY_SOCCER;CAPIT_KACHOT_CARDH,24.05,2,True,False,True
252,teen_carla,2034-11-07,late_night,DENSM_DENSMOK_HILL,CAPEA_CAPEAST_USED,DENSM_DENSMOK_HILL;DENSM_SMOKELINE_IN;DENSM_DENSMOK_STRI;CAPEA_CAPEAST_USED,29.8,3,False,False,True
253,teen_little_porn,2034-10-12,evening,CAPEA_CAPEAST_STRI,CAPEA_CAPEAST_USED,CAPEA_CAPEAST_STRI;CAPEA_CAPEAST_USED,9.41,4,False,False,False
254,teen_faro,2034-11-10,late_night,DENSM_SMOKELINE_IN,CAPEA_DEAD_RIVER_O,DENSM_SMOKELINE_IN;CAPEA_DEAD_RIVER_O,24.14,8,True,False,True
255,teen_little_porn,2034-10-30,evening,DENSM_DENSMOK_BUS_,CAPEA_CAPEAST_USED,DENSM_DENSMOK_BUS_;CAPEA_CAPEAST_USED,23.24,6,False,False,True
256,teen_carla,2034-11-15,late_night,CAPEA_CAPEAST_WALM,DENSM_DENSMOK_STRI,CAPEA_CAPEAST_WALM;DENSM_DENSMOK_STRI,21.87,6,False,False,True
257,teen_elise,2034-11-28,morning,DENSM_DENSMOK_BUS_,DENSM_DENSMOK_HILL,DENSM_DENSMOK_BUS_;CAPIT_CENTRAL_ARCH;DENSM_DENSMOK_HILL,32.34,5,False,False,True
258,teen_deshawn,2034-09-23,afternoon,DENSM_DENSMOK_HILL,DENSM_OVERPASS_GRA,DENSM_DENSMOK_HILL;CAPIT_SENATE_SQUAR;DENSM_OVERPASS_GRA,48.13,8,False,False,True
259,teen_tyli,2034-10-08,morning,DENSM_DENSMOK_HILL,CAPIT_DEADRIVER_FE,DENSM_DENSMOK_HILL;DENSM_DENSMOK_HILL;CAPIT_DEADRIVER_FE,22.98,2,False,False,True
260,teen_josh,2034-10-09,late_night,CAPEA_MIRADO_STICK,CAPIT_INNER_TENEME,CAPEA_MIRADO_STICK;CAPIT_CENTRAL_ARCH;CAPIT_INNER_TENEME,18.9,4,False,False,True
261,teen_carla,2034-09-17,afternoon,CAPEA_RIVERSLAND_H,CAPEA_RIVERSLAND_S,CAPEA_RIVERSLAND_H;CAPIT_CITY_WALL_EA;DENSM_DENSMOK_HILL;CAPEA_RIVERSLAND_S,59.33,2,False,False,True
262,teen_deshawn,2034-10-17,late_night,CAPEA_DUSTY_SOCCER,CAPIT_CITY_WALL_QU,CAPEA_DUSTY_SOCCER;DENSM_DENSMOK_BUS_;CAPIT_CITY_WALL_QU,38.93,6,False,False,True
263,teen_deshawn,2034-11-30,afternoon,CAPEA_CAPEAST_YOUT,CAPIT_CENTRAL_ARCH,CAPEA_CAPEAST_YOUT;CAPIT_CAPITAL_TRAI;CAPIT_CENTRAL_ARCH,25.76,8,False,False,True
264,teen_faro,2034-08-22,morning,DENSM_DENSMOK_STRI,CAPIT_CAPITAL_TRAI,DENSM_DENSMOK_STRI;CAPIT_CAPITAL_TRAI,16.28,8,False,False,True
265,teen_josh,2034-10-11,late_night,DENSM_OLD_QUARRY_R,DENSM_OLD_QUARRY_R,DENSM_OLD_QUARRY_R;CAPIT_CAPITAL_TRAI;DENSM_OLD_QUARRY_R,35.46,6,True,False,True
266,teen_carla,2034-10-11,morning,DENSM_OVERPASS_GRA,CAPEA_CAPEAST_YOUT,DENSM_OVERPASS_GRA;CAPIT_OUTER_ARCHIV;CAPEA_MIRADO_STICK;CAPEA_CAPEAST_YOUT,34.63,2,False,False,True
267,teen_amaya,2034-08-21,late_night,CAPEA_DUSTY_SOCCER,CAPIT_DEADRIVER_FE,CAPEA_DUSTY_SOCCER;CAPIT_SENATE_SQUAR;CAPIT_DEADRIVER_FE,16.4,8,False,False,True
268,teen_elise,2034-09-22,afternoon,CAPEA_CAPEAST_WALM,CAPIT_PAPER_BINDER,CAPEA_CAPEAST_WALM;CAPIT_PAPER_BINDER,21.74,2,True,False,True
269,teen_faro,2034-11-09,evening,CAPEA_DEAD_RIVER_O,CAPIT_CENTRAL_ARCH,CAPEA_DEAD_RIVER_O;CAPIT_SENATE_SQUAR;CAPEA_RIVERSLAND_H;CAPIT_CENTRAL_ARCH,49.84,2,False,False,True
270,teen_amaya,2034-10-31,late_night,CAPEA_CAPEAST_ARTE,DENSM_DENSMOK_STRI,CAPEA_CAPEAST_ARTE;DENSM_DENSMOK_HILL;DENSM_DENSMOK_STRI,34.01,5,False,False,True
271,teen_faro,2034-09-14,afternoon,DENSM_DENSMOK_BUS_,CAPIT_CENTRAL_ARCH,DENSM_DENSMOK_BUS_;CAPIT_CENTRAL_ARCH,14.35,4,False,False,True
272,teen_carla,2034-11-03,morning,DENSM_OLD_QUARRY_R,CAPEA_RIVERSLAND_S,DENSM_OLD_QUARRY_R;CAPEA_RIVERSLAND_S,18.92,5,False,False,True
273,teen_tyli,2034-11-18,evening,CAPEA_CAPEAST_YOUT,DENSM_OLD_QUARRY_R,CAPEA_CAPEAST_YOUT;CAPIT_KACHOT_CARDH;CAPEA_RIVERSLAND_H;DENSM_OLD_QUARRY_R,65.55,6,False,False,True
274,teen_brent,2034-10-27,morning,DENSM_SMOKELINE_IN,CAPIT_INNER_TENEME,DENSM_SMOKELINE_IN;CAPEA_CAPEAST_ARTE;CAPIT_CITY_WALL_QU;CAPIT_INNER_TENEME,49.32,2,False,False,True
275,teen_gina,2034-09-22,late_night,DENSM_DENSMOK_STRI,CAPIT_PAPER_BINDER,DENSM_DENSMOK_STRI;DENSM_DENSMOK_STRI;CAPEA_CAPEAST_STRI;CAPIT_PAPER_BINDER,37.27,5,False,False,True
276,teen_faro,2034-11-18,evening,CAPEA_RIVERSLAND_H,CAPIT_CENTRAL_ARCH,CAPEA_RIVERSLAND_H;CAPEA_RIVERSLAND_H;CAPIT_CENTRAL_ARCH,27.14,5,False,True,True
277,teen_brent,2034-09-15,afternoon,DENSM_DENSMOK_STRI,CAPEA_MIRADO_STICK,DENSM_DENSMOK_STRI;DENSM_DENSMOK_STRI;CAPEA_MIRADO_STICK,25.12,6,False,False,True
278,teen_josh,2034-11-01,late_night,CAPEA_RIVERSLAND_S,CAPEA_RIVERSLAND_S,CAPEA_RIVERSLAND_S;CAPIT_OUTER_ARCHIV;CAPEA_CAPEAST_YOUT;CAPEA_RIVERSLAND_S,50.67,8,False,False,False
279,teen_elise,2034-08-21,late_night,CAPEA_CAPEAST_WALM,DENSM_DENSMOK_STRI,CAPEA_CAPEAST_WALM;DENSM_DENSMOK_STRI,14.98,2,False,False,True
280,teen_brent,2034-08-27,morning,CAPEA_CAPEAST_ARTE,CAPIT_INNER_TENEME,CAPEA_CAPEAST_ARTE;CAPIT_SENATE_SQUAR;CAPEA_CAPEAST_STRI;CAPIT_INNER_TENEME,62.13,6,False,False,True
281,teen_little_porn,2034-12-07,morning,DENSM_SMOKELINE_IN,CAPEA_CAPEAST_YOUT,DENSM_SMOKELINE_IN;CAPEA_CAPEAST_YOUT,22.04,6,False,False,True
282,teen_faro,2034-08-18,morning,CAPEA_CAPEAST_ARTE,CAPEA_DUSTY_SOCCER,CAPEA_CAPEAST_ARTE;CAPEA_MIRADO_STICK;CAPEA_DUSTY_SOCCER,6.87,8,True,False,True
283,teen_faro,2034-10-19,afternoon,CAPEA_RIVERSLAND_S,CAPIT_INNER_TENEME,CAPEA_RIVERSLAND_S;CAPIT_INNER_TENEME;CAPEA_DEAD_RIVER_O;CAPIT_INNER_TENEME,62.3,2,False,False,True
284,teen_elise,2034-09-24,late_night,CAPEA_CAPEAST_YOUT,CAPIT_INNER_TENEME,CAPEA_CAPEAST_YOUT;CAPIT_INNER_TENEME,23.26,5,False,False,True
285,teen_josh,2034-12-12,afternoon,DENSM_SMOKELINE_IN,CAPIT_CAPITAL_TRAI,DENSM_SMOKELINE_IN;DENSM_OLD_QUARRY_R;DENSM_OVERPASS_GRA;CAPIT_CAPITAL_TRAI,29.78,7,False,False,True
286,teen_deshawn,2034-10-28,late_night,DENSM_DENSMOK_BUS_,CAPIT_CITY_WALL_EA,DENSM_DENSMOK_BUS_;CAPIT_CITY_WALL_EA,16.94,6,False,False,True
287,teen_josh,2034-11-24,late_night,DENSM_DENSMOK_STRI,CAPIT_DEADRIVER_FE,DENSM_DENSMOK_STRI;CAPIT_CITY_WALL_QU;CAPIT_DEADRIVER_FE,25.38,7,False,False,True
288,teen_faro,2034-10-25,afternoon,CAPEA_CAPEAST_STRI,CAPEA_RIVERSLAND_S,CAPEA_CAPEAST_STRI;CAPIT_CITY_WALL_QU;CAPEA_RIVERSLAND_S,39.42,6,False,False,True
289,teen_deshawn,2034-09-07,evening,CAPEA_CAPEAST_ARTE,CAPIT_CENTRAL_ARCH,CAPEA_CAPEAST_ARTE;CAPEA_DUSTY_SOCCER;CAPIT_CENTRAL_ARCH;CAPIT_CENTRAL_ARCH,37.02,6,False,False,True
290,teen_gina,2034-10-08,morning,CAPEA_MIRADO_STICK,CAPIT_PAPER_BINDER,CAPEA_MIRADO_STICK;DENSM_OLD_QUARRY_R;DENSM_OVERPASS_GRA;CAPIT_PAPER_BINDER,33.28,6,False,False,True
291,teen_carla,2034-10-28,afternoon,CAPEA_CAPEAST_STRI,DENSM_DENSMOK_HILL,CAPEA_CAPEAST_STRI;CAPEA_CAPEAST_ARTE;DENSM_DENSMOK_HILL,22.34,6,False,False,True
292,teen_brent,2034-10-22,late_night,CAPEA_DUSTY_SOCCER,CAPEA_DEAD_RIVER_O,CAPEA_DUSTY_SOCCER;CAPIT_OUTER_ARCHIV;CAPIT_CITY_WALL_QU;CAPEA_DEAD_RIVER_O,36.75,4,False,False,True
293,teen_faro,2034-10-10,morning,CAPEA_RIVERSLAND_H,CAPEA_CAPEAST_WALM,CAPEA_RIVERSLAND_H;CAPIT_OUTER_ARCHIV;CAPIT_CENTRAL_ARCH;CAPEA_CAPEAST_WALM,39.96,8,True,False,True
294,teen_amaya,2034-09-29,afternoon,CAPEA_CAPEAST_STRI,CAPIT_SENATE_SQUAR,CAPEA_CAPEAST_STRI;CAPIT_SENATE_SQUAR,16.56,5,False,False,True
295,teen_amaya,2034-08-20,evening,CAPEA_DEAD_RIVER_O,CAPIT_KACHOT_CARDH,CAPEA_DEAD_RIVER_O;CAPIT_CITY_WALL_QU;CAPIT_KACHOT_CARDH,27.79,2,False,False,True
296,teen_brent,2034-10-17,afternoon,CAPEA_MIRADO_STICK,CAPEA_CAPEAST_YOUT,CAPEA_MIRADO_STICK;CAPIT_PAPER_BINDER;CAPEA_DUSTY_SOCCER;CAPEA_CAPEAST_YOUT,33.91,3,False,False,True
297,teen_deshawn,2034-10-05,morning,CAPEA_CAPEAST_STRI,CAPIT_OUTER_ARCHIV,CAPEA_CAPEAST_STRI;DENSM_DENSMOK_STRI;CAPEA_CAPEAST_STRI;CAPIT_OUTER_ARCHIV,56.09,6,False,False,True
298,teen_faro,2034-10-23,morning,DENSM_DENSMOK_STRI,DENSM_OVERPASS_GRA,DENSM_DENSMOK_STRI;DENSM_SMOKELINE_IN;CAPEA_CAPEAST_STRI;DENSM_OVERPASS_GRA,38.46,5,False,False,True
299,teen_carla,2034-11-02,afternoon,CAPEA_CAPEAST_ARTE,CAPEA_RIVERSLAND_S,CAPEA_CAPEAST_ARTE;CAPIT_CITY_WALL_EA;CAPEA_RIVERSLAND_S,40.79,6,False,False,True
300,teen_gina,2034-10-04,late_night,DENSM_OLD_QUARRY_R,CAPIT_CAPITAL_TRAI,DENSM_OLD_QUARRY_R;DENSM_DENSMOK_HILL;CAPEA_DUSTY_SOCCER;CAPIT_CAPITAL_TRAI,43.25,4,False,False,True
301,teen_tyli,2034-08-29,morning,CAPEA_CAPEAST_ARTE,CAPIT_DEADRIVER_FE,CAPEA_CAPEAST_ARTE;CAPEA_DUSTY_SOCCER;CAPEA_DEAD_RIVER_O;CAPIT_DEADRIVER_FE,33.87,8,False,False,True
302,teen_deshawn,2034-12-06,morning,CAPEA_CAPEAST_ARTE,DENSM_DENSMOK_HILL,CAPEA_CAPEAST_ARTE;DENSM_DENSMOK_HILL,19.22,5,False,False,True
303,teen_faro,2034-11-19,late_night,DENSM_OLD_QUARRY_R,DENSM_SMOKELINE_IN,DENSM_OLD_QUARRY_R;CAPEA_DUSTY_SOCCER;DENSM_SMOKELINE_IN,41.47,7,True,False,True
304,teen_carla,2034-10-30,morning,CAPEA_RIVERSLAND_S,CAPIT_CITY_WALL_EA,CAPEA_RIVERSLAND_S;CAPIT_CITY_WALL_EA,14.54,6,False,False,True
305,teen_brent,2034-10-21,evening,DENSM_OLD_QUARRY_R,CAPIT_CITY_WALL_EA,DENSM_OLD_QUARRY_R;DENSM_DENSMOK_BUS_;CAPIT_CITY_WALL_EA,36.11,7,False,False,True
306,teen_faro,2034-11-01,late_night,CAPEA_CAPEAST_WALM,CAPEA_CAPEAST_USED,CAPEA_CAPEAST_WALM;CAPIT_OUTER_ARCHIV;CAPEA_CAPEAST_USED,37.23,4,False,False,True
307,teen_carla,2034-10-08,evening,DENSM_DENSMOK_BUS_,DENSM_DENSMOK_HILL,DENSM_DENSMOK_BUS_;CAPEA_CAPEAST_YOUT;DENSM_DENSMOK_HILL,34.23,5,False,False,True
308,teen_amaya,2034-09-08,morning,CAPEA_DEAD_RIVER_O,CAPIT_KACHOT_CARDH,CAPEA_DEAD_RIVER_O;CAPIT_KACHOT_CARDH,23.43,4,False,False,True
309,teen_little_porn,2034-12-02,afternoon,CAPEA_CAPEAST_YOUT,CAPEA_RIVERSLAND_H,CAPEA_CAPEAST_YOUT;CAPEA_CAPEAST_WALM;CAPIT_CENTRAL_ARCH;CAPEA_RIVERSLAND_H,40.33,6,False,False,True
310,teen_deshawn,2034-09-04,afternoon,CAPEA_CAPEAST_WALM,CAPEA_DUSTY_SOCCER,CAPEA_CAPEAST_WALM;CAPEA_DUSTY_SOCCER,4.24,8,False,False,True
311,teen_elise,2034-09-23,late_night,DENSM_SMOKELINE_IN,CAPEA_CAPEAST_WALM,DENSM_SMOKELINE_IN;DENSM_DENSMOK_STRI;DENSM_DENSMOK_HILL;CAPEA_CAPEAST_WALM,17.92,4,False,False,True
312,teen_faro,2034-11-27,evening,DENSM_SMOKELINE_IN,CAPEA_CAPEAST_YOUT,DENSM_SMOKELINE_IN;CAPEA_RIVERSLAND_H;CAPEA_CAPEAST_ARTE;CAPEA_CAPEAST_YOUT,29.3,6,True,False,True
313,teen_deshawn,2034-10-15,late_night,DENSM_DENSMOK_HILL,CAPEA_DEAD_RIVER_O,DENSM_DENSMOK_HILL;CAPEA_DEAD_RIVER_O,23.62,3,False,False,True
314,teen_tyli,2034-12-12,evening,CAPEA_MIRADO_STICK,CAPEA_CAPEAST_ARTE,CAPEA_MIRADO_STICK;DENSM_OLD_QUARRY_R;CAPIT_KACHOT_CARDH;CAPEA_CAPEAST_ARTE,51.19,8,False,False,True
315,teen_little_porn,2034-08-21,afternoon,CAPEA_RIVERSLAND_H,DENSM_DENSMOK_BUS_,CAPEA_RIVERSLAND_H;DENSM_DENSMOK_BUS_,22.09,5,False,False,True
316,teen_deshawn,2034-12-03,morning,DENSM_OLD_QUARRY_R,CAPEA_CAPEAST_STRI,DENSM_OLD_QUARRY_R;CAPIT_PAPER_BINDER;CAPEA_CAPEAST_USED;CAPEA_CAPEAST_STRI,52.1,3,False,False,True
317,teen_amaya,2034-10-18,evening,CAPEA_CAPEAST_WALM,CAPEA_CAPEAST_USED,CAPEA_CAPEAST_WALM;DENSM_DENSMOK_HILL;CAPEA_CAPEAST_USED,35.95,5,False,False,True
318,teen_elise,2034-09-27,afternoon,DENSM_DENSMOK_BUS_,CAPIT_KACHOT_CARDH,DENSM_DENSMOK_BUS_;CAPIT_KACHOT_CARDH,15.54,3,False,False,True
319,teen_faro,2034-11-01,late_night,CAPEA_RIVERSLAND_S,CAPIT_CAPITAL_TRAI,CAPEA_RIVERSLAND_S;CAPIT_OUTER_ARCHIV;CAPEA_CAPEAST_STRI;CAPIT_CAPITAL_TRAI,56.73,8,False,False,True
320,teen_little_porn,2034-10-16,afternoon,CAPEA_CAPEAST_STRI,CAPEA_CAPEAST_ARTE,CAPEA_CAPEAST_STRI;CAPIT_CENTRAL_ARCH;CAPEA_CAPEAST_STRI;CAPEA_CAPEAST_ARTE,51.48,5,False,False,True
321,teen_josh,2034-10-31,late_night,CAPEA_DEAD_RIVER_O,CAPIT_CITY_WALL_QU,CAPEA_DEAD_RIVER_O;DENSM_DENSMOK_STRI;CAPIT_CITY_WALL_QU,38.61,2,False,False,True
322,teen_carla,2034-11-15,afternoon,CAPEA_CAPEAST_ARTE,CAPEA_RIVERSLAND_H,CAPEA_CAPEAST_ARTE;CAPIT_INNER_TENEME;CAPEA_RIVERSLAND_H,47.02,2,True,False,True
323,teen_josh,2034-10-19,morning,CAPEA_CAPEAST_ARTE,CAPEA_DUSTY_SOCCER,CAPEA_CAPEAST_ARTE;CAPEA_CAPEAST_ARTE;CAPEA_DUSTY_SOCCER,10.37,2,False,False,True
324,teen_brent,2034-09-16,evening,CAPEA_RIVERSLAND_H,DENSM_DENSMOK_BUS_,CAPEA_RIVERSLAND_H;CAPIT_CENTRAL_ARCH;DENSM_DENSMOK_BUS_,34.44,8,False,False,True
325,teen_gina,2034-11-02,afternoon,CAPEA_DUSTY_SOCCER,CAPEA_RIVERSLAND_H,CAPEA_DUSTY_SOCCER;CAPEA_RIVERSLAND_H,8.06,7,False,False,True
326,teen_amaya,2034-11-05,morning,CAPEA_CAPEAST_ARTE,CAPIT_CENTRAL_ARCH,CAPEA_CAPEAST_ARTE;CAPEA_DUSTY_SOCCER;DENSM_OVERPASS_GRA;CAPIT_CENTRAL_ARCH,43.37,5,False,False,True
327,teen_gina,2034-10-21,afternoon,CAPEA_DEAD_RIVER_O,CAPEA_RIVERSLAND_S,CAPEA_DEAD_RIVER_O;CAPEA_RIVERSLAND_S,4.37,4,False,False,True
328,teen_josh,2034-09-19,late_night,DENSM_OLD_QUARRY_R,CAPIT_CAPITAL_TRAI,DENSM_OLD_QUARRY_R;CAPEA_DEAD_RIVER_O;CAPIT_CAPITAL_TRAI,32.55,2,False,False,True
329,teen_deshawn,2034-11-13,evening,CAPEA_DEAD_RIVER_O,DENSM_OLD_QUARRY_R,CAPEA_DEAD_RIVER_O;DENSM_OLD_QUARRY_R,23.95,8,False,False,True
330,teen_faro,2034-09-14,afternoon,DENSM_DENSMOK_BUS_,DENSM_OVERPASS_GRA,DENSM_DENSMOK_BUS_;DENSM_OVERPASS_GRA,11.73,7,False,False,True
331,teen_little_porn,2034-12-13,afternoon,DENSM_OLD_QUARRY_R,CAPIT_CAPITAL_TRAI,DENSM_OLD_QUARRY_R;CAPIT_CITY_WALL_EA;DENSM_DENSMOK_HILL;CAPIT_CAPITAL_TRAI,60.37,2,True,False,True
332,teen_little_porn,2034-12-06,morning,CAPEA_RIVERSLAND_H,CAPIT_OUTER_ARCHIV,CAPEA_RIVERSLAND_H;CAPIT_INNER_TENEME;DENSM_DENSMOK_HILL;CAPIT_OUTER_ARCHIV,56.99,2,False,False,True
333,teen_faro,2034-12-10,late_night,DENSM_DENSMOK_HILL,DENSM_DENSMOK_STRI,DENSM_DENSMOK_HILL;DENSM_DENSMOK_STRI,1.12,2,False,False,True
334,teen_josh,2034-09-20,morning,CAPEA_CAPEAST_YOUT,CAPIT_DEADRIVER_FE,CAPEA_CAPEAST_YOUT;CAPIT_CITY_WALL_EA;CAPIT_PAPER_BINDER;CAPIT_DEADRIVER_FE,25.38,2,False,False,True
335,teen_brent,2034-10-07,afternoon,CAPEA_MIRADO_STICK,CAPIT_DEADRIVER_FE,CAPEA_MIRADO_STICK;CAPIT_PAPER_BINDER;CAPIT_DEADRIVER_FE,30.3,4,False,False,True
336,teen_amaya,2034-11-16,morning,CAPEA_RIVERSLAND_S,CAPEA_CAPEAST_STRI,CAPEA_RIVERSLAND_S;CAPEA_CAPEAST_STRI,1.04,8,False,False,True
337,teen_gina,2034-10-02,late_night,DENSM_OLD_QUARRY_R,DENSM_DENSMOK_BUS_,DENSM_OLD_QUARRY_R;DENSM_DENSMOK_BUS_,10.93,2,False,False,True
338,teen_deshawn,2034-09-18,morning,CAPEA_RIVERSLAND_S,CAPIT_CENTRAL_ARCH,CAPEA_RIVERSLAND_S;CAPIT_CITY_WALL_EA;CAPEA_MIRADO_STICK;CAPIT_CENTRAL_ARCH,59.95,7,True,False,True
339,teen_amaya,2034-09-20,morning,CAPEA_CAPEAST_USED,CAPEA_DUSTY_SOCCER,CAPEA_CAPEAST_USED;CAPEA_DUSTY_SOCCER,5.39,8,False,False,True
340,teen_elise,2034-08-20,morning,CAPEA_DEAD_RIVER_O,CAPEA_CAPEAST_USED,CAPEA_DEAD_RIVER_O;DENSM_DENSMOK_STRI;CAPEA_CAPEAST_USED,34.84,6,True,False,True
341,teen_gina,2034-10-05,afternoon,CAPEA_CAPEAST_USED,CAPIT_CENTRAL_ARCH,CAPEA_CAPEAST_USED;CAPIT_CENTRAL_ARCH,19.81,6,False,False,True
342,teen_gina,2034-08-30,late_night,DENSM_OLD_QUARRY_R,CAPEA_CAPEAST_STRI,DENSM_OLD_QUARRY_R;DENSM_OLD_QUARRY_R;CAPEA_DUSTY_SOCCER;CAPEA_CAPEAST_STRI,32.45,2,False,False,True
343,teen_elise,2034-12-01,morning,CAPEA_CAPEAST_USED,CAPEA_DEAD_RIVER_O,CAPEA_CAPEAST_USED;DENSM_DENSMOK_STRI;CAPEA_DEAD_RIVER_O,34.8,3,True,False,True
344,teen_carla,2034-10-12,afternoon,CAPEA_CAPEAST_WALM,CAPIT_PAPER_BINDER,CAPEA_CAPEAST_WALM;CAPIT_DEADRIVER_FE;CAPIT_PAPER_BINDER,31.84,2,False,False,True
345,teen_little_porn,2034-12-13,morning,CAPEA_RIVERSLAND_H,CAPIT_CAPITAL_TRAI,CAPEA_RIVERSLAND_H;DENSM_OVERPASS_GRA;CAPIT_CAPITAL_TRAI,44.3,2,False,False,True
346,teen_little_porn,2034-10-16,evening,CAPEA_MIRADO_STICK,CAPIT_PAPER_BINDER,CAPEA_MIRADO_STICK;CAPIT_PAPER_BINDER,15.06,7,False,False,True
347,teen_josh,2034-10-31,late_night,DENSM_DENSMOK_STRI,CAPEA_RIVERSLAND_S,DENSM_DENSMOK_STRI;CAPIT_CITY_WALL_QU;CAPEA_RIVERSLAND_S,31.5,5,False,False,True
348,teen_brent,2034-11-15,evening,CAPEA_RIVERSLAND_H,CAPIT_KACHOT_CARDH,CAPEA_RIVERSLAND_H;CAPIT_KACHOT_CARDH,23.06,4,False,False,True
349,teen_tyli,2034-09-24,late_night,DENSM_OLD_QUARRY_R,CAPIT_SENATE_SQUAR,DENSM_OLD_QUARRY_R;CAPIT_SENATE_SQUAR,23.29,3,True,False,True
350,teen_tyli,2034-11-13,morning,CAPEA_DUSTY_SOCCER,CAPEA_DEAD_RIVER_O,CAPEA_DUSTY_SOCCER;CAPEA_DEAD_RIVER_O,7.95,3,False,False,True
351,teen_tyli,2034-10-12,afternoon,DENSM_DENSMOK_BUS_,CAPEA_CAPEAST_ARTE,DENSM_DENSMOK_BUS_;CAPEA_MIRADO_STICK;CAPEA_CAPEAST_ARTE,29.49,3,False,False,True
352,teen_brent,2034-08-15,morning,CAPEA_RIVERSLAND_H,CAPEA_MIRADO_STICK,CAPEA_RIVERSLAND_H;CAPIT_INNER_TENEME;CAPIT_SENATE_SQUAR;CAPEA_MIRADO_STICK,51.89,3,False,False,True
353,teen_little_porn,2034-10-07,morning,CAPEA_CAPEAST_YOUT,DENSM_OLD_QUARRY_R,CAPEA_CAPEAST_YOUT;DENSM_OLD_QUARRY_R,19.3,2,False,False,True
354,teen_tyli,2034-08-26,morning,CAPEA_RIVERSLAND_H,CAPEA_RIVERSLAND_S,CAPEA_RIVERSLAND_H;CAPEA_RIVERSLAND_S,7.71,8,False,False,True
355,teen_josh,2034-09-24,afternoon,CAPEA_DUSTY_SOCCER,CAPIT_CITY_WALL_QU,CAPEA_DUSTY_SOCCER;DENSM_DENSMOK_BUS_;DENSM_OLD_QUARRY_R;CAPIT_CITY_WALL_QU,49.37,8,False,False,True
356,teen_little_porn,2034-09-09,morning,DENSM_DENSMOK_HILL,CAPEA_CAPEAST_STRI,DENSM_DENSMOK_HILL;CAPEA_CAPEAST_STRI,22.91,6,False,False,True
357,teen_brent,2034-12-08,morning,DENSM_SMOKELINE_IN,CAPEA_CAPEAST_ARTE,DENSM_SMOKELINE_IN;CAPEA_RIVERSLAND_H;CAPEA_CAPEAST_ARTE,24.78,4,False,False,True
358,teen_faro,2034-10-13,late_night,CAPEA_RIVERSLAND_S,CAPIT_SENATE_SQUAR,CAPEA_RIVERSLAND_S;CAPEA_DUSTY_SOCCER;CAPIT_KACHOT_CARDH;CAPIT_SENATE_SQUAR,31.57,6,False,False,True
