decision_id,expedition_id,day_of_expedition,decision_type,protocol_recommendation,actual_decision,decision_maker,outcome_impact,retrospective_assessment
DEC-01866,EXP-888-008,14,collect,,priority_specimen,crew_leader,critical_negative,unknown
DEC-01867,EXP-888-009,2,camp,,defensive_site,crew_leader,positive,correct
DEC-01868,EXP-888-009,3,retreat,,proceed,crew_leader,neutral,correct
DEC-01869,EXP-888-009,4,route,,investigate,crew_leader,neutral,correct
DEC-01870,EXP-888-009,8,camp,,defensive_site,crew_leader,positive,correct
DEC-01871,EXP-888-009,10,route,,alternate_path,crew_leader,positive,correct
DEC-01872,EXP-889-001,1,engage,,observe,crew_leader,neutral,inconclusive
DEC-01873,EXP-889-001,3,retreat,,full_retreat,crew_leader,neutral,correct
DEC-01874,EXP-889-001,4,collect,,standard_specimen,crew_leader,positive,correct
DEC-01875,EXP-889-001,8,collect,,standard_specimen,crew_leader,positive,correct
DEC-01876,EXP-889-001,8,collect,,skip,crew_leader,positive,correct
DEC-01877,EXP-889-001,11,route,,alternate_path,crew_leader,neutral,inconclusive
DEC-01878,EXP-889-001,14,engage,,direct_engagement,crew_leader,positive,correct
DEC-01879,EXP-889-001,16,engage,,avoid,crew_leader,neutral,inconclusive
DEC-01880,EXP-889-001,18,retreat,,proceed,crew_leader,positive,correct
DEC-01882,EXP-889-002,1,route,,primary_path,crew_leader,positive,correct
DEC-01881,EXP-889-002,2,collect,,priority_specimen,crew_leader,positive,correct
DEC-01883,EXP-889-002,4,route,,alternate_path,crew_leader,neutral,correct
DEC-01884,EXP-889-002,5,retreat,,pause,crew_leader,neutral,correct
DEC-01885,EXP-889-002,8,route,,alternate_path,crew_leader,positive,correct
DEC-01886,EXP-889-002,8,retreat,,proceed,crew_leader,neutral,inconclusive
DEC-01887,EXP-889-002,11,collect,,standard_specimen,crew_leader,positive,correct
DEC-01888,EXP-889-003,2,retreat,,full_retreat,crew_leader,positive,correct
DEC-01889,EXP-889-003,2,collect,,standard_specimen,crew_leader,positive,correct
DEC-01890,EXP-889-003,6,retreat,,proceed,crew_leader,positive,correct
DEC-01891,EXP-889-003,7,camp,,continue,crew_leader,critical_positive,correct
DEC-01892,EXP-889-003,8,camp,,continue,crew_leader,positive,correct
DEC-01893,EXP-889-003,10,collect,,extensive_collection,crew_leader,neutral,inconclusive
DEC-01894,EXP-889-003,14,route,,primary_path,crew_leader,neutral,inconclusive
DEC-01895,EXP-889-004,1,collect,,skip,crew_leader,positive,correct
DEC-01896,EXP-889-004,1,route,,alternate_path,crew_leader,neutral,inconclusive
DEC-01897,EXP-889-004,5,retreat,,pause,crew_leader,neutral,inconclusive
DEC-01898,EXP-889-004,6,route,,alternate_path,crew_leader,neutral,inconclusive
DEC-01899,EXP-889-004,9,collect,,priority_specimen,crew_leader,neutral,correct
DEC-01900,EXP-889-004,9,collect,,skip,crew_leader,neutral,correct
DEC-01901,EXP-889-004,13,retreat,,partial_retreat,crew_leader,critical_positive,correct
DEC-01902,EXP-889-005,2,route,,alternate_path,crew_leader,positive,correct
DEC-01903,EXP-889-005,3,collect,,extensive_collection,crew_leader,positive,correct
DEC-01904,EXP-889-005,5,collect,,priority_specimen,crew_leader,positive,correct
DEC-01905,EXP-889-005,8,engage,,cautious_approach,crew_leader,neutral,correct
DEC-01906,EXP-889-006,1,route,,primary_path,crew_leader,positive,correct
DEC-01907,EXP-889-006,3,retreat,,proceed,crew_leader,positive,correct
DEC-01908,EXP-889-006,4,camp,,standard_site,crew_leader,neutral,inconclusive
DEC-01909,EXP-889-006,8,collect,,standard_specimen,crew_leader,neutral,inconclusive
DEC-01910,EXP-889-006,9,camp,,continue,crew_leader,positive,correct
DEC-01911,EXP-889-006,13,engage,,avoid,crew_leader,neutral,inconclusive
DEC-01912,EXP-889-007,2,retreat,,full_retreat,crew_leader,neutral,inconclusive
DEC-01913,EXP-889-007,3,route,,primary_path,crew_leader,neutral,inconclusive
DEC-01914,EXP-889-007,6,retreat,,partial_retreat,crew_leader,neutral,correct
DEC-01915,EXP-889-007,7,route,,primary_path,crew_leader,positive,correct
DEC-01916,EXP-889-007,8,camp,,defensive_site,crew_leader,positive,correct
DEC-01917,EXP-889-007,10,collect,,extensive_collection,crew_leader,neutral,correct
DEC-01918,EXP-889-007,12,route,,alternate_path,crew_leader,neutral,correct
DEC-01919,EXP-889-008,2,camp,,defensive_site,crew_leader,neutral,correct
DEC-01920,EXP-889-008,4,route,,primary_path,crew_leader,neutral,correct
DEC-01921,EXP-889-008,7,camp,,standard_site,crew_leader,positive,correct
DEC-01922,EXP-889-008,7,collect,,extensive_collection,crew_leader,positive,correct
DEC-01924,EXP-889-009,1,engage,,observe,crew_leader,positive,correct
DEC-01923,EXP-889-009,2,engage,,avoid,crew_leader,positive,correct
DEC-01925,EXP-889-009,5,camp,,standard_site,crew_leader,neutral,correct
DEC-01926,EXP-889-010,1,engage,,avoid,crew_leader,positive,correct
DEC-01927,EXP-889-010,2,camp,,continue,crew_leader,positive,correct
DEC-01928,EXP-889-010,5,retreat,,proceed,crew_leader,neutral,inconclusive
DEC-01929,EXP-889-010,7,retreat,,partial_retreat,crew_leader,positive,correct
DEC-01930,EXP-889-010,8,retreat,,pause,crew_leader,positive,correct
DEC-01931,EXP-889-010,10,route,,investigate,crew_leader,positive,correct
DEC-01932,EXP-889-011,2,camp,,defensive_site,crew_leader,critical_positive,correct
DEC-01933,EXP-889-011,2,retreat,,pause,crew_leader,critical_negative,unknown
DEC-01934,EXP-889-011,3,retreat,,proceed,crew_leader,critical_negative,inconclusive
DEC-01935,EXP-889-011,5,route,,retreat_path,crew_leader,negative,unknown
DEC-01936,EXP-889-011,8,retreat,,proceed,crew_leader,critical_positive,correct
DEC-01937,EXP-889-011,10,retreat,,proceed,crew_leader,neutral,inconclusive
DEC-01938,EXP-889-011,10,engage,,direct_engagement,crew_leader,critical_positive,correct
DEC-01939,EXP-890-001,2,route,,retreat_path,crew_leader,negative,incorrect
DEC-01940,EXP-890-001,3,camp,,continue,crew_leader,critical_negative,incorrect
DEC-01941,EXP-890-001,5,retreat,,pause,crew_leader,positive,correct
DEC-01942,EXP-890-001,5,retreat,,pause,crew_leader,critical_negative,inconclusive
DEC-01943,EXP-890-001,6,engage,,avoid,crew_leader,neutral,inconclusive
DEC-01944,EXP-890-001,9,collect,,extensive_collection,crew_leader,neutral,inconclusive
DEC-01945,EXP-890-002,1,engage,,observe,crew_leader,positive,correct
DEC-01946,EXP-890-002,4,camp,,standard_site,crew_leader,critical_positive,correct
DEC-01947,EXP-890-002,7,retreat,,partial_retreat,crew_leader,positive,correct
DEC-01948,EXP-890-003,1,camp,,standard_site,crew_leader,neutral,inconclusive
DEC-01949,EXP-890-003,2,retreat,,proceed,crew_leader,positive,correct
DEC-01950,EXP-890-003,3,engage,,cautious_approach,crew_leader,positive,correct
DEC-01951,EXP-890-003,6,collect,,skip,crew_leader,positive,correct
DEC-01952,EXP-890-003,6,engage,,cautious_approach,crew_leader,neutral,inconclusive
DEC-01953,EXP-890-003,8,collect,,extensive_collection,crew_leader,neutral,correct
DEC-01954,EXP-890-003,9,retreat,,proceed,crew_leader,neutral,correct
DEC-01955,EXP-890-004,1,collect,,priority_specimen,crew_leader,neutral,correct
DEC-01956,EXP-890-004,3,retreat,,full_retreat,crew_leader,neutral,inconclusive
DEC-01957,EXP-890-004,3,collect,,skip,crew_leader,positive,correct
DEC-01958,EXP-890-004,3,engage,,avoid,crew_leader,positive,correct
DEC-01959,EXP-890-004,4,collect,,skip,crew_leader,neutral,inconclusive
DEC-01960,EXP-890-005,1,route,,alternate_path,crew_leader,neutral,inconclusive
DEC-01961,EXP-890-005,1,engage,,direct_engagement,crew_leader,positive,correct
DEC-01962,EXP-890-005,4,route,,investigate,crew_leader,neutral,inconclusive
DEC-01963,EXP-890-005,5,collect,,priority_specimen,crew_leader,neutral,inconclusive
DEC-01964,EXP-890-005,8,collect,,extensive_collection,crew_leader,neutral,inconclusive
DEC-01965,EXP-890-005,8,collect,,skip,crew_leader,positive,correct
DEC-01966,EXP-890-005,10,engage,,cautious_approach,crew_leader,positive,correct
DEC-01967,EXP-890-006,1,camp,,defensive_site,crew_leader,critical_positive,correct
DEC-01968,EXP-890-006,2,retreat,,proceed,crew_leader,neutral,inconclusive
DEC-01969,EXP-890-006,4,retreat,,proceed,crew_leader,neutral,correct
DEC-01970,EXP-890-006,7,route,,retreat_path,crew_leader,positive,correct
DEC-01971,EXP-890-006,8,camp,,standard_site,crew_leader,positive,correct
DEC-01972,EXP-890-006,10,retreat,,full_retreat,crew_leader,neutral,inconclusive
DEC-01973,EXP-890-006,12,route,,primary_path,crew_leader,neutral,correct
DEC-01974,EXP-890-006,13,engage,,direct_engagement,crew_leader,critical_positive,correct
DEC-01975,EXP-890-006,15,collect,,skip,crew_leader,positive,correct
DEC-01976,EXP-890-006,15,retreat,,full_retreat,crew_leader,critical_positive,correct
DEC-01977,EXP-890-007,2,camp,,emergency_site,crew_leader,positive,correct
DEC-01978,EXP-890-007,3,camp,,emergency_site,crew_leader,neutral,inconclusive
DEC-01979,EXP-890-007,5,retreat,,full_retreat,crew_leader,positive,correct
DEC-01980,EXP-890-007,5,camp,,emergency_site,crew_leader,positive,correct
DEC-01981,EXP-890-007,7,engage,,observe,crew_leader,neutral,inconclusive
DEC-01982,EXP-890-007,11,route,,alternate_path,crew_leader,positive,correct
DEC-01983,EXP-890-007,11,route,,investigate,crew_leader,positive,correct
DEC-01984,EXP-890-007,13,engage,,direct_engagement,crew_leader,positive,correct
DEC-01985,EXP-890-008,1,collect,,priority_specimen,crew_leader,negative,incorrect
DEC-01986,EXP-890-008,1,collect,,standard_specimen,crew_leader,negative,incorrect
DEC-01987,EXP-890-008,4,camp,,continue,crew_leader,critical_negative,unknown
DEC-01988,EXP-890-008,6,collect,,standard_specimen,crew_leader,negative,incorrect
DEC-01989,EXP-890-008,6,engage,,direct_engagement,crew_leader,critical_positive,correct
DEC-01990,EXP-890-008,9,retreat,,partial_retreat,crew_leader,critical_negative,incorrect
DEC-01991,EXP-890-008,10,route,,investigate,crew_leader,critical_negative,inconclusive
DEC-01992,EXP-890-008,11,engage,,observe,crew_leader,negative,inconclusive
DEC-01993,EXP-890-008,13,camp,,standard_site,crew_leader,critical_positive,correct
DEC-01994,EXP-890-008,16,engage,,direct_engagement,crew_leader,neutral,inconclusive
DEC-01995,EXP-890-008,17,retreat,,proceed,crew_leader,critical_negative,incorrect
DEC-01997,EXP-890-009,1,route,,alternate_path,crew_leader,neutral,inconclusive
DEC-01996,EXP-890-009,2,collect,,standard_specimen,crew_leader,positive,correct
DEC-01998,EXP-890-009,4,camp,,defensive_site,crew_leader,neutral,inconclusive
DEC-01999,EXP-890-009,6,retreat,,full_retreat,crew_leader,positive,correct
DEC-02000,EXP-890-010,1,retreat,,pause,crew_leader,critical_positive,correct
DEC-02001,EXP-890-010,2,collect,,standard_specimen,crew_leader,positive,correct
DEC-02002,EXP-890-010,5,camp,,continue,crew_leader,positive,correct
DEC-02003,EXP-890-010,9,camp,,continue,crew_leader,positive,correct
DEC-02004,EXP-891-001,2,retreat,,pause,crew_leader,neutral,correct
DEC-02005,EXP-891-001,2,camp,,emergency_site,crew_leader,critical_positive,correct
DEC-02006,EXP-891-001,6,route,,investigate,crew_leader,positive,correct
DEC-02007,EXP-891-001,7,engage,,cautious_approach,crew_leader,neutral,correct
DEC-02008,EXP-891-001,9,retreat,,proceed,crew_leader,positive,correct
DEC-02009,EXP-891-001,12,engage,,avoid,crew_leader,positive,correct
DEC-02010,EXP-891-002,1,collect,,standard_specimen,crew_leader,neutral,correct
DEC-02011,EXP-891-002,1,route,,investigate,crew_leader,neutral,correct
DEC-02012,EXP-891-002,4,collect,,standard_specimen,crew_leader,neutral,correct
DEC-02013,EXP-891-002,6,route,,investigate,crew_leader,critical_positive,correct
DEC-02014,EXP-891-002,6,camp,,continue,crew_leader,neutral,inconclusive
DEC-02015,EXP-891-003,1,collect,,skip,crew_leader,positive,correct
DEC-02016,EXP-891-003,2,engage,,cautious_approach,crew_leader,neutral,inconclusive
DEC-02017,EXP-891-003,4,engage,,observe,crew_leader,positive,correct
DEC-02018,EXP-891-004,1,collect,,skip,crew_leader,neutral,inconclusive
DEC-02019,EXP-891-004,2,camp,,standard_site,crew_leader,positive,correct
DEC-02020,EXP-891-004,5,collect,,extensive_collection,crew_leader,positive,correct
DEC-02021,EXP-891-004,6,camp,,defensive_site,crew_leader,neutral,inconclusive
DEC-02022,EXP-891-004,6,collect,,skip,crew_leader,positive,correct
DEC-02023,EXP-891-004,9,retreat,,partial_retreat,crew_leader,positive,correct
DEC-02024,EXP-891-004,10,collect,,extensive_collection,crew_leader,neutral,correct
DEC-02025,EXP-891-005,2,engage,,observe,crew_leader,positive,correct
DEC-02026,EXP-891-005,3,camp,,continue,crew_leader,neutral,inconclusive
DEC-02027,EXP-891-005,5,camp,,emergency_site,crew_leader,positive,correct
DEC-02028,EXP-891-005,7,route,,retreat_path,crew_leader,neutral,inconclusive
DEC-02029,EXP-891-005,8,retreat,,pause,crew_leader,neutral,inconclusive
DEC-02030,EXP-891-006,1,camp,,continue,crew_leader,positive,correct
DEC-02031,EXP-891-006,1,collect,,skip,crew_leader,positive,correct
DEC-02032,EXP-891-006,3,engage,,observe,crew_leader,neutral,inconclusive
DEC-02033,EXP-891-006,6,engage,,observe,crew_leader,neutral,correct
DEC-02034,EXP-891-006,9,route,,alternate_path,crew_leader,critical_positive,correct
DEC-02035,EXP-891-006,10,collect,,priority_specimen,crew_leader,neutral,inconclusive
DEC-02036,EXP-891-007,1,engage,,direct_engagement,crew_leader,positive,correct
DEC-02037,EXP-891-007,2,camp,,defensive_site,crew_leader,critical_negative,unknown
DEC-02038,EXP-891-007,3,route,,investigate,crew_leader,critical_negative,incorrect
DEC-02039,EXP-891-007,5,camp,,continue,crew_leader,neutral,correct
DEC-02040,EXP-891-008,1,engage,,observe,crew_leader,positive,correct
DEC-02041,EXP-891-008,3,route,,alternate_path,crew_leader,positive,correct
DEC-02042,EXP-891-008,4,camp,,continue,crew_leader,positive,correct
DEC-02043,EXP-891-008,4,camp,,standard_site,crew_leader,positive,correct
DEC-02044,EXP-891-008,6,route,,investigate,crew_leader,positive,correct
DEC-02045,EXP-891-008,9,retreat,,full_retreat,crew_leader,positive,correct
DEC-02046,EXP-891-008,9,collect,,priority_specimen,crew_leader,positive,correct
DEC-02047,EXP-891-008,13,collect,,priority_specimen,crew_leader,positive,correct
DEC-02048,EXP-891-009,2,camp,,defensive_site,crew_leader,critical_positive,correct
DEC-02049,EXP-891-009,2,collect,,skip,crew_leader,negative,inconclusive
DEC-02050,EXP-891-009,4,retreat,,full_retreat,crew_leader,neutral,inconclusive
DEC-02051,EXP-891-009,8,collect,,skip,crew_leader,positive,correct
DEC-02052,EXP-891-009,9,camp,,continue,crew_leader,neutral,correct
DEC-02053,EXP-891-009,11,route,,primary_path,crew_leader,critical_negative,incorrect
DEC-02054,EXP-891-009,13,camp,,standard_site,crew_leader,critical_positive,correct
DEC-02055,EXP-891-010,2,collect,,extensive_collection,crew_leader,neutral,correct
DEC-02056,EXP-891-010,3,camp,,emergency_site,crew_leader,positive,correct
DEC-02057,EXP-891-010,5,route,,primary_path,crew_leader,negative,inconclusive
DEC-02058,EXP-891-010,7,route,,primary_path,crew_leader,positive,correct
DEC-02059,EXP-891-010,8,collect,,extensive_collection,crew_leader,positive,correct
DEC-02060,EXP-891-010,10,retreat,,full_retreat,crew_leader,positive,correct
DEC-02061,EXP-891-010,11,camp,,defensive_site,crew_leader,neutral,inconclusive
DEC-02062,EXP-891-010,13,route,,alternate_path,crew_leader,critical_negative,incorrect
DEC-02063,EXP-891-010,15,route,,primary_path,crew_leader,critical_positive,correct
DEC-02064,EXP-892-001,2,collect,,standard_specimen,crew_leader,positive,correct
DEC-02065,EXP-892-001,2,route,,retreat_path,crew_leader,positive,correct
DEC-02066,EXP-892-001,5,route,,investigate,crew_leader,positive,correct
DEC-02067,EXP-892-001,9,camp,,emergency_site,crew_leader,positive,correct
DEC-02068,EXP-892-001,10,engage,,cautious_approach,crew_leader,critical_positive,correct
DEC-02070,EXP-892-002,1,engage,,cautious_approach,crew_leader,critical_negative,incorrect
DEC-02069,EXP-892-002,2,retreat,,pause,crew_leader,critical_negative,inconclusive
DEC-02071,EXP-892-002,4,camp,,defensive_site,crew_leader,critical_negative,unknown
DEC-02072,EXP-892-002,4,retreat,,pause,crew_leader,negative,incorrect
DEC-02073,EXP-892-002,6,collect,,priority_specimen,crew_leader,critical_negative,incorrect
DEC-02074,EXP-892-002,9,collect,,priority_specimen,crew_leader,critical_negative,incorrect
DEC-02076,EXP-892-002,10,retreat,,proceed,crew_leader,negative,inconclusive
DEC-02075,EXP-892-002,11,engage,,avoid,crew_leader,critical_negative,incorrect
DEC-02077,EXP-892-002,12,camp,,emergency_site,crew_leader,critical_negative,inconclusive
DEC-02078,EXP-892-003,1,collect,,extensive_collection,crew_leader,neutral,inconclusive
DEC-02079,EXP-892-003,4,camp,,defensive_site,crew_leader,positive,correct
DEC-02080,EXP-892-003,7,camp,,defensive_site,crew_leader,positive,correct
DEC-02081,EXP-892-003,8,retreat,,full_retreat,crew_leader,positive,correct
DEC-02082,EXP-892-004,2,route,,primary_path,crew_leader,critical_positive,correct
DEC-02083,EXP-892-004,4,camp,,continue,crew_leader,critical_positive,correct
DEC-02084,EXP-892-004,5,camp,,defensive_site,crew_leader,critical_negative,incorrect
DEC-02085,EXP-892-004,7,engage,,observe,crew_leader,critical_positive,correct
DEC-02086,EXP-892-004,10,collect,,standard_specimen,crew_leader,neutral,correct
DEC-02087,EXP-892-004,10,route,,primary_path,crew_leader,neutral,correct
DEC-02088,EXP-892-004,14,collect,,priority_specimen,crew_leader,critical_positive,correct
DEC-02089,EXP-892-005,2,collect,,priority_specimen,crew_leader,positive,correct
DEC-02090,EXP-892-005,2,retreat,,proceed,crew_leader,positive,correct
DEC-02091,EXP-892-005,5,route,,alternate_path,crew_leader,positive,correct
DEC-02092,EXP-892-005,5,collect,,priority_specimen,crew_leader,positive,correct
DEC-02093,EXP-892-005,8,retreat,,pause,crew_leader,positive,correct
DEC-02094,EXP-892-005,9,collect,,priority_specimen,crew_leader,positive,correct
DEC-02095,EXP-892-006,1,collect,,priority_specimen,crew_leader,neutral,correct
DEC-02096,EXP-892-006,3,engage,,cautious_approach,crew_leader,neutral,inconclusive
DEC-02097,EXP-892-006,6,retreat,,partial_retreat,crew_leader,positive,correct
DEC-02098,EXP-892-007,2,route,,investigate,crew_leader,critical_negative,incorrect
DEC-02099,EXP-892-007,3,route,,primary_path,crew_leader,critical_positive,correct
DEC-02100,EXP-892-007,4,retreat,,partial_retreat,crew_leader,critical_negative,inconclusive
DEC-02101,EXP-892-007,4,retreat,,full_retreat,crew_leader,critical_positive,correct
DEC-02103,EXP-892-007,7,retreat,,pause,crew_leader,neutral,inconclusive
DEC-02102,EXP-892-007,8,camp,,emergency_site,crew_leader,critical_negative,inconclusive
DEC-02104,EXP-892-007,10,collect,,priority_specimen,crew_leader,neutral,correct
DEC-02105,EXP-892-007,10,route,,investigate,crew_leader,critical_negative,inconclusive
DEC-02106,EXP-892-007,13,route,,retreat_path,crew_leader,critical_negative,unknown
DEC-02107,EXP-892-008,2,engage,,direct_engagement,crew_leader,critical_positive,correct
DEC-02108,EXP-892-008,3,engage,,cautious_approach,crew_leader,positive,correct
DEC-02109,EXP-892-008,5,route,,retreat_path,crew_leader,neutral,correct
DEC-02110,EXP-892-008,6,route,,retreat_path,crew_leader,positive,correct
DEC-02111,EXP-892-008,9,collect,,skip,crew_leader,neutral,correct
DEC-02113,EXP-892-009,1,engage,,observe,crew_leader,positive,correct
DEC-02112,EXP-892-009,2,route,,alternate_path,crew_leader,positive,correct
DEC-02114,EXP-892-009,4,engage,,avoid,crew_leader,neutral,inconclusive
DEC-02115,EXP-892-009,6,camp,,standard_site,crew_leader,neutral,inconclusive
DEC-02116,EXP-892-009,7,camp,,continue,crew_leader,neutral,inconclusive
DEC-02117,EXP-892-009,8,route,,primary_path,crew_leader,neutral,inconclusive
DEC-02118,EXP-892-009,10,retreat,,proceed,crew_leader,positive,correct
DEC-02119,EXP-892-009,14,camp,,emergency_site,crew_leader,neutral,correct
DEC-02120,EXP-893-001,2,collect,,priority_specimen,crew_leader,positive,correct
DEC-02121,EXP-893-001,3,retreat,,partial_retreat,crew_leader,neutral,correct
DEC-02122,EXP-893-001,5,collect,,extensive_collection,crew_leader,positive,correct
DEC-02123,EXP-893-001,6,route,,alternate_path,crew_leader,neutral,inconclusive
DEC-02124,EXP-893-001,10,collect,,priority_specimen,crew_leader,positive,correct
DEC-02125,EXP-893-001,11,camp,,standard_site,crew_leader,critical_positive,correct
DEC-02126,EXP-893-001,13,collect,,standard_specimen,crew_leader,critical_positive,correct
DEC-02127,EXP-893-002,2,engage,,direct_engagement,crew_leader,neutral,correct
DEC-02128,EXP-893-002,5,camp,,standard_site,crew_leader,neutral,correct
DEC-02129,EXP-893-002,6,retreat,,pause,crew_leader,positive,correct
DEC-02130,EXP-893-003,1,route,,investigate,crew_leader,positive,correct
DEC-02131,EXP-893-003,1,route,,alternate_path,crew_leader,positive,correct
DEC-02132,EXP-893-003,3,collect,,priority_specimen,crew_leader,positive,correct
DEC-02133,EXP-893-003,6,retreat,,partial_retreat,crew_leader,positive,correct
DEC-02134,EXP-893-003,9,retreat,,partial_retreat,crew_leader,positive,correct
DEC-02135,EXP-893-004,1,camp,,continue,crew_leader,negative,unknown
DEC-02136,EXP-893-004,3,collect,,standard_specimen,crew_leader,critical_negative,inconclusive
DEC-02137,EXP-893-004,3,collect,,priority_specimen,crew_leader,negative,inconclusive
DEC-02138,EXP-893-004,4,route,,retreat_path,crew_leader,neutral,inconclusive
DEC-02139,EXP-893-004,7,camp,,defensive_site,crew_leader,negative,incorrect
DEC-02140,EXP-893-004,9,route,,alternate_path,crew_leader,critical_negative,unknown
DEC-02141,EXP-893-004,10,collect,,skip,crew_leader,neutral,inconclusive
DEC-02142,EXP-893-004,11,engage,,observe,crew_leader,negative,incorrect
DEC-02143,EXP-893-005,1,retreat,,partial_retreat,crew_leader,neutral,inconclusive
DEC-02144,EXP-893-005,3,retreat,,partial_retreat,crew_leader,positive,correct
DEC-02145,EXP-893-005,6,collect,,priority_specimen,crew_leader,neutral,correct
DEC-02146,EXP-893-005,8,collect,,skip,crew_leader,positive,correct
DEC-02147,EXP-893-005,9,engage,,direct_engagement,crew_leader,neutral,inconclusive
DEC-02148,EXP-893-006,1,camp,,defensive_site,crew_leader,neutral,correct
DEC-02149,EXP-893-006,1,collect,,standard_specimen,crew_leader,positive,correct
DEC-02150,EXP-893-006,3,collect,,priority_specimen,crew_leader,positive,correct
DEC-02151,EXP-893-006,6,camp,,defensive_site,crew_leader,positive,correct
DEC-02152,EXP-893-006,8,camp,,standard_site,crew_leader,positive,correct
DEC-02153,EXP-893-006,9,retreat,,full_retreat,crew_leader,positive,correct
DEC-02154,EXP-893-007,1,route,,primary_path,crew_leader,neutral,inconclusive
DEC-02155,EXP-893-007,3,engage,,cautious_approach,crew_leader,positive,correct
DEC-02157,EXP-893-007,3,engage,,avoid,crew_leader,positive,correct
DEC-02156,EXP-893-007,4,route,,alternate_path,crew_leader,positive,correct
DEC-02158,EXP-893-008,2,camp,,standard_site,crew_leader,positive,correct
DEC-02159,EXP-893-008,2,engage,,cautious_approach,crew_leader,neutral,inconclusive
DEC-02160,EXP-893-008,6,route,,primary_path,crew_leader,positive,correct
DEC-02161,EXP-893-008,8,collect,,priority_specimen,crew_leader,neutral,inconclusive
DEC-02162,EXP-893-008,10,retreat,,partial_retreat,crew_leader,neutral,inconclusive
DEC-02163,EXP-893-008,13,route,,retreat_path,crew_leader,positive,correct
DEC-02164,EXP-893-008,13,camp,,emergency_site,crew_leader,neutral,inconclusive
DEC-02165,EXP-893-009,1,collect,,priority_specimen,crew_leader,positive,correct
DEC-02166,EXP-893-009,3,collect,,extensive_collection,crew_leader,positive,correct
DEC-02167,EXP-893-009,4,retreat,,full_retreat,crew_leader,neutral,correct
DEC-02168,EXP-893-009,5,engage,,observe,crew_leader,positive,correct
DEC-02169,EXP-893-009,7,engage,,avoid,crew_leader,neutral,correct
DEC-02170,EXP-893-009,9,camp,,standard_site,crew_leader,neutral,inconclusive
DEC-02171,EXP-893-009,10,camp,,defensive_site,crew_leader,neutral,correct
DEC-02172,EXP-893-009,11,camp,,emergency_site,crew_leader,positive,correct
DEC-02173,EXP-893-009,15,engage,,cautious_approach,crew_leader,positive,correct
DEC-02174,EXP-894-001,2,collect,,skip,crew_leader,positive,correct
DEC-02175,EXP-894-001,2,camp,,emergency_site,crew_leader,positive,correct
DEC-02176,EXP-894-001,5,engage,,observe,crew_leader,critical_positive,correct
DEC-02177,EXP-894-001,8,engage,,avoid,crew_leader,neutral,correct
DEC-02178,EXP-894-001,9,collect,,standard_specimen,crew_leader,positive,correct
DEC-02179,EXP-894-001,14,collect,,extensive_collection,crew_leader,positive,correct
DEC-02180,EXP-894-001,16,retreat,,proceed,crew_leader,positive,correct
DEC-02181,EXP-894-002,1,route,,primary_path,crew_leader,neutral,inconclusive
DEC-02182,EXP-894-002,3,camp,,defensive_site,crew_leader,neutral,inconclusive
DEC-02183,EXP-894-002,4,retreat,,pause,crew_leader,critical_negative,inconclusive
DEC-02184,EXP-894-003,1,collect,,extensive_collection,crew_leader,neutral,inconclusive
DEC-02185,EXP-894-003,3,camp,,continue,crew_leader,positive,correct
DEC-02186,EXP-894-003,6,camp,,continue,crew_leader,neutral,inconclusive
DEC-02187,EXP-894-003,6,engage,,observe,crew_leader,positive,correct
DEC-02188,EXP-894-004,1,collect,,standard_specimen,crew_leader,neutral,inconclusive
DEC-02189,EXP-894-004,3,engage,,cautious_approach,crew_leader,neutral,correct
DEC-02190,EXP-894-004,3,retreat,,proceed,crew_leader,critical_positive,correct
DEC-02191,EXP-894-004,5,camp,,defensive_site,crew_leader,critical_negative,inconclusive
DEC-02192,EXP-894-004,6,camp,,continue,crew_leader,negative,inconclusive
DEC-02193,EXP-894-004,10,route,,primary_path,crew_leader,critical_negative,unknown
DEC-02194,EXP-894-004,10,camp,,standard_site,crew_leader,neutral,correct
DEC-02195,EXP-894-004,11,engage,,observe,crew_leader,positive,correct
DEC-02196,EXP-894-004,14,retreat,,full_retreat,crew_leader,positive,correct
DEC-02197,EXP-894-004,15,route,,investigate,crew_leader,negative,inconclusive
DEC-02198,EXP-894-005,2,retreat,,full_retreat,crew_leader,positive,correct
DEC-02199,EXP-894-005,3,route,,primary_path,crew_leader,positive,correct
DEC-02200,EXP-894-005,4,route,,alternate_path,crew_leader,neutral,correct
DEC-02201,EXP-894-005,7,collect,,standard_specimen,crew_leader,neutral,inconclusive
DEC-02202,EXP-894-005,10,engage,,avoid,crew_leader,positive,correct
DEC-02203,EXP-894-005,11,retreat,,pause,crew_leader,neutral,inconclusive
DEC-02204,EXP-894-005,14,retreat,,pause,crew_leader,positive,correct
DEC-02205,EXP-894-005,18,camp,,continue,crew_leader,positive,correct
DEC-02206,EXP-894-006,1,route,,investigate,crew_leader,positive,correct
DEC-02207,EXP-894-006,2,engage,,direct_engagement,crew_leader,neutral,inconclusive
DEC-02208,EXP-894-006,4,camp,,continue,crew_leader,positive,correct
DEC-02209,EXP-894-006,6,camp,,defensive_site,crew_leader,positive,correct
DEC-02210,EXP-894-006,8,engage,,cautious_approach,crew_leader,neutral,inconclusive
DEC-02211,EXP-894-006,9,camp,,continue,crew_leader,positive,correct
DEC-02212,EXP-894-006,11,engage,,cautious_approach,crew_leader,neutral,inconclusive
DEC-02213,EXP-894-006,12,collect,,skip,crew_leader,positive,correct
