journey_id,traveler_id,traveler_type,start_year,end_year,start_place_id,end_place_id,sequence_places,sequence_boroughs,primary_outcome,total_distance_km,total_physical_risk,total_symbolic_risk,max_symbolic_risk,visited_mirado,visited_deadriver,visited_northo,loops_back_to_start
119,trav_0119,mapmaker,2035,2035,CAPEA_RIVERSLAND_H,DEADR_FERRYMANS_DO,CAPEA_RIVERSLAND_H;DEADR_BROKEN_DEADR;MIRAD_MIRADO_CAMPG;MIRAD_TOWER_LEVEL_;NORTH_HOUSE_OF_STO;CAPIT_CAPITAL_TRAI;DENSM_OVERPASS_GRA;YELLE_TRAP_FIELDS_;DEADR_DEAD_RIVER_W;MIRAD_MIRADO_STICK;DEADR_FERRYMANS_DO,Capeast;Deadriver;Mirado;Mirado;Northo;Capital;Densmok;Yeller;Deadriver;Mirado;Deadriver,saint,189.9,48.5,70.0,9.0,True,True,True,False
120,trav_0120,trader,2036,2036,YELLE_YELLER_GUIDE,YELLE_YELLER_GUIDE,YELLE_YELLER_GUIDE;YELLE_YELLER_GUIDE;DEADR_DEAD_RIVER_W;YELLE_TRAP_FIELDS_;CAPIT_CITY_WALL_EA;YELLE_TRAP_FIELDS_;CAPIT_CITY_WALL_EA;MIRAD_MIRADO_CAMPG;NORTH_PILGRIM_WAY_;YELLE_YELLER_GUIDE,Yeller;Yeller;Deadriver;Yeller;Capital;Yeller;Capital;Mirado;Northo;Yeller,saint,153.73,37.0,55.0,7.0,True,True,True,True
121,trav_0121,mapmaker,2038,2038,CAPIT_CITY_WALL_QU,CAPIT_PAPER_BINDER,CAPIT_CITY_WALL_QU;MIRAD_MIRADO_STICK;MIRAD_MIRADO_GATE_;NORTH_TRIAL_FIELD_;DEADR_DEAD_RIVER_W;CAPEA_MIRADO_STICK;CAPIT_PAPER_BINDER,Capital;Mirado;Mirado;Northo;Deadriver;Capeast;Capital,saint,89.56,25.0,44.5,8.5,True,True,True,True
122,trav_0122,teen,2030,2030,DENSM_DENSMOK_STRI,YELLE_YELLER_GUIDE,DENSM_DENSMOK_STRI;YELLE_FLOODED_SINK;YELLE_STALL_TOWN_B;YELLE_OLD_ROPE_BRI;YELLE_YELLER_GUIDE,Densmok;Yeller;Yeller;Yeller;Yeller,burned_out,38.72,26.0,24.0,6.5,False,False,False,False
123,trav_0123,mapmaker,2031,2031,CAPEA_DUSTY_SOCCER,DEADR_DEAD_RIVER_W,CAPEA_DUSTY_SOCCER;DEADR_FERRYMANS_DO;MIRAD_TOWER_LEVEL_;DEADR_DEAD_RIVER_E;YELLE_STALL_TOWN_B;CAPIT_INNER_TENEME;MIRAD_TOWER_LEVEL_;DEADR_BROKEN_DEADR;DEADR_DEAD_RIVER_W,Capeast;Deadriver;Mirado;Deadriver;Yeller;Capital;Mirado;Deadriver;Deadriver,missing,140.81,45.5,62.0,9.5,True,True,False,False
124,trav_0124,trader,2033,2033,DENSM_DENSMOK_BUS_,YELLE_BONE_HUSK_MA,DENSM_DENSMOK_BUS_;CAPIT_CENTRAL_ARCH;YELLE_TRAP_FIELDS_;DEADR_DEAD_RIVER_E;YELLE_YELLER_GUIDE;DEADR_DEADRIVER_SH;CAPIT_CAPITAL_TRAI;YELLE_QUARRY_RIM_S;YELLE_FLOODED_SINK;CAPIT_DEADRIVER_FE;CAPEA_MIRADO_STICK;YELLE_BONE_HUSK_MA,Densmok;Capital;Yeller;Deadriver;Yeller;Deadriver;Capital;Yeller;Yeller;Capital;Capeast;Yeller,archivist,206.53,53.5,67.5,7.5,False,True,False,False
125,trav_0125,teen,2039,2039,CAPEA_CAPEAST_ARTE,DENSM_DENSMOK_BUS_,CAPEA_CAPEAST_ARTE;CAPIT_CITY_WALL_EA;DENSM_DENSMOK_BUS_,Capeast;Capital;Densmok,ordinary,37.23,6.5,9.0,4.5,False,False,False,False
126,trav_0126,novice,2038,2038,NORTH_HOUSE_OF_STO,DEADR_FERRYMANS_DO,NORTH_HOUSE_OF_STO;MIRAD_MIRADO_GATE_;NORTH_COLLAPSED_CH;MIRAD_MIRADO_STICK;CAPIT_OUTER_ARCHIV;NORTH_NORTHO_GATEH;MIRAD_TOWER_LEVEL_;CAPIT_CENTRAL_ARCH;DEADR_FERRYMANS_DO,Northo;Mirado;Northo;Mirado;Capital;Northo;Mirado;Capital;Deadriver,saint,150.63,31.0,64.5,9.0,True,True,True,False
127,trav_0127,novice,2030,2030,CAPIT_PAPER_BINDER,CAPEA_CAPEAST_STRI,CAPIT_PAPER_BINDER;NORTH_TRIAL_FIELD_;MIRAD_MIRADO_STICK;NORTH_COLLAPSED_CH;CAPIT_SENATE_SQUAR;NORTH_TRIAL_FIELD_;CAPIT_DEADRIVER_FE;DENSM_DENSMOK_BUS_;CAPEA_CAPEAST_STRI,Capital;Northo;Mirado;Northo;Capital;Northo;Capital;Densmok;Capeast,ordinary,153.53,30.0,53.5,8.0,True,False,True,False
128,trav_0128,trader,2037,2037,DENSM_OLD_QUARRY_R,NORTH_HOUSE_OF_STO,DENSM_OLD_QUARRY_R;DEADR_DEAD_RIVER_W;CAPEA_RIVERSLAND_S;CAPIT_OUTER_ARCHIV;MIRAD_MIRADO_GATE_;CAPIT_PAPER_BINDER;NORTH_HOUSE_OF_STO;MIRAD_TOWER_LEVEL_;NORTH_HOUSE_OF_STO,Densmok;Deadriver;Capeast;Capital;Mirado;Capital;Northo;Mirado;Northo,saint,157.69,28.5,55.5,9.0,True,True,True,False
129,trav_0129,trader,2036,2036,YELLE_TRAP_FIELDS_,YELLE_OLD_ROPE_BRI,YELLE_TRAP_FIELDS_;YELLE_YELLER_GUIDE;YELLE_TRAP_FIELDS_;CAPIT_SENATE_SQUAR;YELLE_OLD_ROPE_BRI,Yeller;Yeller;Yeller;Capital;Yeller,archivist,47.93,20.5,23.0,7.0,False,False,False,True
130,trav_0130,teen,2037,2037,DENSM_DENSMOK_HILL,DEADR_BROKEN_DEADR,DENSM_DENSMOK_HILL;CAPEA_DEAD_RIVER_O;DENSM_SMOKELINE_IN;CAPEA_RIVERSLAND_S;DEADR_BROKEN_DEADR,Densmok;Capeast;Densmok;Capeast;Deadriver,missing,79.47,15.5,18.0,6.0,False,True,False,False
131,trav_0131,mapmaker,2035,2035,CAPIT_PAPER_BINDER,DEADR_DEAD_RIVER_W,CAPIT_PAPER_BINDER;MIRAD_MIRADO_GATE_;CAPIT_CITY_WALL_QU;MIRAD_MIRADO_STICK;DEADR_FERRYMANS_DO;CAPEA_MIRADO_STICK;CAPIT_CITY_WALL_QU;MIRAD_MIRADO_CAMPG;CAPIT_CITY_WALL_EA;MIRAD_MIRADO_GATE_;DEADR_DEAD_RIVER_W,Capital;Mirado;Capital;Mirado;Deadriver;Capeast;Capital;Mirado;Capital;Mirado;Deadriver,missing,209.38,39.0,72.0,9.0,True,True,False,False
132,trav_0132,trader,2033,2033,CAPIT_PAPER_BINDER,CAPIT_CITY_WALL_EA,CAPIT_PAPER_BINDER;CAPEA_CAPEAST_WALM;MIRAD_MIRADO_STICK;CAPIT_INNER_TENEME;DENSM_OLD_QUARRY_R;YELLE_TRAP_FIELDS_;CAPIT_CITY_WALL_EA,Capital;Capeast;Mirado;Capital;Densmok;Yeller;Capital,archivist,99.45,26.5,28.5,6.0,True,False,False,True
133,trav_0133,archivist,2031,2031,CAPIT_INNER_TENEME,DEADR_DEAD_RIVER_E,CAPIT_INNER_TENEME;MIRAD_MIRADO_CAMPG;CAPIT_CITY_WALL_QU;DEADR_DEADRIVER_SH;CAPEA_CAPEAST_YOUT;DENSM_OVERPASS_GRA;CAPIT_KACHOT_CARDH;DEADR_FERRYMANS_DO;CAPIT_CENTRAL_ARCH;DEADR_DEAD_RIVER_E,Capital;Mirado;Capital;Deadriver;Capeast;Densmok;Capital;Deadriver;Capital;Deadriver,missing,183.3,34.5,57.5,8.5,True,True,False,False
134,trav_0134,senator,2036,2036,CAPIT_DEADRIVER_FE,CAPIT_SENATE_SQUAR,CAPIT_DEADRIVER_FE;DENSM_OVERPASS_GRA;CAPIT_SENATE_SQUAR,Capital;Densmok;Capital,burned_out,46.65,7.0,11.0,5.5,False,False,False,True
135,trav_0135,teen,2033,2033,DENSM_OLD_QUARRY_R,CAPEA_DEAD_RIVER_O,DENSM_OLD_QUARRY_R;CAPEA_CAPEAST_WALM;DENSM_DENSMOK_BUS_;CAPIT_DEADRIVER_FE;CAPEA_CAPEAST_WALM;CAPIT_DEADRIVER_FE;CAPEA_DEAD_RIVER_O,Densmok;Capeast;Densmok;Capital;Capeast;Capital;Capeast,burned_out,133.31,18.5,27.5,6.5,False,False,False,False
136,trav_0136,trader,2032,2033,YELLE_BONE_HUSK_MA,NORTH_COLLAPSED_CH,YELLE_BONE_HUSK_MA;CAPIT_OUTER_ARCHIV;DENSM_DENSMOK_HILL;CAPIT_CITY_WALL_EA;YELLE_STALL_TOWN_W;DEADR_DEAD_RIVER_E;CAPIT_CITY_WALL_EA;YELLE_FLOODED_SINK;CAPIT_DEADRIVER_FE;CAPEA_RIVERSLAND_S;MIRAD_TOWER_LEVEL_;NORTH_COLLAPSED_CH,Yeller;Capital;Densmok;Capital;Yeller;Deadriver;Capital;Yeller;Capital;Capeast;Mirado;Northo,saint,218.67,48.5,70.0,9.0,True,True,True,False
137,trav_0137,senator,2031,2031,CAPIT_CITY_WALL_EA,DEADR_DEADRIVER_SH,CAPIT_CITY_WALL_EA;CAPEA_DEAD_RIVER_O;DEADR_DEADRIVER_SH,Capital;Capeast;Deadriver,missing,38.82,7.0,13.0,7.0,False,True,False,False
138,trav_0138,senator,2030,2030,CAPIT_SENATE_SQUAR,YELLE_OLD_ROPE_BRI,CAPIT_SENATE_SQUAR;YELLE_YELLER_GUIDE;YELLE_TRAP_FIELDS_;CAPIT_KACHOT_CARDH;YELLE_OLD_ROPE_BRI,Capital;Yeller;Yeller;Capital;Yeller,ordinary,64.11,19.5,22.0,6.0,False,False,False,False
139,trav_0139,archivist,2032,2032,CAPIT_KACHOT_CARDH,CAPEA_MIRADO_STICK,CAPIT_KACHOT_CARDH;DEADR_BROKEN_DEADR;YELLE_STALL_TOWN_B;CAPIT_CAPITAL_TRAI;CAPEA_RIVERSLAND_S;DENSM_SMOKELINE_IN;CAPEA_CAPEAST_STRI;DENSM_DENSMOK_STRI;CAPEA_MIRADO_STICK,Capital;Deadriver;Yeller;Capital;Capeast;Densmok;Capeast;Densmok;Capeast,archivist,143.47,34.5,36.0,7.0,False,True,False,False
140,trav_0140,archivist,2039,2039,CAPIT_CAPITAL_TRAI,NORTH_NORTH_RIDGE_,CAPIT_CAPITAL_TRAI;DEADR_BROKEN_DEADR;MIRAD_TOWER_LEVEL_;NORTH_NORTH_RIDGE_,Capital;Deadriver;Mirado;Northo,saint,62.43,17.0,25.5,9.5,True,True,True,False
141,trav_0141,trader,2035,2035,YELLE_QUARRY_RIM_S,CAPIT_CENTRAL_ARCH,YELLE_QUARRY_RIM_S;CAPIT_KACHOT_CARDH;YELLE_YELLER_GUIDE;YELLE_STALL_TOWN_B;CAPIT_DEADRIVER_FE;CAPIT_DEADRIVER_FE;DENSM_OLD_QUARRY_R;CAPIT_CENTRAL_ARCH,Yeller;Capital;Yeller;Yeller;Capital;Capital;Densmok;Capital,archivist,96.73,27.5,38.0,7.0,False,False,False,False
142,trav_0142,teen,2034,2034,DENSM_SMOKELINE_IN,CAPIT_CENTRAL_ARCH,DENSM_SMOKELINE_IN;CAPEA_CAPEAST_WALM;CAPIT_PAPER_BINDER;DEADR_FERRYMANS_DO;YELLE_OLD_ROPE_BRI;DEADR_BROKEN_DEADR;CAPIT_CENTRAL_ARCH,Densmok;Capeast;Capital;Deadriver;Yeller;Deadriver;Capital,witch,114.14,28.5,38.5,8.5,False,True,False,False
143,trav_0143,novice,2034,2034,NORTH_PILGRIM_WAY_,CAPIT_CENTRAL_ARCH,NORTH_PILGRIM_WAY_;CAPIT_SENATE_SQUAR;NORTH_HOUSE_OF_THE;CAPIT_CAPITAL_TRAI;DENSM_DENSMOK_STRI;CAPIT_PAPER_BINDER;NORTH_PILGRIM_WAY_;CAPIT_CENTRAL_ARCH,Northo;Capital;Northo;Capital;Densmok;Capital;Northo;Capital,ordinary,139.29,19.0,42.5,8.0,False,False,True,False
144,trav_0144,teen,2035,2035,CAPEA_RIVERSLAND_H,CAPIT_CITY_WALL_EA,CAPEA_RIVERSLAND_H;DENSM_SMOKELINE_IN;CAPEA_RIVERSLAND_S;CAPIT_CITY_WALL_EA,Capeast;Densmok;Capeast;Capital,burned_out,54.38,9.5,10.5,4.5,False,False,False,False
145,trav_0145,teen,2033,2033,DENSM_DENSMOK_HILL,YELLE_YELLER_QUARR,DENSM_DENSMOK_HILL;YELLE_YELLER_GUIDE;YELLE_QUARRY_RIM_S;YELLE_YELLER_QUARR,Densmok;Yeller;Yeller;Yeller,ordinary,34.6,16.5,14.0,5.5,False,False,False,False
146,trav_0146,archivist,2033,2033,CAPIT_DEADRIVER_FE,YELLE_TRAP_FIELDS_,CAPIT_DEADRIVER_FE;DEADR_DEAD_RIVER_W;MIRAD_TOWER_LEVEL_;DEADR_DEAD_RIVER_E;CAPEA_CAPEAST_YOUT;DENSM_DENSMOK_STRI;YELLE_TRAP_FIELDS_;DEADR_DEADRIVER_SH;CAPIT_CENTRAL_ARCH;YELLE_TRAP_FIELDS_,Capital;Deadriver;Mirado;Deadriver;Capeast;Densmok;Yeller;Deadriver;Capital;Yeller,archivist,177.24,42.0,62.0,9.5,True,True,False,False
147,trav_0147,teen,2033,2033,CAPEA_CAPEAST_USED,YELLE_STALL_TOWN_B,CAPEA_CAPEAST_USED;CAPIT_OUTER_ARCHIV;DENSM_DENSMOK_BUS_;CAPEA_CAPEAST_WALM;DENSM_DENSMOK_HILL;YELLE_STALL_TOWN_B,Capeast;Capital;Densmok;Capeast;Densmok;Yeller,burned_out,99.84,16.5,19.0,4.5,False,False,False,False
148,trav_0148,trader,2038,2038,DENSM_OLD_QUARRY_R,DEADR_DEAD_RIVER_W,DENSM_OLD_QUARRY_R;CAPIT_INNER_TENEME;DENSM_SMOKELINE_IN;YELLE_STALL_TOWN_W;DEADR_DEADRIVER_SH;CAPIT_DEADRIVER_FE;CAPEA_RIVERSLAND_H;DEADR_DEAD_RIVER_W,Densmok;Capital;Densmok;Yeller;Deadriver;Capital;Capeast;Deadriver,missing,139.64,30.0,36.0,7.5,False,True,False,False
149,trav_0149,novice,2031,2031,CAPIT_SENATE_SQUAR,CAPIT_PAPER_BINDER,CAPIT_SENATE_SQUAR;NORTH_PILGRIM_WAY_;MIRAD_TOWER_LEVEL_;DEADR_DEADRIVER_SH;MIRAD_MIRADO_GATE_;NORTH_PILGRIM_WAY_;CAPIT_PAPER_BINDER,Capital;Northo;Mirado;Deadriver;Mirado;Northo;Capital,saint,122.58,21.5,47.0,9.0,True,True,True,True
150,trav_0150,mapmaker,2036,2036,CAPIT_PAPER_BINDER,DEADR_DEADRIVER_SH,CAPIT_PAPER_BINDER;DENSM_SMOKELINE_IN;CAPEA_MIRADO_STICK;MIRAD_MIRADO_STICK;DEADR_DEAD_RIVER_W;DEADR_DEADRIVER_SH;MIRAD_MIRADO_GATE_;NORTH_NORTHO_GATEH;MIRAD_TOWER_LEVEL_;MIRAD_MIRADO_GATE_;NORTH_NORTHO_GATEH;DEADR_DEADRIVER_SH,Capital;Densmok;Capeast;Mirado;Deadriver;Deadriver;Mirado;Northo;Mirado;Mirado;Northo;Deadriver,saint,188.57,47.5,81.5,9.5,True,True,True,False
151,trav_0151,senator,2037,2037,CAPIT_KACHOT_CARDH,DENSM_DENSMOK_STRI,CAPIT_KACHOT_CARDH;DENSM_DENSMOK_HILL;CAPIT_KACHOT_CARDH;DENSM_DENSMOK_STRI,Capital;Densmok;Capital;Densmok,burned_out,51.24,11.5,12.0,4.0,False,False,False,False
152,trav_0152,teen,2032,2032,DENSM_DENSMOK_STRI,DEADR_BROKEN_DEADR,DENSM_DENSMOK_STRI;CAPIT_OUTER_ARCHIV;DEADR_BROKEN_DEADR,Densmok;Capital;Deadriver,missing,41.59,7.0,12.0,7.5,False,True,False,False
153,trav_0153,teen,2032,2032,DENSM_SMOKELINE_IN,DEADR_DEAD_RIVER_E,DENSM_SMOKELINE_IN;YELLE_QUARRY_RIM_S;DEADR_DEAD_RIVER_E,Densmok;Yeller;Deadriver,missing,33.15,12.5,10.0,6.5,False,True,False,False
154,trav_0154,novice,2033,2033,CAPIT_KACHOT_CARDH,CAPIT_CITY_WALL_QU,CAPIT_KACHOT_CARDH;DENSM_DENSMOK_STRI;YELLE_OLD_ROPE_BRI;CAPIT_PAPER_BINDER;NORTH_NORTHO_GATEH;CAPIT_INNER_TENEME;NORTH_HOUSE_OF_STO;CAPIT_CITY_WALL_QU,Capital;Densmok;Yeller;Capital;Northo;Capital;Northo;Capital,ordinary,148.32,28.0,39.5,7.0,False,False,True,True
155,trav_0155,trader,2035,2035,CAPIT_DEADRIVER_FE,MIRAD_MIRADO_CAMPG,CAPIT_DEADRIVER_FE;CAPEA_RIVERSLAND_H;CAPIT_OUTER_ARCHIV;CAPIT_SENATE_SQUAR;CAPEA_CAPEAST_YOUT;CAPIT_CITY_WALL_QU;YELLE_TRAP_FIELDS_;CAPIT_DEADRIVER_FE;DEADR_BROKEN_DEADR;MIRAD_MIRADO_CAMPG,Capital;Capeast;Capital;Capital;Capeast;Capital;Yeller;Capital;Deadriver;Mirado,archivist,164.23,33.0,54.0,8.0,True,True,False,False
156,trav_0156,senator,2033,2033,CAPIT_CITY_WALL_EA,NORTH_NORTHO_MARKE,CAPIT_CITY_WALL_EA;CAPEA_CAPEAST_ARTE;MIRAD_MIRADO_GATE_;NORTH_NORTHO_MARKE,Capital;Capeast;Mirado;Northo,cardsharp,57.87,11.0,18.5,8.0,True,False,True,False
157,trav_0157,novice,2030,2030,CAPIT_CENTRAL_ARCH,NORTH_HOUSE_OF_THE,CAPIT_CENTRAL_ARCH;NORTH_HOUSE_OF_THE;MIRAD_TOWER_LEVEL_;DEADR_DEAD_RIVER_E;YELLE_YELLER_GUIDE;DEADR_FERRYMANS_DO;CAPIT_DEADRIVER_FE;NORTH_HOUSE_OF_THE,Capital;Northo;Mirado;Deadriver;Yeller;Deadriver;Capital;Northo,saint,126.02,28.5,57.5,9.5,True,True,True,False
158,trav_0158,trader,2035,2036,DENSM_DENSMOK_HILL,DEADR_BROKEN_DEADR,DENSM_DENSMOK_HILL;DEADR_BROKEN_DEADR;DEADR_FERRYMANS_DO;YELLE_TRAP_FIELDS_;YELLE_YELLER_GUIDE;CAPIT_PAPER_BINDER;CAPEA_RIVERSLAND_H;CAPIT_CITY_WALL_EA;MIRAD_MIRADO_GATE_;DEADR_BROKEN_DEADR,Densmok;Deadriver;Deadriver;Yeller;Yeller;Capital;Capeast;Capital;Mirado;Deadriver,missing,153.78,38.5,57.0,9.0,True,True,False,False
159,trav_0159,novice,2036,2036,NORTH_NORTHO_MARKE,CAPIT_KACHOT_CARDH,NORTH_NORTHO_MARKE;CAPIT_OUTER_ARCHIV;NORTH_NORTHO_MARKE;MIRAD_TOWER_LEVEL_;NORTH_NORTH_RIDGE_;CAPIT_KACHOT_CARDH,Northo;Capital;Northo;Mirado;Northo;Capital,ordinary,95.77,18.5,38.0,9.5,True,False,True,False
160,trav_0160,novice,2034,2034,CAPIT_CITY_WALL_QU,DEADR_BROKEN_DEADR,CAPIT_CITY_WALL_QU;MIRAD_MIRADO_GATE_;NORTH_NORTHO_GATEH;MIRAD_TOWER_LEVEL_;NORTH_NORTHO_MARKE;CAPIT_OUTER_ARCHIV;DEADR_BROKEN_DEADR,Capital;Mirado;Northo;Mirado;Northo;Capital;Deadriver,saint,113.47,23.5,46.5,8.5,True,True,True,False
161,trav_0161,senator,2032,2032,CAPIT_DEADRIVER_FE,YELLE_BONE_HUSK_MA,CAPIT_DEADRIVER_FE;DEADR_FERRYMANS_DO;YELLE_STALL_TOWN_B;DEADR_DEAD_RIVER_E;YELLE_BONE_HUSK_MA,Capital;Deadriver;Yeller;Deadriver;Yeller,burned_out,75.15,21.5,29.5,8.0,False,True,False,False
162,trav_0162,trader,2033,2033,YELLE_BONE_HUSK_MA,DEADR_DEADRIVER_SH,YELLE_BONE_HUSK_MA;DEADR_DEAD_RIVER_W;CAPIT_KACHOT_CARDH;CAPEA_MIRADO_STICK;DENSM_DENSMOK_BUS_;CAPIT_SENATE_SQUAR;MIRAD_MIRADO_STICK;CAPIT_KACHOT_CARDH;YELLE_QUARRY_RIM_S;DEADR_DEADRIVER_SH,Yeller;Deadriver;Capital;Capeast;Densmok;Capital;Mirado;Capital;Yeller;Deadriver,missing,170.68,40.5,53.0,7.5,True,True,False,False
163,trav_0163,trader,2037,2037,YELLE_BONE_HUSK_MA,YELLE_STALL_TOWN_B,YELLE_BONE_HUSK_MA;YELLE_OLD_ROPE_BRI;DEADR_DEAD_RIVER_E;YELLE_FLOODED_SINK;YELLE_STALL_TOWN_B;CAPIT_DEADRIVER_FE;DEADR_BROKEN_DEADR;CAPIT_SENATE_SQUAR;MIRAD_TOWER_LEVEL_;YELLE_QUARRY_RIM_S;DEADR_BROKEN_DEADR;YELLE_STALL_TOWN_B,Yeller;Yeller;Deadriver;Yeller;Yeller;Capital;Deadriver;Capital;Mirado;Yeller;Deadriver;Yeller,archivist,179.4,68.0,80.5,8.5,True,True,False,True
164,trav_0164,mapmaker,2031,2031,CAPEA_DUSTY_SOCCER,MIRAD_MIRADO_STICK,CAPEA_DUSTY_SOCCER;MIRAD_MIRADO_STICK;CAPIT_CITY_WALL_EA;MIRAD_MIRADO_CAMPG;NORTH_COLLAPSED_CH;MIRAD_MIRADO_STICK,Capeast;Mirado;Capital;Mirado;Northo;Mirado,burned_out,101.12,20.0,34.5,8.0,True,False,True,False
165,trav_0165,teen,2036,2036,DENSM_SMOKELINE_IN,CAPIT_INNER_TENEME,DENSM_SMOKELINE_IN;CAPEA_RIVERSLAND_S;DEADR_DEADRIVER_SH;YELLE_TRAP_FIELDS_;CAPIT_OUTER_ARCHIV;YELLE_STALL_TOWN_B;CAPIT_INNER_TENEME,Densmok;Capeast;Deadriver;Yeller;Capital;Yeller;Capital,witch,111.21,27.0,30.5,6.5,False,True,False,False
166,trav_0166,novice,2030,2030,CAPIT_CENTRAL_ARCH,DENSM_DENSMOK_HILL,CAPIT_CENTRAL_ARCH;YELLE_YELLER_QUARR;CAPIT_CITY_WALL_QU;NORTH_NORTHO_GATEH;CAPIT_KACHOT_CARDH;DEADR_FERRYMANS_DO;CAPIT_PAPER_BINDER;CAPEA_DEAD_RIVER_O;DENSM_DENSMOK_HILL,Capital;Yeller;Capital;Northo;Capital;Deadriver;Capital;Capeast;Densmok,burned_out,152.78,33.0,50.5,7.5,False,True,True,False
167,trav_0167,trader,2037,2037,YELLE_TRAP_FIELDS_,YELLE_BONE_HUSK_MA,YELLE_TRAP_FIELDS_;DEADR_DEAD_RIVER_E;YELLE_OLD_ROPE_BRI;YELLE_TRAP_FIELDS_;DEADR_BROKEN_DEADR;YELLE_YELLER_GUIDE;YELLE_TRAP_FIELDS_;DEADR_DEADRIVER_SH;YELLE_OLD_ROPE_BRI;DEADR_DEAD_RIVER_W;YELLE_BONE_HUSK_MA,Yeller;Deadriver;Yeller;Yeller;Deadriver;Yeller;Yeller;Deadriver;Yeller;Deadriver;Yeller,ordinary,160.95,63.5,69.5,8.0,False,True,False,True
168,trav_0168,archivist,2039,2039,CAPIT_INNER_TENEME,CAPEA_RIVERSLAND_S,CAPIT_INNER_TENEME;NORTH_HOUSE_OF_THE;MIRAD_MIRADO_STICK;CAPIT_CITY_WALL_EA;DEADR_FERRYMANS_DO;YELLE_TRAP_FIELDS_;CAPIT_SENATE_SQUAR;DENSM_DENSMOK_BUS_;CAPEA_RIVERSLAND_S,Capital;Northo;Mirado;Capital;Deadriver;Yeller;Capital;Densmok;Capeast,saint,166.46,32.5,50.5,8.5,True,True,True,False
169,trav_0169,novice,2032,2032,CAPIT_SENATE_SQUAR,NORTH_NORTHO_MARKE,CAPIT_SENATE_SQUAR;CAPEA_DUSTY_SOCCER;CAPIT_OUTER_ARCHIV;NORTH_NORTH_RIDGE_;CAPIT_CAPITAL_TRAI;NORTH_NORTHO_MARKE,Capital;Capeast;Capital;Northo;Capital;Northo,saint,101.38,16.0,29.0,7.5,False,False,True,False
170,trav_0170,novice,2033,2033,NORTH_NORTHO_GATEH,CAPIT_OUTER_ARCHIV,NORTH_NORTHO_GATEH;CAPIT_CITY_WALL_QU;MIRAD_TOWER_LEVEL_;CAPIT_OUTER_ARCHIV,Northo;Capital;Mirado;Capital,ordinary,58.77,12.5,22.5,8.0,True,False,True,False
171,trav_0171,mapmaker,2032,2033,CAPIT_CITY_WALL_QU,MIRAD_MIRADO_GATE_,CAPIT_CITY_WALL_QU;CAPEA_DUSTY_SOCCER;CAPIT_CENTRAL_ARCH;YELLE_TRAP_FIELDS_;DEADR_DEADRIVER_SH;MIRAD_TOWER_LEVEL_;MIRAD_MIRADO_GATE_;NORTH_NORTHO_GATEH;MIRAD_MIRADO_GATE_;NORTH_NORTHO_MARKE;MIRAD_MIRADO_STICK;MIRAD_MIRADO_GATE_,Capital;Capeast;Capital;Yeller;Deadriver;Mirado;Mirado;Northo;Mirado;Northo;Mirado;Mirado,saint,201.68,46.0,81.5,9.5,True,True,True,False
172,trav_0172,novice,2030,2030,NORTH_TRIAL_FIELD_,MIRAD_TOWER_LEVEL_,NORTH_TRIAL_FIELD_;MIRAD_MIRADO_GATE_;NORTH_COLLAPSED_CH;MIRAD_TOWER_LEVEL_,Northo;Mirado;Northo;Mirado,ordinary,53.52,14.0,26.0,9.0,True,False,True,False
173,trav_0173,novice,2031,2031,NORTH_HOUSE_OF_THE,YELLE_STALL_TOWN_W,NORTH_HOUSE_OF_THE;CAPIT_INNER_TENEME;NORTH_NORTHO_MARKE;MIRAD_MIRADO_CAMPG;DEADR_BROKEN_DEADR;YELLE_STALL_TOWN_W,Northo;Capital;Northo;Mirado;Deadriver;Yeller,saint,105.91,22.0,34.0,8.0,True,True,True,False
174,trav_0174,mapmaker,2037,2037,CAPEA_CAPEAST_STRI,DEADR_DEAD_RIVER_W,CAPEA_CAPEAST_STRI;CAPIT_CENTRAL_ARCH;MIRAD_MIRADO_CAMPG;DEADR_FERRYMANS_DO;CAPIT_CITY_WALL_QU;NORTH_TRIAL_FIELD_;DEADR_DEAD_RIVER_W;CAPEA_CAPEAST_USED;CAPIT_DEADRIVER_FE;MIRAD_TOWER_LEVEL_;DEADR_DEAD_RIVER_W,Capeast;Capital;Mirado;Deadriver;Capital;Northo;Deadriver;Capeast;Capital;Mirado;Deadriver,saint,182.53,41.0,73.5,9.5,True,True,True,False
175,trav_0175,novice,2039,2039,CAPIT_DEADRIVER_FE,MIRAD_TOWER_LEVEL_,CAPIT_DEADRIVER_FE;NORTH_NORTH_RIDGE_;MIRAD_MIRADO_GATE_;NORTH_COLLAPSED_CH;MIRAD_TOWER_LEVEL_,Capital;Northo;Mirado;Northo;Mirado,burned_out,76.82,17.5,34.5,9.0,True,False,True,False
176,trav_0176,novice,2030,2030,CAPIT_KACHOT_CARDH,DEADR_FERRYMANS_DO,CAPIT_KACHOT_CARDH;NORTH_NORTHO_MARKE;CAPIT_SENATE_SQUAR;YELLE_YELLER_QUARR;DEADR_FERRYMANS_DO;CAPEA_RIVERSLAND_S;MIRAD_MIRADO_GATE_;DEADR_FERRYMANS_DO,Capital;Northo;Capital;Yeller;Deadriver;Capeast;Mirado;Deadriver,saint,121.94,30.5,49.0,9.0,True,True,True,False
