measurement_id,collective_id,collective_name,individual_level_avg,collective_level,integration_score,level_emergence,communication_channels,response_coordination,memory_distribution,goal_coherence,turnover_resilience,component_count,scale_levels_spanned,federation_depth,emergent_goals,self_preservation,adaptive_reorganization,boundary_maintenance,component_horizon_days_avg,collective_horizon_days,horizon_multiplication,measurement_year,measurer,method,confidence,notes
IM-0260,AG-0056,Digger Colony 17,3.9,4.5,0.38,0.6,7,0.56,0.28,0.44,0.47,3053,2,3,False,False,False,False,2941.3,14118.3,4.8,931,M. Strand,behavioral_inference,0.63,
IM-0261,AG-0093,Archive Annex 2,2.8,3.4,0.32,0.6,9,0.45,0.44,0.49,0.17,3447,3,1,False,False,False,False,2328.2,9778.6,4.2,921,T. Mord,anster_modified,0.75,
IM-0262,AG-0086,Western Scholar Assembly,3.0,3.7,0.49,0.7,4,0.35,0.3,0.31,0.5,2814,1,4,False,False,True,False,3436.8,20277.3,5.9,930,O. Venn,communication_analysis,0.63,
IM-0263,AG-0007,Central Scholar Assembly,2.9,3.5,0.53,0.6,4,0.24,0.79,0.64,0.11,3749,2,5,True,False,False,True,612.0,3855.6,6.3,934,P. Anster,anster_modified,0.81,
IM-0264,AG-0018,Eastern Navigation Guild,3.7,4.1,0.27,0.4,4,0.3,0.28,0.47,0.33,3720,1,4,False,False,False,False,2921.1,10808.2,3.7,938,Klutch CC Research,mord_protocol,0.89,
IM-0265,AG-0043,Western Navigation Guild,3.1,3.7,0.44,0.6,4,0.5,0.68,0.4,0.13,3869,3,1,False,False,False,False,2681.4,14479.3,5.4,932,P. Anster,behavioral_inference,0.67,
IM-0266,AG-0018,Western Research Circle,3.9,4.2,0.22,0.3,7,0.21,0.19,0.38,0.21,3569,3,5,False,False,False,False,1649.0,5276.7,3.2,931,Independent Observer,communication_analysis,0.65,
IM-0267,AG-0074,Western Survey Team,3.8,4.5,0.86,0.7,19,0.77,0.61,0.68,0.35,196,4,3,True,True,True,True,2549.5,24475.5,9.6,931,Klutch CC Research,mord_protocol,0.74,
IM-0268,AG-0014,Boundary Survey Team,2.4,2.9,0.33,0.5,5,0.46,0.32,0.36,0.35,3651,4,4,False,False,False,False,3166.9,13617.7,4.3,930,O. Venn,mord_protocol,0.8,
IM-0269,AG-0048,Western Mill Crew,2.1,2.8,0.66,0.7,17,0.68,0.86,0.44,0.15,4351,1,5,False,True,False,False,3543.3,26928.9,7.6,928,Boundary Commission,mord_protocol,0.62,
IM-0270,AG-0074,Capital Scholar Assembly,2.1,3.1,0.76,1.0,16,0.58,0.46,0.67,0.58,2226,2,5,True,False,False,True,1404.8,12081.1,8.6,928,Boundary Commission,communication_analysis,0.64,
IM-0271,AG-0021,Western Preservation Committee,3.2,4.0,0.54,0.8,13,0.51,0.74,0.55,0.24,722,1,3,True,False,False,True,364.6,2333.5,6.4,914,Independent Observer,anster_modified,0.87,
IM-0272,AG-0074,Klutch CC Class of 919,3.4,4.5,0.62,1.1,2,0.24,0.82,0.31,0.63,1744,3,4,True,True,True,True,1912.7,13771.4,7.2,912,T. Mord,structural_mapping,0.76,
IM-0273,AG-0065,Central Preservation Committee,3.7,4.1,0.56,0.4,9,0.42,0.36,0.33,0.39,4980,2,3,True,False,True,True,1687.4,11136.9,6.6,916,Archive Survey Team,mord_protocol,0.62,
IM-0274,AG-0085,Capital Mill Crew,2.6,4.0,0.78,1.4,16,0.32,0.8,0.58,0.42,2266,3,1,True,True,True,True,181.3,1595.7,8.8,914,M. Strand,mord_protocol,0.84,
IM-0275,AG-0075,Archive Annex 1,1.5,2.4,0.73,0.9,8,0.45,0.44,0.69,0.17,4973,4,3,True,True,True,True,1602.4,13299.9,8.3,930,T. Crost,behavioral_inference,0.91,
IM-0276,AG-0052,Eastern Trade Coalition,2.9,3.5,0.44,0.6,10,0.57,0.7,0.43,0.31,567,2,5,False,False,False,False,478.5,2583.7,5.4,935,M. Strand,anster_modified,0.72,
IM-0277,AG-0065,Eastern Survey Team,3.5,4.1,0.64,0.6,11,0.37,0.43,0.59,0.65,4262,4,5,True,True,True,True,1512.8,11195.1,7.4,917,P. Anster,anster_modified,0.68,
IM-0278,AG-0100,Western The Archive,3.6,4.4,0.89,0.8,14,0.36,0.53,1.0,0.24,1135,2,2,True,True,True,False,306.3,3032.5,9.9,929,P. Anster,anster_modified,0.84,
IM-0279,AG-0015,Capital Navigation Guild,3.7,4.4,0.86,0.7,18,0.72,0.56,0.35,0.2,2624,3,3,True,True,True,True,396.5,3806.4,9.6,914,Boundary Commission,anster_modified,0.81,
IM-0280,AG-0015,Archive Annex 14,3.4,3.6,0.2,0.2,4,0.23,0.27,0.33,0.12,2518,3,4,False,False,False,False,1376.1,4128.3,3.0,935,O. Venn,mord_protocol,0.91,
IM-0281,AG-0072,Klutch CC Class of 891,3.9,4.5,0.74,0.6,2,0.41,0.68,0.7,0.77,1801,3,2,False,False,False,True,2896.5,24331.0,8.4,923,P. Anster,mord_protocol,0.83,
IM-0282,AG-0088,Boundary Research Circle,1.9,3.2,0.76,1.3,2,0.79,1.0,0.6,0.52,3322,4,3,False,True,False,False,3353.0,28836.0,8.6,930,Independent Observer,behavioral_inference,0.72,
IM-0283,AG-0033,Capital The Archive,3.8,4.5,0.93,0.7,12,0.67,0.65,0.52,0.85,594,1,5,True,True,True,True,2166.7,22317.2,10.3,916,Boundary Commission,communication_analysis,0.79,
IM-0284,AG-0014,Archive Annex 12,4.0,4.5,0.73,0.5,18,0.2,0.24,0.42,0.44,2351,1,5,True,True,False,True,2051.2,17024.8,8.3,920,T. Crost,mord_protocol,0.91,
IM-0285,AG-0096,Boundary Mill Crew,3.4,3.8,0.42,0.4,5,0.37,0.63,0.44,0.39,2495,4,4,False,False,False,False,1275.2,6631.0,5.2,913,Colony Observation Unit,behavioral_inference,0.86,
IM-0286,AG-0014,Klutch CC Class of 890,2.6,3.2,0.52,0.6,8,0.26,0.1,0.39,0.59,3781,4,2,True,False,False,True,2713.4,16823.0,6.2,925,T. Mord,communication_analysis,0.87,
IM-0287,AG-0026,Boundary Preservation Committee,3.2,3.7,0.62,0.5,9,0.74,0.74,0.62,0.43,2605,3,2,True,True,False,True,3603.6,25946.1,7.2,912,Colony Observation Unit,communication_analysis,0.73,
IM-0288,AG-0089,Eastern Preservation Committee,3.5,4.5,0.73,1.0,5,0.45,0.31,0.48,0.66,4147,4,2,True,True,True,True,1604.1,13313.8,8.3,922,Colony Observation Unit,behavioral_inference,0.9,
IM-0289,AG-0040,Eastern Trade Coalition,3.2,3.7,0.46,0.5,7,0.42,0.41,0.5,0.51,4035,3,5,False,False,False,False,312.5,1750.1,5.6,922,Klutch CC Research,mord_protocol,0.61,
IM-0290,AG-0092,Boundary Mill Crew,2.0,3.1,0.7,1.1,9,0.28,0.74,0.9,0.4,652,2,1,True,False,True,True,2799.8,22398.1,8.0,928,Colony Observation Unit,mord_protocol,0.67,
IM-0291,AG-0083,Klutch CC Class of 899,3.5,4.4,0.76,0.9,19,0.44,0.7,0.88,0.78,1378,1,1,True,True,True,True,2665.8,22926.0,8.6,936,Archive Survey Team,anster_modified,0.89,
IM-0292,AG-0098,Boundary Scholar Assembly,2.0,2.6,0.67,0.6,5,0.59,0.27,0.47,0.67,257,4,4,True,True,True,True,2969.1,22862.0,7.7,931,O. Venn,behavioral_inference,0.83,
IM-0293,AG-0014,Capital Scholar Assembly,2.6,3.5,0.57,0.9,16,0.42,0.56,0.54,0.31,4951,4,5,True,False,False,True,3527.7,23635.6,6.7,912,Colony Observation Unit,mord_protocol,0.77,
IM-0294,AG-0023,Central Navigation Guild,3.8,4.5,0.76,0.7,19,0.91,0.73,0.84,0.26,2174,4,1,False,False,True,True,324.0,2786.4,8.6,934,Archive Survey Team,structural_mapping,0.93,
IM-0295,AG-0036,Capital Boundary Watch,3.0,3.3,0.35,0.3,2,0.42,0.56,0.51,0.23,1271,2,3,False,False,False,False,3612.2,16255.0,4.5,933,T. Mord,mord_protocol,0.94,
IM-0296,AG-0061,Eastern Mill Crew,2.6,3.4,0.43,0.8,4,0.58,0.11,0.36,0.23,2394,2,3,False,False,False,False,1449.7,7683.4,5.3,925,P. Anster,communication_analysis,0.62,
IM-0297,AG-0043,Western Research Circle,1.5,2.9,0.84,1.4,16,0.83,1.0,0.66,0.8,1323,4,1,True,True,True,True,1673.7,15732.7,9.4,937,Klutch CC Research,communication_analysis,0.88,
IM-0298,AG-0090,Klutch CC Class of 898,3.8,4.5,0.67,0.7,3,0.71,0.32,0.79,0.28,4601,1,4,True,False,True,True,1614.3,12430.3,7.7,923,P. Anster,behavioral_inference,0.68,
IM-0299,AG-0027,Eastern Boundary Watch,3.8,4.1,0.23,0.3,9,0.26,0.35,0.31,0.31,3353,2,5,False,False,False,False,1639.4,5410.2,3.3,922,Boundary Commission,structural_mapping,0.71,
IM-0300,AG-0072,Eastern Preservation Committee,2.2,2.6,0.29,0.4,10,0.21,0.27,0.36,0.16,2798,2,3,False,False,False,False,837.2,3265.2,3.9,914,Archive Survey Team,anster_modified,0.75,
