relationship_id,entity_id,entity_name,neighbor_id,neighbor_name,antipathy_rank,antipathy_strength,distance_morphospace,antipathy_type,mutual,stability,edge_weight,contribution_to_separation,first_documented,documenter,documentation_method,confidence,notes
AN-0341,MS-0094,Form 94,MS-0188,Form 188,3,0.83,1.665,opposing,False,0.54,-0.682,0.82,1843,Archive Survey Team,behavioral_observation,0.89,
AN-0342,MS-0095,Form 95,MS-0039,Form 39,1,0.93,1.8682,orthogonal,True,0.82,-0.856,0.56,916,P. Tross,trajectory_divergence,0.57,
AN-0343,MS-0095,Form 95,MS-0093,Form 93,2,0.9,1.8011,incompatible,True,0.75,-0.76,0.63,1845,P. Tross,classification_opposition,0.73,
AN-0344,MS-0095,Form 95,MS-0060,Form 60,3,0.9,1.8009,competitive,True,0.61,-0.816,0.9,912,K. Strand,classification_opposition,0.68,
AN-0345,MS-0095,Form 95,EN-002,The Dens Boundary,4,0.89,1.788,orthogonal,True,0.74,-0.782,0.43,912,P. Tross,behavioral_observation,0.62,
AN-0346,MS-0095,Form 95,MS-0170,Form 170,5,0.89,1.7831,incompatible,True,0.76,-0.735,0.62,920,Constellation Survey,behavioral_observation,0.78,
AN-0347,MS-0096,Form 96,EN-002,The Dens Boundary,1,0.95,2.2184,competitive,False,0.75,-0.771,0.45,920,P. Tross,trajectory_divergence,0.81,
AN-0348,MS-0096,Form 96,MS-0139,Form 139,2,0.95,2.1765,competitive,False,0.59,-0.927,0.24,1839,K. Strand,conflict_documentation,0.75,
AN-0349,MS-0096,Form 96,MS-0110,Form 110,3,0.95,2.0817,unknown,False,0.77,-0.815,0.24,1848,P. Tross,conflict_documentation,0.54,
AN-0350,MS-0097,Form 97,MS-0086,Form 86,1,0.88,1.7684,incompatible,False,0.59,-0.823,0.85,930,P. Tross,behavioral_observation,0.66,
AN-0351,MS-0097,Form 97,MS-0060,Form 60,2,0.87,1.7416,unknown,False,0.76,-0.718,0.2,1832,T. Vells,conflict_documentation,0.71,
AN-0352,MS-0097,Form 97,MS-0039,Form 39,3,0.85,1.708,opposing,False,0.72,-0.719,0.75,1840,T. Vells,classification_opposition,0.8,
AN-0353,MS-0098,Form 98,EN-002,The Dens Boundary,1,0.95,2.0113,historical,False,0.83,-0.933,0.51,1842,P. Tross,trajectory_divergence,0.93,
AN-0354,MS-0098,Form 98,MS-0139,Form 139,2,0.95,1.915,incompatible,False,0.91,-0.92,0.82,929,K. Strand,classification_opposition,0.87,
AN-0355,MS-0098,Form 98,MS-0117,Form 117,3,0.91,1.82,orthogonal,True,0.59,-0.846,0.6,920,Archive Survey Team,classification_opposition,0.67,
AN-0356,MS-0098,Form 98,MS-0073,Form 73,4,0.9,1.7967,competitive,True,0.83,-0.734,0.86,927,T. Vells,conflict_documentation,0.93,
AN-0357,MS-0098,Form 98,MS-0160,Form 160,5,0.9,1.7959,historical,False,0.84,-0.851,0.37,1845,P. Tross,trajectory_divergence,0.92,
AN-0358,MS-0099,Form 99,MS-0118,Form 118,1,0.86,1.7129,opposing,True,0.89,-0.792,0.21,927,Archive Survey Team,behavioral_observation,0.91,
AN-0359,MS-0099,Form 99,MS-0124,Form 124,2,0.75,1.4974,incompatible,False,0.71,-0.638,0.66,929,T. Vells,trajectory_divergence,0.83,
AN-0360,MS-0099,Form 99,MS-0036,Form 36,3,0.72,1.4471,opposing,True,0.57,-0.716,0.83,930,P. Tross,classification_opposition,0.69,
AN-0361,MS-0100,Form 100,MS-0149,Form 149,1,0.95,2.0597,historical,True,0.55,-0.792,0.55,928,P. Tross,classification_opposition,0.92,
AN-0362,MS-0100,Form 100,MS-0096,Form 96,2,0.95,1.9778,opposing,True,0.59,-0.802,0.64,928,P. Tross,distance_measurement,0.51,
AN-0363,MS-0100,Form 100,MS-0162,Form 162,3,0.93,1.8606,competitive,True,0.59,-0.895,0.59,912,P. Tross,distance_measurement,0.68,
AN-0364,MS-0101,Form 101,MS-0149,Form 149,1,0.95,1.9061,opposing,True,0.81,-0.778,0.85,929,Archive Survey Team,behavioral_observation,0.6,
AN-0365,MS-0101,Form 101,MS-0087,Form 87,2,0.91,1.8279,historical,True,0.73,-0.836,0.25,917,K. Strand,distance_measurement,0.77,
AN-0366,MS-0101,Form 101,MS-0162,Form 162,3,0.91,1.8242,unknown,False,0.9,-0.814,0.69,917,K. Strand,behavioral_observation,0.55,
AN-0367,MS-0101,Form 101,MS-0096,Form 96,4,0.9,1.804,historical,True,0.8,-0.76,0.43,925,T. Vells,distance_measurement,0.81,
AN-0368,MS-0101,Form 101,MS-0037,Form 37,5,0.87,1.744,historical,True,0.85,-0.705,0.42,928,K. Strand,classification_opposition,0.71,
AN-0369,MS-0102,Form 102,MS-0060,Form 60,1,0.91,1.8116,orthogonal,True,0.64,-0.814,0.33,1850,Archive Survey Team,classification_opposition,0.53,
AN-0370,MS-0102,Form 102,MS-0039,Form 39,2,0.9,1.8082,historical,True,0.67,-0.776,0.68,929,Constellation Survey,distance_measurement,0.65,
AN-0371,MS-0102,Form 102,MS-0093,Form 93,3,0.87,1.7395,historical,True,0.72,-0.806,0.56,1841,P. Tross,trajectory_divergence,0.51,
AN-0372,MS-0102,Form 102,MS-0086,Form 86,4,0.84,1.6787,opposing,False,0.52,-0.798,0.41,913,K. Strand,distance_measurement,0.6,
AN-0373,MS-0103,Form 103,MS-0149,Form 149,1,0.83,1.6653,historical,True,0.72,-0.756,0.38,1837,Archive Survey Team,conflict_documentation,0.57,
AN-0374,MS-0103,Form 103,MS-0096,Form 96,2,0.79,1.5747,orthogonal,True,0.83,-0.641,0.39,913,P. Tross,trajectory_divergence,0.55,
AN-0375,MS-0103,Form 103,MS-0162,Form 162,3,0.76,1.5174,incompatible,True,0.72,-0.735,0.4,1837,P. Tross,classification_opposition,0.6,
AN-0376,MS-0103,Form 103,MS-0087,Form 87,4,0.75,1.5013,unknown,False,0.61,-0.717,0.65,918,P. Tross,conflict_documentation,0.69,
AN-0377,MS-0104,Form 104,MS-0118,Form 118,1,0.7,1.3993,historical,True,0.88,-0.569,0.42,914,P. Tross,behavioral_observation,0.77,
AN-0378,MS-0104,Form 104,MS-0060,Form 60,2,0.69,1.3812,unknown,True,0.65,-0.658,0.22,929,P. Tross,conflict_documentation,0.53,
AN-0379,MS-0104,Form 104,MS-0087,Form 87,3,0.67,1.3401,competitive,False,0.8,-0.545,0.37,1834,T. Vells,trajectory_divergence,0.56,
AN-0380,MS-0104,Form 104,MS-0039,Form 39,4,0.64,1.2883,unknown,False,0.86,-0.607,0.67,913,K. Strand,behavioral_observation,0.71,
AN-0381,MS-0104,Form 104,MS-0149,Form 149,5,0.63,1.2561,historical,True,0.94,-0.61,0.54,918,P. Tross,distance_measurement,0.95,
AN-0382,MS-0104,Form 104,MS-0162,Form 162,6,0.62,1.2367,opposing,True,0.71,-0.614,0.69,1835,K. Strand,classification_opposition,0.76,
AN-0383,MS-0105,Form 105,MS-0087,Form 87,1,0.85,1.6973,historical,True,0.82,-0.797,0.81,1848,T. Vells,classification_opposition,0.74,
AN-0384,MS-0105,Form 105,MS-0118,Form 118,2,0.85,1.69,historical,True,0.63,-0.708,0.6,1836,P. Tross,conflict_documentation,0.6,
AN-0385,MS-0105,Form 105,MS-0162,Form 162,3,0.82,1.6469,historical,False,0.77,-0.681,0.55,1836,Constellation Survey,behavioral_observation,0.54,
AN-0386,MS-0105,Form 105,MS-0037,Form 37,4,0.81,1.6254,competitive,True,0.74,-0.722,0.4,1838,P. Tross,distance_measurement,0.78,
AN-0387,MS-0106,Form 106,MS-0086,Form 86,1,0.95,1.9399,unknown,True,0.54,-0.874,0.89,1832,T. Vells,conflict_documentation,0.61,
AN-0388,MS-0106,Form 106,MS-0039,Form 39,2,0.92,1.8362,historical,True,0.57,-0.879,0.64,1848,P. Tross,distance_measurement,0.82,
AN-0389,MS-0106,Form 106,MS-0093,Form 93,3,0.92,1.8324,opposing,True,0.54,-0.825,0.62,1832,P. Tross,behavioral_observation,0.7,
AN-0390,MS-0106,Form 106,MS-0148,Form 148,4,0.91,1.8277,incompatible,True,0.67,-0.871,0.42,925,Archive Survey Team,classification_opposition,0.69,
AN-0391,MS-0106,Form 106,MS-0060,Form 60,5,0.91,1.8119,opposing,True,0.77,-0.892,0.37,1847,P. Tross,classification_opposition,0.81,
AN-0392,MS-0106,Form 106,MS-0170,Form 170,6,0.88,1.7604,orthogonal,True,0.55,-0.719,0.57,927,P. Tross,trajectory_divergence,0.62,
AN-0393,MS-0107,Form 107,MS-0027,The Five-Body Form,1,0.89,1.7861,historical,True,0.83,-0.769,0.33,915,Constellation Survey,distance_measurement,0.71,
AN-0394,MS-0107,Form 107,MS-0149,Form 149,2,0.81,1.6142,competitive,True,0.77,-0.792,0.37,916,T. Vells,conflict_documentation,0.9,
AN-0395,MS-0107,Form 107,MS-0068,Form 68,3,0.8,1.6006,opposing,True,0.88,-0.696,0.4,1841,T. Vells,behavioral_observation,0.85,
AN-0396,MS-0108,Form 108,EN-002,The Dens Boundary,1,0.84,1.6876,competitive,False,0.78,-0.816,0.6,1837,T. Vells,behavioral_observation,0.77,
AN-0397,MS-0108,Form 108,MS-0139,Form 139,2,0.8,1.5921,opposing,True,0.53,-0.787,0.83,915,Archive Survey Team,distance_measurement,0.9,
AN-0398,MS-0108,Form 108,MS-0118,Form 118,3,0.79,1.5897,historical,True,0.59,-0.651,0.48,1833,Archive Survey Team,behavioral_observation,0.55,
AN-0399,MS-0108,Form 108,MS-0124,Form 124,4,0.77,1.5424,opposing,True,0.6,-0.719,0.66,922,Archive Survey Team,behavioral_observation,0.6,
AN-0400,MS-0108,Form 108,MS-0117,Form 117,5,0.77,1.5377,incompatible,False,0.55,-0.629,0.76,925,T. Vells,conflict_documentation,0.69,
