expedition_id,year,territory,protocol_type,crew_leader,crew_size,duration_days,actual_duration,outcome,casualties,discoveries,protocol_compliance,override_events
EXP-914-009,914,dead_river_remote,pre_protocol,Perr Doss,8,20,29,disaster,4,0,,
EXP-914-010,914,yeller_quarry_q2,pre_protocol,Orra Venn,6,14,11,success,0,0,,
EXP-914-011,914,dead_river_main,pre_protocol,Torr Vash,10,14,16,failure,0,0,,
EXP-915-001,915,dead_river_remote,v1,Kern Hollith,7,17,16,partial,1,2,0.79,2
EXP-915-002,915,capital_approach,v1,Renn Hollith,6,7,5,success,0,0,0.72,0
EXP-915-003,915,yeller_quarry_q1,v1,Renn Hollith,6,11,12,success,0,0,0.8,3
EXP-915-004,915,yeller_quarry_q4,v1,Harv Noll,7,14,13,success,0,0,0.75,1
EXP-915-005,915,yeller_quarry_q2,v1,Tesson Vash,7,14,12,success,0,3,0.94,3
EXP-915-006,915,dead_river_eastern,v1,Winn Tarn,7,18,18,success,0,0,0.77,3
EXP-915-007,915,yeller_quarry_q6,v1,Jenn Moss,9,13,10,success,0,0,0.91,0
EXP-915-008,915,yeller_quarry_q5,v1,Senn Drusk,7,11,12,failure,2,0,0.94,0
A-1,916,yeller_quarry_q3,v1,Penn Kellor,8,12,12,success,0,0,1.0,0
A-2,916,dead_river_main,v1,Kira Venn,7,14,14,success,0,1,0.98,1
A-3,916,boundary_de7,v1,Tesson Vash,8,14,18,disaster,3,0,1.0,0
EXP-916-001,916,yeller_quarry_q7,v1,Noss Kell,5,12,22,disaster,2,0,0.53,5
EXP-916-002,916,yeller_quarry_q4,v1,Mira Toss,9,9,11,success,0,0,0.94,2
EXP-916-003,916,yeller_quarry_q1,v1,Doss Wern,5,11,14,disaster,2,0,0.86,1
EXP-916-004,916,yeller_quarry_q3,v1,Lenn Pell,9,7,8,success,0,0,0.9,2
EXP-916-005,916,dead_river_main,v1,Jenn Moss,12,9,11,failure,0,0,0.97,1
EXP-916-006,916,yeller_quarry_q8,v1,Torr Vash,8,21,24,failure,2,0,0.89,0
EXP-916-007,916,yeller_quarry_q1,v1,Zara Voss,9,14,12,success,0,0,0.91,3
EXP-916-008,916,yeller_quarry_q3,v1,Winn Tarn,5,11,12,success,0,0,0.71,2
EXP-917-001,917,capital_approach,v1,Lenn Pell,10,11,12,partial,1,0,0.92,1
EXP-917-002,917,yeller_quarry_q5,v1,Finn Tarn,10,7,4,success,0,0,0.86,3
EXP-917-003,917,yeller_quarry_q3,v1,Karr Voss,8,7,9,partial,0,0,0.91,0
EXP-917-004,917,yeller_quarry_q1,v1,Torr Vash,7,8,8,success,0,0,0.72,3
EXP-917-005,917,capital_approach,v1,Winn Tarn,10,11,15,failure,0,0,1.0,1
EXP-917-006,917,capital_approach,v1,Xenn Moss,6,14,16,success,0,0,0.74,3
EXP-917-007,917,yeller_quarry_q2,v1,Xenn Moss,9,8,11,failure,2,0,0.31,6
EXP-917-008,917,yeller_quarry_q2,v1,Moss Kellith,11,11,11,success,0,0,0.85,3
EXP-917-009,917,yeller_quarry_q4,v1,Wren Torvas,8,7,7,success,0,3,0.98,2
EXP-918-001,918,yeller_quarry_q3,v1,Jorn Pell,6,12,9,success,0,0,0.93,2
EXP-918-002,918,yeller_quarry_q6,v1,Moss Kellith,11,10,7,success,0,0,0.81,0
EXP-918-003,918,dead_river_remote,v1,Goss Prell,7,13,14,success,0,2,0.72,2
EXP-918-004,918,yeller_quarry_q4,v1,Xenn Moss,5,7,9,success,0,1,0.76,3
EXP-918-005,918,capital_approach,v1,Dara Vorn,7,10,10,success,0,0,0.84,0
EXP-918-006,918,yeller_quarry_q2,v1,Kern Hollith,7,7,7,success,0,0,0.95,0
EXP-918-007,918,dead_river_main,v1,Hesta Vorn,8,8,10,success,0,0,0.8,1
EXP-918-008,918,yeller_quarry_q3,v1,Harv Noll,5,9,10,partial,0,2,0.87,3
EXP-918-009,918,yeller_quarry_q2,v1,Bren Moss,6,13,10,success,0,1,0.98,2
EXP-918-010,918,yeller_quarry_q4,v1,Zara Voss,7,10,10,success,0,0,0.98,0
EXP-919-001,919,yeller_quarry_q7,tiered_1,Senn Drusk,9,12,10,success,0,3,0.99,2
EXP-919-002,919,dead_river_eastern,tiered_2,Brenna Tull,8,20,19,partial,0,1,0.91,3
EXP-919-003,919,yeller_quarry_q5,tiered_1,Moss Kellith,5,12,11,success,0,0,0.97,3
EXP-919-004,919,yeller_quarry_q1,tiered_1,Dara Vorn,7,9,6,success,0,0,0.92,2
EXP-919-005,919,yeller_quarry_q5,tiered_1,Orra Venn,8,8,7,partial,1,0,0.77,3
EXP-919-006,919,yeller_quarry_q6,tiered_1,Hesta Vorn,7,10,9,partial,1,0,0.76,2
EXP-919-007,919,other_survey,tiered_1,Bren Moss,5,7,8,partial,1,0,0.93,1
EXP-919-008,919,boundary_ne4,tiered_3,Doss Wern,8,27,25,success,0,0,0.95,2
EXP-919-009,919,yeller_quarry_q1,tiered_1,Jenn Moss,8,12,13,success,0,0,0.97,0
EXP-919-010,919,yeller_quarry_q5,tiered_1,Hesta Vorn,5,13,15,success,0,0,0.84,1
EXP-920-001,920,yeller_quarry_q1,tiered_1,Vess Kern,8,9,6,success,0,3,0.79,3
EXP-920-002,920,dead_river_eastern,tiered_2,Tess Varn,12,12,10,success,0,0,0.81,3
EXP-920-003,920,yeller_quarry_q8,tiered_2,Pell Drenn,6,21,20,success,0,0,0.78,1
EXP-920-004,920,dead_river_main,tiered_1,Vass Tonner,5,12,12,success,0,0,0.81,1
EXP-920-005,920,yeller_quarry_q7,tiered_1,Erren Poss,8,9,11,success,0,0,0.98,1
EXP-920-006,920,dead_river_main,tiered_1,Orra Venn,10,11,8,success,0,2,0.84,0
EXP-920-007,920,yeller_quarry_q5,tiered_1,Dara Vorn,9,14,16,success,0,0,0.98,0
EXP-920-008,920,yeller_quarry_q2,tiered_1,Senn Drusk,6,13,10,success,0,2,0.73,1
EXP-920-009,920,yeller_quarry_q5,tiered_1,Carn Mellith,5,11,9,success,0,0,0.83,0
EXP-920-010,920,yeller_quarry_q3,tiered_1,Orna Kellith,10,13,12,success,0,0,0.9,3
EXP-920-011,920,yeller_quarry_q5,tiered_1,Noss Kell,7,11,10,success,0,0,0.71,2
EXP-921-001,921,yeller_quarry_q3,tiered_1,Doss Wern,9,9,11,success,0,0,0.75,0
EXP-921-002,921,yeller_quarry_q1,tiered_1,Bren Moss,12,11,14,partial,0,0,0.8,2
EXP-921-003,921,yeller_quarry_q5,tiered_1,Dara Vorn,9,8,6,success,0,0,0.98,1
EXP-921-004,921,yeller_quarry_q1,tiered_1,Brenna Tull,10,11,12,success,0,0,0.94,3
EXP-921-005,921,yeller_quarry_q4,tiered_1,Hesta Vorn,5,9,10,partial,0,0,0.77,2
EXP-921-006,921,yeller_quarry_q1,tiered_1,Pell Drenn,8,10,19,disaster,4,0,0.68,7
EXP-921-007,921,yeller_quarry_q4,tiered_1,Brenna Tull,5,12,12,success,0,0,0.81,2
EXP-921-008,921,yeller_quarry_q4,tiered_1,Xenn Moss,6,10,10,success,0,0,0.79,3
EXP-921-009,921,dead_river_main,tiered_1,Senn Drusk,7,10,11,success,0,0,0.72,3
EXP-921-010,921,yeller_quarry_q1,tiered_1,Lenn Pell,11,9,7,success,0,2,0.79,3
