student_id,model_version,prediction_date,semester,predicted_gpa,predicted_retention,predicted_graduation,risk_level,trajectory,intervention_recommended,intervention_applied,actual_outcome,prediction_accuracy,anomaly_flag
ST-3091,v2.3,2021-09-08,Y4-F,2.6,0.85,0.62,high,rising,tutoring,tutoring,,,False
ST-3018,v2.3,2021-09-08,Y4-F,2.07,0.54,0.2,medium,stable,financial_review,financial_review,,,True
ST-3066,v2.3,2021-09-08,Y4-F,2.37,0.68,0.53,critical,declining,counseling,counseling,,,False
ST-3086,v2.3,2021-09-08,Y4-F,3.87,0.94,0.7,medium,declining,course_advising,course_advising,,,False
ST-3084,v2.3,2021-09-08,Y4-F,3.49,0.82,0.59,low,declining,,,,,False
ST-3019,v2.3,2021-09-08,Y4-F,2.1,0.48,0.45,critical,stable,counseling,counseling,,,False
ST-3008,v2.3,2021-09-08,Y4-F,3.64,0.76,0.53,medium,declining,mentorship,mentorship,,,False
ST-3022,v2.3,2021-09-08,Y4-F,2.76,0.74,0.61,low,stable,,,,,False
ST-3034,v2.3,2021-09-08,Y4-F,3.04,0.93,0.57,medium,rising,tutoring,,,,False
ST-3024,v2.3,2021-09-08,Y4-F,3.46,0.75,0.57,low,stable,,,,,False
ST-3067,v2.3,2021-09-08,Y4-F,2.83,0.93,0.74,medium,stable,financial_review,,,,False
ST-3052,v2.3,2021-09-08,Y4-F,2.9,0.91,0.63,low,declining,,,,,False
ST-3088,v2.3,2021-09-08,Y4-F,3.18,0.77,0.56,medium,stable,course_advising,course_advising,,,False
ST-3037,v2.3,2021-09-08,Y4-F,2.26,0.6,0.22,high,stable,mentorship,mentorship,,,False
ST-3011,v2.3,2021-09-08,Y4-F,2.1,0.46,0.54,high,stable,mentorship,mentorship,,,False
ST-3028,v2.3,2021-09-08,Y4-F,3.17,0.75,0.7,low,stable,,,,,False
ST-3058,v2.3,2021-09-08,Y4-F,2.66,0.76,0.66,medium,stable,course_advising,course_advising,,,False
ST-3061,v2.3,2021-09-08,Y4-F,3.33,0.8,0.76,low,stable,,,,,False
ST-3094,v2.3,2021-09-08,Y4-F,2.08,0.74,0.44,critical,declining,tutoring,tutoring,,,False
ST-3068,v2.3,2021-09-08,Y4-F,2.9,0.91,0.57,high,declining,course_advising,,,,False
ST-3098,v2.3,2021-09-08,Y4-F,2.96,0.95,0.8,medium,declining,course_advising,course_advising,,,False
ST-3054,v2.3,2021-09-08,Y4-F,3.23,0.84,0.7,low,stable,,,,,False
ST-3099,v2.3,2021-09-08,Y4-F,3.55,0.82,0.72,low,stable,,,,,False
ST-3039,v2.3,2021-09-08,Y4-F,3.04,0.79,0.7,high,stable,mentorship,mentorship,,,False
ST-3010,v2.3,2021-09-08,Y4-F,2.25,0.61,0.4,high,stable,counseling,counseling,,,False
ST-3051,v2.3,2021-09-08,Y4-F,3.31,0.87,0.67,medium,declining,course_advising,course_advising,,,False
ST-3038,v2.3,2021-09-08,Y4-F,1.48,0.7,0.42,critical,stable,course_advising,,,,False
ST-3089,v2.3,2021-09-08,Y4-F,2.98,0.72,0.56,low,stable,,,,,False
ST-3050,v2.3,2021-09-08,Y4-F,2.6,0.86,0.59,low,declining,,,,,False
ST-3012,v2.3,2021-09-08,Y4-F,3.08,0.79,0.71,critical,stable,tutoring,,,,False
ST-3040,v2.3,2021-09-08,Y4-F,2.96,0.76,0.76,medium,rising,course_advising,course_advising,,,False
ST-3100,v2.3,2021-09-08,Y4-F,2.96,0.72,0.81,medium,rising,course_advising,course_advising,,,False
ST-3033,v2.3,2021-09-08,Y4-F,2.93,0.85,0.53,high,stable,tutoring,tutoring,,,False
ST-3085,v2.3,2021-09-08,Y4-F,2.69,0.77,0.72,low,declining,,,,,False
ST-3063,v2.3,2021-09-08,Y4-F,3.43,0.92,0.61,low,volatile,,,,,False
ST-3047,v2.3,2021-09-08,Y4-F,2.83,0.84,0.6,low,volatile,,,,,False
ST-3044,v2.3,2021-09-08,Y4-F,2.6,0.85,0.72,medium,stable,financial_review,financial_review,,,False
ST-3075,v2.3,2021-09-08,Y4-F,2.4,0.59,0.52,high,rising,mentorship,mentorship,,,False
ST-3030,v2.3,2021-09-08,Y4-F,2.44,0.51,0.2,critical,declining,counseling,counseling,,,False
ST-3059,v2.3,2021-09-08,Y4-F,2.99,0.83,0.74,low,declining,,,,,False
ST-3056,v2.3,2021-09-08,Y4-F,2.44,0.68,0.41,high,stable,tutoring,tutoring,,,False
NR-2407,v2.3,2021-09-08,Y4-F,3.51,0.84,0.64,low,declining,,,,,False
ST-3064,v2.3,2021-09-08,Y4-F,2.32,0.49,0.35,medium,declining,financial_review,,,,False
ST-3025,v2.3,2021-09-08,Y4-F,3.01,0.87,0.6,medium,declining,course_advising,course_advising,,,True
ST-3057,v2.3,2021-09-08,Y4-F,2.95,0.73,0.66,low,declining,,,,,False
ST-3009,v2.3,2021-09-08,Y4-F,2.81,0.82,0.61,low,volatile,,,,,False
ST-3007,v2.3,2021-09-08,Y4-F,4.0,0.77,0.54,low,rising,,,,,True
AB-2201,v2.3,2021-09-08,Y4-F,2.89,0.72,0.51,low,stable,,,,,False
ST-3013,v2.3,2021-09-08,Y4-F,2.83,0.79,0.74,low,rising,,,,,False
ST-3065,v2.3,2021-09-08,Y4-F,2.13,0.66,0.25,medium,stable,financial_review,financial_review,,,False
ST-3060,v2.3,2021-09-08,Y4-F,3.04,0.9,0.79,low,declining,,,,,False
ST-3096,v2.3,2021-09-08,Y4-F,3.6,0.76,0.77,low,declining,,,,,False
ST-3041,v2.3,2021-09-08,Y4-F,3.24,0.89,0.68,critical,stable,counseling,,,,False
ST-3020,v2.3,2021-09-08,Y4-F,2.82,0.74,0.75,medium,stable,mentorship,mentorship,,,False
SJ-2202,v2.3,2021-09-08,Y4-F,2.49,0.71,0.5,medium,rising,faculty_notification,faculty_notification,,,False
ST-3079,v2.3,2021-09-08,Y4-F,2.45,0.41,0.48,high,stable,tutoring,tutoring,,,False
ST-3016,v2.3,2021-09-08,Y4-F,3.54,0.82,0.71,low,rising,,,,,False
ST-3029,v2.3,2021-09-08,Y4-F,2.93,0.74,0.53,medium,volatile,faculty_notification,faculty_notification,,,False
ST-3042,v2.3,2021-09-08,Y4-F,2.52,0.83,0.54,low,stable,,,,,False
ST-3035,v2.3,2021-09-08,Y4-F,2.93,0.84,0.73,low,declining,,,,,False
ST-3081,v2.3,2021-09-08,Y4-F,2.69,0.79,0.75,low,rising,,,,,False
ST-3049,v2.3,2021-09-08,Y4-F,2.6,0.88,0.7,medium,stable,financial_review,financial_review,,,False
JK-3847,v2.3,2021-09-08,Y4-F,2.33,0.72,0.32,medium,rising,financial_review,financial_review,,,True
