journey_id,step_index,traveler_id,traveler_type,origin_place_id,destination_place_id,origin_borough,destination_borough,step_distance_km,step_physical_risk,step_symbolic_risk,mode,day_offset,timestamp_iso,encounter_creature,encounter_symbolic_event
168,3,trav_0168,archivist,CAPIT_CITY_WALL_EA,DEADR_FERRYMANS_DO,Capital,Deadriver,19.74,4.0,7.5,bus,13,2039-12-09T17:00:00,False,True
168,4,trav_0168,archivist,DEADR_FERRYMANS_DO,YELLE_TRAP_FIELDS_,Deadriver,Yeller,21.24,6.0,7.0,bus,17,2039-12-13T19:00:00,True,True
168,5,trav_0168,archivist,YELLE_TRAP_FIELDS_,CAPIT_SENATE_SQUAR,Yeller,Capital,17.02,5.0,6.0,truck,18,2039-12-14T22:00:00,True,False
168,6,trav_0168,archivist,CAPIT_SENATE_SQUAR,DENSM_DENSMOK_BUS_,Capital,Densmok,23.23,3.0,5.0,bus,23,2039-12-19T05:00:00,False,False
168,7,trav_0168,archivist,DENSM_DENSMOK_BUS_,CAPEA_RIVERSLAND_S,Densmok,Capeast,22.88,2.5,3.0,car,27,2039-12-23T10:00:00,False,False
169,0,trav_0169,novice,CAPIT_SENATE_SQUAR,CAPEA_DUSTY_SOCCER,Capital,Capeast,24.57,3.0,5.0,on_foot,1,2032-01-21T00:00:00,False,False
169,1,trav_0169,novice,CAPEA_DUSTY_SOCCER,CAPIT_OUTER_ARCHIV,Capeast,Capital,17.28,2.5,4.5,on_foot,1,2032-01-21T05:00:00,False,False
169,2,trav_0169,novice,CAPIT_OUTER_ARCHIV,NORTH_NORTH_RIDGE_,Capital,Northo,18.54,3.0,7.5,pilgrim_bus,3,2032-01-23T09:00:00,False,True
169,3,trav_0169,novice,NORTH_NORTH_RIDGE_,CAPIT_CAPITAL_TRAI,Northo,Capital,24.36,4.0,6.5,on_foot,3,2032-01-23T09:00:00,False,True
169,4,trav_0169,novice,CAPIT_CAPITAL_TRAI,NORTH_NORTHO_MARKE,Capital,Northo,16.64,3.5,5.5,pilgrim_bus,7,2032-01-27T12:00:00,False,True
170,0,trav_0170,novice,NORTH_NORTHO_GATEH,CAPIT_CITY_WALL_QU,Northo,Capital,17.35,3.5,6.5,on_foot,3,2033-09-24T07:00:00,False,True
170,1,trav_0170,novice,CAPIT_CITY_WALL_QU,MIRAD_TOWER_LEVEL_,Capital,Mirado,23.31,5.0,8.0,on_foot,7,2033-09-28T10:00:00,False,True
170,2,trav_0170,novice,MIRAD_TOWER_LEVEL_,CAPIT_OUTER_ARCHIV,Mirado,Capital,18.11,4.0,8.0,pilgrim_bus,8,2033-09-29T13:00:00,False,True
171,0,trav_0171,mapmaker,CAPIT_CITY_WALL_QU,CAPEA_DUSTY_SOCCER,Capital,Capeast,24.99,3.5,4.5,unknown,3,2032-12-21T03:00:00,False,False
171,1,trav_0171,mapmaker,CAPEA_DUSTY_SOCCER,CAPIT_CENTRAL_ARCH,Capeast,Capital,23.72,2.5,5.5,unknown,5,2032-12-23T07:00:00,False,False
171,2,trav_0171,mapmaker,CAPIT_CENTRAL_ARCH,YELLE_TRAP_FIELDS_,Capital,Yeller,17.0,4.5,6.5,unknown,10,2032-12-28T12:00:00,True,False
171,3,trav_0171,mapmaker,YELLE_TRAP_FIELDS_,DEADR_DEADRIVER_SH,Yeller,Deadriver,16.32,6.0,6.5,on_foot,14,2033-01-01T17:00:00,True,True
171,4,trav_0171,mapmaker,DEADR_DEADRIVER_SH,MIRAD_TOWER_LEVEL_,Deadriver,Mirado,24.05,5.5,9.0,on_foot,15,2033-01-02T17:00:00,False,True
171,5,trav_0171,mapmaker,MIRAD_TOWER_LEVEL_,MIRAD_MIRADO_GATE_,Mirado,Mirado,10.92,5.0,9.5,unknown,20,2033-01-07T19:00:00,False,True
171,6,trav_0171,mapmaker,MIRAD_MIRADO_GATE_,NORTH_NORTHO_GATEH,Mirado,Northo,20.11,3.5,8.0,unknown,26,2033-01-13T02:00:00,False,True
171,7,trav_0171,mapmaker,NORTH_NORTHO_GATEH,MIRAD_MIRADO_GATE_,Northo,Mirado,19.92,3.5,8.0,on_foot,31,2033-01-18T03:00:00,False,True
171,8,trav_0171,mapmaker,MIRAD_MIRADO_GATE_,NORTH_NORTHO_MARKE,Mirado,Northo,23.82,3.5,8.0,on_foot,36,2033-01-23T10:00:00,False,True
171,9,trav_0171,mapmaker,NORTH_NORTHO_MARKE,MIRAD_MIRADO_STICK,Northo,Mirado,17.88,4.0,7.5,unknown,39,2033-01-26T15:00:00,False,True
171,10,trav_0171,mapmaker,MIRAD_MIRADO_STICK,MIRAD_MIRADO_GATE_,Mirado,Mirado,2.95,4.5,8.5,on_foot,44,2033-01-31T15:00:00,False,True
172,0,trav_0172,novice,NORTH_TRIAL_FIELD_,MIRAD_MIRADO_GATE_,Northo,Mirado,14.08,4.0,8.5,on_foot,5,2030-05-21T06:00:00,False,True
172,1,trav_0172,novice,MIRAD_MIRADO_GATE_,NORTH_COLLAPSED_CH,Mirado,Northo,23.57,4.5,8.5,pilgrim_bus,9,2030-05-25T14:00:00,False,True
172,2,trav_0172,novice,NORTH_COLLAPSED_CH,MIRAD_TOWER_LEVEL_,Northo,Mirado,15.88,5.5,9.0,on_foot,10,2030-05-26T16:00:00,False,True
173,0,trav_0173,novice,NORTH_HOUSE_OF_THE,CAPIT_INNER_TENEME,Northo,Capital,19.13,4.0,6.5,on_foot,2,2031-11-19T08:00:00,False,True
173,1,trav_0173,novice,CAPIT_INNER_TENEME,NORTH_NORTHO_MARKE,Capital,Northo,23.72,4.0,5.5,pilgrim_bus,3,2031-11-20T08:00:00,False,True
173,2,trav_0173,novice,NORTH_NORTHO_MARKE,MIRAD_MIRADO_CAMPG,Northo,Mirado,24.1,3.0,7.0,pilgrim_bus,7,2031-11-24T15:00:00,False,True
173,3,trav_0173,novice,MIRAD_MIRADO_CAMPG,DEADR_BROKEN_DEADR,Mirado,Deadriver,14.06,5.0,8.0,on_foot,8,2031-11-25T20:00:00,True,True
173,4,trav_0173,novice,DEADR_BROKEN_DEADR,YELLE_STALL_TOWN_W,Deadriver,Yeller,24.89,6.0,7.0,on_foot,10,2031-11-27T02:00:00,True,True
174,0,trav_0174,mapmaker,CAPEA_CAPEAST_STRI,CAPIT_CENTRAL_ARCH,Capeast,Capital,14.94,3.0,6.0,unknown,0,2037-10-04T00:00:00,False,False
174,1,trav_0174,mapmaker,CAPIT_CENTRAL_ARCH,MIRAD_MIRADO_CAMPG,Capital,Mirado,17.45,2.5,7.5,on_foot,5,2037-10-09T01:00:00,False,True
174,2,trav_0174,mapmaker,MIRAD_MIRADO_CAMPG,DEADR_FERRYMANS_DO,Mirado,Deadriver,14.68,4.0,8.0,unknown,8,2037-10-12T01:00:00,False,True
174,3,trav_0174,mapmaker,DEADR_FERRYMANS_DO,CAPIT_CITY_WALL_QU,Deadriver,Capital,14.72,4.5,7.5,unknown,13,2037-10-17T01:00:00,False,True
174,4,trav_0174,mapmaker,CAPIT_CITY_WALL_QU,NORTH_TRIAL_FIELD_,Capital,Northo,23.35,4.0,7.0,unknown,16,2037-10-20T02:00:00,False,True
174,5,trav_0174,mapmaker,NORTH_TRIAL_FIELD_,DEADR_DEAD_RIVER_W,Northo,Deadriver,16.56,5.0,8.5,unknown,20,2037-10-24T02:00:00,False,True
174,6,trav_0174,mapmaker,DEADR_DEAD_RIVER_W,CAPEA_CAPEAST_USED,Deadriver,Capeast,22.75,4.5,6.0,on_foot,24,2037-10-28T03:00:00,False,True
174,7,trav_0174,mapmaker,CAPEA_CAPEAST_USED,CAPIT_DEADRIVER_FE,Capeast,Capital,18.99,3.0,5.0,on_foot,26,2037-10-30T06:00:00,False,False
174,8,trav_0174,mapmaker,CAPIT_DEADRIVER_FE,MIRAD_TOWER_LEVEL_,Capital,Mirado,15.13,4.5,8.5,on_foot,30,2037-11-03T07:00:00,False,True
174,9,trav_0174,mapmaker,MIRAD_TOWER_LEVEL_,DEADR_DEAD_RIVER_W,Mirado,Deadriver,23.95,6.0,9.5,unknown,31,2037-11-04T15:00:00,True,True
175,0,trav_0175,novice,CAPIT_DEADRIVER_FE,NORTH_NORTH_RIDGE_,Capital,Northo,24.67,3.5,8.0,on_foot,4,2039-06-14T02:00:00,False,True
175,1,trav_0175,novice,NORTH_NORTH_RIDGE_,MIRAD_MIRADO_GATE_,Northo,Mirado,16.61,4.0,9.0,pilgrim_bus,8,2039-06-18T02:00:00,False,True
175,2,trav_0175,novice,MIRAD_MIRADO_GATE_,NORTH_COLLAPSED_CH,Mirado,Northo,17.78,4.5,8.5,on_foot,9,2039-06-19T05:00:00,False,True
175,3,trav_0175,novice,NORTH_COLLAPSED_CH,MIRAD_TOWER_LEVEL_,Northo,Mirado,17.76,5.5,9.0,pilgrim_bus,14,2039-06-24T12:00:00,False,True
176,0,trav_0176,novice,CAPIT_KACHOT_CARDH,NORTH_NORTHO_MARKE,Capital,Northo,15.57,3.5,6.0,pilgrim_bus,3,2030-09-07T03:00:00,False,True
176,1,trav_0176,novice,NORTH_NORTHO_MARKE,CAPIT_SENATE_SQUAR,Northo,Capital,14.48,3.0,7.0,on_foot,3,2030-09-07T06:00:00,False,True
176,2,trav_0176,novice,CAPIT_SENATE_SQUAR,YELLE_YELLER_QUARR,Capital,Yeller,17.13,6.0,7.0,on_foot,4,2030-09-08T10:00:00,True,False
176,3,trav_0176,novice,YELLE_YELLER_QUARR,DEADR_FERRYMANS_DO,Yeller,Deadriver,17.74,7.0,8.0,on_foot,8,2030-09-12T13:00:00,True,True
176,4,trav_0176,novice,DEADR_FERRYMANS_DO,CAPEA_RIVERSLAND_S,Deadriver,Capeast,16.16,3.5,6.0,on_foot,9,2030-09-13T17:00:00,False,True
176,5,trav_0176,novice,CAPEA_RIVERSLAND_S,MIRAD_MIRADO_GATE_,Capeast,Mirado,23.15,3.0,6.0,on_foot,10,2030-09-14T23:00:00,False,True
176,6,trav_0176,novice,MIRAD_MIRADO_GATE_,DEADR_FERRYMANS_DO,Mirado,Deadriver,17.72,4.5,9.0,pilgrim_bus,12,2030-09-16T03:00:00,False,True
177,0,trav_0177,senator,CAPIT_KACHOT_CARDH,DENSM_OLD_QUARRY_R,Capital,Densmok,24.75,4.0,4.0,motorcade,1,2035-06-21T00:00:00,False,False
177,1,trav_0177,senator,DENSM_OLD_QUARRY_R,CAPIT_PAPER_BINDER,Densmok,Capital,22.39,3.0,4.0,motorcade,5,2035-06-25T03:00:00,False,False
178,0,trav_0178,senator,CAPIT_CITY_WALL_QU,CAPEA_CAPEAST_USED,Capital,Capeast,22.7,3.5,4.5,motorcade,4,2033-12-07T01:00:00,False,False
178,1,trav_0178,senator,CAPEA_CAPEAST_USED,DENSM_OVERPASS_GRA,Capeast,Densmok,15.84,3.5,3.5,motorcade,7,2033-12-10T09:00:00,False,False
179,0,trav_0179,trader,DENSM_DENSMOK_BUS_,DEADR_DEAD_RIVER_W,Densmok,Deadriver,16.8,4.5,6.0,truck,0,2039-03-27T02:00:00,False,True
179,1,trav_0179,trader,DEADR_DEAD_RIVER_W,YELLE_BONE_HUSK_MA,Deadriver,Yeller,18.89,6.0,7.5,cart,2,2039-03-29T05:00:00,True,True
179,2,trav_0179,trader,YELLE_BONE_HUSK_MA,DEADR_DEAD_RIVER_E,Yeller,Deadriver,19.12,6.0,7.5,truck,6,2039-04-02T10:00:00,True,True
179,3,trav_0179,trader,DEADR_DEAD_RIVER_E,YELLE_BONE_HUSK_MA,Deadriver,Yeller,18.96,6.0,7.5,truck,9,2039-04-05T16:00:00,True,True
179,4,trav_0179,trader,YELLE_BONE_HUSK_MA,YELLE_YELLER_GUIDE,Yeller,Yeller,9.85,4.5,5.5,cart,11,2039-04-07T20:00:00,True,False
179,5,trav_0179,trader,YELLE_YELLER_GUIDE,DEADR_DEAD_RIVER_E,Yeller,Deadriver,14.27,4.5,7.0,truck,14,2039-04-10T23:00:00,True,True
179,6,trav_0179,trader,DEADR_DEAD_RIVER_E,YELLE_QUARRY_RIM_S,Deadriver,Yeller,21.1,6.5,6.5,truck,17,2039-04-13T00:00:00,True,True
179,7,trav_0179,trader,YELLE_QUARRY_RIM_S,YELLE_BONE_HUSK_MA,Yeller,Yeller,10.27,6.5,5.0,on_foot,21,2039-04-17T08:00:00,True,False
179,8,trav_0179,trader,YELLE_BONE_HUSK_MA,DEADR_FERRYMANS_DO,Yeller,Deadriver,22.64,5.5,7.5,cart,22,2039-04-18T09:00:00,True,True
179,9,trav_0179,trader,DEADR_FERRYMANS_DO,DEADR_BROKEN_DEADR,Deadriver,Deadriver,1.78,6.0,9.0,cart,22,2039-04-18T17:00:00,True,True
179,10,trav_0179,trader,DEADR_BROKEN_DEADR,YELLE_QUARRY_RIM_S,Deadriver,Yeller,21.43,7.0,6.5,truck,24,2039-04-20T21:00:00,True,True
180,0,trav_0180,teen,CAPEA_RIVERSLAND_S,DENSM_OVERPASS_GRA,Capeast,Densmok,21.95,3.0,3.5,bus,3,2033-08-11T05:00:00,False,False
180,1,trav_0180,teen,DENSM_OVERPASS_GRA,CAPEA_DEAD_RIVER_O,Densmok,Capeast,17.44,3.5,5.0,truck,4,2033-08-12T11:00:00,False,False
180,2,trav_0180,teen,CAPEA_DEAD_RIVER_O,DENSM_SMOKELINE_IN,Capeast,Densmok,18.59,4.0,4.5,truck,7,2033-08-15T18:00:00,False,False
180,3,trav_0180,teen,DENSM_SMOKELINE_IN,CAPEA_CAPEAST_ARTE,Densmok,Capeast,14.33,4.5,3.0,car,8,2033-08-16T20:00:00,False,False
180,4,trav_0180,teen,CAPEA_CAPEAST_ARTE,DENSM_SMOKELINE_IN,Capeast,Densmok,24.38,4.5,3.0,truck,9,2033-08-17T03:00:00,False,False
180,5,trav_0180,teen,DENSM_SMOKELINE_IN,YELLE_BONE_HUSK_MA,Densmok,Yeller,23.18,5.5,4.5,car,11,2033-08-19T06:00:00,True,False
181,0,trav_0181,trader,CAPIT_OUTER_ARCHIV,CAPEA_DEAD_RIVER_O,Capital,Capeast,15.15,2.5,6.0,cart,4,2034-02-10T02:00:00,False,False
181,1,trav_0181,trader,CAPEA_DEAD_RIVER_O,DENSM_OVERPASS_GRA,Capeast,Densmok,23.09,3.5,5.0,cart,8,2034-02-14T09:00:00,False,False
181,2,trav_0181,trader,DENSM_OVERPASS_GRA,YELLE_BONE_HUSK_MA,Densmok,Yeller,16.05,5.0,5.0,truck,8,2034-02-14T15:00:00,True,False
181,3,trav_0181,trader,YELLE_BONE_HUSK_MA,CAPIT_CITY_WALL_EA,Yeller,Capital,16.26,4.5,6.0,cart,10,2034-02-16T23:00:00,True,False
181,4,trav_0181,trader,CAPIT_CITY_WALL_EA,YELLE_TRAP_FIELDS_,Capital,Yeller,19.0,5.0,5.5,cart,13,2034-02-19T07:00:00,True,False
181,5,trav_0181,trader,YELLE_TRAP_FIELDS_,YELLE_STALL_TOWN_B,Yeller,Yeller,2.89,6.5,5.0,on_foot,16,2034-02-22T13:00:00,True,False
181,6,trav_0181,trader,YELLE_STALL_TOWN_B,CAPIT_DEADRIVER_FE,Yeller,Capital,24.89,4.5,6.0,truck,17,2034-02-23T21:00:00,True,False
181,7,trav_0181,trader,CAPIT_DEADRIVER_FE,YELLE_YELLER_GUIDE,Capital,Yeller,19.26,3.0,6.0,cart,18,2034-02-24T03:00:00,True,False
182,0,trav_0182,teen,DENSM_SMOKELINE_IN,CAPIT_CITY_WALL_QU,Densmok,Capital,18.9,4.5,4.5,truck,3,2033-01-08T03:00:00,False,False
182,1,trav_0182,teen,CAPIT_CITY_WALL_QU,CAPEA_MIRADO_STICK,Capital,Capeast,17.62,3.5,5.5,car,7,2033-01-12T10:00:00,False,False
182,2,trav_0182,teen,CAPEA_MIRADO_STICK,DEADR_FERRYMANS_DO,Capeast,Deadriver,19.09,4.0,7.0,car,7,2033-01-12T11:00:00,True,True
183,0,trav_0183,trader,CAPIT_PAPER_BINDER,CAPEA_RIVERSLAND_S,Capital,Capeast,14.84,2.0,4.0,truck,0,2038-02-12T08:00:00,False,False
183,1,trav_0183,trader,CAPEA_RIVERSLAND_S,YELLE_BONE_HUSK_MA,Capeast,Yeller,18.51,4.0,4.5,cart,1,2038-02-13T12:00:00,True,False
183,2,trav_0183,trader,YELLE_BONE_HUSK_MA,DEADR_DEAD_RIVER_E,Yeller,Deadriver,19.57,6.0,7.5,cart,4,2038-02-16T12:00:00,True,True
183,3,trav_0183,trader,DEADR_DEAD_RIVER_E,YELLE_STALL_TOWN_W,Deadriver,Yeller,21.03,5.5,7.0,truck,9,2038-02-21T19:00:00,True,True
183,4,trav_0183,trader,YELLE_STALL_TOWN_W,YELLE_OLD_ROPE_BRI,Yeller,Yeller,4.78,6.5,6.0,cart,12,2038-02-24T22:00:00,True,False
183,5,trav_0183,trader,YELLE_OLD_ROPE_BRI,YELLE_STALL_TOWN_W,Yeller,Yeller,1.42,6.5,6.0,on_foot,14,2038-02-26T23:00:00,True,False
183,6,trav_0183,trader,YELLE_STALL_TOWN_W,DEADR_DEAD_RIVER_W,Yeller,Deadriver,17.6,5.5,7.0,truck,20,2038-03-04T06:00:00,True,True
183,7,trav_0183,trader,DEADR_DEAD_RIVER_W,CAPEA_CAPEAST_YOUT,Deadriver,Capeast,19.07,4.0,6.5,truck,20,2038-03-04T14:00:00,False,True
183,8,trav_0183,trader,CAPEA_CAPEAST_YOUT,CAPIT_CITY_WALL_EA,Capeast,Capital,15.54,2.5,5.0,cart,22,2038-03-06T16:00:00,False,False
183,9,trav_0183,trader,CAPIT_CITY_WALL_EA,DENSM_OVERPASS_GRA,Capital,Densmok,23.22,3.5,5.0,cart,26,2038-03-10T17:00:00,False,False
184,0,trav_0184,trader,CAPIT_KACHOT_CARDH,DEADR_BROKEN_DEADR,Capital,Deadriver,18.15,5.5,7.0,cart,1,2030-01-26T03:00:00,False,True
184,1,trav_0184,trader,DEADR_BROKEN_DEADR,CAPEA_RIVERSLAND_S,Deadriver,Capeast,16.2,4.5,6.0,cart,1,2030-01-26T09:00:00,True,True
184,2,trav_0184,trader,CAPEA_RIVERSLAND_S,DEADR_DEADRIVER_SH,Capeast,Deadriver,17.71,3.5,5.5,cart,2,2030-01-27T10:00:00,True,True
184,3,trav_0184,trader,DEADR_DEADRIVER_SH,MIRAD_MIRADO_STICK,Deadriver,Mirado,22.77,5.0,8.0,cart,7,2030-02-01T12:00:00,False,True
184,4,trav_0184,trader,MIRAD_MIRADO_STICK,DEADR_DEAD_RIVER_W,Mirado,Deadriver,18.57,5.5,8.5,cart,7,2030-02-01T17:00:00,False,True
184,5,trav_0184,trader,DEADR_DEAD_RIVER_W,CAPEA_CAPEAST_ARTE,Deadriver,Capeast,20.87,5.0,6.0,cart,11,2030-02-05T23:00:00,False,True
184,6,trav_0184,trader,CAPEA_CAPEAST_ARTE,CAPIT_CAPITAL_TRAI,Capeast,Capital,16.56,4.0,3.5,truck,12,2030-02-06T04:00:00,False,False
184,7,trav_0184,trader,CAPIT_CAPITAL_TRAI,YELLE_YELLER_GUIDE,Capital,Yeller,15.91,3.5,4.5,cart,15,2030-02-09T09:00:00,True,False
184,8,trav_0184,trader,YELLE_YELLER_GUIDE,DEADR_DEAD_RIVER_W,Yeller,Deadriver,18.28,4.5,7.0,cart,18,2030-02-12T12:00:00,True,True
184,9,trav_0184,trader,DEADR_DEAD_RIVER_W,YELLE_FLOODED_SINK,Deadriver,Yeller,21.24,7.5,8.5,cart,20,2030-02-14T17:00:00,True,True
185,0,trav_0185,teen,CAPEA_CAPEAST_WALM,DEADR_FERRYMANS_DO,Capeast,Deadriver,18.27,4.0,6.0,truck,5,2035-11-28T02:00:00,False,True
185,1,trav_0185,teen,DEADR_FERRYMANS_DO,YELLE_TRAP_FIELDS_,Deadriver,Yeller,22.38,6.0,7.0,truck,10,2035-12-03T07:00:00,True,True
185,2,trav_0185,teen,YELLE_TRAP_FIELDS_,DEADR_DEADRIVER_SH,Yeller,Deadriver,19.3,6.0,6.5,truck,12,2035-12-05T07:00:00,True,True
186,0,trav_0186,mapmaker,CAPEA_CAPEAST_YOUT,DENSM_OLD_QUARRY_R,Capeast,Densmok,18.13,3.0,3.5,on_foot,5,2034-04-10T00:00:00,False,False
186,1,trav_0186,mapmaker,DENSM_OLD_QUARRY_R,CAPIT_OUTER_ARCHIV,Densmok,Capital,24.16,3.0,4.5,unknown,9,2034-04-14T07:00:00,False,False
186,2,trav_0186,mapmaker,CAPIT_OUTER_ARCHIV,DENSM_DENSMOK_HILL,Capital,Densmok,15.48,3.0,4.5,unknown,11,2034-04-16T07:00:00,False,False
186,3,trav_0186,mapmaker,DENSM_DENSMOK_HILL,YELLE_TRAP_FIELDS_,Densmok,Yeller,21.13,5.5,4.0,on_foot,13,2034-04-18T07:00:00,True,False
186,4,trav_0186,mapmaker,YELLE_TRAP_FIELDS_,CAPIT_INNER_TENEME,Yeller,Capital,23.32,6.0,4.5,on_foot,15,2034-04-20T12:00:00,True,False
186,5,trav_0186,mapmaker,CAPIT_INNER_TENEME,DEADR_BROKEN_DEADR,Capital,Deadriver,16.26,6.0,6.5,on_foot,15,2034-04-20T15:00:00,False,True
187,0,trav_0187,novice,CAPIT_OUTER_ARCHIV,YELLE_TRAP_FIELDS_,Capital,Yeller,21.97,4.5,5.5,on_foot,2,2033-09-05T02:00:00,True,False
187,1,trav_0187,novice,YELLE_TRAP_FIELDS_,YELLE_FLOODED_SINK,Yeller,Yeller,3.69,8.0,6.5,cart,3,2033-09-06T05:00:00,True,False
187,2,trav_0187,novice,YELLE_FLOODED_SINK,YELLE_OLD_ROPE_BRI,Yeller,Yeller,4.14,8.5,7.5,cart,6,2033-09-09T08:00:00,True,False
187,3,trav_0187,novice,YELLE_OLD_ROPE_BRI,YELLE_BONE_HUSK_MA,Yeller,Yeller,10.49,7.0,6.5,cart,9,2033-09-12T09:00:00,True,False
188,0,trav_0188,trader,DENSM_OLD_QUARRY_R,YELLE_TRAP_FIELDS_,Densmok,Yeller,21.86,5.5,4.0,cart,1,2031-06-06T02:00:00,True,False
188,1,trav_0188,trader,YELLE_TRAP_FIELDS_,CAPIT_CAPITAL_TRAI,Yeller,Capital,14.05,5.5,4.5,truck,5,2031-06-10T07:00:00,True,False
188,2,trav_0188,trader,CAPIT_CAPITAL_TRAI,CAPIT_PAPER_BINDER,Capital,Capital,5.45,3.0,4.5,on_foot,8,2031-06-13T13:00:00,False,False
188,3,trav_0188,trader,CAPIT_PAPER_BINDER,YELLE_YELLER_GUIDE,Capital,Yeller,18.22,2.5,5.0,truck,10,2031-06-15T14:00:00,True,False
188,4,trav_0188,trader,YELLE_YELLER_GUIDE,YELLE_STALL_TOWN_W,Yeller,Yeller,10.73,4.0,5.0,on_foot,10,2031-06-15T20:00:00,True,False
188,5,trav_0188,trader,YELLE_STALL_TOWN_W,YELLE_YELLER_GUIDE,Yeller,Yeller,3.14,4.0,5.0,cart,14,2031-06-19T00:00:00,True,False
188,6,trav_0188,trader,YELLE_YELLER_GUIDE,YELLE_STALL_TOWN_W,Yeller,Yeller,6.61,4.0,5.0,on_foot,17,2031-06-22T05:00:00,True,False
188,7,trav_0188,trader,YELLE_STALL_TOWN_W,DEADR_BROKEN_DEADR,Yeller,Deadriver,21.16,6.0,7.0,cart,20,2031-06-25T08:00:00,True,True
188,8,trav_0188,trader,DEADR_BROKEN_DEADR,YELLE_OLD_ROPE_BRI,Deadriver,Yeller,19.25,7.5,8.0,cart,22,2031-06-27T08:00:00,True,True
188,9,trav_0188,trader,YELLE_OLD_ROPE_BRI,CAPIT_DEADRIVER_FE,Yeller,Capital,16.87,5.5,7.0,truck,25,2031-06-30T10:00:00,True,False
188,10,trav_0188,trader,CAPIT_DEADRIVER_FE,CAPEA_MIRADO_STICK,Capital,Capeast,16.72,3.0,6.0,cart,29,2031-07-04T12:00:00,False,False
189,0,trav_0189,teen,CAPEA_CAPEAST_ARTE,DENSM_DENSMOK_STRI,Capeast,Densmok,20.45,3.5,3.0,truck,5,2038-09-27T06:00:00,False,False
189,1,trav_0189,teen,DENSM_DENSMOK_STRI,CAPIT_CAPITAL_TRAI,Densmok,Capital,23.56,3.5,3.5,bus,5,2038-09-27T11:00:00,False,False
190,0,trav_0190,trader,YELLE_QUARRY_RIM_S,YELLE_TRAP_FIELDS_,Yeller,Yeller,3.34,7.0,4.5,on_foot,1,2037-10-28T00:00:00,True,False
190,1,trav_0190,trader,YELLE_TRAP_FIELDS_,YELLE_TRAP_FIELDS_,Yeller,Yeller,9.9,7.0,5.0,cart,2,2037-10-29T04:00:00,True,False
190,2,trav_0190,trader,YELLE_TRAP_FIELDS_,YELLE_STALL_TOWN_B,Yeller,Yeller,5.85,6.5,5.0,on_foot,6,2037-11-02T05:00:00,True,False
190,3,trav_0190,trader,YELLE_STALL_TOWN_B,DEADR_DEAD_RIVER_E,Yeller,Deadriver,14.88,6.0,7.0,cart,6,2037-11-02T11:00:00,True,True
190,4,trav_0190,trader,DEADR_DEAD_RIVER_E,YELLE_TRAP_FIELDS_,Deadriver,Yeller,17.04,6.5,7.0,cart,8,2037-11-04T11:00:00,True,True
190,5,trav_0190,trader,YELLE_TRAP_FIELDS_,CAPIT_KACHOT_CARDH,Yeller,Capital,19.26,5.5,5.0,cart,13,2037-11-09T12:00:00,True,False
190,6,trav_0190,trader,CAPIT_KACHOT_CARDH,YELLE_YELLER_GUIDE,Capital,Yeller,14.67,3.5,5.0,cart,13,2037-11-09T12:00:00,True,False
190,7,trav_0190,trader,YELLE_YELLER_GUIDE,DEADR_DEAD_RIVER_E,Yeller,Deadriver,16.32,4.5,7.0,truck,13,2037-11-09T18:00:00,True,True
190,8,trav_0190,trader,DEADR_DEAD_RIVER_E,MIRAD_TOWER_LEVEL_,Deadriver,Mirado,24.25,6.0,9.5,truck,16,2037-11-12T23:00:00,False,True
190,9,trav_0190,trader,MIRAD_TOWER_LEVEL_,DEADR_DEAD_RIVER_W,Mirado,Deadriver,18.08,6.0,9.5,truck,19,2037-11-15T04:00:00,False,True
191,0,trav_0191,archivist,CAPIT_OUTER_ARCHIV,YELLE_OLD_ROPE_BRI,Capital,Yeller,17.54,5.0,6.5,bus,5,2030-12-02T05:00:00,True,False
191,1,trav_0191,archivist,YELLE_OLD_ROPE_BRI,YELLE_STALL_TOWN_W,Yeller,Yeller,11.67,6.5,6.0,cart,10,2030-12-07T10:00:00,True,False
191,2,trav_0191,archivist,YELLE_STALL_TOWN_W,CAPIT_KACHOT_CARDH,Yeller,Capital,16.57,4.5,5.0,truck,13,2030-12-10T16:00:00,True,False
191,3,trav_0191,archivist,CAPIT_KACHOT_CARDH,NORTH_PILGRIM_WAY_,Capital,Northo,20.74,3.0,6.0,car,13,2030-12-10T21:00:00,False,True
191,4,trav_0191,archivist,NORTH_PILGRIM_WAY_,MIRAD_TOWER_LEVEL_,Northo,Mirado,24.33,4.0,8.5,truck,16,2030-12-13T22:00:00,False,True
191,5,trav_0191,archivist,MIRAD_TOWER_LEVEL_,NORTH_COLLAPSED_CH,Mirado,Northo,18.23,5.5,9.0,truck,21,2030-12-18T01:00:00,False,True
191,6,trav_0191,archivist,NORTH_COLLAPSED_CH,CAPIT_CITY_WALL_QU,Northo,Capital,15.57,4.5,7.0,bus,25,2030-12-22T09:00:00,False,True
191,7,trav_0191,archivist,CAPIT_CITY_WALL_QU,YELLE_QUARRY_RIM_S,Capital,Yeller,15.41,5.5,5.0,truck,25,2030-12-22T13:00:00,True,False
191,8,trav_0191,archivist,YELLE_QUARRY_RIM_S,DEADR_DEAD_RIVER_E,Yeller,Deadriver,24.96,6.5,6.5,car,28,2030-12-25T15:00:00,True,True
