event_id,journey_id,event_sequence,event_type,event_subtype,day_of_journey,outcome,outcome_impact,is_regulatory
JRN-00273-001-E003,JRN-00273-001,2,delay,bureaucratic,14,resolved_favorably,0.543,False
JRN-00273-001-E002,JRN-00273-001,3,encounter,desperate_person,15,unresolved,0.191,False
JRN-00273-001-E004,JRN-00273-001,4,creature_attack,Stakdur,22,resolved_favorably,0.384,False
JRN-00274-001-E001,JRN-00274-001,1,trade_success,premium_price,14,resolved_favorably,0.284,False
JRN-00274-001-E003,JRN-00274-001,2,trade_difficulty,price_collapse,23,resolved_poorly,-0.72,True
JRN-00274-001-E002,JRN-00274-001,3,encounter,potential_partner,33,resolved_poorly,-0.315,True
JRN-00274-001-E004,JRN-00274-001,4,trade_success,premium_price,38,resolved_favorably,0.455,False
JRN-00274-001-E006,JRN-00274-001,5,creature_attack,Maw_Beast,62,unresolved,-0.018,False
JRN-00274-001-E005,JRN-00274-001,6,interpersonal,helpful_stranger,63,resolved_favorably,0.664,False
JRN-00275-001-E001,JRN-00275-001,1,encounter,wanderer,4,unresolved,0.243,False
JRN-00275-001-E004,JRN-00275-001,2,creature_attack,Stakdur,4,resolved_favorably,0.551,False
JRN-00275-001-E002,JRN-00275-001,3,discovery,warning,14,resolved_favorably,0.372,False
JRN-00275-001-E003,JRN-00275-001,4,creature_attack,territorial_bird,14,resolved_favorably,0.657,True
JRN-00275-001-E005,JRN-00275-001,5,encounter,official,22,resolved_favorably,0.327,False
JRN-00275-001-E006,JRN-00275-001,6,discovery,opportunity,32,resolved_favorably,0.27,False
JRN-00275-001-E008,JRN-00275-001,7,discovery,valuable_site,34,resolved_favorably,0.285,False
JRN-00275-001-E009,JRN-00275-001,8,discovery,information,36,resolved_favorably,0.424,False
JRN-00275-001-E007,JRN-00275-001,9,creature_attack,Maw_Beast,48,resolved_poorly,-0.213,False
JRN-00276-001-E002,JRN-00276-001,1,encounter,desperate_person,10,resolved_poorly,-0.737,False
JRN-00276-001-E001,JRN-00276-001,2,encounter,official,12,resolved_favorably,0.249,False
JRN-00276-001-E003,JRN-00276-001,3,discovery,valuable_site,35,resolved_favorably,0.757,True
JRN-00276-001-E005,JRN-00276-001,4,discovery,warning,45,resolved_poorly,-0.665,True
JRN-00276-001-E004,JRN-00276-001,5,trade_difficulty,scam_attempt,51,resolved_poorly,-0.35,True
JRN-00206-002-E003,JRN-00206-002,1,interpersonal,official_harassment,32,resolved_poorly,-0.405,True
JRN-00206-002-E001,JRN-00206-002,2,trade_success,bulk_buyer,39,unresolved,-0.023,False
JRN-00206-002-E002,JRN-00206-002,3,encounter,desperate_person,44,resolved_favorably,0.64,True
JRN-00206-002-E004,JRN-00206-002,4,creature_attack,territorial_bird,55,resolved_favorably,0.697,False
JRN-00064-003-E002,JRN-00064-003,1,trade_difficulty,scam_attempt,10,resolved_favorably,0.69,True
JRN-00064-003-E001,JRN-00064-003,2,trade_difficulty,price_collapse,23,resolved_favorably,0.452,False
JRN-00064-003-E004,JRN-00064-003,3,interpersonal,local_hospitality,28,resolved_poorly,-0.285,True
JRN-00064-003-E005,JRN-00064-003,4,creature_attack,territorial_bird,41,resolved_favorably,0.608,False
JRN-00064-003-E003,JRN-00064-003,5,delay,equipment_failure,48,resolved_favorably,0.499,True
JRN-00064-003-E006,JRN-00064-003,6,creature_attack,Maw_Beast,48,resolved_favorably,0.466,True
JRN-00064-003-E008,JRN-00064-003,7,encounter,official,59,resolved_poorly,-0.369,False
JRN-00064-003-E009,JRN-00064-003,8,encounter,local_expert,61,unresolved,-0.054,False
JRN-00064-003-E010,JRN-00064-003,9,interpersonal,official_harassment,71,resolved_poorly,-0.563,False
JRN-00064-003-E007,JRN-00064-003,10,weather,flooding,72,resolved_favorably,0.405,True
JRN-00277-001-E002,JRN-00277-001,1,weather,flooding,5,resolved_favorably,0.38,True
JRN-00277-001-E001,JRN-00277-001,2,weather,cold_snap,7,resolved_favorably,0.252,False
JRN-00277-001-E004,JRN-00277-001,3,trade_difficulty,weighted_coins,15,resolved_poorly,-0.229,True
JRN-00277-001-E003,JRN-00277-001,4,creature_attack,territorial_bird,20,resolved_poorly,-0.384,False
JRN-00277-001-E005,JRN-00277-001,5,weather,storm,22,unresolved,-0.15,False
JRN-00277-001-E008,JRN-00277-001,6,encounter,local_expert,25,resolved_favorably,0.786,False
JRN-00277-001-E006,JRN-00277-001,7,trade_difficulty,counterfeit_goods,28,resolved_favorably,0.76,False
JRN-00277-001-E007,JRN-00277-001,8,weather,cold_snap,28,resolved_poorly,-0.548,False
JRN-00277-001-E009,JRN-00277-001,9,weather,storm,33,resolved_favorably,0.514,False
JRN-00278-001-E002,JRN-00278-001,1,trade_success,bulk_buyer,18,resolved_favorably,0.294,False
JRN-00278-001-E001,JRN-00278-001,2,encounter,desperate_person,20,unresolved,0.208,False
JRN-00278-001-E003,JRN-00278-001,3,encounter,wanderer,34,unresolved,0.158,True
JRN-00278-001-E004,JRN-00278-001,4,discovery,valuable_site,41,resolved_favorably,0.721,False
JRN-00250-002-E002,JRN-00250-002,1,delay,illness,6,resolved_favorably,0.384,False
JRN-00250-002-E001,JRN-00250-002,2,weather,storm,10,resolved_poorly,-0.658,False
JRN-00250-002-E004,JRN-00250-002,3,weather,extreme_heat,11,resolved_poorly,-0.65,False
JRN-00250-002-E003,JRN-00250-002,4,delay,bureaucratic,20,resolved_favorably,0.673,False
JRN-00250-002-E008,JRN-00250-002,5,encounter,potential_partner,25,unresolved,-0.012,False
JRN-00250-002-E006,JRN-00250-002,6,discovery,opportunity,26,resolved_poorly,-0.45,False
JRN-00250-002-E005,JRN-00250-002,7,weather,cold_snap,28,resolved_poorly,-0.697,False
JRN-00250-002-E007,JRN-00250-002,8,creature_attack,unknown,29,unresolved,-0.159,False
JRN-00279-001-E001,JRN-00279-001,1,interpersonal,helpful_stranger,24,unresolved,0.116,True
JRN-00279-001-E002,JRN-00279-001,2,discovery,valuable_site,28,unresolved,-0.224,False
JRN-00279-001-E004,JRN-00279-001,3,weather,drought,40,resolved_favorably,0.714,False
JRN-00279-001-E005,JRN-00279-001,4,interpersonal,robbery,41,resolved_poorly,-0.687,False
JRN-00279-001-E007,JRN-00279-001,5,trade_difficulty,price_collapse,41,resolved_favorably,0.413,False
JRN-00279-001-E006,JRN-00279-001,6,weather,flooding,42,resolved_poorly,-0.251,False
JRN-00279-001-E003,JRN-00279-001,7,trade_difficulty,scam_attempt,44,resolved_poorly,-0.647,False
JRN-00093-002-E001,JRN-00093-002,1,interpersonal,companion_conflict,29,resolved_favorably,0.339,True
JRN-00093-002-E003,JRN-00093-002,2,encounter,potential_partner,54,resolved_favorably,0.545,False
JRN-00093-002-E002,JRN-00093-002,3,encounter,fellow_trader,62,resolved_favorably,0.675,True
JRN-00280-001-E002,JRN-00280-001,1,interpersonal,official_harassment,2,unresolved,0.047,True
JRN-00280-001-E001,JRN-00280-001,2,interpersonal,helpful_stranger,6,unresolved,0.294,True
JRN-00280-001-E004,JRN-00280-001,3,trade_difficulty,price_collapse,13,resolved_poorly,-0.68,False
JRN-00280-001-E003,JRN-00280-001,4,delay,bureaucratic,21,resolved_poorly,-0.646,False
JRN-00280-001-E008,JRN-00280-001,5,delay,equipment_failure,26,resolved_poorly,-0.526,False
JRN-00280-001-E006,JRN-00280-001,6,delay,illness,27,unresolved,0.267,False
JRN-00280-001-E009,JRN-00280-001,7,weather,flooding,27,resolved_poorly,-0.559,False
JRN-00280-001-E005,JRN-00280-001,8,trade_success,connection_made,29,resolved_favorably,0.469,False
JRN-00280-001-E007,JRN-00280-001,9,interpersonal,guide_betrayal,32,resolved_poorly,-0.782,False
JRN-00281-001-E001,JRN-00281-001,1,weather,cold_snap,10,resolved_favorably,0.611,True
JRN-00281-001-E002,JRN-00281-001,2,discovery,warning,15,resolved_favorably,0.546,False
JRN-00281-001-E003,JRN-00281-001,3,creature_attack,swarm,24,resolved_favorably,0.215,False
JRN-00281-001-E005,JRN-00281-001,4,trade_success,monopoly_opportunity,30,resolved_favorably,0.573,False
JRN-00281-001-E004,JRN-00281-001,5,creature_attack,unknown,38,unresolved,0.017,False
JRN-00282-001-E003,JRN-00282-001,1,encounter,local_expert,22,resolved_poorly,-0.422,False
JRN-00282-001-E002,JRN-00282-001,2,discovery,information,23,resolved_favorably,0.31,False
JRN-00282-001-E001,JRN-00282-001,3,encounter,potential_partner,31,resolved_favorably,0.591,True
JRN-00282-001-E005,JRN-00282-001,4,delay,illness,39,unresolved,0.244,False
JRN-00282-001-E004,JRN-00282-001,5,creature_attack,swarm,49,unresolved,0.175,True
JRN-00283-001-E002,JRN-00283-001,1,interpersonal,local_hospitality,36,resolved_favorably,0.56,True
JRN-00283-001-E001,JRN-00283-001,2,trade_difficulty,buyer_default,40,resolved_favorably,0.686,False
JRN-00283-001-E007,JRN-00283-001,3,weather,extreme_heat,41,unresolved,-0.064,False
JRN-00283-001-E005,JRN-00283-001,4,discovery,opportunity,43,unresolved,0.134,False
JRN-00283-001-E004,JRN-00283-001,5,weather,fog,46,resolved_poorly,-0.286,False
JRN-00283-001-E003,JRN-00283-001,6,weather,drought,57,resolved_poorly,-0.41,False
JRN-00283-001-E006,JRN-00283-001,7,trade_success,rare_goods_found,58,resolved_favorably,0.453,False
JRN-00141-002-E002,JRN-00141-002,1,encounter,fellow_trader,7,resolved_favorably,0.345,False
JRN-00141-002-E001,JRN-00141-002,2,trade_success,rare_goods_found,17,resolved_poorly,-0.765,True
JRN-00141-002-E003,JRN-00141-002,3,delay,border_closure,19,resolved_favorably,0.482,False
JRN-00141-002-E005,JRN-00141-002,4,trade_success,repeat_customer,24,resolved_favorably,0.35,False
JRN-00141-002-E004,JRN-00141-002,5,trade_success,monopoly_opportunity,30,resolved_favorably,0.689,False
JRN-00141-002-E006,JRN-00141-002,6,trade_success,rare_goods_found,37,resolved_favorably,0.655,False
JRN-00141-002-E007,JRN-00141-002,7,discovery,information,42,resolved_favorably,0.301,False
JRN-00266-002-E001,JRN-00266-002,1,delay,lost,7,resolved_favorably,0.62,True
JRN-00266-002-E003,JRN-00266-002,2,interpersonal,helpful_stranger,17,resolved_poorly,-0.412,True
JRN-00266-002-E002,JRN-00266-002,3,delay,border_closure,30,unresolved,-0.063,False
JRN-00266-002-E004,JRN-00266-002,4,weather,storm,36,resolved_poorly,-0.365,False
JRN-00266-002-E005,JRN-00266-002,5,creature_attack,Maw_Beast,37,resolved_poorly,-0.477,False
JRN-00266-002-E007,JRN-00266-002,6,trade_difficulty,buyer_default,38,resolved_poorly,-0.486,False
JRN-00266-002-E006,JRN-00266-002,7,weather,storm,40,resolved_favorably,0.444,False
JRN-00266-002-E008,JRN-00266-002,8,trade_difficulty,counterfeit_goods,41,resolved_poorly,-0.357,False
JRN-00127-003-E001,JRN-00127-003,1,encounter,official,4,resolved_poorly,-0.251,False
JRN-00127-003-E002,JRN-00127-003,2,discovery,technique,6,resolved_favorably,0.42,False
JRN-00127-003-E003,JRN-00127-003,3,encounter,local_expert,15,resolved_favorably,0.567,False
JRN-00127-003-E006,JRN-00127-003,4,trade_difficulty,market_closure,18,resolved_poorly,-0.786,False
JRN-00127-003-E004,JRN-00127-003,5,trade_success,premium_price,20,resolved_favorably,0.256,False
JRN-00127-003-E005,JRN-00127-003,6,discovery,technique,21,resolved_favorably,0.772,True
JRN-00127-003-E009,JRN-00127-003,7,delay,illness,32,unresolved,-0.012,False
JRN-00127-003-E007,JRN-00127-003,8,creature_attack,Stakdur,38,resolved_poorly,-0.481,False
JRN-00127-003-E008,JRN-00127-003,9,encounter,desperate_person,39,unresolved,-0.219,False
JRN-00028-002-E002,JRN-00028-002,1,weather,drought,10,resolved_favorably,0.537,True
JRN-00028-002-E001,JRN-00028-002,2,creature_attack,territorial_bird,15,resolved_favorably,0.782,True
JRN-00028-002-E004,JRN-00028-002,3,creature_attack,night_crawler,33,resolved_poorly,-0.601,True
JRN-00028-002-E003,JRN-00028-002,4,creature_attack,night_crawler,38,resolved_poorly,-0.262,True
JRN-00028-002-E005,JRN-00028-002,5,interpersonal,helpful_stranger,44,resolved_poorly,-0.393,True
JRN-00028-002-E008,JRN-00028-002,6,weather,drought,50,resolved_favorably,0.258,True
JRN-00028-002-E007,JRN-00028-002,7,weather,drought,53,resolved_favorably,0.216,True
JRN-00028-002-E006,JRN-00028-002,8,trade_difficulty,weighted_coins,60,resolved_poorly,-0.339,False
JRN-00284-001-E001,JRN-00284-001,1,discovery,shortcut,2,resolved_favorably,0.632,False
JRN-00284-001-E002,JRN-00284-001,2,delay,equipment_failure,4,resolved_poorly,-0.757,True
JRN-00284-001-E005,JRN-00284-001,3,encounter,local_expert,13,resolved_favorably,0.782,False
JRN-00284-001-E003,JRN-00284-001,4,trade_difficulty,price_collapse,15,resolved_favorably,0.776,False
JRN-00284-001-E004,JRN-00284-001,5,delay,equipment_failure,22,resolved_poorly,-0.669,False
JRN-00284-001-E007,JRN-00284-001,6,interpersonal,helpful_stranger,31,resolved_favorably,0.691,False
JRN-00284-001-E006,JRN-00284-001,7,creature_attack,night_crawler,32,resolved_favorably,0.209,False
JRN-00284-001-E008,JRN-00284-001,8,trade_success,repeat_customer,35,resolved_favorably,0.64,False
JRN-00284-001-E009,JRN-00284-001,9,discovery,shortcut,38,resolved_favorably,0.595,True
JRN-00285-001-E002,JRN-00285-001,1,encounter,official,13,unresolved,-0.035,False
JRN-00285-001-E001,JRN-00285-001,2,delay,bureaucratic,15,resolved_poorly,-0.753,True
JRN-00285-001-E003,JRN-00285-001,3,trade_difficulty,counterfeit_goods,20,resolved_poorly,-0.498,False
JRN-00285-001-E004,JRN-00285-001,4,weather,fog,27,resolved_poorly,-0.541,False
JRN-00285-001-E009,JRN-00285-001,5,weather,extreme_heat,35,resolved_poorly,-0.664,False
JRN-00285-001-E006,JRN-00285-001,6,trade_success,connection_made,37,unresolved,0.068,False
JRN-00285-001-E007,JRN-00285-001,7,trade_success,bulk_buyer,38,resolved_favorably,0.422,False
JRN-00285-001-E010,JRN-00285-001,8,interpersonal,official_harassment,38,unresolved,-0.114,True
JRN-00285-001-E005,JRN-00285-001,9,trade_difficulty,buyer_default,41,resolved_poorly,-0.25,False
JRN-00285-001-E008,JRN-00285-001,10,weather,drought,46,resolved_poorly,-0.343,True
JRN-00286-001-E001,JRN-00286-001,1,creature_attack,swarm,17,resolved_favorably,0.354,False
JRN-00286-001-E004,JRN-00286-001,2,trade_success,premium_price,17,unresolved,-0.046,False
JRN-00286-001-E003,JRN-00286-001,3,weather,extreme_heat,18,resolved_favorably,0.539,True
JRN-00286-001-E002,JRN-00286-001,4,encounter,local_expert,20,unresolved,-0.235,False
JRN-00286-001-E005,JRN-00286-001,5,trade_success,bulk_buyer,41,unresolved,0.016,False
JRN-00286-001-E006,JRN-00286-001,6,weather,storm,58,resolved_favorably,0.737,False
JRN-00286-001-E007,JRN-00286-001,7,trade_success,premium_price,60,resolved_favorably,0.212,True
JRN-00287-001-E002,JRN-00287-001,1,encounter,desperate_person,6,resolved_favorably,0.381,True
JRN-00287-001-E001,JRN-00287-001,2,trade_success,premium_price,9,resolved_favorably,0.795,True
JRN-00287-001-E003,JRN-00287-001,3,trade_success,repeat_customer,22,resolved_favorably,0.305,False
JRN-00287-001-E004,JRN-00287-001,4,discovery,shortcut,40,resolved_favorably,0.532,True
JRN-00286-002-E001,JRN-00286-002,1,encounter,desperate_person,6,resolved_favorably,0.365,False
JRN-00286-002-E002,JRN-00286-002,2,encounter,official,11,resolved_favorably,0.395,False
JRN-00286-002-E005,JRN-00286-002,3,encounter,official,14,resolved_poorly,-0.602,False
JRN-00286-002-E003,JRN-00286-002,4,discovery,opportunity,16,resolved_favorably,0.276,True
JRN-00286-002-E004,JRN-00286-002,5,trade_success,repeat_customer,16,resolved_favorably,0.333,False
JRN-00286-002-E006,JRN-00286-002,6,weather,cold_snap,38,resolved_favorably,0.512,False
JRN-00177-002-E002,JRN-00177-002,1,trade_difficulty,scam_attempt,2,resolved_favorably,0.504,False
JRN-00177-002-E001,JRN-00177-002,2,encounter,local_expert,3,resolved_favorably,0.581,False
JRN-00177-002-E005,JRN-00177-002,3,encounter,wanderer,14,resolved_favorably,0.437,False
JRN-00177-002-E003,JRN-00177-002,4,discovery,valuable_site,20,resolved_favorably,0.659,True
JRN-00177-002-E004,JRN-00177-002,5,trade_success,monopoly_opportunity,21,unresolved,0.062,False
JRN-00177-002-E006,JRN-00177-002,6,trade_success,connection_made,34,resolved_favorably,0.717,False
JRN-00288-001-E001,JRN-00288-001,1,discovery,information,3,resolved_poorly,-0.363,False
JRN-00288-001-E004,JRN-00288-001,2,trade_success,rare_goods_found,3,resolved_favorably,0.36,False
JRN-00288-001-E002,JRN-00288-001,3,creature_attack,night_crawler,4,resolved_poorly,-0.388,True
JRN-00288-001-E003,JRN-00288-001,4,creature_attack,territorial_bird,7,resolved_poorly,-0.711,False
JRN-00288-001-E005,JRN-00288-001,5,creature_attack,night_crawler,7,resolved_poorly,-0.537,False
JRN-00288-001-E008,JRN-00288-001,6,delay,bureaucratic,11,resolved_favorably,0.401,False
JRN-00288-001-E007,JRN-00288-001,7,creature_attack,night_crawler,16,resolved_poorly,-0.692,True
JRN-00288-001-E006,JRN-00288-001,8,delay,illness,17,resolved_poorly,-0.548,False
JRN-00288-001-E012,JRN-00288-001,9,creature_attack,Maw_Beast,21,resolved_poorly,-0.405,False
JRN-00288-001-E009,JRN-00288-001,10,trade_success,repeat_customer,25,resolved_favorably,0.699,False
JRN-00288-001-E010,JRN-00288-001,11,creature_attack,swarm,26,resolved_favorably,0.736,False
JRN-00288-001-E011,JRN-00288-001,12,delay,bridge_out,27,resolved_poorly,-0.405,False
JRN-00289-001-E002,JRN-00289-001,1,weather,cold_snap,2,resolved_favorably,0.632,True
JRN-00289-001-E001,JRN-00289-001,2,creature_attack,Stakdur,3,resolved_favorably,0.559,False
JRN-00289-001-E006,JRN-00289-001,3,trade_difficulty,price_collapse,12,resolved_poorly,-0.483,False
JRN-00289-001-E005,JRN-00289-001,4,creature_attack,night_crawler,17,resolved_poorly,-0.76,False
JRN-00289-001-E004,JRN-00289-001,5,weather,flooding,18,resolved_favorably,0.306,False
JRN-00289-001-E003,JRN-00289-001,6,interpersonal,companion_conflict,19,unresolved,-0.136,False
JRN-00289-001-E009,JRN-00289-001,7,weather,storm,28,resolved_poorly,-0.603,False
JRN-00289-001-E007,JRN-00289-001,8,trade_difficulty,market_closure,31,resolved_favorably,0.595,False
JRN-00289-001-E008,JRN-00289-001,9,trade_difficulty,weighted_coins,31,resolved_favorably,0.558,False
JRN-00289-001-E010,JRN-00289-001,10,creature_attack,unknown,32,resolved_favorably,0.758,False
JRN-00267-002-E001,JRN-00267-002,1,encounter,wanderer,20,unresolved,-0.28,True
JRN-00267-002-E002,JRN-00267-002,2,encounter,fellow_trader,29,resolved_poorly,-0.466,False
JRN-00267-002-E004,JRN-00267-002,3,trade_difficulty,counterfeit_goods,33,resolved_poorly,-0.374,False
JRN-00267-002-E003,JRN-00267-002,4,trade_difficulty,price_collapse,34,resolved_favorably,0.692,False
JRN-00054-002-E001,JRN-00054-002,1,creature_attack,night_crawler,1,resolved_favorably,0.579,False
JRN-00054-002-E003,JRN-00054-002,2,trade_difficulty,buyer_default,8,unresolved,0.153,False
JRN-00054-002-E002,JRN-00054-002,3,creature_attack,Maw_Beast,14,unresolved,0.235,False
JRN-00054-002-E004,JRN-00054-002,4,interpersonal,local_hospitality,22,resolved_poorly,-0.688,True
JRN-00054-002-E005,JRN-00054-002,5,trade_success,repeat_customer,26,resolved_favorably,0.719,False
JRN-00054-002-E007,JRN-00054-002,6,trade_difficulty,buyer_default,37,resolved_poorly,-0.682,False
JRN-00054-002-E006,JRN-00054-002,7,weather,drought,48,unresolved,-0.003,False
JRN-00290-001-E001,JRN-00290-001,1,trade_difficulty,buyer_default,1,resolved_favorably,0.203,False
JRN-00290-001-E002,JRN-00290-001,2,creature_attack,Maw_Beast,4,unresolved,-0.008,False
JRN-00290-001-E003,JRN-00290-001,3,weather,flooding,19,resolved_favorably,0.345,True
JRN-00290-001-E009,JRN-00290-001,4,interpersonal,local_hospitality,24,resolved_poorly,-0.318,False
JRN-00290-001-E008,JRN-00290-001,5,trade_difficulty,price_collapse,28,resolved_poorly,-0.673,False
JRN-00290-001-E006,JRN-00290-001,6,trade_difficulty,weighted_coins,30,resolved_poorly,-0.42,False
JRN-00290-001-E004,JRN-00290-001,7,interpersonal,official_harassment,33,resolved_favorably,0.54,False
JRN-00290-001-E005,JRN-00290-001,8,trade_difficulty,market_closure,34,resolved_poorly,-0.393,False
JRN-00290-001-E007,JRN-00290-001,9,weather,drought,35,resolved_poorly,-0.327,False
JRN-00291-001-E001,JRN-00291-001,1,interpersonal,robbery,6,resolved_favorably,0.48,True
JRN-00291-001-E002,JRN-00291-001,2,discovery,shortcut,16,unresolved,0.139,True
JRN-00291-001-E003,JRN-00291-001,3,trade_success,monopoly_opportunity,37,resolved_favorably,0.264,False
JRN-00291-001-E005,JRN-00291-001,4,trade_success,rare_goods_found,37,resolved_poorly,-0.737,True
JRN-00291-001-E004,JRN-00291-001,5,encounter,fellow_trader,43,resolved_poorly,-0.241,False
JRN-00291-001-E006,JRN-00291-001,6,encounter,official,61,resolved_favorably,0.366,False
JRN-00291-001-E007,JRN-00291-001,7,interpersonal,guide_betrayal,61,resolved_favorably,0.316,False
JRN-00292-001-E001,JRN-00292-001,1,creature_attack,unknown,1,unresolved,-0.103,False
JRN-00292-001-E002,JRN-00292-001,2,trade_difficulty,weighted_coins,8,resolved_poorly,-0.727,True
JRN-00292-001-E003,JRN-00292-001,3,trade_difficulty,scam_attempt,17,resolved_poorly,-0.717,False
JRN-00292-001-E007,JRN-00292-001,4,encounter,official,21,resolved_poorly,-0.452,True
JRN-00292-001-E005,JRN-00292-001,5,interpersonal,helpful_stranger,22,unresolved,0.066,False
JRN-00292-001-E006,JRN-00292-001,6,trade_difficulty,market_closure,22,resolved_poorly,-0.33,True
JRN-00292-001-E004,JRN-00292-001,7,interpersonal,companion_conflict,23,resolved_poorly,-0.368,False
JRN-00292-001-E008,JRN-00292-001,8,trade_success,premium_price,25,resolved_favorably,0.606,False
JRN-00292-001-E009,JRN-00292-001,9,interpersonal,helpful_stranger,27,unresolved,-0.111,False
JRN-00293-001-E001,JRN-00293-001,1,trade_success,rare_goods_found,15,unresolved,0.121,False
JRN-00293-001-E002,JRN-00293-001,2,delay,bridge_out,19,resolved_favorably,0.293,False
JRN-00293-001-E004,JRN-00293-001,3,trade_success,premium_price,30,resolved_favorably,0.429,False
JRN-00293-001-E003,JRN-00293-001,4,weather,extreme_heat,38,resolved_poorly,-0.734,True
JRN-00293-001-E006,JRN-00293-001,5,trade_success,rare_goods_found,61,resolved_favorably,0.534,False
JRN-00293-001-E007,JRN-00293-001,6,trade_success,connection_made,70,resolved_favorably,0.328,False
JRN-00293-001-E005,JRN-00293-001,7,encounter,official,72,resolved_favorably,0.342,False
JRN-00294-001-E004,JRN-00294-001,1,weather,flooding,2,resolved_favorably,0.366,False
JRN-00294-001-E001,JRN-00294-001,2,trade_success,premium_price,3,resolved_favorably,0.395,False
JRN-00294-001-E003,JRN-00294-001,3,weather,fog,4,resolved_favorably,0.761,False
JRN-00294-001-E002,JRN-00294-001,4,weather,flooding,8,resolved_favorably,0.756,False
JRN-00294-001-E006,JRN-00294-001,5,interpersonal,companion_conflict,12,resolved_poorly,-0.356,False
JRN-00294-001-E007,JRN-00294-001,6,interpersonal,robbery,12,resolved_favorably,0.346,False
JRN-00294-001-E005,JRN-00294-001,7,interpersonal,official_harassment,13,resolved_poorly,-0.336,False
JRN-00294-001-E008,JRN-00294-001,8,interpersonal,helpful_stranger,14,unresolved,0.202,False
JRN-00294-001-E011,JRN-00294-001,9,creature_attack,unknown,26,unresolved,0.092,False
JRN-00294-001-E010,JRN-00294-001,10,trade_difficulty,market_closure,27,unresolved,-0.252,False
JRN-00294-001-E009,JRN-00294-001,11,trade_difficulty,weighted_coins,31,resolved_favorably,0.597,False
JRN-00295-001-E001,JRN-00295-001,1,discovery,information,40,resolved_favorably,0.48,True
JRN-00295-001-E003,JRN-00295-001,2,discovery,opportunity,54,resolved_favorably,0.518,False
JRN-00295-001-E002,JRN-00295-001,3,encounter,wanderer,71,resolved_favorably,0.666,False
JRN-00035-002-E003,JRN-00035-002,1,interpersonal,robbery,2,resolved_favorably,0.559,True
JRN-00035-002-E004,JRN-00035-002,2,interpersonal,helpful_stranger,2,resolved_favorably,0.26,False
JRN-00035-002-E001,JRN-00035-002,3,weather,drought,3,resolved_poorly,-0.293,False
JRN-00035-002-E002,JRN-00035-002,4,discovery,technique,8,resolved_favorably,0.269,False
JRN-00035-002-E005,JRN-00035-002,5,weather,drought,13,resolved_favorably,0.712,False
JRN-00035-002-E006,JRN-00035-002,6,creature_attack,night_crawler,14,resolved_favorably,0.642,False
JRN-00035-002-E008,JRN-00035-002,7,interpersonal,robbery,19,resolved_favorably,0.478,False
JRN-00035-002-E007,JRN-00035-002,8,trade_success,connection_made,22,resolved_favorably,0.702,False
JRN-00035-002-E010,JRN-00035-002,9,trade_difficulty,weighted_coins,24,unresolved,0.018,False
JRN-00035-002-E009,JRN-00035-002,10,interpersonal,helpful_stranger,26,resolved_poorly,-0.779,True
JRN-00296-001-E001,JRN-00296-001,1,trade_difficulty,market_closure,14,resolved_favorably,0.469,False
JRN-00296-001-E002,JRN-00296-001,2,trade_difficulty,scam_attempt,14,unresolved,-0.171,False
JRN-00296-001-E003,JRN-00296-001,3,weather,storm,26,unresolved,-0.002,False
JRN-00296-001-E004,JRN-00296-001,4,trade_difficulty,buyer_default,32,resolved_poorly,-0.341,True
JRN-00296-001-E006,JRN-00296-001,5,weather,flooding,44,resolved_favorably,0.26,False
JRN-00296-001-E005,JRN-00296-001,6,creature_attack,unknown,49,resolved_favorably,0.732,True
JRN-00297-001-E001,JRN-00297-001,1,encounter,fellow_trader,10,unresolved,-0.09,False
JRN-00297-001-E002,JRN-00297-001,2,discovery,opportunity,46,resolved_favorably,0.709,False
JRN-00297-001-E003,JRN-00297-001,3,discovery,opportunity,56,resolved_favorably,0.309,True
JRN-00030-003-E002,JRN-00030-003,1,discovery,information,8,resolved_favorably,0.748,True
JRN-00030-003-E001,JRN-00030-003,2,weather,storm,19,resolved_favorably,0.739,True
JRN-00030-003-E005,JRN-00030-003,3,encounter,desperate_person,22,unresolved,0.039,False
JRN-00030-003-E003,JRN-00030-003,4,delay,equipment_failure,29,resolved_poorly,-0.599,False
JRN-00030-003-E004,JRN-00030-003,5,trade_difficulty,scam_attempt,36,resolved_poorly,-0.648,True
JRN-00030-003-E007,JRN-00030-003,6,discovery,valuable_site,40,resolved_poorly,-0.348,False
JRN-00030-003-E006,JRN-00030-003,7,discovery,shortcut,48,resolved_favorably,0.565,False
JRN-00030-003-E008,JRN-00030-003,8,creature_attack,swarm,50,resolved_favorably,0.591,False
JRN-00298-001-E002,JRN-00298-001,1,encounter,official,1,resolved_poorly,-0.695,False
JRN-00298-001-E004,JRN-00298-001,2,discovery,shortcut,4,resolved_poorly,-0.637,True
JRN-00298-001-E001,JRN-00298-001,3,delay,border_closure,8,resolved_favorably,0.569,True
JRN-00298-001-E003,JRN-00298-001,4,creature_attack,night_crawler,8,unresolved,0.259,True
JRN-00298-001-E005,JRN-00298-001,5,interpersonal,companion_conflict,15,resolved_poorly,-0.309,False
JRN-00298-001-E006,JRN-00298-001,6,encounter,wanderer,17,resolved_favorably,0.525,False
JRN-00298-001-E007,JRN-00298-001,7,interpersonal,helpful_stranger,18,resolved_favorably,0.374,False
JRN-00298-001-E009,JRN-00298-001,8,discovery,opportunity,26,resolved_favorably,0.595,False
