pathology_id,pathology_name,primary_cluster,secondary_clusters,category,subcategory,typical_onset,typical_progression,typical_duration,typical_severity,common_causes,risk_factors,protective_factors,dens_correlation,estimated_prevalence,documented_cases,geographic_distribution,cardinal_symptoms,early_warning_signs,diagnostic_criteria,differential_diagnosis,typical_outcomes,worst_case_outcome,mortality_risk,contagion_risk,treatment_exists,standard_treatment,treatment_efficacy,recovery_prognosis,primary_theorist,year_described,theoretical_framework,mechanism,understanding_level,related_pathologies,precursor_to,consequence_of,first_documented_case,key_references,confidence,last_updated,notes
PT-0069,Endless Wandering (Variant 68),attractor_navigation,,functional,attractor navigation,developmental,stable,variable,severe_to_catastrophic,"signal_noise, boundary_interference, horizon_shrinkage","trauma_history, developmental_stage, high_stress","high_integration, trust_maintenance, horizon_expansion",none,rare,10,uniform,"disorientation, wandering, arrival_confusion",subtle_boundary_fluctuation,"At least 2 of: disorientation, wandering, arrival_confusion","Attractor Switching Disorder, Navigation Paralysis, Gradual Boundary Weakening",variable_often_serious,complete_dissolution,high,none,True,"navigation_recalibration, resonance_retuning",experimental,fair,Field Observer,939,Field Observer's framework for attractor navigation,pattern_interference_loop,partially_understood,"False Arrival Syndrome, Endless Wandering, Resonance Lock",,,,"Vorn Year 930, Field Observer Year 939",0.79,Year 940,
PT-0070,Abstract Horizon Loss (Variant 69),temporal_bridging,,functional,temporal bridging,sudden,self_limiting,variable,severe_to_catastrophic,"trauma, dens_exposure, isolation, aging","federation_dysfunction, communication_breakdown, goal_conflict","early_intervention, adequate_resources, skilled_healer",weak_positive,uncommon,279,capital_region,"temporal_myopia, planning_failure, care_shrinkage",horizon_narrowing,"At least 2 of: temporal_myopia, planning_failure, care_shrinkage","Resonance Lock, Saddle Point Instability, Selective Permeability Failure",variable_often_serious,permanent_disability,moderate,none,True,"horizon_expansion, social_reconnection",experimental,poor,Kella Vorn,928,Kella Vorn's framework for temporal bridging,ingression_failure_cascade,poorly_understood,"Isolation-Induced Shrinkage, Bridge Failure Syndrome, Dens-Proximity Horizon Shrinkage",False Arrival Syndrome,,,"Vorn Year 930, Kella Vorn Year 928",0.66,Year 931,
PT-0071,Resonance Lock (Variant 70),attractor_navigation,,functional,attractor navigation,triggered,variable,permanent,mild_to_moderate,"signal_noise, boundary_interference, horizon_shrinkage","boundary_instability, pattern_degradation, aging","strong_boundaries, social_support, distance_from_dens",none,uncommon,60,clustered,"disorientation, wandering, arrival_confusion",coordination_difficulty,"At least 2 of: disorientation, wandering, arrival_confusion","Entity Fragmentation, Pathological Merger, Constellation Dissolution",variable_often_serious,death,moderate,low,True,"navigation_recalibration, resonance_retuning",experimental,poor,Kella Vorn,928,Kella Vorn's framework for attractor navigation,signal_noise_accumulation,poorly_understood,"False Arrival Syndrome, Gradient Blindness, Endless Wandering",,,,"Vorn Year 930, Kella Vorn Year 928",0.75,Year 935,
PT-0072,Isolation-Induced Shrinkage (Variant 71),temporal_bridging,,temporal,temporal bridging,gradual,self_limiting,subacute,mild_to_moderate,"trauma, dens_exposure, isolation, aging","federation_dysfunction, communication_breakdown, goal_conflict","strong_boundaries, social_support, distance_from_dens",weak_positive,rare,18,clustered,"temporal_myopia, planning_failure, care_shrinkage",navigation_hesitation,"At least 2 of: temporal_myopia, planning_failure, care_shrinkage","Basin Escape Failure, Sudden Boundary Collapse, Resonance Lock",variable_often_serious,death,high,low,True,"horizon_expansion, social_reconnection",experimental,fair,Field Observer,933,Field Observer's framework for temporal bridging,trust_erosion_spiral,partially_understood,"Isolation-Induced Shrinkage, Bridge Failure Syndrome, Age-Related Horizon Decline",Development Derailment,,TE-0001,"Vorn Year 930, Field Observer Year 933",0.73,Year 933,
PT-0073,Navigation Paralysis (Variant 72),attractor_navigation,,functional,attractor navigation,gradual,progressive,chronic,variable,"signal_noise, boundary_interference, horizon_shrinkage","federation_dysfunction, communication_breakdown, goal_conflict","early_intervention, adequate_resources, skilled_healer",none,rare,9,dens_proximate,"disorientation, wandering, arrival_confusion",mild_disorientation,"At least 2 of: disorientation, wandering, arrival_confusion","Gradient Blindness, Basin Escape Failure, Endless Wandering",variable_often_serious,permanent_disability,moderate,low,False,,none,poor,Field Observer,929,Field Observer's framework for attractor navigation,boundary_degradation_cascade,poorly_understood,"Endless Wandering, Gradient Blindness, Resonance Lock",,Ghost Replacement,,"Vorn Year 930, Field Observer Year 929",0.97,Year 935,
PT-0074,Entity Fragmentation (Variant 73),boundary_dynamics,,structural,boundary dynamics,oscillating,stable,chronic,severe_to_catastrophic,"dens_proximity, trust_failure, ghost_contamination","federation_dysfunction, communication_breakdown, goal_conflict","early_intervention, adequate_resources, skilled_healer",strong_positive,rare,15,uniform,"identity_confusion, boundary_fluctuation, neighbor_blending",manifestation_slowing,"At least 2 of: identity_confusion, boundary_fluctuation, neighbor_blending","False Arrival Syndrome, Pathological Merger, Attractor Switching Disorder",variable_often_serious,entity_replacement,moderate,none,False,,none,very_poor,Field Observer,925,Field Observer's framework for boundary dynamics,signal_noise_accumulation,partially_understood,"Sudden Boundary Collapse, Selective Permeability Failure, Pathological Merger",Trajectory Loop Syndrome,Resonance Lock,BO-0001,"Vorn Year 930, Field Observer Year 925",0.76,Year 937,
PT-0075,Basin Escape Failure (Variant 74),attractor_navigation,,functional,attractor navigation,oscillating,progressive,chronic,variable,"signal_noise, boundary_interference, horizon_shrinkage","boundary_instability, pattern_degradation, aging","early_intervention, adequate_resources, skilled_healer",none,rare,20,capital_region,"disorientation, wandering, arrival_confusion",horizon_narrowing,"At least 2 of: disorientation, wandering, arrival_confusion","Trajectory Loop Syndrome, Ridge Dissolution, Endless Wandering",variable_often_serious,complete_dissolution,moderate,none,True,"navigation_recalibration, resonance_retuning",experimental,fair,Healing Institute,938,Healing Institute's framework for attractor navigation,trust_erosion_spiral,well_understood,"Navigation Paralysis, Endless Wandering, Gradient Blindness",Ghost Replacement,,,"Vorn Year 930, Healing Institute Year 938",0.83,Year 932,
PT-0076,Saddle Point Instability (Variant 75),landscape_topology,,structural,landscape topology,sudden,self_limiting,variable,variable,"dens_proximity, boundary_instability, spatial_curvature","dens_proximity, weak_boundaries, isolation","early_intervention, adequate_resources, skilled_healer",strong_positive,rare,3,dens_proximate,"navigation_difficulty, path_loss, basin_trapping",mild_disorientation,"At least 2 of: navigation_difficulty, path_loss, basin_trapping","Saddle Point Instability, Morphospace Distortion, Selective Permeability Failure",variable_often_serious,permanent_disability,high,low,False,,none,very_poor,Kella Vorn,936,Kella Vorn's framework for landscape topology,horizon_contraction_cycle,poorly_understood,"Basin Collapse, Morphospace Distortion, Basin Inaccessibility",,Saddle Point Instability,,"Vorn Year 930, Kella Vorn Year 936",0.66,Year 934,
PT-0077,Behavior Overlay (Variant 76),ghost_persistence,,functional,ghost persistence,gradual,relapsing,variable,mild_to_moderate,"prior_occupant, failed_ingression, weak_boundaries","federation_dysfunction, communication_breakdown, goal_conflict","early_intervention, adequate_resources, skilled_healer",strong_positive,rare,2,uniform,"foreign_memories, inappropriate_behaviors, pattern_overlay",subtle_boundary_fluctuation,"At least 2 of: foreign_memories, inappropriate_behaviors, pattern_overlay","Ridge Dissolution, Absorption Syndrome, Trajectory Loop Syndrome",variable_often_serious,death,moderate,low,True,"ghost_clearance, pattern_editing",limited,poor,Kella Vorn,931,Kella Vorn's framework for ghost persistence,pattern_interference_loop,partially_understood,"Identity Intrusion, Behavior Overlay, Trace Contamination",Trace Contamination,,GH-0001,"Vorn Year 930, Kella Vorn Year 931",1.0,Year 939,
PT-0078,Basin Collapse (Variant 77),landscape_topology,,structural,landscape topology,developmental,self_limiting,permanent,moderate_to_severe,"dens_proximity, boundary_instability, spatial_curvature","federation_dysfunction, communication_breakdown, goal_conflict","high_integration, trust_maintenance, horizon_expansion",strong_positive,rare,6,dens_proximate,"navigation_difficulty, path_loss, basin_trapping",mild_disorientation,"At least 2 of: navigation_difficulty, path_loss, basin_trapping","Constellation Dissolution, Gradient Blindness, Basin Escape Failure",variable_often_serious,complete_dissolution,moderate,low,True,"relocation, path_finding_assistance",limited,poor,Healing Institute,927,Healing Institute's framework for landscape topology,horizon_contraction_cycle,partially_understood,"Ridge Dissolution, Morphospace Distortion, Basin Collapse",Trauma-Induced Horizon Collapse,Sudden Boundary Collapse,LA-0001,"Vorn Year 930, Healing Institute Year 927",0.68,Year 930,
PT-0079,Delegation Breakdown (Variant 78),modular_agency,,functional,modular agency,developmental,relapsing,chronic,moderate_to_severe,"reciprocity_failure, trust_erosion, goal_drift","trauma_history, developmental_stage, high_stress","high_integration, trust_maintenance, horizon_expansion",none,rare,8,clustered,"trust_decline, coordination_failure, delegation_breakdown",coordination_difficulty,"At least 2 of: trust_decline, coordination_failure, delegation_breakdown","Basin Inaccessibility, Attractor Switching Disorder, Morphospace Distortion",variable_often_serious,permanent_disability,high,high,True,"trust_rebuilding, reorganization",experimental,poor,Kella Vorn,927,Kella Vorn's framework for modular agency,pattern_interference_loop,well_understood,"Exploitation Pattern, Delegation Breakdown, Trust Cascade Failure",Pathological Merger,,MO-0001,"Vorn Year 930, Kella Vorn Year 927",0.85,Year 932,
PT-0080,Fidelity Degradation (Variant 79),ingression_mechanics,,structural,ingression mechanics,gradual,variable,variable,variable,"barrier_thickness, competing_forms, observer_effect","federation_dysfunction, communication_breakdown, goal_conflict","strong_boundaries, social_support, distance_from_dens",moderate_positive,uncommon,239,capital_region,"manifestation_failure, fidelity_loss, blocked_expression",manifestation_slowing,"At least 2 of: manifestation_failure, fidelity_loss, blocked_expression","Basin Collapse, Basin Escape Failure, Sudden Boundary Collapse",variable_often_serious,entity_replacement,moderate,low,True,"barrier_manipulation, substrate_preparation",experimental,fair,Field Observer,932,Field Observer's framework for ingression mechanics,pattern_interference_loop,poorly_understood,"Ingression Rate Failure, Substrate Rejection, Fidelity Degradation",,Behavior Overlay,IN-0001,"Vorn Year 930, Field Observer Year 932",0.62,Year 931,
PT-0081,Delegation Breakdown (Variant 80),modular_agency,,functional,modular agency,oscillating,variable,acute,severe_to_catastrophic,"reciprocity_failure, trust_erosion, goal_drift","boundary_instability, pattern_degradation, aging","high_integration, trust_maintenance, horizon_expansion",none,uncommon,177,clustered,"trust_decline, coordination_failure, delegation_breakdown",manifestation_slowing,"At least 2 of: trust_decline, coordination_failure, delegation_breakdown","Absorption Syndrome, Gradient Blindness, Attractor Switching Disorder",variable_often_serious,permanent_disability,moderate,moderate,True,"trust_rebuilding, reorganization",limited,fair,Field Observer,933,Field Observer's framework for modular agency,boundary_degradation_cascade,partially_understood,"Delegation Breakdown, Reciprocity Breach, Trust Cascade Failure",Navigation Ghost Interference,Trace Contamination,,"Vorn Year 930, Field Observer Year 933",0.91,Year 932,
PT-0082,Morphospace Distortion (Variant 81),landscape_topology,,structural,landscape topology,sudden,variable,acute,moderate_to_severe,"dens_proximity, boundary_instability, spatial_curvature","trauma_history, developmental_stage, high_stress","strong_boundaries, social_support, distance_from_dens",strong_positive,rare,2,clustered,"navigation_difficulty, path_loss, basin_trapping",trust_decline,"At least 2 of: navigation_difficulty, path_loss, basin_trapping","Endless Wandering, Basin Escape Failure, Absorption Syndrome",variable_often_serious,entity_replacement,high,none,False,,none,poor,Kella Vorn,935,Kella Vorn's framework for landscape topology,boundary_degradation_cascade,well_understood,"Saddle Point Instability, Ridge Dissolution, Basin Inaccessibility",Gradient Blindness,,,"Vorn Year 930, Kella Vorn Year 935",0.68,Year 939,
PT-0083,False Arrival Syndrome (Variant 82),attractor_navigation,,functional,attractor navigation,sudden,self_limiting,chronic,severe_to_catastrophic,"signal_noise, boundary_interference, horizon_shrinkage","trauma_history, developmental_stage, high_stress","early_intervention, adequate_resources, skilled_healer",weak_positive,uncommon,118,capital_region,"disorientation, wandering, arrival_confusion",horizon_narrowing,"At least 2 of: disorientation, wandering, arrival_confusion","Pathological Merger, Absorption Syndrome, Basin Collapse",variable_often_serious,entity_replacement,moderate,low,True,"navigation_recalibration, resonance_retuning",limited,poor,Field Observer,939,Field Observer's framework for attractor navigation,signal_noise_accumulation,partially_understood,"Resonance Lock, Endless Wandering, Navigation Paralysis",,,,"Vorn Year 930, Field Observer Year 939",0.75,Year 932,
PT-0084,Social Horizon Collapse (Variant 83),temporal_bridging,,relational,temporal bridging,sudden,variable,subacute,moderate_to_severe,"trauma, dens_exposure, isolation, aging","federation_dysfunction, communication_breakdown, goal_conflict","early_intervention, adequate_resources, skilled_healer",weak_positive,rare,6,uniform,"temporal_myopia, planning_failure, care_shrinkage",coordination_difficulty,"At least 2 of: temporal_myopia, planning_failure, care_shrinkage","Pathological Merger, Navigation Paralysis, Constellation Dissolution",variable_often_serious,death,moderate,low,True,"horizon_expansion, social_reconnection",limited,poor,Field Observer,930,Field Observer's framework for temporal bridging,horizon_contraction_cycle,poorly_understood,"Isolation-Induced Shrinkage, Trauma-Induced Horizon Collapse, Age-Related Horizon Decline",Entity Fragmentation,Endless Wandering,TE-0001,"Vorn Year 930, Field Observer Year 930",0.63,Year 932,
PT-0085,Trace Contamination (Variant 84),ghost_persistence,,temporal,ghost persistence,sudden,variable,subacute,variable,"prior_occupant, failed_ingression, weak_boundaries","boundary_instability, pattern_degradation, aging","strong_boundaries, social_support, distance_from_dens",moderate_positive,uncommon,43,capital_region,"foreign_memories, inappropriate_behaviors, pattern_overlay",navigation_hesitation,"At least 2 of: foreign_memories, inappropriate_behaviors, pattern_overlay","Gradual Boundary Weakening, Navigation Paralysis, Gradient Blindness",variable_often_serious,permanent_disability,moderate,moderate,True,"ghost_clearance, pattern_editing",limited,poor,Field Observer,929,Field Observer's framework for ghost persistence,pattern_interference_loop,well_understood,"Memory Corruption, Identity Intrusion, Development Derailment",,,GH-0001,"Vorn Year 930, Field Observer Year 929",0.65,Year 938,
PT-0086,Communication Collapse (Variant 85),modular_agency,,functional,modular agency,developmental,variable,chronic,variable,"reciprocity_failure, trust_erosion, goal_drift","dens_proximity, weak_boundaries, isolation","strong_boundaries, social_support, distance_from_dens",moderate_positive,rare,6,clustered,"trust_decline, coordination_failure, delegation_breakdown",coordination_difficulty,"At least 2 of: trust_decline, coordination_failure, delegation_breakdown","Pathological Merger, Basin Collapse, Gradient Blindness",variable_often_serious,entity_replacement,high,high,False,,none,poor,Healing Institute,932,Healing Institute's framework for modular agency,ingression_failure_cascade,partially_understood,"Exploitation Pattern, Delegation Breakdown, Trust Cascade Failure",Saddle Point Instability,,MO-0001,"Vorn Year 930, Healing Institute Year 932",0.89,Year 933,
PT-0087,Development Derailment (Variant 86),ghost_persistence,,developmental,ghost persistence,oscillating,variable,variable,severe_to_catastrophic,"prior_occupant, failed_ingression, weak_boundaries","dens_proximity, weak_boundaries, isolation","strong_boundaries, social_support, distance_from_dens",strong_positive,uncommon,188,dens_proximate,"foreign_memories, inappropriate_behaviors, pattern_overlay",trust_decline,"At least 2 of: foreign_memories, inappropriate_behaviors, pattern_overlay","Gradient Blindness, Constellation Dissolution, Absorption Syndrome",variable_often_serious,entity_replacement,high,low,True,"ghost_clearance, pattern_editing",experimental,poor,Kella Vorn,935,Kella Vorn's framework for ghost persistence,signal_noise_accumulation,well_understood,"Identity Intrusion, Memory Corruption, Trace Contamination",,Constellation Dissolution,,"Vorn Year 930, Kella Vorn Year 935",0.85,Year 931,
PT-0088,Abstract Horizon Loss (Variant 87),temporal_bridging,,functional,temporal bridging,oscillating,variable,permanent,variable,"trauma, dens_exposure, isolation, aging","dens_proximity, weak_boundaries, isolation","high_integration, trust_maintenance, horizon_expansion",moderate_positive,uncommon,97,capital_region,"temporal_myopia, planning_failure, care_shrinkage",subtle_boundary_fluctuation,"At least 2 of: temporal_myopia, planning_failure, care_shrinkage","Ridge Dissolution, Gradual Boundary Weakening, Resonance Lock",variable_often_serious,entity_replacement,moderate,none,True,"horizon_expansion, social_reconnection",experimental,fair,Healing Institute,926,Healing Institute's framework for temporal bridging,horizon_contraction_cycle,partially_understood,"Isolation-Induced Shrinkage, Age-Related Horizon Decline, Bridge Failure Syndrome",,,,"Vorn Year 930, Healing Institute Year 926",0.63,Year 936,
PT-0089,Behavior Overlay (Variant 88),ghost_persistence,,functional,ghost persistence,triggered,relapsing,chronic,mild_to_moderate,"prior_occupant, failed_ingression, weak_boundaries","dens_proximity, weak_boundaries, isolation","strong_boundaries, social_support, distance_from_dens",strong_positive,rare,2,uniform,"foreign_memories, inappropriate_behaviors, pattern_overlay",occasional_foreign_thoughts,"At least 2 of: foreign_memories, inappropriate_behaviors, pattern_overlay","Basin Inaccessibility, Gradient Blindness, Selective Permeability Failure",variable_often_serious,death,high,moderate,True,"ghost_clearance, pattern_editing",limited,fair,Kella Vorn,931,Kella Vorn's framework for ghost persistence,trust_erosion_spiral,partially_understood,"Development Derailment, Memory Corruption, Identity Intrusion",False Arrival Syndrome,,,"Vorn Year 930, Kella Vorn Year 931",0.99,Year 930,
PT-0090,Zombie Goal Persistence (Variant 89),modular_agency,,functional,modular agency,gradual,variable,chronic,mild_to_moderate,"reciprocity_failure, trust_erosion, goal_drift","federation_dysfunction, communication_breakdown, goal_conflict","early_intervention, adequate_resources, skilled_healer",moderate_positive,rare,15,dens_proximate,"trust_decline, coordination_failure, delegation_breakdown",navigation_hesitation,"At least 2 of: trust_decline, coordination_failure, delegation_breakdown","Saddle Point Instability, Constellation Dissolution, Selective Permeability Failure",variable_often_serious,entity_replacement,moderate,high,False,,none,poor,Field Observer,937,Field Observer's framework for modular agency,trust_erosion_spiral,well_understood,"Delegation Breakdown, Component Defection, Reciprocity Breach",Basin Collapse,,MO-0001,"Vorn Year 930, Field Observer Year 937",0.63,Year 932,
PT-0091,Communication Collapse (Variant 90),modular_agency,,functional,modular agency,gradual,variable,variable,mild_to_moderate,"reciprocity_failure, trust_erosion, goal_drift","dens_proximity, weak_boundaries, isolation","strong_boundaries, social_support, distance_from_dens",moderate_positive,uncommon,136,dens_proximate,"trust_decline, coordination_failure, delegation_breakdown",navigation_hesitation,"At least 2 of: trust_decline, coordination_failure, delegation_breakdown","Pathological Merger, Morphospace Distortion, Basin Escape Failure",variable_often_serious,complete_dissolution,high,moderate,True,"trust_rebuilding, reorganization",experimental,fair,Healing Institute,940,Healing Institute's framework for modular agency,signal_noise_accumulation,well_understood,"Component Defection, Trust Cascade Failure, Exploitation Pattern",,,,"Vorn Year 930, Healing Institute Year 940",0.66,Year 930,
PT-0092,Identity Intrusion (Variant 91),ghost_persistence,,functional,ghost persistence,gradual,self_limiting,permanent,mild_to_moderate,"prior_occupant, failed_ingression, weak_boundaries","dens_proximity, weak_boundaries, isolation","high_integration, trust_maintenance, horizon_expansion",strong_positive,uncommon,101,clustered,"foreign_memories, inappropriate_behaviors, pattern_overlay",occasional_foreign_thoughts,"At least 2 of: foreign_memories, inappropriate_behaviors, pattern_overlay","Resonance Lock, Absorption Syndrome, Basin Escape Failure",variable_often_serious,death,moderate,low,True,"ghost_clearance, pattern_editing",limited,fair,Field Observer,928,Field Observer's framework for ghost persistence,boundary_degradation_cascade,poorly_understood,"Memory Corruption, Development Derailment, Identity Intrusion",,,,"Vorn Year 930, Field Observer Year 928",0.89,Year 935,
PT-0093,Constellation Dissolution (Variant 92),boundary_dynamics,,relational,boundary dynamics,developmental,variable,subacute,severe_to_catastrophic,"dens_proximity, trust_failure, ghost_contamination","trauma_history, developmental_stage, high_stress","strong_boundaries, social_support, distance_from_dens",moderate_positive,uncommon,150,dens_proximate,"identity_confusion, boundary_fluctuation, neighbor_blending",navigation_hesitation,"At least 2 of: identity_confusion, boundary_fluctuation, neighbor_blending","Selective Permeability Failure, Ridge Dissolution, False Arrival Syndrome",variable_often_serious,entity_replacement,moderate,none,True,"boundary_reinforcement, isolation_then_reintegration",limited,fair,Kella Vorn,929,Kella Vorn's framework for boundary dynamics,signal_noise_accumulation,poorly_understood,"Selective Permeability Failure, Entity Fragmentation, Pathological Merger",,,BO-0001,"Vorn Year 930, Kella Vorn Year 929",0.69,Year 938,
PT-0094,False Arrival Syndrome (Variant 93),attractor_navigation,,functional,attractor navigation,triggered,stable,permanent,moderate_to_severe,"signal_noise, boundary_interference, horizon_shrinkage","dens_proximity, weak_boundaries, isolation","strong_boundaries, social_support, distance_from_dens",moderate_positive,rare,10,capital_region,"disorientation, wandering, arrival_confusion",mild_disorientation,"At least 2 of: disorientation, wandering, arrival_confusion","Basin Escape Failure, False Arrival Syndrome, Ridge Dissolution",variable_often_serious,complete_dissolution,high,low,False,,none,very_poor,Healing Institute,935,Healing Institute's framework for attractor navigation,boundary_degradation_cascade,partially_understood,"Gradient Blindness, False Arrival Syndrome, Navigation Paralysis",,,AT-0001,"Vorn Year 930, Healing Institute Year 935",0.78,Year 940,
PT-0095,Selective Permeability Failure (Variant 94),boundary_dynamics,,functional,boundary dynamics,oscillating,relapsing,subacute,severe_to_catastrophic,"dens_proximity, trust_failure, ghost_contamination","dens_proximity, weak_boundaries, isolation","early_intervention, adequate_resources, skilled_healer",strong_positive,rare,16,uniform,"identity_confusion, boundary_fluctuation, neighbor_blending",manifestation_slowing,"At least 2 of: identity_confusion, boundary_fluctuation, neighbor_blending","Basin Collapse, Constellation Dissolution, Selective Permeability Failure",variable_often_serious,death,moderate,low,True,"boundary_reinforcement, isolation_then_reintegration",limited,fair,Kella Vorn,925,Kella Vorn's framework for boundary dynamics,boundary_degradation_cascade,partially_understood,"Entity Fragmentation, Pathological Merger, Gradual Boundary Weakening",Sudden Boundary Collapse,Entity Fragmentation,BO-0001,"Vorn Year 930, Kella Vorn Year 925",0.76,Year 936,
PT-0096,Development Derailment (Variant 95),ghost_persistence,,developmental,ghost persistence,gradual,variable,acute,severe_to_catastrophic,"prior_occupant, failed_ingression, weak_boundaries","trauma_history, developmental_stage, high_stress","high_integration, trust_maintenance, horizon_expansion",strong_positive,rare,4,uniform,"foreign_memories, inappropriate_behaviors, pattern_overlay",occasional_foreign_thoughts,"At least 2 of: foreign_memories, inappropriate_behaviors, pattern_overlay","Gradient Blindness, Attractor Switching Disorder, Basin Collapse",variable_often_serious,death,moderate,moderate,True,"ghost_clearance, pattern_editing",experimental,fair,Kella Vorn,933,Kella Vorn's framework for ghost persistence,signal_noise_accumulation,well_understood,"Development Derailment, Trace Contamination, Identity Intrusion",Trauma-Induced Horizon Collapse,Ridge Dissolution,GH-0001,"Vorn Year 930, Kella Vorn Year 933",0.95,Year 939,
PT-0097,Navigation Ghost Interference (Variant 96),ghost_persistence,,functional,ghost persistence,triggered,relapsing,subacute,mild_to_moderate,"prior_occupant, failed_ingression, weak_boundaries","federation_dysfunction, communication_breakdown, goal_conflict","strong_boundaries, social_support, distance_from_dens",moderate_positive,uncommon,230,capital_region,"foreign_memories, inappropriate_behaviors, pattern_overlay",navigation_hesitation,"At least 2 of: foreign_memories, inappropriate_behaviors, pattern_overlay","Basin Collapse, Navigation Paralysis, Morphospace Distortion",variable_often_serious,entity_replacement,high,low,True,"ghost_clearance, pattern_editing",experimental,poor,Field Observer,932,Field Observer's framework for ghost persistence,ingression_failure_cascade,poorly_understood,"Identity Intrusion, Behavior Overlay, Trace Contamination",,,,"Vorn Year 930, Field Observer Year 932",0.9,Year 933,
PT-0098,Fidelity Degradation (Variant 97),ingression_mechanics,,structural,ingression mechanics,developmental,progressive,chronic,moderate_to_severe,"barrier_thickness, competing_forms, observer_effect","dens_proximity, weak_boundaries, isolation","high_integration, trust_maintenance, horizon_expansion",strong_positive,rare,9,clustered,"manifestation_failure, fidelity_loss, blocked_expression",subtle_boundary_fluctuation,"At least 2 of: manifestation_failure, fidelity_loss, blocked_expression","Basin Escape Failure, Ridge Dissolution, Pathological Merger",variable_often_serious,permanent_disability,high,low,True,"barrier_manipulation, substrate_preparation",experimental,fair,Kella Vorn,935,Kella Vorn's framework for ingression mechanics,trust_erosion_spiral,partially_understood,"Competing Form Interference, Fidelity Degradation, Barrier Blocking",,Pathological Merger,,"Vorn Year 930, Kella Vorn Year 935",0.74,Year 932,
PT-0099,Basin Escape Failure (Variant 98),attractor_navigation,,functional,attractor navigation,triggered,relapsing,permanent,mild_to_moderate,"signal_noise, boundary_interference, horizon_shrinkage","boundary_instability, pattern_degradation, aging","strong_boundaries, social_support, distance_from_dens",moderate_positive,uncommon,178,capital_region,"disorientation, wandering, arrival_confusion",navigation_hesitation,"At least 2 of: disorientation, wandering, arrival_confusion","Basin Escape Failure, Trajectory Loop Syndrome, Gradient Blindness",variable_often_serious,entity_replacement,moderate,none,False,,none,poor,Healing Institute,929,Healing Institute's framework for attractor navigation,horizon_contraction_cycle,well_understood,"Gradient Blindness, Navigation Paralysis, Resonance Lock",,,AT-0001,"Vorn Year 930, Healing Institute Year 929",0.69,Year 936,
PT-0100,Gradual Boundary Weakening (Variant 99),boundary_dynamics,,structural,boundary dynamics,sudden,relapsing,chronic,severe_to_catastrophic,"dens_proximity, trust_failure, ghost_contamination","trauma_history, developmental_stage, high_stress","early_intervention, adequate_resources, skilled_healer",strong_positive,uncommon,57,capital_region,"identity_confusion, boundary_fluctuation, neighbor_blending",navigation_hesitation,"At least 2 of: identity_confusion, boundary_fluctuation, neighbor_blending","Sudden Boundary Collapse, False Arrival Syndrome, Selective Permeability Failure",variable_often_serious,permanent_disability,moderate,low,False,,none,very_poor,Kella Vorn,940,Kella Vorn's framework for boundary dynamics,trust_erosion_spiral,poorly_understood,"Selective Permeability Failure, Sudden Boundary Collapse, Entity Fragmentation",Behavior Overlay,Saddle Point Instability,BO-0001,"Vorn Year 930, Kella Vorn Year 940",0.69,Year 933,
