arrival_id,trajectory_id,destination_form_id,destination_form_name,basin_id,arrival_position,arrival_year,arrival_type,distance_from_center,arrival_velocity,stabilization_time,stability_achieved,match_quality,persistence_duration,prior_exposure,inherited_trajectory,guidance_received,observer,observation_method,confidence,description,notes
AA-0226,NT-0196,MS-0009,Form 0009,BA-041,center,923,gradual_convergence,0.0185,0.0434,21,0.973,0.62,377,True,True,False,C. Vells,direct_observation,0.63,Form manifestation confirmed at distance 0.019 from center.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0227,,MS-0043,Form 0043,BA-006,inner,926,gradual_convergence,0.1072,0.0707,26,0.777,0.899,359,False,True,False,Boundary Commission,form_recognition,0.696,Arrival at Form 0043 observed over 26 days.,Lineage shows similar trajectory pattern.
AA-0228,NT-0056,MS-0077,Form 0077,BA-019,center,923,drift_capture,0.0222,0.1994,18,0.905,0.677,318,False,True,False,Archive Survey Team,instrumental_measurement,0.738,Arrival at Form 0077 observed over 18 days.,Lineage shows similar trajectory pattern.
AA-0229,NT-0198,MS-0094,Form 0094,BA-014,inner,929,forced_insertion,0.0472,0.1761,73,0.703,0.879,999,False,True,False,T. Vells,retrospective_analysis,0.812,System settled into inner position of BA-014 via forced_insertion.,Lineage shows similar trajectory pattern.
AA-0230,,MS-0042,Form 0042,BA-013,ridge_adjacent,921,oscillating_approach,0.2221,0.1808,14,0.717,0.699,999,False,True,False,Archive Survey Team,direct_observation,0.655,Arrival at Form 0042 observed over 14 days.,Lineage shows similar trajectory pattern.
AA-0231,NT-0021,MS-0001,The Quintic Cycle,BA-001,center,924,gradual_convergence,0.047,0.0561,36,0.886,0.686,460,True,False,False,C. Vells,form_recognition,0.794,Arrival at The Quintic Cycle observed over 36 days.,Prior exposure to this Form documented.
AA-0232,,MS-0057,Form 0057,BA-012,ridge_adjacent,923,sudden_collapse,0.2839,0.4415,90,0.725,0.813,71,False,False,False,R. Voss,direct_observation,0.985,Stabilization to 0.73 achieved after sudden_collapse approach.,
AA-0233,NT-0396,MS-0068,Form 0068,BA-028,inner,922,forced_insertion,0.093,0.1445,49,0.797,0.706,205,True,True,False,Boundary Commission,direct_observation,0.888,Form manifestation confirmed at distance 0.093 from center.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0234,NT-0078,MS-0042,Form 0042,BA-013,center,920,forced_insertion,0.025,0.1584,29,0.931,0.733,179,True,True,False,R. Voss,instrumental_measurement,0.968,Arrival at Form 0042 observed over 29 days.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0235,NT-0101,MS-0030,Form 0030,BA-029,center,929,sudden_collapse,0.0091,0.3076,49,0.953,0.825,999,False,False,False,Boundary Commission,behavior_signature,0.752,Arrival at Form 0030 observed over 49 days.,
AA-0236,NT-0467,MS-0072,Form 0072,BA-025,outer,919,oscillating_approach,0.2133,0.067,32,0.786,0.64,289,True,True,False,Archive Survey Team,behavior_signature,0.96,System settled into outer position of BA-025 via oscillating_approach.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0237,NT-0029,MS-0019,Form 0019,BA-039,inner,920,oscillating_approach,0.106,0.0984,45,0.897,0.886,999,False,True,False,Boundary Commission,retrospective_analysis,0.953,System settled into inner position of BA-039 via oscillating_approach.,Lineage shows similar trajectory pattern.
AA-0238,NT-0447,MS-0031,Form 0031,BA-011,center,932,drift_capture,0.034,0.1415,90,0.914,0.653,999,True,False,False,C. Vells,instrumental_measurement,0.92,System settled into center position of BA-011 via drift_capture.,Prior exposure to this Form documented.
AA-0239,NT-0397,MS-0011,Form 0011,BA-029,ridge_adjacent,932,gradual_convergence,0.2543,0.0457,27,0.615,0.794,999,False,True,False,K. Strand,instrumental_measurement,0.927,System settled into ridge_adjacent position of BA-029 via gradual_convergence.,Lineage shows similar trajectory pattern.
AA-0240,,MS-0038,Form 0038,BA-021,inner,922,oscillating_approach,0.046,0.2087,64,0.769,0.778,46,True,True,True,T. Vells,instrumental_measurement,0.886,Arrival at Form 0038 observed over 64 days.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0241,NT-0254,MS-0073,Form 0073,BA-010,outer,918,sudden_collapse,0.1697,0.3489,90,0.72,0.746,999,False,True,False,K. Strand,form_recognition,0.721,System settled into outer position of BA-010 via sudden_collapse.,Lineage shows similar trajectory pattern.
AA-0242,,MS-0005,The Triad Form,BA-004,center,923,sudden_collapse,0.0407,0.4447,41,0.959,0.948,178,True,True,False,Archive Survey Team,behavior_signature,0.776,Form manifestation confirmed at distance 0.041 from center.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0243,NT-0151,MS-0081,Form 0081,BA-032,center,918,drift_capture,0.0379,0.1855,86,0.985,0.909,457,True,True,True,Archive Survey Team,instrumental_measurement,0.622,Arrival at Form 0081 observed over 86 days.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0244,NT-0213,MS-0058,Form 0058,BA-012,inner,932,oscillating_approach,0.0473,0.1228,78,0.74,0.637,292,True,False,False,C. Vells,form_recognition,0.914,System settled into inner position of BA-012 via oscillating_approach.,Prior exposure to this Form documented.
AA-0245,NT-0249,MS-0082,Form 0082,BA-020,ridge_adjacent,923,bounce_settle,0.235,0.1261,44,0.542,0.948,318,True,False,True,T. Vells,retrospective_analysis,0.947,System settled into ridge_adjacent position of BA-020 via bounce_settle.,Prior exposure to this Form documented.
AA-0246,NT-0476,MS-0053,Form 0053,BA-013,center,921,gradual_convergence,0.025,0.0213,34,0.921,0.899,999,False,True,False,R. Voss,direct_observation,0.72,Form manifestation confirmed at distance 0.025 from center.,Lineage shows similar trajectory pattern.
AA-0247,NT-0133,MS-0078,Form 0078,BA-015,outer,924,gradual_convergence,0.2349,0.0835,68,0.551,0.603,458,True,False,True,Boundary Commission,instrumental_measurement,0.646,Stabilization to 0.55 achieved after gradual_convergence approach.,Prior exposure to this Form documented.
AA-0248,NT-0134,MS-0003,The Breathing Mode,BA-015,inner,925,sudden_collapse,0.0591,0.3228,57,0.787,0.719,999,False,False,False,K. Strand,form_recognition,0.703,Form manifestation confirmed at distance 0.059 from center.,
AA-0249,NT-0380,MS-0083,Form 0083,BA-018,inner,925,gradual_convergence,0.0757,0.0956,19,0.821,0.906,368,False,False,False,K. Strand,form_recognition,0.806,Form manifestation confirmed at distance 0.076 from center.,
AA-0250,NT-0028,MS-0090,Form 0090,BA-016,inner,929,sudden_collapse,0.0369,0.2766,26,0.867,0.933,999,True,False,False,Archive Survey Team,behavior_signature,0.831,Arrival at Form 0090 observed over 26 days.,Prior exposure to this Form documented.
AA-0251,NT-0454,MS-0062,Form 0062,BA-014,inner,928,gradual_convergence,0.095,0.0778,85,0.868,0.789,327,False,False,False,C. Vells,instrumental_measurement,0.739,Stabilization to 0.87 achieved after gradual_convergence approach.,
AA-0252,NT-0130,MS-0098,Form 0098,BA-037,inner,931,bounce_settle,0.0954,0.1221,88,0.847,0.618,89,True,False,False,K. Strand,form_recognition,0.623,Arrival at Form 0098 observed over 88 days.,Prior exposure to this Form documented.
AA-0253,,MS-0045,Form 0045,BA-022,ridge_adjacent,932,sudden_collapse,0.2818,0.3947,55,0.727,0.681,999,True,False,False,Boundary Commission,direct_observation,0.754,Arrival at Form 0045 observed over 55 days.,Prior exposure to this Form documented.
AA-0254,NT-0452,MS-0018,Form 0018,BA-003,inner,932,gradual_convergence,0.0775,0.0651,36,0.799,0.761,36,True,False,False,C. Vells,behavior_signature,0.769,Arrival at Form 0018 observed over 36 days.,Prior exposure to this Form documented.
AA-0255,,MS-0015,Form 0015,BA-050,inner,931,forced_insertion,0.0964,0.1884,18,0.81,0.756,456,False,True,False,K. Strand,direct_observation,0.968,Form manifestation confirmed at distance 0.096 from center.,Lineage shows similar trajectory pattern.
AA-0256,NT-0053,MS-0016,Form 0016,BA-016,inner,928,oscillating_approach,0.0468,0.0603,35,0.844,0.873,999,False,False,False,Archive Survey Team,direct_observation,0.903,Arrival at Form 0016 observed over 35 days.,
AA-0257,,MS-0008,Form 0008,BA-019,center,930,forced_insertion,0.0257,0.2155,43,0.959,0.674,448,False,False,True,R. Voss,behavior_signature,0.793,System settled into center position of BA-019 via forced_insertion.,
AA-0258,,MS-0044,Form 0044,BA-003,inner,922,drift_capture,0.0883,0.1198,25,0.9,0.868,351,True,False,False,C. Vells,behavior_signature,0.962,Arrival at Form 0044 observed over 25 days.,Prior exposure to this Form documented.
AA-0259,NT-0138,MS-0091,Form 0091,BA-035,inner,920,bounce_settle,0.046,0.2427,45,0.886,0.985,308,True,True,False,T. Vells,direct_observation,0.633,Stabilization to 0.89 achieved after bounce_settle approach.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0260,NT-0439,MS-0053,Form 0053,BA-013,outer,923,bounce_settle,0.1564,0.2447,22,0.693,0.667,220,True,False,False,T. Vells,retrospective_analysis,0.771,System settled into outer position of BA-013 via bounce_settle.,Prior exposure to this Form documented.
AA-0261,NT-0194,MS-0020,Form 0020,BA-046,inner,929,gradual_convergence,0.1085,0.0847,32,0.703,0.735,999,False,True,False,K. Strand,behavior_signature,0.954,Arrival at Form 0020 observed over 32 days.,Lineage shows similar trajectory pattern.
AA-0262,NT-0212,MS-0081,Form 0081,BA-032,center,931,gradual_convergence,0.0105,0.082,69,0.958,0.983,299,False,True,True,T. Vells,behavior_signature,0.817,Arrival at Form 0081 observed over 69 days.,Lineage shows similar trajectory pattern.
AA-0263,NT-0262,MS-0026,Form 0026,BA-034,center,918,gradual_convergence,0.0179,0.0346,26,0.981,0.985,101,False,False,True,T. Vells,form_recognition,0.735,Stabilization to 0.98 achieved after gradual_convergence approach.,
AA-0264,NT-0256,MS-0009,Form 0009,BA-041,outer,923,bounce_settle,0.1036,0.1206,24,0.796,0.721,298,False,False,False,T. Vells,behavior_signature,0.623,Stabilization to 0.80 achieved after bounce_settle approach.,
AA-0265,NT-0108,MS-0017,Form 0017,BA-036,center,922,sudden_collapse,0.0457,0.2605,25,0.975,0.908,212,True,False,False,Archive Survey Team,behavior_signature,0.92,Arrival at Form 0017 observed over 25 days.,Prior exposure to this Form documented.
AA-0266,NT-0486,MS-0025,Form 0025,BA-043,inner,932,gradual_convergence,0.0639,0.0551,81,0.735,0.818,461,False,True,True,T. Vells,direct_observation,0.873,Form manifestation confirmed at distance 0.064 from center.,Lineage shows similar trajectory pattern.
AA-0267,NT-0210,MS-0071,Form 0071,BA-050,inner,929,oscillating_approach,0.0783,0.0628,35,0.842,0.816,999,True,True,False,T. Vells,form_recognition,0.733,Stabilization to 0.84 achieved after oscillating_approach approach.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0268,NT-0421,MS-0028,Form 0028,BA-013,inner,929,gradual_convergence,0.05,0.0721,17,0.721,0.986,350,False,True,False,Boundary Commission,direct_observation,0.964,Stabilization to 0.72 achieved after gradual_convergence approach.,Lineage shows similar trajectory pattern.
AA-0269,NT-0240,MS-0080,Form 0080,BA-046,inner,922,oscillating_approach,0.0619,0.0976,23,0.882,0.939,249,False,False,False,Archive Survey Team,behavior_signature,0.85,Stabilization to 0.88 achieved after oscillating_approach approach.,
AA-0270,NT-0476,MS-0077,Form 0077,BA-019,center,922,oscillating_approach,0.024,0.053,16,0.961,0.641,999,True,False,False,K. Strand,direct_observation,0.865,Stabilization to 0.96 achieved after oscillating_approach approach.,Prior exposure to this Form documented.
AA-0271,NT-0117,MS-0099,Form 0099,BA-002,ridge_adjacent,930,forced_insertion,0.2222,0.2042,8,0.514,0.738,480,True,True,False,T. Vells,direct_observation,0.753,Form manifestation confirmed at distance 0.222 from center.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0272,NT-0320,MS-0058,Form 0058,BA-012,center,920,gradual_convergence,0.0012,0.0398,74,0.999,0.802,423,False,False,False,T. Vells,direct_observation,0.8,System settled into center position of BA-012 via gradual_convergence.,
AA-0273,NT-0234,MS-0017,Form 0017,BA-036,outer,918,gradual_convergence,0.1383,0.0493,28,0.538,0.722,206,False,True,False,R. Voss,retrospective_analysis,0.883,System settled into outer position of BA-036 via gradual_convergence.,Lineage shows similar trajectory pattern.
AA-0274,NT-0002,MS-0079,Form 0079,BA-032,inner,922,drift_capture,0.0567,0.1073,64,0.738,0.7,278,False,False,False,Boundary Commission,retrospective_analysis,0.671,Form manifestation confirmed at distance 0.057 from center.,
AA-0275,,MS-0040,Form 0040,BA-047,center,918,bounce_settle,0.0087,0.2346,28,0.919,0.901,461,False,True,False,Boundary Commission,direct_observation,0.994,Form manifestation confirmed at distance 0.009 from center.,Lineage shows similar trajectory pattern.
AA-0276,,MS-0073,Form 0073,BA-010,inner,918,forced_insertion,0.0973,0.0765,85,0.856,0.731,999,True,False,True,T. Vells,direct_observation,0.656,Form manifestation confirmed at distance 0.097 from center.,Prior exposure to this Form documented.
AA-0277,,MS-0075,Form 0075,BA-010,outer,921,oscillating_approach,0.1614,0.2477,84,0.551,0.659,462,False,False,False,R. Voss,retrospective_analysis,0.674,Form manifestation confirmed at distance 0.161 from center.,
AA-0278,NT-0281,MS-0055,Form 0055,BA-005,outer,927,forced_insertion,0.1881,0.1192,17,0.574,0.905,59,True,True,False,K. Strand,form_recognition,0.899,Arrival at Form 0055 observed over 17 days.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0279,NT-0402,MS-0074,Form 0074,BA-026,center,924,bounce_settle,0.0428,0.1768,90,0.865,0.635,273,False,True,True,R. Voss,instrumental_measurement,0.866,Stabilization to 0.86 achieved after bounce_settle approach.,Lineage shows similar trajectory pattern.
AA-0280,NT-0333,MS-0084,Form 0084,BA-046,outer,930,sudden_collapse,0.1895,0.3504,42,0.524,0.679,266,True,True,False,C. Vells,retrospective_analysis,0.614,Arrival at Form 0084 observed over 42 days.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0281,NT-0390,MS-0034,Form 0034,BA-018,ridge_adjacent,921,forced_insertion,0.2656,0.0964,37,0.783,0.924,999,True,True,True,Boundary Commission,retrospective_analysis,0.938,Stabilization to 0.78 achieved after forced_insertion approach.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0282,,MS-0045,Form 0045,BA-022,inner,925,forced_insertion,0.0644,0.2347,59,0.805,0.953,147,False,False,False,Boundary Commission,form_recognition,0.655,Arrival at Form 0045 observed over 59 days.,
AA-0283,NT-0485,MS-0076,Form 0076,BA-040,outer,918,forced_insertion,0.1286,0.0524,30,0.677,0.991,999,False,True,False,K. Strand,retrospective_analysis,0.822,Arrival at Form 0076 observed over 30 days.,Lineage shows similar trajectory pattern.
AA-0284,NT-0378,MS-0072,Form 0072,BA-025,center,919,gradual_convergence,0.0013,0.0501,31,0.907,0.916,376,False,False,False,Archive Survey Team,retrospective_analysis,0.72,Form manifestation confirmed at distance 0.001 from center.,
AA-0285,NT-0467,MS-0097,Form 0097,BA-027,outer,927,oscillating_approach,0.1069,0.1442,15,0.613,0.819,424,True,True,True,Boundary Commission,direct_observation,0.672,Form manifestation confirmed at distance 0.107 from center.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0286,NT-0028,MS-0074,Form 0074,BA-026,outer,925,oscillating_approach,0.2272,0.199,89,0.666,0.925,147,True,False,False,T. Vells,instrumental_measurement,0.986,Form manifestation confirmed at distance 0.227 from center.,Prior exposure to this Form documented.
AA-0287,NT-0481,MS-0018,Form 0018,BA-003,inner,927,gradual_convergence,0.076,0.0302,33,0.854,0.953,306,False,True,False,K. Strand,behavior_signature,0.902,Arrival at Form 0018 observed over 33 days.,Lineage shows similar trajectory pattern.
AA-0288,,MS-0023,Form 0023,BA-013,outer,919,drift_capture,0.1786,0.0668,39,0.59,0.76,999,False,False,False,R. Voss,retrospective_analysis,0.617,Stabilization to 0.59 achieved after drift_capture approach.,
AA-0289,NT-0340,MS-0048,Form 0048,BA-041,center,918,sudden_collapse,0.032,0.4628,25,0.869,0.827,152,False,True,False,T. Vells,behavior_signature,0.604,System settled into center position of BA-041 via sudden_collapse.,Lineage shows similar trajectory pattern.
AA-0290,,MS-0014,Form 0014,BA-005,inner,918,forced_insertion,0.0556,0.0859,21,0.751,0.749,999,False,True,False,Archive Survey Team,direct_observation,0.879,System settled into inner position of BA-005 via forced_insertion.,Lineage shows similar trajectory pattern.
AA-0291,NT-0235,MS-0062,Form 0062,BA-014,center,932,gradual_convergence,0.0319,0.0623,65,0.917,0.702,251,False,True,True,Boundary Commission,instrumental_measurement,0.68,Form manifestation confirmed at distance 0.032 from center.,Lineage shows similar trajectory pattern.
AA-0292,NT-0426,MS-0061,Form 0061,BA-039,center,924,sudden_collapse,0.003,0.4795,38,0.943,0.645,286,True,False,False,Archive Survey Team,behavior_signature,0.644,Form manifestation confirmed at distance 0.003 from center.,Prior exposure to this Form documented.
AA-0293,NT-0152,MS-0059,Form 0059,BA-028,inner,927,drift_capture,0.0509,0.0826,45,0.715,0.669,266,True,False,False,C. Vells,form_recognition,0.787,System settled into inner position of BA-028 via drift_capture.,Prior exposure to this Form documented.
AA-0294,NT-0345,MS-0093,Form 0093,BA-049,outer,923,gradual_convergence,0.133,0.098,40,0.769,0.949,302,False,True,False,T. Vells,behavior_signature,0.768,Stabilization to 0.77 achieved after gradual_convergence approach.,Lineage shows similar trajectory pattern.
AA-0295,NT-0098,MS-0033,Form 0033,BA-048,inner,922,drift_capture,0.0521,0.1463,35,0.795,0.672,999,True,False,False,Archive Survey Team,direct_observation,0.821,System settled into inner position of BA-048 via drift_capture.,Prior exposure to this Form documented.
AA-0296,,MS-0044,Form 0044,BA-003,inner,926,drift_capture,0.0347,0.2137,28,0.788,0.807,434,False,True,False,Boundary Commission,instrumental_measurement,0.872,System settled into inner position of BA-003 via drift_capture.,Lineage shows similar trajectory pattern.
AA-0297,NT-0069,MS-0068,Form 0068,BA-028,inner,930,oscillating_approach,0.102,0.1478,33,0.879,0.799,188,False,True,False,Boundary Commission,instrumental_measurement,0.73,Stabilization to 0.88 achieved after oscillating_approach approach.,Lineage shows similar trajectory pattern.
AA-0298,,MS-0085,Form 0085,BA-018,ridge_adjacent,924,drift_capture,0.2069,0.1849,42,0.743,0.616,124,True,False,False,K. Strand,retrospective_analysis,0.773,Form manifestation confirmed at distance 0.207 from center.,Prior exposure to this Form documented.
AA-0299,NT-0460,MS-0100,Form 0100,BA-023,outer,932,sudden_collapse,0.152,0.3475,55,0.511,0.742,331,False,True,True,R. Voss,behavior_signature,0.732,Form manifestation confirmed at distance 0.152 from center.,Lineage shows similar trajectory pattern.
AA-0300,NT-0498,MS-0004,The Tension,BA-003,inner,927,sudden_collapse,0.0689,0.4501,14,0.801,0.868,999,True,True,True,Boundary Commission,direct_observation,0.755,System settled into inner position of BA-003 via sudden_collapse.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0301,NT-0225,MS-0041,Form 0041,BA-024,ridge_adjacent,924,gradual_convergence,0.239,0.0388,67,0.545,0.848,139,True,False,False,Boundary Commission,direct_observation,0.996,System settled into ridge_adjacent position of BA-024 via gradual_convergence.,Prior exposure to this Form documented.
AA-0302,,MS-0030,Form 0030,BA-029,center,924,forced_insertion,0.0134,0.2265,48,0.86,0.788,407,False,False,False,Boundary Commission,instrumental_measurement,0.885,Form manifestation confirmed at distance 0.013 from center.,
AA-0303,NT-0045,MS-0066,Form 0066,BA-006,inner,923,gradual_convergence,0.0549,0.092,32,0.866,0.709,999,False,False,False,T. Vells,direct_observation,0.704,Arrival at Form 0066 observed over 32 days.,
AA-0304,,MS-0049,Form 0049,BA-019,center,921,forced_insertion,0.0019,0.1879,22,0.854,0.912,400,False,True,False,R. Voss,direct_observation,0.644,System settled into center position of BA-019 via forced_insertion.,Lineage shows similar trajectory pattern.
AA-0305,NT-0052,MS-0009,Form 0009,BA-041,inner,928,gradual_convergence,0.0483,0.0764,21,0.711,0.935,453,False,True,True,K. Strand,behavior_signature,0.709,Form manifestation confirmed at distance 0.048 from center.,Lineage shows similar trajectory pattern.
AA-0306,,MS-0084,Form 0084,BA-046,center,931,forced_insertion,0.039,0.2471,21,0.923,0.845,38,True,False,False,C. Vells,form_recognition,0.945,Arrival at Form 0084 observed over 21 days.,Prior exposure to this Form documented.
AA-0307,NT-0421,MS-0068,Form 0068,BA-028,center,932,forced_insertion,0.0091,0.2416,46,0.909,0.69,999,False,True,True,K. Strand,behavior_signature,0.878,System settled into center position of BA-028 via forced_insertion.,Lineage shows similar trajectory pattern.
AA-0308,NT-0448,MS-0028,Form 0028,BA-013,center,929,forced_insertion,0.0162,0.0977,32,0.866,0.912,49,False,False,False,T. Vells,direct_observation,0.952,Stabilization to 0.87 achieved after forced_insertion approach.,
AA-0309,,MS-0056,Form 0056,BA-035,inner,931,sudden_collapse,0.1132,0.2564,43,0.866,0.693,999,True,True,True,Archive Survey Team,form_recognition,0.723,Arrival at Form 0056 observed over 43 days.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0310,NT-0255,MS-0015,Form 0015,BA-050,outer,923,gradual_convergence,0.2133,0.0907,19,0.594,0.62,222,False,True,False,Boundary Commission,retrospective_analysis,0.91,Form manifestation confirmed at distance 0.213 from center.,Lineage shows similar trajectory pattern.
AA-0311,NT-0306,MS-0013,Form 0013,BA-026,outer,932,gradual_convergence,0.2418,0.0636,74,0.756,0.985,204,False,True,False,C. Vells,direct_observation,0.977,Arrival at Form 0013 observed over 74 days.,Lineage shows similar trajectory pattern.
AA-0312,NT-0085,MS-0098,Form 0098,BA-037,inner,927,gradual_convergence,0.1031,0.0368,84,0.9,0.815,999,False,False,False,R. Voss,direct_observation,0.941,Form manifestation confirmed at distance 0.103 from center.,
AA-0313,NT-0274,MS-0046,Form 0046,BA-017,center,925,sudden_collapse,0.0436,0.4951,29,0.959,0.992,398,False,True,False,T. Vells,behavior_signature,0.765,Stabilization to 0.96 achieved after sudden_collapse approach.,Lineage shows similar trajectory pattern.
AA-0314,NT-0132,MS-0088,Form 0088,BA-041,center,928,gradual_convergence,0.0016,0.0327,36,0.905,0.892,119,True,False,False,R. Voss,instrumental_measurement,0.884,System settled into center position of BA-041 via gradual_convergence.,Prior exposure to this Form documented.
AA-0315,NT-0381,MS-0011,Form 0011,BA-029,ridge_adjacent,927,gradual_convergence,0.2861,0.0274,40,0.588,0.91,305,True,False,False,R. Voss,behavior_signature,0.839,System settled into ridge_adjacent position of BA-029 via gradual_convergence.,Prior exposure to this Form documented.
AA-0316,,MS-0072,Form 0072,BA-025,outer,923,gradual_convergence,0.1941,0.0598,22,0.58,0.691,487,False,True,True,C. Vells,form_recognition,0.753,System settled into outer position of BA-025 via gradual_convergence.,Lineage shows similar trajectory pattern.
AA-0317,,MS-0026,Form 0026,BA-034,center,924,drift_capture,0.028,0.0626,52,0.949,0.625,999,False,True,False,C. Vells,instrumental_measurement,0.912,Stabilization to 0.95 achieved after drift_capture approach.,Lineage shows similar trajectory pattern.
AA-0318,NT-0042,MS-0096,Form 0096,BA-008,outer,924,gradual_convergence,0.2289,0.0426,73,0.572,0.74,139,True,False,True,Boundary Commission,retrospective_analysis,0.925,Stabilization to 0.57 achieved after gradual_convergence approach.,Prior exposure to this Form documented.
AA-0319,NT-0095,MS-0014,Form 0014,BA-005,center,919,bounce_settle,0.0143,0.2098,36,0.993,0.909,269,True,True,False,C. Vells,direct_observation,0.816,System settled into center position of BA-005 via bounce_settle.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0320,,MS-0070,Form 0070,BA-005,outer,922,sudden_collapse,0.2382,0.3584,21,0.503,0.989,999,False,False,False,R. Voss,behavior_signature,0.861,Form manifestation confirmed at distance 0.238 from center.,
AA-0321,NT-0175,MS-0099,Form 0099,BA-002,inner,921,sudden_collapse,0.0598,0.3855,19,0.707,0.939,999,False,True,False,C. Vells,direct_observation,0.919,Form manifestation confirmed at distance 0.060 from center.,Lineage shows similar trajectory pattern.
AA-0322,NT-0347,MS-0021,Form 0021,BA-005,center,931,gradual_convergence,0.0008,0.0867,26,0.885,0.821,298,True,False,False,K. Strand,direct_observation,0.725,Arrival at Form 0021 observed over 26 days.,Prior exposure to this Form documented.
AA-0323,NT-0253,MS-0031,Form 0031,BA-011,inner,931,bounce_settle,0.0735,0.2361,78,0.849,0.716,999,False,True,False,K. Strand,retrospective_analysis,0.942,Stabilization to 0.85 achieved after bounce_settle approach.,Lineage shows similar trajectory pattern.
AA-0324,NT-0314,MS-0008,Form 0008,BA-019,outer,927,forced_insertion,0.121,0.2296,26,0.67,0.654,260,False,True,False,Boundary Commission,behavior_signature,0.751,Form manifestation confirmed at distance 0.121 from center.,Lineage shows similar trajectory pattern.
AA-0325,,MS-0076,Form 0076,BA-040,inner,932,drift_capture,0.1074,0.1818,48,0.861,0.724,999,True,True,False,T. Vells,direct_observation,0.868,Arrival at Form 0076 observed over 48 days.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0326,NT-0173,MS-0035,Form 0035,BA-049,outer,927,gradual_convergence,0.2439,0.0219,40,0.607,0.949,999,False,False,True,Archive Survey Team,direct_observation,0.956,Stabilization to 0.61 achieved after gradual_convergence approach.,
AA-0327,,MS-0093,Form 0093,BA-049,inner,923,drift_capture,0.0574,0.1113,23,0.735,0.833,80,True,False,False,C. Vells,retrospective_analysis,0.769,Stabilization to 0.73 achieved after drift_capture approach.,Prior exposure to this Form documented.
AA-0328,NT-0238,MS-0065,Form 0065,BA-018,inner,920,forced_insertion,0.0514,0.2004,41,0.79,0.634,278,False,False,False,Boundary Commission,behavior_signature,0.699,Stabilization to 0.79 achieved after forced_insertion approach.,
AA-0329,,MS-0080,Form 0080,BA-046,inner,929,gradual_convergence,0.1176,0.09,18,0.754,0.696,173,True,True,False,C. Vells,retrospective_analysis,0.926,Stabilization to 0.75 achieved after gradual_convergence approach.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0330,NT-0051,MS-0091,Form 0091,BA-035,center,918,gradual_convergence,0.0035,0.0678,39,0.951,0.719,208,False,False,False,T. Vells,direct_observation,0.735,Stabilization to 0.95 achieved after gradual_convergence approach.,
AA-0331,,MS-0026,Form 0026,BA-034,center,927,oscillating_approach,0.0293,0.1891,52,0.89,0.847,475,False,True,False,K. Strand,instrumental_measurement,0.988,Form manifestation confirmed at distance 0.029 from center.,Lineage shows similar trajectory pattern.
AA-0332,,MS-0029,Form 0029,BA-037,inner,918,bounce_settle,0.062,0.0676,90,0.867,0.863,999,False,False,False,K. Strand,direct_observation,0.608,Arrival at Form 0029 observed over 90 days.,
AA-0333,NT-0486,MS-0003,The Breathing Mode,BA-015,ridge_adjacent,932,drift_capture,0.252,0.0813,48,0.693,0.774,440,False,False,False,C. Vells,retrospective_analysis,0.755,Stabilization to 0.69 achieved after drift_capture approach.,
AA-0334,NT-0084,MS-0084,Form 0084,BA-046,outer,927,drift_capture,0.1055,0.0609,38,0.618,0.686,999,False,False,False,Archive Survey Team,direct_observation,0.96,System settled into outer position of BA-046 via drift_capture.,
AA-0335,,MS-0011,Form 0011,BA-029,outer,920,drift_capture,0.2405,0.2037,31,0.718,0.688,188,True,False,False,R. Voss,form_recognition,0.635,Stabilization to 0.72 achieved after drift_capture approach.,Prior exposure to this Form documented.
AA-0336,NT-0303,MS-0098,Form 0098,BA-037,center,925,oscillating_approach,0.0456,0.1939,90,0.97,0.831,52,True,True,False,Archive Survey Team,direct_observation,0.801,Arrival at Form 0098 observed over 90 days.,Prior exposure to this Form documented. Lineage shows similar trajectory pattern.
AA-0337,NT-0136,MS-0075,Form 0075,BA-010,inner,926,drift_capture,0.0851,0.2292,89,0.802,0.813,298,False,True,False,K. Strand,direct_observation,0.97,Stabilization to 0.80 achieved after drift_capture approach.,Lineage shows similar trajectory pattern.
