boundary_id,entity_a_id,entity_a_name,entity_b_id,entity_b_name,boundary_type,boundary_strength,permeability,sharpness,boundary_coord_x,boundary_coord_y,boundary_coord_z,boundary_extent,relationship_type,tension_level,first_documented,documenter,documentation_method,confidence,description,notes
EB-0241,MS-0002,The Binary Division,MS-0063,Form 63,spatial,0.94,0.02,0.93,0.0826,-0.1417,0.0194,0.058,antipathetic,0.94,912,K. Strand,trajectory_analysis,0.95,Geographic separation observed between The Binary Division and Form 63.,
EB-0242,MS-0112,Form 112,MS-0027,The Five-Body Form,spatial,0.86,0.12,0.58,0.4978,0.3685,0.2636,0.186,antipathetic,0.65,1840,Western Archive Team,classification_boundary,0.75,Physical distance boundary documented at coordinates.,
EB-0243,MS-0112,Form 112,MS-0144,Form 144,behavioral,0.88,0.09,0.66,0.485,0.368,0.1587,0.1,antipathetic,0.91,919,Western Archive Team,historical_inference,0.89,Action patterns differ across this boundary.,
EB-0244,MS-0127,Form 127,MS-0046,Form 46,behavioral,0.49,0.34,0.95,-0.3918,-0.4382,-0.1951,0.057,sympathetic,0.39,1834,Western Archive Team,classification_boundary,0.6,Behavioral boundary: Form 127 acts differently from Form 46.,
EB-0245,MS-0041,Form 41,MS-0061,Form 61,structural,0.34,0.65,0.91,-0.3003,0.108,-0.4308,0.126,sympathetic,0.36,1832,P. Tross,classification_boundary,0.68,Form architecture differs across boundary.,
EB-0246,MS-0076,Form 76,MS-0072,Form 72,spatial,0.97,0.03,0.33,-0.1635,-0.6054,0.1879,0.068,antipathetic,0.77,1835,Western Archive Team,classification_boundary,0.92,Spatial boundary between Form 76 and Form 72 in morphospace.,
EB-0247,MS-0105,Form 105,MS-0134,Form 134,identity,0.39,0.72,0.76,0.0459,0.184,0.0455,0.108,sympathetic,0.12,1848,Western Archive Team,direct_observation,0.81,Identity boundary: where Form 105 ends and Form 134 begins.,
EB-0248,MS-0080,Form 80,MS-0099,Form 99,behavioral,0.6,0.48,0.9,-0.2082,0.3581,-0.075,0.095,neutral,0.41,928,T. Vells,classification_boundary,0.9,Behavioral separation documented in field observations.,
EB-0249,MS-0111,Form 111,MS-0120,Form 120,temporal,0.51,0.47,0.78,0.0603,-0.1833,-0.2228,0.206,sympathetic,0.27,1827,P. Tross,direct_observation,0.77,Time-based separation observed.,
EB-0250,MS-0074,Form 74,MS-0079,Form 79,structural,0.41,0.52,0.53,-0.4312,-0.5464,-0.0277,0.08,oscillating,0.34,922,Archive Survey Team,tension_measurement,0.87,Structural boundary: physical forms differ.,
EB-0251,MS-0069,Form 69,MS-0064,Form 64,categorical,0.44,0.52,0.64,0.1357,0.0812,0.0664,0.071,sympathetic,0.3,918,Independent Scholar,tension_measurement,0.65,Categorical separation—archivists classify these differently.,
EB-0252,MS-0135,Form 135,MS-0080,Form 80,behavioral,0.67,0.24,0.9,-0.2064,-0.1095,0.0926,0.129,neutral,0.49,926,Independent Scholar,historical_inference,0.73,Action patterns differ across this boundary.,
EB-0253,MS-0071,Form 71,EN-004,Capital Domain,behavioral,0.54,0.58,0.59,0.2582,-0.0775,0.392,0.098,sympathetic,0.21,921,P. Tross,trajectory_analysis,0.59,Behavioral separation documented in field observations.,
EB-0254,MS-0086,Form 86,MS-0137,Form 137,structural,0.48,0.52,0.47,-0.143,0.1074,0.3002,0.227,neutral,0.34,921,P. Tross,trajectory_analysis,0.91,Structural boundary: physical forms differ.,
EB-0255,MS-0056,Form 56,MS-0139,Form 139,temporal,0.77,0.26,0.65,-0.242,-0.1636,0.4088,0.09,antipathetic,0.51,912,T. Vells,classification_boundary,0.71,Phase boundary in temporal pattern.,
EB-0256,MS-0043,Form 43,MS-0066,Form 66,spatial,0.5,0.49,0.94,-0.6484,-0.0333,-0.1538,0.088,sympathetic,0.28,926,Archive Survey Team,direct_observation,0.93,Physical distance boundary documented at coordinates.,
EB-0257,MS-0043,Form 43,MS-0099,Form 99,structural,0.96,0.04,0.78,-0.1543,0.4407,0.4135,0.155,antipathetic,0.94,919,T. Vells,classification_boundary,0.71,Morphological separation between Form 43 and Form 99.,
EB-0258,EN-005,Yeller Quarry Region,MS-0106,Form 106,spatial,0.92,0.13,0.36,0.0829,-0.5712,0.4775,0.179,antipathetic,0.74,915,Senate Survey,trajectory_analysis,0.85,Physical distance boundary documented at coordinates.,
EB-0259,MS-0147,Form 147,MS-0148,Form 148,structural,0.6,0.43,0.34,-0.1256,0.0521,0.0794,0.051,neutral,0.5,915,K. Strand,direct_observation,0.76,Structure divergence documented.,
EB-0260,MS-0035,Form 35,MS-0038,Form 38,spatial,0.84,0.09,0.53,0.0764,0.0864,-0.3604,0.033,antipathetic,0.72,1833,P. Tross,direct_observation,0.58,Morphospace region boundary separating Form 35 from Form 38.,
EB-0261,MS-0059,Form 59,MS-0133,Form 133,temporal,0.51,0.53,0.74,0.0096,0.042,0.1089,0.042,neutral,0.37,916,Boundary Commission,direct_observation,0.87,Time-based separation observed.,
EB-0262,MS-0109,Form 109,MS-0128,Form 128,structural,0.39,0.65,0.87,0.501,0.1316,0.6503,0.232,sympathetic,0.26,927,P. Tross,direct_observation,0.77,Structural boundary: physical forms differ.,
EB-0263,MS-0132,Form 132,MS-0055,Form 55,spatial,0.84,0.13,0.84,0.0117,-0.1394,0.095,0.151,antipathetic,0.94,916,Archive Survey Team,historical_inference,0.95,Spatial boundary between Form 132 and Form 55 in morphospace.,
EB-0264,MS-0102,Form 102,MS-0045,Form 45,spatial,0.42,0.61,0.63,-0.0665,-0.6933,-0.5069,0.208,sympathetic,0.12,1841,Western Archive Team,historical_inference,0.8,Morphospace region boundary separating Form 102 from Form 45.,
EB-0265,MS-0044,Form 44,MS-0097,Form 97,spatial,0.6,0.39,0.87,-0.5004,-0.4909,-0.0855,0.188,oscillating,0.57,915,Archive Survey Team,trajectory_analysis,0.83,Morphospace region boundary separating Form 44 from Form 97.,
EB-0266,MS-0098,Form 98,MS-0046,Form 46,behavioral,0.54,0.46,0.89,-0.4725,-0.3077,-0.1353,0.232,neutral,0.57,925,Senate Survey,classification_boundary,0.91,Pattern divergence between Form 98 and Form 46 behavior.,
EB-0267,MS-0081,Form 81,MS-0124,Form 124,spatial,0.66,0.32,0.75,0.0092,-0.425,0.1203,0.246,neutral,0.31,1826,P. Tross,tension_measurement,0.61,Spatial boundary between Form 81 and Form 124 in morphospace.,
EB-0268,MS-0112,Form 112,MS-0064,Form 64,spatial,0.51,0.5,0.9,0.4426,-0.2036,0.0622,0.085,neutral,0.56,929,P. Tross,trajectory_analysis,0.73,Spatial boundary between Form 112 and Form 64 in morphospace.,
EB-0269,MS-0144,Form 144,MS-0123,Form 123,categorical,0.78,0.11,0.72,0.2894,0.114,0.6324,0.048,neutral,0.55,929,Boundary Commission,classification_boundary,0.64,Type boundary separating Form types.,
EB-0270,MS-0117,Form 117,MS-0083,Form 83,spatial,0.93,0.11,0.35,0.0791,0.0,0.1323,0.049,antipathetic,0.62,912,P. Tross,direct_observation,0.65,Morphospace region boundary separating Form 117 from Form 83.,
EB-0271,MS-0148,Form 148,MS-0099,Form 99,structural,0.37,0.67,0.81,0.1331,0.4231,0.0878,0.18,sympathetic,0.21,927,Western Archive Team,tension_measurement,0.58,Structure divergence documented.,
EB-0272,MS-0135,Form 135,MS-0069,Form 69,spatial,0.86,0.16,0.88,-0.0023,0.1327,0.1882,0.131,antipathetic,0.72,1831,Western Archive Team,historical_inference,0.85,Spatial boundary between Form 135 and Form 69 in morphospace.,
EB-0273,MS-0053,Form 53,MS-0102,Form 102,behavioral,0.38,0.62,0.67,0.0058,-0.3082,-0.4162,0.072,sympathetic,0.16,921,Archive Survey Team,classification_boundary,0.59,Behavioral separation documented in field observations.,
EB-0274,MS-0091,Form 91,MS-0147,Form 147,spatial,0.48,0.6,0.53,-0.2659,0.2393,0.0128,0.146,oscillating,0.44,926,Senate Survey,classification_boundary,0.59,Physical distance boundary documented at coordinates.,
EB-0275,EN-008,Dead River Valley,MS-0139,Form 139,spatial,0.5,0.44,0.4,-0.2501,-0.0191,0.0837,0.071,sympathetic,0.11,919,T. Vells,classification_boundary,0.95,Spatial boundary between Dead River Valley and Form 139 in morphospace.,
EB-0276,MS-0112,Form 112,MS-0038,Form 38,spatial,0.91,0.02,0.71,0.2655,0.0588,-0.2273,0.109,antipathetic,0.55,918,Boundary Commission,classification_boundary,0.87,Geographic separation observed between Form 112 and Form 38.,
EB-0277,MS-0099,Form 99,MS-0048,Form 48,spatial,0.39,0.54,0.55,0.4998,0.249,0.1549,0.239,sympathetic,0.29,914,Senate Survey,trajectory_analysis,0.59,Morphospace region boundary separating Form 99 from Form 48.,
EB-0278,MS-0060,Form 60,MS-0036,Form 36,structural,0.73,0.29,0.81,-0.2769,-0.542,0.0039,0.039,antipathetic,0.81,917,Archive Survey Team,historical_inference,0.78,Form architecture differs across boundary.,
EB-0279,MS-0101,Form 101,MS-0003,The Breathing Mode,behavioral,0.98,0.05,0.66,-0.3791,-0.1427,-0.1593,0.064,antipathetic,0.78,1830,P. Tross,trajectory_analysis,0.67,Action patterns differ across this boundary.,
EB-0280,MS-0080,Form 80,MS-0006,The Septenary Rhythm,temporal,0.84,0.09,0.9,-0.3281,-0.1889,-0.0629,0.14,neutral,0.31,921,P. Tross,historical_inference,0.69,Time-based separation observed.,
EB-0281,MS-0147,Form 147,MS-0119,Form 119,behavioral,0.51,0.41,0.49,-0.402,-0.0873,0.0151,0.149,sympathetic,0.2,920,Independent Scholar,tension_measurement,0.93,Action patterns differ across this boundary.,
EB-0282,MS-0049,Form 49,MS-0123,Form 123,structural,0.68,0.28,0.71,-0.04,-0.2103,-0.093,0.043,neutral,0.6,1849,Western Archive Team,historical_inference,0.88,Form architecture differs across boundary.,
EB-0283,EN-004,Capital Domain,MS-0092,Form 92,structural,0.5,0.53,0.78,0.6873,0.2872,0.1664,0.061,sympathetic,0.13,912,P. Tross,direct_observation,0.6,Structural boundary: physical forms differ.,
EB-0284,MS-0045,Form 45,MS-0126,Form 126,temporal,0.48,0.5,0.66,-0.65,-0.3106,-0.2723,0.066,sympathetic,0.37,915,P. Tross,historical_inference,0.93,Phase boundary in temporal pattern.,
EB-0285,MS-0065,Form 65,MS-0027,The Five-Body Form,structural,0.82,0.18,0.91,0.6316,0.6741,0.2138,0.183,antipathetic,0.65,926,P. Tross,classification_boundary,0.56,Morphological separation between Form 65 and The Five-Body Form.,
EB-0286,MS-0045,Form 45,MS-0131,Form 131,identity,0.65,0.31,0.87,-0.3964,-0.5578,-0.0477,0.083,neutral,0.39,1843,Western Archive Team,historical_inference,0.9,Self/other boundary between entities.,
EB-0287,MS-0121,Form 121,MS-0053,Form 53,categorical,0.83,0.19,0.86,-0.403,0.3957,0.0319,0.228,antipathetic,0.78,913,K. Strand,classification_boundary,0.68,Categorical separation—archivists classify these differently.,
EB-0288,MS-0063,Form 63,MS-0006,The Septenary Rhythm,spatial,0.55,0.45,0.9,0.3826,-0.2117,0.1894,0.243,sympathetic,0.36,1849,Western Archive Team,classification_boundary,0.94,Spatial boundary between Form 63 and The Septenary Rhythm in morphospace.,
EB-0289,MS-0119,Form 119,MS-0075,Form 75,categorical,0.41,0.58,0.48,-0.1657,0.1133,-0.0236,0.075,sympathetic,0.23,1844,Western Archive Team,historical_inference,0.71,Type boundary separating Form types.,
EB-0290,MS-0071,Form 71,MS-0112,Form 112,behavioral,0.78,0.22,0.84,0.101,0.066,0.1606,0.084,antipathetic,0.62,917,Archive Survey Team,classification_boundary,0.84,Action patterns differ across this boundary.,
EB-0291,MS-0124,Form 124,MS-0003,The Breathing Mode,identity,0.39,0.59,0.45,-0.3283,-0.0666,0.0901,0.029,sympathetic,0.33,912,P. Tross,direct_observation,0.74,Self/other boundary between entities.,
EB-0292,MS-0070,Form 70,MS-0135,Form 135,categorical,0.53,0.55,0.64,0.5115,-0.3931,0.6765,0.04,oscillating,0.47,927,K. Strand,tension_measurement,0.84,Categorical separation—archivists classify these differently.,
EB-0293,MS-0114,Form 114,MS-0149,Form 149,categorical,0.68,0.26,0.71,-0.0372,0.4977,-0.4518,0.117,neutral,0.34,1832,P. Tross,direct_observation,0.78,Categorical separation—archivists classify these differently.,
EB-0294,MS-0055,Form 55,MS-0119,Form 119,spatial,0.49,0.45,0.62,-0.5008,-0.1647,0.0993,0.183,sympathetic,0.21,918,Independent Scholar,direct_observation,0.63,Physical distance boundary documented at coordinates.,
EB-0295,MS-0110,Form 110,MS-0122,Form 122,categorical,0.4,0.66,0.34,-0.1392,-0.3936,-0.1226,0.066,sympathetic,0.3,1845,Western Archive Team,classification_boundary,0.67,Type boundary separating Form types.,
EB-0296,MS-0082,Form 82,MS-0133,Form 133,temporal,0.98,0.08,0.59,0.2982,0.1559,0.0107,0.222,antipathetic,0.72,1848,Western Archive Team,classification_boundary,0.72,Temporal boundary: Form 82 and Form 133 occupy different time periods.,
EB-0297,MS-0053,Form 53,MS-0031,Form 31,categorical,0.82,0.12,0.83,0.0554,0.4189,-0.3876,0.18,antipathetic,0.67,928,K. Strand,historical_inference,0.8,Category edge detected in constellation analysis.,
EB-0298,MS-0086,Form 86,MS-0147,Form 147,behavioral,0.91,0.02,0.92,-0.1332,0.1039,0.4516,0.055,antipathetic,0.6,916,Independent Scholar,trajectory_analysis,0.82,Behavioral separation documented in field observations.,
EB-0299,MS-0031,Form 31,MS-0129,Form 129,categorical,0.85,0.2,0.53,0.2531,0.7691,-0.2923,0.082,antipathetic,0.77,917,Boundary Commission,historical_inference,0.71,Type boundary separating Form types.,
EB-0300,MS-0099,Form 99,MS-0079,Form 79,structural,0.56,0.4,0.32,-0.0296,0.0548,0.3472,0.076,oscillating,0.57,1839,P. Tross,direct_observation,0.69,Form architecture differs across boundary.,
EB-0301,MS-0075,Form 75,MS-0143,Form 143,temporal,0.59,0.31,0.31,-0.0269,0.3309,-0.0838,0.164,sympathetic,0.37,1833,P. Tross,classification_boundary,0.65,Temporal boundary: Form 75 and Form 143 occupy different time periods.,
EB-0302,MS-0117,Form 117,MS-0124,Form 124,spatial,0.39,0.64,0.33,0.0177,-0.2837,0.328,0.042,sympathetic,0.32,920,Archive Survey Team,trajectory_analysis,0.63,Physical distance boundary documented at coordinates.,
EB-0303,EN-003,Western Archive Territory,MS-0124,Form 124,spatial,0.41,0.61,0.89,-0.4183,-0.1566,0.3351,0.139,sympathetic,0.35,1839,P. Tross,historical_inference,0.6,Morphospace region boundary separating Western Archive Territory from Form 124.,
EB-0304,MS-0043,Form 43,MS-0075,Form 75,identity,0.48,0.42,0.84,-0.1767,0.2704,0.3664,0.141,sympathetic,0.13,918,Western Archive Team,direct_observation,0.72,Identity boundary: where Form 43 ends and Form 75 begins.,
EB-0305,MS-0136,Form 136,MS-0046,Form 46,behavioral,0.98,0.02,0.7,0.0928,-0.4498,0.2153,0.168,antipathetic,0.73,926,P. Tross,direct_observation,0.86,Behavioral separation documented in field observations.,
EB-0306,EN-007,Northo Highlands,MS-0149,Form 149,spatial,0.62,0.39,0.77,0.085,0.5927,0.0207,0.11,oscillating,0.54,1833,P. Tross,tension_measurement,0.56,Morphospace region boundary separating Northo Highlands from Form 149.,
EB-0307,MS-0074,Form 74,MS-0064,Form 64,structural,0.84,0.11,0.33,0.0581,-0.5762,0.0666,0.228,antipathetic,0.85,1835,Western Archive Team,classification_boundary,0.67,Morphological separation between Form 74 and Form 64.,
EB-0308,MS-0093,Form 93,MS-0099,Form 99,spatial,0.48,0.44,0.61,0.4738,0.6593,0.3488,0.109,neutral,0.5,922,T. Vells,direct_observation,0.56,Spatial boundary between Form 93 and Form 99 in morphospace.,
EB-0309,EN-004,Capital Domain,MS-0035,Form 35,temporal,0.49,0.52,0.61,0.2537,-0.0289,-0.2645,0.09,sympathetic,0.33,1842,Western Archive Team,trajectory_analysis,0.71,Before/after boundary in developmental sequence.,
EB-0310,MS-0106,Form 106,MS-0109,Form 109,spatial,0.8,0.21,0.53,0.0585,-0.0674,0.5856,0.04,neutral,0.52,919,Boundary Commission,trajectory_analysis,0.72,Spatial boundary between Form 106 and Form 109 in morphospace.,
EB-0311,MS-0048,Form 48,MS-0056,Form 56,categorical,0.92,0.05,0.5,0.048,-0.4175,0.0821,0.023,antipathetic,0.72,1843,P. Tross,classification_boundary,0.61,Category edge detected in constellation analysis.,
EB-0312,MS-0040,Form 40,MS-0131,Form 131,identity,0.63,0.41,0.36,-0.3529,-0.2871,0.0536,0.026,neutral,0.6,926,Senate Survey,direct_observation,0.82,Entity boundary defining distinct identities.,
EB-0313,MS-0064,Form 64,MS-0118,Form 118,spatial,0.32,0.59,0.55,0.1618,-0.4541,0.1146,0.036,sympathetic,0.35,1841,P. Tross,tension_measurement,0.88,Physical distance boundary documented at coordinates.,
EB-0314,MS-0143,Form 143,MS-0059,Form 59,spatial,0.53,0.49,0.61,-0.276,0.4123,-0.2433,0.077,oscillating,0.58,926,P. Tross,historical_inference,0.75,Morphospace region boundary separating Form 143 from Form 59.,
EB-0315,MS-0126,Form 126,MS-0115,Form 115,spatial,0.33,0.73,0.89,-0.3689,-0.1439,-0.438,0.103,sympathetic,0.12,914,P. Tross,trajectory_analysis,0.73,Physical distance boundary documented at coordinates.,
EB-0316,MS-0055,Form 55,MS-0038,Form 38,spatial,0.53,0.57,0.72,-0.0747,-0.161,0.2278,0.065,neutral,0.36,916,Archive Survey Team,historical_inference,0.88,Physical distance boundary documented at coordinates.,
EB-0317,EN-002,The Dens Boundary,MS-0057,Form 57,spatial,0.79,0.17,0.59,-0.3999,0.5076,0.1006,0.119,antipathetic,0.84,916,Archive Survey Team,tension_measurement,0.77,Geographic separation observed between The Dens Boundary and Form 57.,
EB-0318,MS-0116,Form 116,MS-0072,Form 72,behavioral,0.64,0.3,0.3,-0.6401,-0.2599,0.5698,0.084,oscillating,0.39,1833,Western Archive Team,historical_inference,0.61,Behavioral separation documented in field observations.,
EB-0319,MS-0067,Form 67,MS-0130,Form 130,temporal,0.76,0.18,0.92,-0.4198,-0.0861,-0.4889,0.146,neutral,0.47,917,Independent Scholar,historical_inference,0.76,Before/after boundary in developmental sequence.,
EB-0320,EN-011,Cluster Beta,MS-0096,Form 96,spatial,0.42,0.6,0.82,-0.2529,-0.5124,-0.203,0.159,sympathetic,0.29,921,K. Strand,historical_inference,0.57,Morphospace region boundary separating Cluster Beta from Form 96.,
EB-0321,MS-0035,Form 35,MS-0048,Form 48,spatial,0.69,0.27,0.52,0.2935,0.0481,-0.3575,0.101,oscillating,0.49,1844,Western Archive Team,tension_measurement,0.57,Spatial boundary between Form 35 and Form 48 in morphospace.,
EB-0322,MS-0060,Form 60,MS-0082,Form 82,categorical,0.98,0.06,0.37,0.128,0.0058,0.1625,0.078,antipathetic,0.8,915,P. Tross,trajectory_analysis,0.77,Categorical separation—archivists classify these differently.,
EB-0323,MS-0065,Form 65,MS-0043,Form 43,categorical,0.96,0.02,0.72,-0.0377,0.5178,-0.0157,0.214,antipathetic,0.56,1831,Western Archive Team,trajectory_analysis,0.74,Categorical separation—archivists classify these differently.,
EB-0324,MS-0129,Form 129,MS-0141,Form 141,categorical,0.98,0.04,0.61,0.0214,0.375,-0.116,0.065,antipathetic,0.74,1846,P. Tross,tension_measurement,0.79,Classification boundary: Form 129 and Form 141 belong to distinct categories.,
EB-0325,MS-0086,Form 86,MS-0105,Form 105,structural,0.69,0.29,0.68,-0.0544,0.237,0.601,0.067,neutral,0.54,918,T. Vells,direct_observation,0.63,Form architecture differs across boundary.,
EB-0326,EN-003,Western Archive Territory,MS-0076,Form 76,temporal,0.75,0.23,0.37,-0.0227,-0.1308,-0.0673,0.024,neutral,0.4,929,Boundary Commission,direct_observation,0.71,Before/after boundary in developmental sequence.,
EB-0327,MS-0097,Form 97,MS-0052,Form 52,spatial,0.52,0.39,0.49,-0.6976,-0.4274,0.0862,0.092,sympathetic,0.16,922,P. Tross,historical_inference,0.69,Spatial boundary between Form 97 and Form 52 in morphospace.,
EB-0328,MS-0044,Form 44,MS-0135,Form 135,categorical,0.34,0.7,0.81,-0.0126,-0.4798,0.4972,0.139,sympathetic,0.31,916,Archive Survey Team,direct_observation,0.59,Category edge detected in constellation analysis.,
EB-0329,MS-0061,Form 61,MS-0001,The Quintic Cycle,spatial,0.42,0.57,0.84,-0.1229,0.0136,-0.1714,0.063,sympathetic,0.25,1846,P. Tross,direct_observation,0.88,Geographic separation observed between Form 61 and The Quintic Cycle.,
EB-0330,EN-008,Dead River Valley,MS-0141,Form 141,categorical,0.58,0.46,0.58,-0.2395,-0.2638,-0.3626,0.072,neutral,0.58,915,Independent Scholar,historical_inference,0.87,Classification boundary: Dead River Valley and Form 141 belong to distinct categories.,
EB-0331,MS-0005,The Triad Form,MS-0051,Form 51,categorical,0.39,0.68,0.84,-0.3911,0.433,-0.1756,0.132,sympathetic,0.26,1849,P. Tross,trajectory_analysis,0.65,Categorical separation—archivists classify these differently.,
EB-0332,MS-0048,Form 48,MS-0096,Form 96,spatial,0.48,0.54,0.67,0.2369,-0.3354,-0.296,0.106,oscillating,0.45,1841,P. Tross,trajectory_analysis,0.59,Spatial boundary between Form 48 and Form 96 in morphospace.,
EB-0333,MS-0129,Form 129,MS-0107,Form 107,temporal,0.79,0.23,0.9,0.342,0.5509,-0.0999,0.246,antipathetic,0.73,1828,P. Tross,tension_measurement,0.64,Before/after boundary in developmental sequence.,
EB-0334,MS-0118,Form 118,MS-0084,Form 84,behavioral,0.38,0.64,0.34,-0.5259,-0.5794,-0.0758,0.233,sympathetic,0.37,926,P. Tross,historical_inference,0.68,Action patterns differ across this boundary.,
EB-0335,MS-0044,Form 44,MS-0065,Form 65,categorical,0.63,0.39,0.8,0.1023,0.0648,-0.0995,0.205,sympathetic,0.13,913,Boundary Commission,historical_inference,0.85,Categorical separation—archivists classify these differently.,
EB-0336,MS-0113,Form 113,MS-0030,Form 30,temporal,0.56,0.41,0.62,-0.0806,-0.1033,0.5005,0.028,neutral,0.55,930,Boundary Commission,direct_observation,0.78,Before/after boundary in developmental sequence.,
EB-0337,MS-0140,Form 140,MS-0043,Form 43,behavioral,0.72,0.29,0.94,-0.3939,0.5267,-0.0748,0.049,neutral,0.6,918,Boundary Commission,classification_boundary,0.61,Pattern divergence between Form 140 and Form 43 behavior.,
EB-0338,MS-0096,Form 96,MS-0031,Form 31,identity,0.98,0.02,0.92,0.1893,0.0678,-0.5918,0.083,antipathetic,0.52,924,T. Vells,classification_boundary,0.79,Identity boundary: where Form 96 ends and Form 31 begins.,
EB-0339,MS-0065,Form 65,MS-0075,Form 75,categorical,0.52,0.5,0.66,0.4142,0.4508,-0.0804,0.114,sympathetic,0.32,1832,P. Tross,direct_observation,0.7,Categorical separation—archivists classify these differently.,
EB-0340,MS-0034,Form 34,MS-0085,Form 85,temporal,0.32,0.67,0.94,-0.7511,0.4857,-0.0268,0.161,sympathetic,0.18,929,Senate Survey,tension_measurement,0.62,Temporal boundary: Form 34 and Form 85 occupy different time periods.,
EB-0341,MS-0086,Form 86,MS-0130,Form 130,categorical,0.81,0.19,0.47,-0.109,-0.1331,0.0862,0.204,neutral,0.56,929,Archive Survey Team,tension_measurement,0.61,Category edge detected in constellation analysis.,
EB-0342,MS-0119,Form 119,MS-0137,Form 137,spatial,0.56,0.45,0.85,-0.4119,-0.0838,-0.1363,0.081,neutral,0.33,1846,P. Tross,trajectory_analysis,0.82,Morphospace region boundary separating Form 119 from Form 137.,
EB-0343,MS-0141,Form 141,MS-0057,Form 57,categorical,0.44,0.67,0.62,0.0606,0.0437,-0.112,0.058,sympathetic,0.24,925,T. Vells,classification_boundary,0.72,Category edge detected in constellation analysis.,
EB-0344,MS-0090,Form 90,MS-0140,Form 140,categorical,0.51,0.43,0.49,-0.1723,0.6777,-0.1216,0.214,sympathetic,0.34,920,K. Strand,trajectory_analysis,0.82,Categorical separation—archivists classify these differently.,
EB-0345,EN-008,Dead River Valley,MS-0005,The Triad Form,categorical,0.8,0.17,0.51,-0.375,0.06,-0.025,0.187,antipathetic,0.54,1848,Western Archive Team,historical_inference,0.76,Category edge detected in constellation analysis.,
EB-0346,MS-0099,Form 99,MS-0145,Form 145,spatial,0.98,0.03,0.83,0.1003,-0.0,0.1955,0.105,antipathetic,0.75,930,Western Archive Team,tension_measurement,0.61,Geographic separation observed between Form 99 and Form 145.,
EB-0347,MS-0057,Form 57,MS-0047,Form 47,behavioral,0.39,0.62,0.58,0.2223,-0.3014,-0.0613,0.073,sympathetic,0.18,918,Archive Survey Team,trajectory_analysis,0.65,Action patterns differ across this boundary.,
EB-0348,MS-0043,Form 43,MS-0077,Form 77,categorical,0.71,0.35,0.51,0.0668,0.5159,0.1541,0.068,oscillating,0.56,928,Archive Survey Team,classification_boundary,0.7,Category edge detected in constellation analysis.,
EB-0349,MS-0050,Form 50,MS-0092,Form 92,spatial,0.79,0.18,0.56,0.3609,0.4725,0.3498,0.155,neutral,0.34,916,Archive Survey Team,historical_inference,0.71,Spatial boundary between Form 50 and Form 92 in morphospace.,
EB-0350,MS-0114,Form 114,EN-006,Tower of Mirado,spatial,0.81,0.27,0.5,0.0277,0.505,-0.0225,0.096,neutral,0.43,914,Boundary Commission,historical_inference,0.81,Geographic separation observed between Form 114 and Tower of Mirado.,
