correction_id,trajectory_id,perturbation_year,perturbation_type,perturbation_magnitude,original_target_id,off_course_location_x,off_course_location_y,off_course_location_z,correction_type,correction_duration,correction_distance,energy_cost,correction_mechanism,correction_quality,outcome,final_form_id,delay_caused,documenter,observation_method,confidence,description,notes
CC-0203,,921,navigation_error,0.2273,MS-0047,-0.8344,0.5447,-0.2874,immediate_return,13,0.275,3.169,gradient_following,0.831,original_target_reached,MS-0047,13,C. Vells,before_after_comparison,0.952,Correction from navigation_error perturbation via immediate_return. original_target_reached.,
CC-0204,NT-0127,918,boundary_encounter,0.0854,MS-0016,0.9792,0.3718,-0.0747,target_revision,58,0.6766,3.408,trial_and_error,0.324,original_target_reached,MS-0016,58,K. Strand,continuous_tracking,0.798,Correction from boundary_encounter perturbation via target_revision. original_target_reached.,
CC-0205,,926,competing_signal,0.6865,MS-0020,0.5273,0.5089,0.2278,full_restart,178,1.3829,1.868,attractor_memory,0.841,original_target_reached,MS-0020,178,T. Vells,continuous_tracking,0.78,Correction from competing_signal perturbation via full_restart. original_target_reached.,
CC-0206,NT-0083,932,competing_signal,0.5825,MS-0024,0.0002,-0.6457,-0.8985,immediate_return,7,0.2872,2.633,attractor_memory,1.0,alternative_target,MS-0003,0,K. Strand,before_after_comparison,0.947,Correction from competing_signal perturbation via immediate_return. alternative_target.,
CC-0207,,920,substrate_damage,0.4436,MS-0065,0.8757,0.051,0.2187,assisted_correction,48,0.5949,3.918,attractor_memory,0.474,alternative_target,MS-0014,0,Archive Survey Team,continuous_tracking,0.519,Correction from substrate_damage perturbation via assisted_correction. alternative_target.,
CC-0208,NT-0093,923,interference_agent,0.2533,MS-0030,-0.5085,0.0753,0.8463,target_revision,37,0.7845,3.972,attractor_memory,0.54,correction_failed,,0,R. Voss,continuous_tracking,0.536,Correction from interference_agent perturbation via target_revision. correction_failed.,
CC-0209,NT-0107,926,substrate_damage,0.6806,MS-0055,0.0634,0.0255,0.8318,target_revision,49,0.2254,1.452,gradient_following,0.693,delayed_arrival,MS-0081,94,K. Strand,entity_report,0.916,Correction from substrate_damage perturbation via target_revision. delayed_arrival.,
CC-0210,,923,environmental_force,0.5492,MS-0095,0.5195,0.1741,-0.6694,assisted_correction,57,0.7508,1.278,gradient_following,0.689,alternative_target,MS-0074,0,T. Vells,before_after_comparison,0.665,Correction from environmental_force perturbation via assisted_correction. alternative_target.,
CC-0211,NT-0070,921,navigation_error,0.1362,MS-0060,-0.7237,0.345,-0.6277,alternative_path,16,0.1362,1.139,external_guidance,0.77,delayed_arrival,MS-0068,140,T. Vells,entity_report,0.966,Correction from navigation_error perturbation via alternative_path. delayed_arrival.,
CC-0212,,929,navigation_error,0.1865,MS-0089,0.793,0.425,-0.8577,alternative_path,35,0.1081,2.185,landmark_recognition,0.326,overcorrection,,0,K. Strand,continuous_tracking,0.78,Correction from navigation_error perturbation via alternative_path. overcorrection.,
CC-0213,NT-0258,922,navigation_error,0.4062,MS-0054,-0.3351,0.0255,-0.2792,target_revision,55,0.6646,2.692,inherited_pattern,0.312,original_target_reached,MS-0054,55,C. Vells,continuous_tracking,0.539,Correction from navigation_error perturbation via target_revision. original_target_reached.,
CC-0214,NT-0147,926,environmental_force,0.3633,MS-0089,0.4417,-0.7034,0.3474,full_restart,109,0.7181,4.528,inherited_pattern,0.389,original_target_reached,MS-0089,109,C. Vells,continuous_tracking,0.881,Correction from environmental_force perturbation via full_restart. original_target_reached.,
CC-0215,,918,attractor_shift,0.1028,MS-0084,0.3684,-0.7877,-0.4807,immediate_return,1,0.1892,1.184,trial_and_error,0.823,partial_recovery,,0,K. Strand,continuous_tracking,0.769,Correction from attractor_shift perturbation via immediate_return. partial_recovery.,
CC-0216,NT-0197,931,dens_fluctuation,0.673,MS-0046,-0.3984,-0.3557,0.9308,alternative_path,44,0.7293,1.75,external_guidance,0.405,original_target_reached,MS-0046,44,C. Vells,entity_report,0.839,Correction from dens_fluctuation perturbation via alternative_path. original_target_reached.,
CC-0217,NT-0008,926,substrate_damage,0.4713,MS-0088,-0.5698,0.6175,0.9326,alternative_path,15,0.5135,2.2,attractor_memory,0.983,alternative_target,MS-0002,0,T. Vells,entity_report,0.924,Correction from substrate_damage perturbation via alternative_path. alternative_target.,
CC-0218,NT-0218,920,environmental_force,0.1388,MS-0039,0.1144,0.2879,0.5359,full_restart,126,0.9603,4.381,inherited_pattern,0.577,correction_failed,,0,R. Voss,entity_report,0.707,Correction from environmental_force perturbation via full_restart. correction_failed.,
CC-0219,NT-0302,921,environmental_force,0.2546,MS-0096,-0.3398,0.0259,-0.7851,gradual_correction,40,0.6147,2.887,external_guidance,0.572,original_target_reached,MS-0096,40,R. Voss,before_after_comparison,0.663,Correction from environmental_force perturbation via gradual_correction. original_target_reached.,
CC-0220,,925,environmental_force,0.1967,MS-0069,-0.6349,0.2194,-0.8746,full_restart,171,0.6649,2.403,trial_and_error,0.491,original_target_reached,MS-0069,171,K. Strand,trajectory_reconstruction,0.748,Correction from environmental_force perturbation via full_restart. original_target_reached.,
CC-0221,NT-0391,928,dens_fluctuation,0.512,MS-0044,-0.0476,-0.9403,-0.0484,immediate_return,7,0.2387,1.519,gradient_following,0.518,correction_failed,,0,K. Strand,continuous_tracking,0.948,Correction from dens_fluctuation perturbation via immediate_return. correction_failed.,
CC-0222,NT-0078,926,interference_agent,0.7296,MS-0099,-0.691,-0.4842,-0.9542,alternative_path,48,0.3577,2.363,attractor_memory,0.439,delayed_arrival,MS-0026,185,C. Vells,before_after_comparison,0.988,Correction from interference_agent perturbation via alternative_path. delayed_arrival.,
CC-0223,NT-0296,930,competing_signal,0.0888,MS-0002,-0.3501,0.0021,0.8032,assisted_correction,24,0.1743,3.836,landmark_recognition,0.557,original_target_reached,MS-0002,24,T. Vells,before_after_comparison,0.941,Correction from competing_signal perturbation via assisted_correction. original_target_reached.,
CC-0224,NT-0097,932,dens_fluctuation,0.4603,MS-0099,-0.3764,0.4861,-0.2703,immediate_return,10,0.2116,3.333,trial_and_error,1.0,original_target_reached,MS-0099,10,Archive Survey Team,entity_report,0.799,Correction from dens_fluctuation perturbation via immediate_return. original_target_reached.,
CC-0225,NT-0016,919,substrate_damage,0.5725,MS-0032,0.4248,0.8481,-0.9518,alternative_path,40,0.1292,2.373,trial_and_error,0.578,original_target_reached,MS-0032,40,R. Voss,continuous_tracking,0.807,Correction from substrate_damage perturbation via alternative_path. original_target_reached.,
CC-0226,,927,boundary_encounter,0.5215,MS-0004,-0.061,-0.8971,-0.7859,immediate_return,3,0.241,3.344,inherited_pattern,0.667,original_target_reached,MS-0004,3,T. Vells,entity_report,0.961,Correction from boundary_encounter perturbation via immediate_return. original_target_reached.,
CC-0227,,922,environmental_force,0.4599,MS-0009,0.9938,0.7104,-0.4219,immediate_return,9,0.2125,1.973,trial_and_error,0.946,original_target_reached,MS-0009,9,K. Strand,before_after_comparison,0.759,Correction from environmental_force perturbation via immediate_return. original_target_reached.,
CC-0228,,924,environmental_force,0.254,MS-0094,0.505,0.9159,0.8747,immediate_return,8,0.0807,2.433,attractor_memory,1.0,original_target_reached,MS-0094,8,K. Strand,entity_report,0.752,Correction from environmental_force perturbation via immediate_return. original_target_reached.,
CC-0229,,919,interference_agent,0.3259,MS-0019,0.4105,0.0803,0.3418,target_revision,42,0.4967,1.307,landmark_recognition,0.666,original_target_reached,MS-0019,42,C. Vells,entity_report,0.685,Correction from interference_agent perturbation via target_revision. original_target_reached.,
CC-0230,NT-0221,926,substrate_damage,0.3537,MS-0074,0.2025,0.1182,-0.09,assisted_correction,47,0.2377,1.366,attractor_memory,0.316,overcorrection,,0,C. Vells,before_after_comparison,0.736,Correction from substrate_damage perturbation via assisted_correction. overcorrection.,
CC-0231,NT-0218,925,attractor_shift,0.4896,MS-0098,0.492,-0.9165,-0.5097,gradual_correction,27,0.7048,3.957,attractor_memory,1.0,original_target_reached,MS-0098,27,R. Voss,trajectory_reconstruction,0.869,Correction from attractor_shift perturbation via gradual_correction. original_target_reached.,
CC-0232,NT-0361,922,dens_fluctuation,0.7588,MS-0011,0.3544,0.3466,0.2334,alternative_path,38,0.6554,1.005,gradient_following,0.492,overcorrection,,0,R. Voss,continuous_tracking,0.751,Correction from dens_fluctuation perturbation via alternative_path. overcorrection.,
CC-0233,,927,navigation_error,0.1587,MS-0052,-0.2262,-0.0182,0.5925,target_revision,50,0.5905,3.443,attractor_memory,0.604,original_target_reached,MS-0052,50,T. Vells,before_after_comparison,0.698,Correction from navigation_error perturbation via target_revision. original_target_reached.,
CC-0234,NT-0235,922,competing_signal,0.4107,MS-0048,0.1007,0.6696,0.4815,alternative_path,51,0.7412,1.212,gradient_following,0.771,delayed_arrival,MS-0025,154,K. Strand,continuous_tracking,0.625,Correction from competing_signal perturbation via alternative_path. delayed_arrival.,
CC-0235,NT-0185,918,boundary_encounter,0.1727,MS-0100,0.6223,-0.4968,-0.4312,immediate_return,3,0.0931,3.199,attractor_memory,1.0,original_target_reached,MS-0100,3,K. Strand,trajectory_reconstruction,0.7,Correction from boundary_encounter perturbation via immediate_return. original_target_reached.,
CC-0236,,928,substrate_damage,0.1745,MS-0077,-0.9929,-0.7146,-0.5486,gradual_correction,30,0.492,2.392,attractor_memory,1.0,delayed_arrival,MS-0085,159,T. Vells,continuous_tracking,0.727,Correction from substrate_damage perturbation via gradual_correction. delayed_arrival.,
CC-0237,,926,attractor_shift,0.7818,MS-0053,-0.8496,-0.4884,0.1569,target_revision,51,0.3554,1.292,landmark_recognition,0.993,alternative_target,MS-0010,0,K. Strand,continuous_tracking,0.832,Correction from attractor_shift perturbation via target_revision. alternative_target.,
CC-0238,NT-0056,926,attractor_shift,0.5737,MS-0078,-0.7797,-0.4631,0.4174,assisted_correction,23,0.2747,1.044,trial_and_error,0.658,alternative_target,MS-0038,0,C. Vells,trajectory_reconstruction,0.574,Correction from attractor_shift perturbation via assisted_correction. alternative_target.,
CC-0239,NT-0229,923,substrate_damage,0.2976,MS-0095,0.6672,0.1829,-0.3333,immediate_return,7,0.0619,3.49,landmark_recognition,0.589,original_target_reached,MS-0095,7,C. Vells,continuous_tracking,0.971,Correction from substrate_damage perturbation via immediate_return. original_target_reached.,
CC-0240,,932,navigation_error,0.2276,MS-0051,-0.8351,-0.7122,-0.7427,assisted_correction,49,0.5045,1.725,attractor_memory,0.56,original_target_reached,MS-0051,49,R. Voss,entity_report,0.963,Correction from navigation_error perturbation via assisted_correction. original_target_reached.,
CC-0241,NT-0075,926,competing_signal,0.2488,MS-0057,-0.9321,0.1445,-0.9012,assisted_correction,18,0.153,2.221,gradient_following,0.457,delayed_arrival,MS-0052,73,K. Strand,trajectory_reconstruction,0.543,Correction from competing_signal perturbation via assisted_correction. delayed_arrival.,
CC-0242,NT-0405,929,navigation_error,0.123,MS-0084,0.4955,-0.5176,-0.2257,assisted_correction,10,0.6485,3.145,gradient_following,0.383,delayed_arrival,MS-0098,34,R. Voss,before_after_comparison,0.593,Correction from navigation_error perturbation via assisted_correction. delayed_arrival.,
CC-0243,NT-0372,928,dens_fluctuation,0.3669,MS-0092,-0.3789,-0.1364,0.1899,full_restart,65,1.1736,3.502,external_guidance,0.666,alternative_target,MS-0022,0,R. Voss,continuous_tracking,0.815,Correction from dens_fluctuation perturbation via full_restart. alternative_target.,
CC-0244,NT-0289,920,navigation_error,0.1191,MS-0035,-0.1584,-0.8653,-0.9903,gradual_correction,41,0.7143,1.007,trial_and_error,0.675,alternative_target,MS-0098,0,T. Vells,entity_report,0.587,Correction from navigation_error perturbation via gradual_correction. alternative_target.,
CC-0245,,926,dens_fluctuation,0.0897,MS-0042,-0.3428,0.1265,-0.1702,immediate_return,7,0.2069,2.952,trial_and_error,1.0,original_target_reached,MS-0042,7,K. Strand,before_after_comparison,0.708,Correction from dens_fluctuation perturbation via immediate_return. original_target_reached.,
CC-0246,NT-0017,926,attractor_shift,0.0929,MS-0092,-0.5834,0.9129,0.0514,immediate_return,10,0.1288,2.022,attractor_memory,0.922,alternative_target,MS-0056,0,R. Voss,before_after_comparison,0.639,Correction from attractor_shift perturbation via immediate_return. alternative_target.,
CC-0247,NT-0479,922,competing_signal,0.6353,MS-0080,-0.9974,-0.0945,0.6688,immediate_return,12,0.217,2.928,gradient_following,0.584,correction_failed,,0,T. Vells,continuous_tracking,0.981,Correction from competing_signal perturbation via immediate_return. correction_failed.,
CC-0248,NT-0230,920,substrate_damage,0.0625,MS-0065,0.8933,-0.7667,0.3245,immediate_return,1,0.186,1.173,trial_and_error,0.75,correction_failed,,0,C. Vells,entity_report,0.745,Correction from substrate_damage perturbation via immediate_return. correction_failed.,
CC-0249,,923,boundary_encounter,0.6648,MS-0085,0.4181,-0.331,0.4245,assisted_correction,26,0.2319,2.887,unknown,0.306,alternative_target,MS-0075,0,C. Vells,entity_report,0.915,Correction from boundary_encounter perturbation via assisted_correction. alternative_target.,
CC-0250,,921,boundary_encounter,0.4267,MS-0093,0.589,0.1849,0.4255,gradual_correction,13,0.715,2.216,attractor_memory,1.0,original_target_reached,MS-0093,13,C. Vells,entity_report,0.726,Correction from boundary_encounter perturbation via gradual_correction. original_target_reached.,
CC-0251,NT-0417,918,environmental_force,0.7814,MS-0049,-0.9917,-0.0473,-0.8646,gradual_correction,22,0.3596,2.968,external_guidance,0.833,original_target_reached,MS-0049,22,T. Vells,trajectory_reconstruction,0.714,Correction from environmental_force perturbation via gradual_correction. original_target_reached.,
CC-0252,,920,competing_signal,0.5209,MS-0086,0.0941,0.0614,0.9695,alternative_path,42,0.6907,1.378,attractor_memory,0.621,alternative_target,MS-0063,0,R. Voss,continuous_tracking,0.821,Correction from competing_signal perturbation via alternative_path. alternative_target.,
CC-0253,,919,attractor_shift,0.6942,MS-0028,-0.8215,0.0021,-0.2038,immediate_return,5,0.2867,3.717,unknown,0.883,alternative_target,MS-0037,0,R. Voss,before_after_comparison,0.644,Correction from attractor_shift perturbation via immediate_return. alternative_target.,
CC-0254,,927,environmental_force,0.1414,MS-0038,0.6471,-0.681,0.8613,immediate_return,9,0.2947,2.924,trial_and_error,0.56,partial_recovery,,0,Archive Survey Team,entity_report,0.993,Correction from environmental_force perturbation via immediate_return. partial_recovery.,
CC-0255,,928,boundary_encounter,0.0651,MS-0055,0.0041,0.9283,0.7396,gradual_correction,22,0.6319,3.255,trial_and_error,0.631,overcorrection,,0,R. Voss,entity_report,0.642,Correction from boundary_encounter perturbation via gradual_correction. overcorrection.,
CC-0256,NT-0287,932,navigation_error,0.7316,MS-0062,0.1116,0.4109,0.2464,assisted_correction,59,0.5494,3.141,trial_and_error,0.891,original_target_reached,MS-0062,59,K. Strand,continuous_tracking,0.559,Correction from navigation_error perturbation via assisted_correction. original_target_reached.,
CC-0257,NT-0243,920,interference_agent,0.1841,MS-0058,-0.1091,-0.7213,-0.7363,assisted_correction,29,0.393,2.826,attractor_memory,0.966,original_target_reached,MS-0058,29,T. Vells,continuous_tracking,0.685,Correction from interference_agent perturbation via assisted_correction. original_target_reached.,
CC-0258,NT-0311,930,boundary_encounter,0.6556,MS-0020,0.478,0.9114,-0.3683,immediate_return,2,0.0611,3.893,gradient_following,1.0,original_target_reached,MS-0020,2,R. Voss,before_after_comparison,0.549,Correction from boundary_encounter perturbation via immediate_return. original_target_reached.,
CC-0259,NT-0401,924,environmental_force,0.688,MS-0057,-0.1766,0.4429,0.3962,target_revision,47,0.1329,1.247,trial_and_error,0.751,correction_failed,,0,Archive Survey Team,continuous_tracking,0.905,Correction from environmental_force perturbation via target_revision. correction_failed.,
CC-0260,,927,competing_signal,0.0789,MS-0095,0.8466,0.8497,0.4577,gradual_correction,17,0.4266,3.522,gradient_following,0.817,original_target_reached,MS-0095,17,Archive Survey Team,trajectory_reconstruction,0.689,Correction from competing_signal perturbation via gradual_correction. original_target_reached.,
CC-0261,,931,environmental_force,0.6221,MS-0054,-0.1257,0.439,0.2204,immediate_return,10,0.2408,2.705,landmark_recognition,1.0,original_target_reached,MS-0054,10,C. Vells,continuous_tracking,0.512,Correction from environmental_force perturbation via immediate_return. original_target_reached.,
CC-0262,,922,boundary_encounter,0.1044,MS-0053,-0.3851,0.2595,-0.5878,alternative_path,47,0.2204,2.773,gradient_following,0.669,correction_failed,,0,R. Voss,entity_report,0.595,Correction from boundary_encounter perturbation via alternative_path. correction_failed.,
CC-0263,NT-0255,921,navigation_error,0.1667,MS-0041,-0.0303,-0.4467,0.269,gradual_correction,50,0.1598,2.635,attractor_memory,0.746,original_target_reached,MS-0041,50,R. Voss,entity_report,0.863,Correction from navigation_error perturbation via gradual_correction. original_target_reached.,
CC-0264,NT-0116,921,boundary_encounter,0.2809,MS-0076,-0.7054,-0.9644,-0.0299,alternative_path,51,0.7567,1.858,gradient_following,0.763,delayed_arrival,MS-0063,37,Archive Survey Team,continuous_tracking,0.564,Correction from boundary_encounter perturbation via alternative_path. delayed_arrival.,
CC-0265,NT-0472,921,boundary_encounter,0.667,MS-0040,0.9574,0.1908,-0.7543,assisted_correction,46,0.1072,1.274,trial_and_error,0.707,alternative_target,MS-0018,0,T. Vells,continuous_tracking,0.775,Correction from boundary_encounter perturbation via assisted_correction. alternative_target.,
CC-0266,NT-0458,924,environmental_force,0.6065,MS-0066,-0.3432,-0.6631,0.9261,assisted_correction,24,0.3617,1.853,gradient_following,0.486,alternative_target,MS-0022,0,K. Strand,continuous_tracking,0.907,Correction from environmental_force perturbation via assisted_correction. alternative_target.,
CC-0267,NT-0089,921,attractor_shift,0.4732,MS-0098,0.7346,0.9515,-0.5162,target_revision,42,0.6403,2.531,external_guidance,0.567,delayed_arrival,MS-0049,164,K. Strand,trajectory_reconstruction,0.547,Correction from attractor_shift perturbation via target_revision. delayed_arrival.,
CC-0268,NT-0222,922,navigation_error,0.1801,MS-0058,-0.8183,0.0929,0.103,target_revision,35,0.6475,2.665,external_guidance,0.376,original_target_reached,MS-0058,35,R. Voss,trajectory_reconstruction,0.741,Correction from navigation_error perturbation via target_revision. original_target_reached.,
CC-0269,NT-0329,922,environmental_force,0.4051,MS-0056,0.409,-0.5581,0.9094,target_revision,36,0.2615,3.801,gradient_following,0.822,original_target_reached,MS-0056,36,Archive Survey Team,continuous_tracking,0.994,Correction from environmental_force perturbation via target_revision. original_target_reached.,
CC-0270,NT-0500,930,navigation_error,0.0862,MS-0066,-0.5131,0.8654,-0.1993,target_revision,26,0.7363,3.667,unknown,0.906,original_target_reached,MS-0066,26,Archive Survey Team,continuous_tracking,0.627,Correction from navigation_error perturbation via target_revision. original_target_reached.,
CC-0271,NT-0396,923,boundary_encounter,0.1979,MS-0055,-0.8422,0.5758,0.3032,immediate_return,5,0.1904,2.855,gradient_following,0.511,overcorrection,,0,R. Voss,entity_report,0.835,Correction from boundary_encounter perturbation via immediate_return. overcorrection.,
CC-0272,,918,boundary_encounter,0.4519,MS-0070,0.5659,0.3074,0.2832,gradual_correction,45,0.2743,3.593,inherited_pattern,1.0,partial_recovery,,0,K. Strand,trajectory_reconstruction,0.781,Correction from boundary_encounter perturbation via gradual_correction. partial_recovery.,
CC-0273,,919,navigation_error,0.26,MS-0081,0.2066,0.3852,-0.9772,gradual_correction,46,0.4532,3.767,attractor_memory,1.0,original_target_reached,MS-0081,46,K. Strand,before_after_comparison,0.568,Correction from navigation_error perturbation via gradual_correction. original_target_reached.,
CC-0274,NT-0188,932,boundary_encounter,0.7455,MS-0060,-0.3304,0.0035,-0.8605,gradual_correction,10,0.5953,2.946,landmark_recognition,0.604,delayed_arrival,MS-0018,152,K. Strand,trajectory_reconstruction,0.739,Correction from boundary_encounter perturbation via gradual_correction. delayed_arrival.,
CC-0275,,930,environmental_force,0.7006,MS-0025,-0.6145,0.6055,-0.9872,gradual_correction,59,0.5661,1.258,gradient_following,1.0,correction_failed,,0,C. Vells,before_after_comparison,0.67,Correction from environmental_force perturbation via gradual_correction. correction_failed.,
CC-0276,NT-0031,918,dens_fluctuation,0.1802,MS-0039,0.9066,-0.3911,0.2943,assisted_correction,59,0.4013,2.921,gradient_following,0.99,original_target_reached,MS-0039,59,T. Vells,continuous_tracking,0.605,Correction from dens_fluctuation perturbation via assisted_correction. original_target_reached.,
CC-0277,,919,boundary_encounter,0.3202,MS-0079,0.3113,-0.6087,-0.007,alternative_path,47,0.4387,2.386,attractor_memory,0.903,original_target_reached,MS-0079,47,K. Strand,trajectory_reconstruction,0.906,Correction from boundary_encounter perturbation via alternative_path. original_target_reached.,
CC-0278,,924,boundary_encounter,0.4732,MS-0057,0.6789,-0.4466,0.0572,immediate_return,12,0.1393,2.953,attractor_memory,0.538,partial_recovery,,0,K. Strand,entity_report,0.546,Correction from boundary_encounter perturbation via immediate_return. partial_recovery.,
CC-0279,,919,substrate_damage,0.5275,MS-0032,-0.0171,0.9721,0.9732,immediate_return,1,0.1582,2.888,gradient_following,1.0,original_target_reached,MS-0032,1,Archive Survey Team,trajectory_reconstruction,0.5,Correction from substrate_damage perturbation via immediate_return. original_target_reached.,
CC-0280,NT-0460,921,navigation_error,0.4252,MS-0065,0.5914,-0.6915,0.6409,gradual_correction,15,0.1146,1.486,external_guidance,0.603,alternative_target,MS-0013,0,C. Vells,trajectory_reconstruction,0.902,Correction from navigation_error perturbation via gradual_correction. alternative_target.,
CC-0281,NT-0018,928,navigation_error,0.76,MS-0071,0.9777,-0.1629,-0.2748,gradual_correction,35,0.1219,1.072,trial_and_error,1.0,alternative_target,MS-0015,0,T. Vells,continuous_tracking,0.631,Correction from navigation_error perturbation via gradual_correction. alternative_target.,
CC-0282,NT-0132,931,boundary_encounter,0.7544,MS-0094,-0.0903,0.2558,-0.5513,gradual_correction,47,0.3306,1.438,attractor_memory,1.0,alternative_target,MS-0073,0,K. Strand,trajectory_reconstruction,0.55,Correction from boundary_encounter perturbation via gradual_correction. alternative_target.,
CC-0283,NT-0449,925,attractor_shift,0.1083,MS-0090,-0.7477,-0.5477,0.7028,assisted_correction,41,0.5422,2.46,attractor_memory,0.995,original_target_reached,MS-0090,41,K. Strand,before_after_comparison,0.872,Correction from attractor_shift perturbation via assisted_correction. original_target_reached.,
CC-0284,NT-0236,932,substrate_damage,0.7642,MS-0077,-0.313,0.6512,0.1837,gradual_correction,52,0.63,3.112,unknown,0.991,original_target_reached,MS-0077,52,R. Voss,before_after_comparison,0.997,Correction from substrate_damage perturbation via gradual_correction. original_target_reached.,
CC-0285,NT-0394,921,environmental_force,0.5606,MS-0042,0.178,0.6248,0.5317,alternative_path,28,0.2461,1.582,unknown,0.526,original_target_reached,MS-0042,28,C. Vells,entity_report,0.738,Correction from environmental_force perturbation via alternative_path. original_target_reached.,
CC-0286,NT-0212,926,environmental_force,0.2971,MS-0068,0.9835,-0.5401,-0.2865,gradual_correction,12,0.3179,1.592,landmark_recognition,1.0,partial_recovery,,0,K. Strand,trajectory_reconstruction,0.874,Correction from environmental_force perturbation via gradual_correction. partial_recovery.,
CC-0287,,929,competing_signal,0.3372,MS-0004,0.2575,0.2814,0.0035,target_revision,55,0.728,0.948,trial_and_error,0.95,original_target_reached,MS-0004,55,T. Vells,trajectory_reconstruction,0.76,Correction from competing_signal perturbation via target_revision. original_target_reached.,
CC-0288,NT-0010,919,interference_agent,0.6858,MS-0061,0.8407,-0.2721,-0.0406,gradual_correction,36,0.4301,3.448,gradient_following,1.0,original_target_reached,MS-0061,36,K. Strand,entity_report,0.532,Correction from interference_agent perturbation via gradual_correction. original_target_reached.,
CC-0289,NT-0320,925,attractor_shift,0.3152,MS-0002,0.7408,0.6812,-0.511,assisted_correction,34,0.7557,2.286,trial_and_error,0.989,correction_failed,,0,R. Voss,continuous_tracking,0.72,Correction from attractor_shift perturbation via assisted_correction. correction_failed.,
CC-0290,,920,boundary_encounter,0.656,MS-0043,0.7291,-0.2934,-0.7402,target_revision,39,0.4688,1.127,attractor_memory,0.955,delayed_arrival,MS-0043,73,R. Voss,entity_report,0.693,Correction from boundary_encounter perturbation via target_revision. delayed_arrival.,
CC-0291,NT-0414,925,navigation_error,0.5864,MS-0052,0.5631,-0.6513,0.3956,immediate_return,9,0.2209,2.178,trial_and_error,1.0,alternative_target,MS-0024,0,K. Strand,entity_report,0.777,Correction from navigation_error perturbation via immediate_return. alternative_target.,
CC-0292,,929,competing_signal,0.0632,MS-0029,-0.8288,0.2899,0.5519,gradual_correction,53,0.1488,3.849,trial_and_error,0.874,original_target_reached,MS-0029,53,Archive Survey Team,continuous_tracking,0.885,Correction from competing_signal perturbation via gradual_correction. original_target_reached.,
CC-0293,NT-0430,919,competing_signal,0.2349,MS-0073,-0.1973,0.154,-0.9857,alternative_path,52,0.56,2.152,inherited_pattern,0.834,original_target_reached,MS-0073,52,R. Voss,entity_report,0.683,Correction from competing_signal perturbation via alternative_path. original_target_reached.,
CC-0294,NT-0411,921,competing_signal,0.2908,MS-0026,-0.1736,-0.822,-0.4905,alternative_path,45,0.7809,1.604,gradient_following,0.657,original_target_reached,MS-0026,45,Archive Survey Team,continuous_tracking,0.696,Correction from competing_signal perturbation via alternative_path. original_target_reached.,
CC-0295,NT-0331,926,interference_agent,0.378,MS-0092,-0.558,0.7917,0.2803,gradual_correction,56,0.555,2.56,unknown,1.0,partial_recovery,,0,T. Vells,continuous_tracking,0.972,Correction from interference_agent perturbation via gradual_correction. partial_recovery.,
CC-0296,NT-0203,922,boundary_encounter,0.2789,MS-0068,0.2025,-0.9209,-0.7909,gradual_correction,36,0.4309,1.899,landmark_recognition,1.0,partial_recovery,,0,C. Vells,entity_report,0.584,Correction from boundary_encounter perturbation via gradual_correction. partial_recovery.,
CC-0297,NT-0087,928,competing_signal,0.6499,MS-0062,-0.465,-0.5523,-0.4287,immediate_return,1,0.2129,2.362,inherited_pattern,0.602,alternative_target,MS-0018,0,C. Vells,entity_report,0.715,Correction from competing_signal perturbation via immediate_return. alternative_target.,
CC-0298,NT-0076,926,substrate_damage,0.2862,MS-0061,0.7278,0.9628,0.4171,immediate_return,11,0.1133,2.312,trial_and_error,0.588,original_target_reached,MS-0061,11,T. Vells,continuous_tracking,0.553,Correction from substrate_damage perturbation via immediate_return. original_target_reached.,
CC-0299,,923,interference_agent,0.7497,MS-0098,0.5244,-0.6601,-0.9629,target_revision,17,0.2859,3.572,gradient_following,0.963,original_target_reached,MS-0098,17,Archive Survey Team,before_after_comparison,0.579,Correction from interference_agent perturbation via target_revision. original_target_reached.,
CC-0300,NT-0185,932,environmental_force,0.1286,MS-0040,0.7151,-0.5746,-0.5413,gradual_correction,12,0.2976,2.751,attractor_memory,0.966,alternative_target,MS-0015,0,R. Voss,entity_report,0.743,Correction from environmental_force perturbation via gradual_correction. alternative_target.,
