observation_id,landmark_id,landmark_name,observer_name,date,time_of_day,weather,bearing_expected,bearing_measured,bearing_delta,distance_expected_km,distance_measured_km,distance_delta_km,instruments_used,instrument_count,instruments_failed,observer_state,visible,stable,notes
335,twisted_grove,Twisted Grove,Prebel,1854-06-18,afternoon,clear,78,78.0,0.0,31.2,31.2,0.0,notebook,1,none,calm,True,True,position matches records
336,twisted_grove,Twisted Grove,Korrith,1854-06-19,midday,fog,78,,,31.2,,,notebook compass chain,3,none,calm,False,False,NOT FOUND - Twisted Grove not visible
337,twisted_grove,Twisted Grove,Grell,1854-06-20,midday,clear,78,78.1,0.1,31.2,31.09,-0.11,notebook compass chain,3,none,anxious,True,True,position matches records
338,split_boulder,Split Boulder,Prebel,1854-09-07,dawn,clear,156,156.0,0.0,89.2,89.2,0.0,notebook,1,none,calm,True,True,position matches records
339,split_boulder,Split Boulder,Grell,1854-09-08,midday,clear,156,,,89.2,,,notebook compass chain,3,none,uneasy,False,False,NOT FOUND - Split Boulder not visible
340,split_boulder,Split Boulder,Korrith,1854-09-09,dawn,clear,156,,,89.2,,,notebook compass chain,3,none,calm,False,False,NOT FOUND - Split Boulder not visible
341,standing_stones,Standing Stones,Grell,1854-06-18,dusk,clear,134,132.5,-1.5,67.8,67.44,-0.36,notebook compass chain,3,none,calm,True,True,position matches records
342,standing_stones,Standing Stones,Korrith,1854-06-19,midday,overcast,134,135.8,1.8,67.8,71.64,3.84,notebook compass chain,3,none,anxious,True,False,normal observation
343,split_boulder,Split Boulder,Grell,1854-07-27,dawn,clear,156,157.2,1.2,89.2,88.83,-0.37,notebook compass chain,3,none,calm,True,True,position matches records
344,split_boulder,Split Boulder,Korrith,1854-07-28,midday,overcast,156,155.5,-0.5,89.2,88.41,-0.79,notebook compass chain,3,none,calm,True,True,position matches records
345,split_boulder,Split Boulder,Prebel,1854-07-29,dawn,dens_mist,156,156.0,0.0,89.2,89.2,0.0,notebook,1,none,calm,True,True,position matches records
346,standing_stones,Standing Stones,Korrith,1854-07-26,afternoon,fog,134,133.3,-0.7,67.8,67.67,-0.13,notebook compass chain,3,none,anxious,True,True,position matches records
347,standing_stones,Standing Stones,Grell,1854-07-27,midday,clear,134,134.6,0.6,67.8,68.76,0.96,notebook compass chain,3,none,curious,True,False,normal observation
348,standing_stones,Standing Stones,Prebel,1854-07-28,afternoon,clear,134,134.0,0.0,67.8,67.8,0.0,notebook,1,none,curious,True,True,position matches records
349,split_boulder,Split Boulder,Prebel,1854-11-12,dusk,clear,156,156.0,0.0,89.2,89.2,0.0,notebook,1,none,curious,True,True,position matches records
350,split_boulder,Split Boulder,Korrith,1854-11-13,afternoon,clear,156,,,89.2,,,notebook compass chain,3,none,calm,False,True,NOT FOUND - Split Boulder not visible
351,split_boulder,Split Boulder,Grell,1854-11-14,dusk,clear,156,,,89.2,,,notebook compass chain,3,none,calm,False,False,NOT FOUND - Split Boulder not visible
352,standing_stones,Standing Stones,Korrith,1854-02-14,midday,clear,134,,,67.8,,,notebook compass chain,3,none,calm,False,False,NOT FOUND - Standing Stones not visible
353,standing_stones,Standing Stones,Grell,1854-02-15,dawn,clear,134,,,67.8,,,notebook compass chain,3,none,calm,False,False,NOT FOUND - Standing Stones not visible
354,standing_stones,Standing Stones,Prebel,1854-02-16,midday,clear,134,134.0,0.0,67.8,67.8,0.0,notebook,1,none,calm,True,True,position matches records
355,standing_stones,Standing Stones,Grell,1854-08-04,midday,fog,134,137.0,3.0,67.8,67.15,-0.65,notebook compass chain,3,none,frightened,True,False,normal observation
356,standing_stones,Standing Stones,Prebel,1854-08-05,midday,clear,134,134.0,0.0,67.8,67.8,0.0,notebook,1,none,calm,True,True,position matches records
357,gray_spire,Gray Spire,Prebel,1854-12-10,dawn,clear,45,45.0,0.0,23.4,23.4,0.0,notebook,1,none,anxious,True,True,position matches records
358,gray_spire,Gray Spire,Korrith,1854-12-11,afternoon,fog,45,43.9,-1.1,23.4,23.36,-0.04,notebook compass chain,3,theodolite,calm,True,True,position matches records
359,denstone_approach,Denstone Approach,Grell,1855-01-27,afternoon,overcast,178,177.5,-0.5,142.3,142.3,0.0,notebook compass chain,3,none,calm,True,True,position matches records
360,denstone_approach,Denstone Approach,Prebel,1855-01-28,afternoon,overcast,178,178.0,0.0,142.3,142.3,0.0,notebook,1,none,curious,True,True,position matches records
361,standing_stones,Standing Stones,Korrith,1855-11-04,midday,overcast,134,133.4,-0.6,67.8,65.06,-2.74,notebook compass chain,3,none,frightened,True,False,normal observation
362,standing_stones,Standing Stones,Prebel,1855-11-05,dusk,overcast,134,134.0,0.0,67.8,67.8,0.0,notebook,1,none,calm,True,True,position matches records
363,standing_stones,Standing Stones,Grell,1855-11-06,dusk,fog,134,132.7,-1.3,67.8,67.22,-0.58,notebook compass chain,3,none,anxious,True,True,position matches records
364,moat_crossing,Moat Crossing,Prebel,1855-03-13,dusk,clear,180,180.0,0.0,187.0,187.0,0.0,notebook,1,none,calm,True,True,position matches records
365,moat_crossing,Moat Crossing,Grell,1855-03-14,dawn,clear,180,182.2,2.2,187.0,185.79,-1.21,notebook compass chain,3,none,calm,True,False,normal observation
366,split_boulder,Split Boulder,Grell,1855-06-27,dawn,clear,156,153.3,-2.7,89.2,91.16,1.96,notebook compass chain,3,theodolite,frightened,True,False,normal observation
367,split_boulder,Split Boulder,Prebel,1855-06-28,midday,overcast,156,156.0,0.0,89.2,89.2,0.0,notebook,1,none,calm,True,True,position matches records
368,split_boulder,Split Boulder,Korrith,1855-06-29,afternoon,overcast,156,153.5,-2.5,89.2,89.48,0.28,notebook compass chain,3,none,calm,True,False,normal observation
369,twisted_grove,Twisted Grove,Prebel,1855-06-25,afternoon,overcast,78,78.0,0.0,31.2,31.2,0.0,notebook,1,theodolite,anxious,True,True,position matches records
370,twisted_grove,Twisted Grove,Grell,1855-06-26,midday,clear,78,,,31.2,,,notebook compass chain,3,none,calm,False,False,NOT FOUND - Twisted Grove not visible
371,twisted_grove,Twisted Grove,Korrith,1855-06-27,afternoon,fog,78,79.1,1.1,31.2,31.59,0.39,notebook compass chain,3,chain,frightened,True,False,normal observation
372,gray_spire,Gray Spire,Prebel,1855-07-20,afternoon,clear,45,45.0,0.0,23.4,23.4,0.0,notebook,1,none,calm,True,True,position matches records
373,gray_spire,Gray Spire,Korrith,1855-07-21,afternoon,overcast,45,43.5,-1.5,23.4,22.99,-0.41,notebook compass chain,3,none,calm,True,False,normal observation
374,moat_crossing,Moat Crossing,Grell,1855-10-27,dawn,dens_mist,180,185.5,5.5,187.0,185.02,-1.98,notebook compass chain,3,none,calm,True,False,moderate bearing variance
375,moat_crossing,Moat Crossing,Korrith,1855-10-28,midday,clear,180,179.8,-0.2,187.0,186.57,-0.43,notebook compass chain,3,none,calm,True,True,position matches records
376,moat_crossing,Moat Crossing,Prebel,1855-10-29,afternoon,overcast,180,180.0,0.0,187.0,187.0,0.0,notebook,1,compass,curious,True,True,position matches records
377,moat_crossing,Moat Crossing,Korrith,1855-12-24,dawn,overcast,180,183.0,3.0,187.0,187.2,0.2,notebook compass chain,3,none,calm,True,False,normal observation
378,moat_crossing,Moat Crossing,Prebel,1855-12-25,midday,clear,180,180.0,0.0,187.0,187.0,0.0,notebook,1,none,calm,True,True,position matches records
379,moat_crossing,Moat Crossing,Grell,1855-12-26,dusk,clear,180,,,187.0,,,notebook compass chain,3,none,calm,False,False,NOT FOUND - Moat Crossing not visible
380,denstone_approach,Denstone Approach,Grell,1855-02-06,midday,overcast,178,181.3,3.3,142.3,143.62,1.32,notebook compass chain,3,none,calm,True,False,normal observation
381,denstone_approach,Denstone Approach,Korrith,1855-02-07,afternoon,overcast,178,174.0,-4.0,142.3,140.92,-1.38,notebook compass chain,3,none,calm,True,False,normal observation
382,denstone_approach,Denstone Approach,Prebel,1855-02-08,dawn,fog,178,178.0,0.0,142.3,142.3,0.0,notebook,1,none,calm,True,True,position matches records
383,gray_spire,Gray Spire,Prebel,1855-12-18,midday,overcast,45,45.0,0.0,23.4,23.4,0.0,notebook,1,none,calm,True,True,position matches records
384,gray_spire,Gray Spire,Grell,1855-12-19,afternoon,clear,45,47.2,2.2,23.4,23.71,0.31,notebook compass chain,3,theodolite,curious,True,False,normal observation
385,denstone_approach,Denstone Approach,Prebel,1856-10-19,midday,clear,178,178.0,0.0,142.3,142.3,0.0,notebook,1,none,calm,True,True,position matches records
386,denstone_approach,Denstone Approach,Grell,1856-10-20,dawn,clear,178,178.4,0.4,142.3,143.26,0.96,notebook compass chain,3,none,calm,True,True,position matches records
387,moat_crossing,Moat Crossing,Prebel,1856-08-02,midday,clear,180,180.0,0.0,187.0,187.0,0.0,notebook,1,none,calm,True,True,position matches records
388,moat_crossing,Moat Crossing,Grell,1856-08-03,dusk,fog,180,180.0,0.0,187.0,186.31,-0.69,notebook compass chain,3,none,curious,True,True,position matches records
389,dry_wash,Dry Wash,Grell,1856-09-05,dusk,overcast,112,109.1,-2.9,45.6,44.77,-0.83,notebook compass chain,3,none,calm,True,False,normal observation
390,dry_wash,Dry Wash,Prebel,1856-09-06,dawn,clear,112,112.0,0.0,45.6,45.6,0.0,notebook,1,compass,calm,True,True,position matches records
391,twisted_grove,Twisted Grove,Prebel,1856-04-02,afternoon,overcast,78,78.0,0.0,31.2,31.2,0.0,notebook,1,none,calm,True,True,position matches records
392,twisted_grove,Twisted Grove,Grell,1856-04-03,midday,clear,78,80.1,2.1,31.2,32.27,1.07,notebook compass chain,3,none,anxious,True,False,normal observation
393,split_boulder,Split Boulder,Prebel,1856-03-24,dusk,fog,156,156.0,0.0,89.2,89.2,0.0,notebook,1,none,calm,True,True,position matches records
394,split_boulder,Split Boulder,Grell,1856-03-25,midday,clear,156,154.9,-1.1,89.2,89.11,-0.09,notebook compass chain,3,none,curious,True,True,position matches records
395,standing_stones,Standing Stones,Prebel,1856-02-18,dawn,clear,134,134.0,0.0,67.8,67.8,0.0,notebook,1,none,calm,True,True,position matches records
396,standing_stones,Standing Stones,Grell,1856-02-19,dawn,overcast,134,134.5,0.5,67.8,67.41,-0.39,notebook compass chain,3,none,curious,True,True,position matches records
397,gray_spire,Gray Spire,Prebel,1856-08-05,dawn,fog,45,45.0,0.0,23.4,23.4,0.0,notebook,1,theodolite,uneasy,True,True,position matches records
398,gray_spire,Gray Spire,Grell,1856-08-06,afternoon,clear,45,45.0,-0.0,23.4,23.75,0.35,notebook compass chain,3,none,calm,True,False,normal observation
399,twisted_grove,Twisted Grove,Prebel,1856-01-16,midday,fog,78,78.0,0.0,31.2,31.2,0.0,notebook,1,none,calm,True,True,position matches records
400,twisted_grove,Twisted Grove,Grell,1856-01-17,dawn,overcast,78,77.8,-0.2,31.2,31.54,0.34,notebook compass chain,3,theodolite,calm,True,False,normal observation
401,split_boulder,Split Boulder,Prebel,1856-10-07,afternoon,clear,156,156.0,0.0,89.2,89.2,0.0,notebook,1,none,calm,True,True,position matches records
402,split_boulder,Split Boulder,Grell,1856-10-08,midday,fog,156,157.3,1.3,89.2,83.07,-6.13,notebook compass chain,3,none,frightened,True,False,distance significantly different (6.1km)
403,dry_wash,Dry Wash,Prebel,1856-04-03,midday,overcast,112,112.0,0.0,45.6,45.6,0.0,notebook,1,none,uneasy,True,True,position matches records
404,dry_wash,Dry Wash,Grell,1856-04-04,afternoon,clear,112,113.3,1.3,45.6,46.64,1.04,notebook compass chain,3,none,curious,True,False,normal observation
405,gray_spire,Gray Spire,Prebel,1857-11-06,midday,clear,45,45.0,0.0,23.4,23.4,0.0,notebook,1,none,calm,True,True,position matches records
406,gray_spire,Gray Spire,Grell,1857-11-07,midday,fog,45,44.8,-0.2,23.4,23.2,-0.2,notebook compass chain,3,none,calm,True,True,position matches records
407,standing_stones,Standing Stones,Grell,1857-05-17,afternoon,overcast,134,136.3,2.3,67.8,68.42,0.62,notebook compass chain,3,none,calm,True,False,normal observation
408,standing_stones,Standing Stones,Prebel,1857-05-18,dawn,overcast,134,134.0,0.0,67.8,67.8,0.0,notebook,1,chain,calm,True,True,position matches records
409,standing_stones,Standing Stones,Prebel,1857-08-16,midday,overcast,134,134.0,0.0,67.8,67.8,0.0,notebook,1,none,calm,True,True,position matches records
410,standing_stones,Standing Stones,Grell,1857-08-17,dusk,clear,134,132.3,-1.7,67.8,65.35,-2.45,notebook compass chain,3,none,curious,True,False,normal observation
411,moat_crossing,Moat Crossing,Prebel,1857-08-20,dawn,overcast,180,180.0,0.0,187.0,187.0,0.0,notebook,1,none,calm,True,True,position matches records
412,moat_crossing,Moat Crossing,Grell,1857-08-21,midday,clear,180,181.0,1.0,187.0,191.14,4.14,notebook compass chain,3,none,calm,True,False,normal observation
413,moat_crossing,Moat Crossing,Prebel,1857-09-08,afternoon,clear,180,180.0,0.0,187.0,187.0,0.0,notebook,1,none,calm,True,True,position matches records
414,moat_crossing,Moat Crossing,Grell,1857-09-09,afternoon,clear,180,182.2,2.2,187.0,182.27,-4.73,notebook compass chain,3,none,calm,True,False,normal observation
415,standing_stones,Standing Stones,Grell,1857-08-23,midday,overcast,134,134.7,0.7,67.8,68.61,0.81,notebook compass chain,3,none,curious,True,False,normal observation
416,standing_stones,Standing Stones,Prebel,1857-08-24,dusk,overcast,134,,,67.8,,,notebook,1,none,uneasy,False,True,NOT FOUND - Standing Stones not visible
417,split_boulder,Split Boulder,Prebel,1857-06-26,afternoon,overcast,156,156.0,0.0,89.2,89.2,0.0,notebook,1,none,curious,True,True,position matches records
418,split_boulder,Split Boulder,Grell,1857-06-27,afternoon,clear,156,157.6,1.6,89.2,89.19,-0.01,notebook compass chain,3,none,curious,True,True,position matches records
419,standing_stones,Standing Stones,Prebel,1857-09-15,dusk,clear,134,134.0,0.0,67.8,67.8,0.0,notebook,1,none,uneasy,True,True,position matches records
420,standing_stones,Standing Stones,Grell,1857-09-16,dusk,overcast,134,132.9,-1.1,67.8,67.31,-0.49,notebook compass chain,3,none,anxious,True,True,position matches records
421,dry_wash,Dry Wash,Prebel,1857-03-22,dawn,clear,112,112.0,0.0,45.6,45.6,0.0,notebook,1,none,anxious,True,True,position matches records
422,dry_wash,Dry Wash,Grell,1857-03-23,afternoon,clear,112,,,45.6,,,notebook compass chain,3,none,calm,False,False,NOT FOUND - Dry Wash not visible
423,twisted_grove,Twisted Grove,Prebel,1857-07-27,dawn,fog,78,78.0,0.0,31.2,31.2,0.0,notebook,1,none,calm,True,True,position matches records
424,twisted_grove,Twisted Grove,Grell,1857-07-28,dawn,overcast,78,,,31.2,,,notebook compass chain,3,none,curious,False,True,NOT FOUND - Twisted Grove not visible
425,dry_wash,Dry Wash,Grell,1858-04-25,dusk,clear,112,118.4,6.4,45.6,48.25,2.65,notebook compass chain,3,none,curious,True,False,moderate bearing variance
426,dry_wash,Dry Wash,Dendra Coss,1858-04-26,dusk,overcast,112,115.5,3.5,45.6,44.41,-1.19,notebook compass chain,3,chain,calm,True,False,normal observation
427,dry_wash,Dry Wash,Prebel,1858-04-27,dusk,clear,112,112.0,0.0,45.6,45.6,0.0,notebook,1,none,calm,True,True,position matches records
428,dry_wash,Dry Wash,Grell,1858-01-05,midday,clear,112,112.0,-0.0,45.6,45.4,-0.2,notebook compass chain,3,none,calm,True,True,position matches records
429,dry_wash,Dry Wash,Prebel,1858-01-06,dawn,overcast,112,112.0,0.0,45.6,45.6,0.0,notebook,1,none,uneasy,True,True,position matches records
430,standing_stones,Standing Stones,Prebel,1858-07-12,midday,fog,134,134.0,0.0,67.8,67.8,0.0,notebook,1,none,calm,True,True,position matches records
431,standing_stones,Standing Stones,Dendra Coss,1858-07-13,midday,fog,134,135.6,1.6,67.8,65.96,-1.84,notebook compass chain,3,none,frightened,True,False,normal observation
432,standing_stones,Standing Stones,Grell,1858-07-14,dawn,clear,134,131.8,-2.2,67.8,68.87,1.07,notebook compass chain,3,none,curious,True,False,normal observation
433,twisted_grove,Twisted Grove,Dendra Coss,1858-07-16,dawn,clear,78,79.6,1.6,31.2,31.27,0.07,notebook compass chain,3,none,frightened,True,True,position matches records
434,twisted_grove,Twisted Grove,Prebel,1858-07-17,dawn,dens_mist,78,78.0,0.0,31.2,31.2,0.0,notebook,1,theodolite,calm,True,True,position matches records
435,standing_stones,Standing Stones,Dendra Coss,1858-09-10,dawn,fog,134,132.7,-1.3,67.8,67.45,-0.35,notebook compass chain,3,none,calm,True,True,position matches records
436,standing_stones,Standing Stones,Grell,1858-09-11,afternoon,overcast,134,130.7,-3.3,67.8,65.67,-2.13,notebook compass chain,3,none,calm,True,False,normal observation
437,moat_crossing,Moat Crossing,Dendra Coss,1858-06-09,dawn,clear,180,181.8,1.8,187.0,189.0,2.0,notebook compass chain,3,none,curious,True,False,normal observation
438,moat_crossing,Moat Crossing,Prebel,1858-06-10,dawn,clear,180,180.0,0.0,187.0,187.0,0.0,notebook,1,none,curious,True,True,position matches records
439,denstone_approach,Denstone Approach,Grell,1858-06-23,dusk,clear,178,,,142.3,,,notebook compass chain,3,none,calm,False,True,NOT FOUND - Denstone Approach not visible
440,denstone_approach,Denstone Approach,Prebel,1858-06-24,afternoon,overcast,178,178.0,0.0,142.3,142.3,0.0,notebook,1,none,anxious,True,True,position matches records
441,twisted_grove,Twisted Grove,Grell,1858-06-21,dawn,overcast,78,79.2,1.2,31.2,30.86,-0.34,notebook compass chain,3,none,calm,True,False,normal observation
442,twisted_grove,Twisted Grove,Dendra Coss,1858-06-22,afternoon,clear,78,79.7,1.7,31.2,31.7,0.5,notebook compass chain,3,theodolite,calm,True,False,normal observation
443,dry_wash,Dry Wash,Grell,1858-02-10,dusk,clear,112,,,45.6,,,notebook compass chain,3,none,uneasy,False,True,NOT FOUND - Dry Wash not visible
444,dry_wash,Dry Wash,Prebel,1858-02-11,dusk,clear,112,112.0,0.0,45.6,45.6,0.0,notebook,1,compass,calm,True,True,position matches records
445,dry_wash,Dry Wash,Dendra Coss,1858-02-12,afternoon,clear,112,113.5,1.5,45.6,45.23,-0.37,notebook compass chain,3,none,calm,True,True,position matches records
446,split_boulder,Split Boulder,Grell,1858-07-01,midday,fog,156,,,89.2,,,notebook compass chain,3,theodolite,calm,False,False,NOT FOUND - Split Boulder not visible
447,split_boulder,Split Boulder,Dendra Coss,1858-07-02,midday,clear,156,152.5,-3.5,89.2,89.14,-0.06,notebook compass chain,3,none,curious,True,False,normal observation
448,split_boulder,Split Boulder,Prebel,1858-07-03,midday,fog,156,156.0,0.0,89.2,89.2,0.0,notebook,1,none,calm,True,True,position matches records
449,moat_crossing,Moat Crossing,Grell,1859-02-25,midday,clear,180,183.0,3.0,187.0,186.18,-0.82,notebook compass chain,3,none,curious,True,False,normal observation
450,moat_crossing,Moat Crossing,Prebel,1859-02-26,afternoon,clear,180,,,187.0,,,notebook,1,chain,anxious,False,True,NOT FOUND - Moat Crossing not visible
451,moat_crossing,Moat Crossing,Dendra Coss,1859-02-27,dusk,dens_mist,180,182.0,2.0,187.0,179.92,-7.08,notebook compass chain,3,none,curious,True,False,distance significantly different (7.1km)
452,dry_wash,Dry Wash,Dendra Coss,1859-04-05,dusk,clear,112,112.1,0.1,45.6,44.51,-1.09,notebook compass chain,3,none,frightened,True,False,normal observation
453,dry_wash,Dry Wash,Prebel,1859-04-06,afternoon,clear,112,112.0,0.0,45.6,45.6,0.0,notebook,1,none,curious,True,True,position matches records
454,moat_crossing,Moat Crossing,Grell,1859-09-11,midday,clear,180,180.6,0.6,187.0,185.3,-1.7,notebook compass chain,3,none,calm,True,True,position matches records
455,moat_crossing,Moat Crossing,Prebel,1859-09-12,midday,clear,180,180.0,0.0,187.0,187.0,0.0,notebook,1,none,uneasy,True,True,position matches records
456,moat_crossing,Moat Crossing,Dendra Coss,1859-09-13,dawn,overcast,180,,,187.0,,,notebook compass chain,3,none,calm,False,False,NOT FOUND - Moat Crossing not visible
457,split_boulder,Split Boulder,Dendra Coss,1859-06-23,dusk,clear,156,,,89.2,,,notebook compass chain,3,none,uneasy,False,False,NOT FOUND - Split Boulder not visible
458,split_boulder,Split Boulder,Grell,1859-06-24,dawn,clear,156,,,89.2,,,notebook compass chain,3,none,uneasy,False,False,NOT FOUND - Split Boulder not visible
459,dry_wash,Dry Wash,Dendra Coss,1859-08-01,dawn,overcast,112,112.6,0.6,45.6,45.55,-0.05,notebook compass chain,3,compass,calm,True,True,position matches records
460,dry_wash,Dry Wash,Prebel,1859-08-02,midday,overcast,112,112.0,0.0,45.6,45.6,0.0,notebook,1,compass,calm,True,True,position matches records
461,split_boulder,Split Boulder,Prebel,1859-06-20,midday,overcast,156,156.0,0.0,89.2,89.2,0.0,notebook,1,none,curious,True,True,position matches records
462,split_boulder,Split Boulder,Grell,1859-06-21,dawn,overcast,156,159.0,3.0,89.2,89.42,0.22,notebook compass chain,3,none,uneasy,True,False,normal observation
463,standing_stones,Standing Stones,Dendra Coss,1859-06-07,dusk,overcast,134,,,67.8,,,notebook compass chain,3,none,calm,False,True,NOT FOUND - Standing Stones not visible
464,standing_stones,Standing Stones,Prebel,1859-06-08,dusk,overcast,134,134.0,0.0,67.8,67.8,0.0,notebook,1,compass,anxious,True,True,position matches records
465,standing_stones,Standing Stones,Grell,1859-06-09,midday,clear,134,,,67.8,,,notebook compass chain,3,theodolite,anxious,False,True,NOT FOUND - Standing Stones not visible
466,split_boulder,Split Boulder,Grell,1859-02-15,dawn,fog,156,152.9,-3.1,89.2,90.36,1.16,notebook compass chain,3,none,calm,True,False,normal observation
467,split_boulder,Split Boulder,Prebel,1859-02-16,afternoon,clear,156,156.0,0.0,89.2,89.2,0.0,notebook,1,none,calm,True,True,position matches records
468,split_boulder,Split Boulder,Dendra Coss,1859-02-17,dawn,fog,156,155.0,-1.0,89.2,89.68,0.48,notebook compass chain,3,none,curious,True,True,position matches records
469,dry_wash,Dry Wash,Grell,1859-04-19,dusk,clear,112,115.0,3.0,45.6,45.01,-0.59,notebook compass chain,3,none,uneasy,True,False,normal observation
470,dry_wash,Dry Wash,Dendra Coss,1859-04-20,dawn,overcast,112,119.1,7.1,45.6,45.31,-0.29,notebook compass chain,3,none,calm,True,False,moderate bearing variance
471,gray_spire,Gray Spire,Grell,1859-08-21,afternoon,clear,45,43.9,-1.1,23.4,23.56,0.16,notebook compass chain,3,none,calm,True,True,position matches records
472,gray_spire,Gray Spire,Dendra Coss,1859-08-22,dusk,dens_mist,45,39.3,-5.7,23.4,23.75,0.35,notebook compass chain,3,none,calm,True,False,moderate bearing variance
473,gray_spire,Gray Spire,Prebel,1859-08-23,dawn,clear,45,45.0,0.0,23.4,23.4,0.0,notebook,1,none,calm,True,True,position matches records
