event_id,event_name,form_id,form_type,form_complexity,form_novelty,prior_manifestations,location,region,dens_proximity_km,boundary_instability_index,spatial_curvature,ingression_mode,ingression_duration_minutes,manifestation_completeness,stability_post_ingression,fidelity_score,distortion_type,noise_level,observer,observer_type,instrument_used,prebel_effect_observed,observation_year,documented_year,vells_category,confidence,notes
IE-0224,Prime Pattern Appearance 929,FORM-0154,pattern,complex,familiar,69,Archive vicinity,Capital,255.0,4.8,moderately_curved,blending,955.17,0.55,fluctuating,0.5,temporal_smearing,extreme,S. Moll,trapper,False,True,929,934,recursive,0.7,
IE-0225,Bond Manifestation 908,,relationship,simple,rare,60,Eastern Northo,Northo,281.8,1.6,mildly_curved,gradual,70.3,0.51,transformed,0.54,temporal_smearing,minimal,A. Prebel,surveyor,False,False,908,912,decelerated,0.63,
IE-0226,Design Event 896,FORM-0988,structure,complex,rare,60,Suburban zone,Densmok,205.0,6.2,highly_curved,gradual,19605.89,0.94,transformed,0.79,incomplete_expression,extreme,A. Prebel,surveyor,True,False,896,901,decelerated,0.67,
IE-0227,Affinity Appearance 905,FORM-0853,relationship,complex,variant,65,Dissolution zone,Dens,0.0,9.8,highly_curved,competing,6625.1,1.0,gradually_stabilizing,0.82,temporal_smearing,minimal,T. Mord,trapper,True,False,905,911,decelerated,0.68,
IE-0228,Prime Pattern Event 906,,pattern,simple,familiar,74,Southern camps,Tower of Mirado,193.4,5.6,moderately_curved,cascading,84.28,0.87,dissolved,0.69,incomplete_expression,low,M. Strand,healer,False,False,906,910,decelerated,0.96,
IE-0229,Bond Arrival 912,FORM-0778,relationship,simple,variant,31,Central anomaly,Dens,0.0,9.2,extreme,competing,51.57,1.0,degrading,0.81,structural_variation,extreme,C. Vells,indigenous,True,False,912,915,decelerated,0.99,
IE-0230,Emergence Appearance 930,,behavior,moderate,familiar,51,Quarry interior,Yeller Quarry,109.8,6.2,moderately_curved,competing,910.34,0.9,dissolved,0.67,incomplete_expression,minimal,Field Team,indigenous,False,False,930,930,decelerated,0.86,
IE-0231,Architecture Formation 906,FORM-0901,structure,highly_complex,rare,22,Dissolution zone,Dens,0.0,9.1,highly_curved,oscillating,50216.41,0.93,transformed,1.0,none,high,S. Moll,indigenous,False,True,906,913,decelerated,0.53,
IE-0232,Action Arrival 925,FORM-0926,behavior,highly_complex,unusual,16,Coder quarter,Densmok,214.3,5.9,mildly_curved,blending,32348.44,0.74,gradually_stabilizing,0.52,noise_overlay,minimal,E. Pol,healer,False,False,925,929,decelerated,0.85,
IE-0233,Location Arrival 918,,place,highly_complex,rare,45,Trapper territory,Yeller Quarry,159.5,4.9,moderately_curved,replacement,9189.31,0.86,fluctuating,0.72,temporal_smearing,low,T. Mord,archivist,False,False,918,919,standard,0.63,
IE-0234,Tendency Event 892,,behavior,moderate,unusual,82,Trapper territory,Yeller Quarry,166.3,4.4,mildly_curved,cascading,330.68,0.94,dissolved,0.62,hybrid_contamination,high,Boundary Commission,healer,True,False,892,895,decelerated,0.57,
IE-0235,Territory Formation 901,,place,moderate,unprecedented,0,Quarry Sector 7,Yeller Quarry,103.7,8.8,highly_curved,replacement,235.62,0.67,degrading,0.62,hybrid_contamination,moderate,C. Vells,archivist,False,False,901,911,recursive,0.55,
IE-0236,Configuration Arrival 914,FORM-0512,pattern,simple,rare,42,Siege fields,Tower of Mirado,204.5,3.8,mildly_curved,oscillating,22.79,0.72,dissolved,0.59,scale_distortion,minimal,Capital Survey Team,indigenous,True,False,914,916,recursive,0.67,
IE-0237,Action Event 895,FORM-0825,behavior,complex,rare,87,Dens deep,Dens,0.0,9.4,extreme,oscillating,1683.83,0.94,gradually_stabilizing,0.82,structural_variation,extreme,Ingression Study Group,surveyor,False,False,895,899,standard,0.68,
IE-0238,Composite Arrival 906,,hybrid,simple,unusual,49,Eastern fluctuation zone,Dens boundary,57.4,8.4,extreme,oscillating,45.19,0.88,dissolved,0.74,noise_overlay,minimal,Field Team,surveyor,True,False,906,915,decelerated,0.53,
IE-0239,Construction Formation 891,FORM-0898,structure,moderate,variant,50,Southern approach,Yeller Quarry,152.2,5.4,mildly_curved,gradual,1032.15,0.98,fluctuating,0.82,hybrid_contamination,high,A. Vells,scholar,False,False,891,894,decelerated,0.96,
IE-0240,Configuration Formation 920,,pattern,complex,unusual,81,Ascetic village,Northo,286.8,3.7,mildly_curved,sudden,6.75,0.54,fluctuating,0.61,scale_distortion,extreme,T. Mord,indigenous,False,True,920,928,accelerated,0.58,
IE-0241,Assembly Manifestation 918,FORM-0435,structure,complex,variant,54,Siege fields,Tower of Mirado,171.6,5.7,moderately_curved,replacement,3355.41,0.81,stable,0.79,structural_variation,minimal,Boundary Commission,archivist,True,False,918,918,decelerated,0.69,
IE-0242,Zone Event 923,FORM-0485,place,simple,unprecedented,0,Quarry interior,Yeller Quarry,169.0,4.9,moderately_curved,replacement,45.55,0.75,fluctuating,0.82,hybrid_contamination,extreme,S. Moll,trapper,False,False,923,924,decelerated,0.76,
IE-0243,Mixed Manifestation 931,,hybrid,complex,unprecedented,0,Eastern markets,Capital,226.3,4.9,mildly_curved,replacement,3049.49,0.63,transformed,0.69,scale_distortion,low,A. Prebel,archivist,True,False,931,937,decelerated,0.52,
IE-0244,Site Arrival 896,,place,simple,unusual,33,Southern perimeter,Dens boundary,50.7,8.6,highly_curved,cascading,85.13,0.96,fluctuating,0.94,none,moderate,T. Mord,healer,True,False,896,899,decelerated,0.92,
IE-0245,Bond Emergence 926,,relationship,highly_complex,unprecedented,0,Dens deep,Dens,0.0,9.3,highly_curved,competing,25220.82,1.0,fluctuating,1.0,none,low,A. Vells,archivist,False,False,926,935,overflow,0.85,
IE-0246,Landscape Appearance 935,FORM-0551,place,highly_complex,familiar,14,Northern workings,Yeller Quarry,128.9,7.2,moderately_curved,blending,4838.83,0.99,gradually_stabilizing,0.83,scale_distortion,extreme,A. Vells,archivist,False,False,935,939,standard,0.71,
IE-0247,Tension Arrival 908,FORM-0133,relationship,moderate,familiar,71,Mill vicinity,Yeller Quarry,115.8,8.6,extreme,oscillating,672.48,0.82,transformed,0.66,incomplete_expression,moderate,Capital Survey Team,surveyor,False,False,908,913,decelerated,0.57,
IE-0248,Assembly Appearance 925,,structure,complex,variant,16,Western approach,Dens boundary,38.5,6.8,moderately_curved,gradual,10079.27,0.85,fluctuating,0.86,none,low,Field Team,archivist,True,False,925,929,decelerated,0.91,
IE-0249,Site Emergence 924,FORM-0315,place,moderate,familiar,97,Trapper territory,Yeller Quarry,157.2,5.3,moderately_curved,competing,613.02,0.61,dissolved,0.71,incomplete_expression,minimal,S. Moll,surveyor,True,False,924,929,decelerated,0.95,
IE-0250,Zone Event 924,,place,complex,unprecedented,0,Quarry interior,Yeller Quarry,157.5,7.1,moderately_curved,blending,9963.86,0.82,transformed,0.65,structural_variation,moderate,Field Team,multiple,False,False,924,932,decelerated,0.86,
IE-0251,Formation Appearance 890,FORM-0302,structure,highly_complex,variant,78,Western approach,Dens boundary,59.4,7.5,highly_curved,blending,93952.38,0.7,fluctuating,0.85,none,minimal,A. Prebel,healer,True,False,890,899,decelerated,0.77,
IE-0252,Pattern Formation 926,FORM-0260,phenomenon,complex,variant,87,Northern approach,Tower of Mirado,207.8,4.4,mildly_curved,cascading,8392.86,0.89,dissolved,0.53,hybrid_contamination,low,T. Mord,multiple,False,False,926,932,decelerated,0.78,
IE-0253,Digger Event 931,FORM-0460,creature,highly_complex,variant,15,Dens interior,Dens,0.0,9.5,highly_curved,oscillating,84700.84,0.98,dissolved,0.98,none,moderate,Capital Survey Team,trapper,False,False,931,932,decelerated,0.94,
IE-0254,Connection Event 934,,relationship,highly_complex,rare,61,Third Mill,Yeller Quarry,179.2,6.1,highly_curved,gradual,112029.34,0.59,transformed,0.67,scale_distortion,moderate,Ingression Study Group,indigenous,False,True,934,936,decelerated,1.0,
IE-0255,Mixed Appearance 907,FORM-0323,hybrid,highly_complex,rare,76,Suburban zone,Densmok,223.5,3.9,mildly_curved,sudden,936.31,0.8,dissolved,0.61,scale_distortion,low,Boundary Commission,scholar,False,False,907,914,accelerated,0.88,
IE-0256,Affinity Event 899,FORM-0212,relationship,highly_complex,unusual,8,Northern workings,Yeller Quarry,125.2,6.7,moderately_curved,sudden,518.81,1.0,degrading,0.74,noise_overlay,extreme,Boundary Commission,scholar,True,False,899,906,accelerated,0.92,
IE-0257,Pattern Emergence 903,FORM-0038,phenomenon,highly_complex,familiar,3,Educational district,Densmok,278.5,2.6,mildly_curved,gradual,9292.21,0.57,gradually_stabilizing,0.62,structural_variation,minimal,S. Moll,surveyor,True,False,903,907,standard,0.79,
IE-0258,Assembly Manifestation 920,FORM-0469,structure,complex,unprecedented,0,Dens deep,Dens,0.0,9.5,highly_curved,gradual,1478.7,1.0,fluctuating,1.0,none,extreme,Boundary Commission,trapper,False,False,920,928,overflow,0.95,
IE-0259,Assembly Appearance 915,FORM-0017,structure,moderate,rare,13,Siege fields,Tower of Mirado,159.4,6.2,highly_curved,cascading,780.84,0.63,fluctuating,0.8,noise_overlay,minimal,Ingression Study Group,multiple,False,True,915,920,decelerated,0.61,
IE-0260,Territory Emergence 890,FORM-0925,place,complex,variant,51,Dens deep,Dens,0.0,9.0,highly_curved,replacement,3410.26,0.81,transformed,1.0,none,minimal,Boundary Commission,trapper,True,False,890,894,decelerated,0.85,
IE-0261,Stakdur Appearance 920,FORM-0549,creature,simple,familiar,27,Northern workings,Yeller Quarry,162.0,5.8,moderately_curved,blending,87.3,0.6,fluctuating,0.56,scale_distortion,extreme,M. Strand,surveyor,False,False,920,927,decelerated,0.82,
IE-0262,Hybrid Emergence 894,,hybrid,complex,familiar,38,Central anomaly,Dens,0.0,9.8,extreme,replacement,5305.3,0.96,dissolved,0.86,none,moderate,Boundary Commission,healer,False,False,894,900,decelerated,0.69,
IE-0263,Connection Emergence 923,FORM-0387,relationship,simple,unprecedented,0,Dens deep,Dens,0.0,9.3,highly_curved,replacement,48.86,0.97,fluctuating,0.85,none,minimal,A. Prebel,surveyor,False,False,923,931,decelerated,0.71,
IE-0264,Emergence Formation 897,FORM-0468,behavior,moderate,rare,31,Southern perimeter,Dens boundary,40.9,7.2,moderately_curved,cascading,245.33,0.9,dissolved,0.84,hybrid_contamination,low,Boundary Commission,multiple,False,False,897,903,standard,0.66,
IE-0265,Fluctuation Appearance 892,FORM-0598,phenomenon,simple,variant,29,Educational district,Densmok,185.2,4.2,mildly_curved,replacement,80.3,0.9,gradually_stabilizing,0.67,incomplete_expression,extreme,E. Pol,indigenous,False,False,892,894,decelerated,0.77,
IE-0266,Convergence Emergence 897,,phenomenon,highly_complex,unusual,43,Dissolution zone,Dens,0.0,9.3,highly_curved,competing,25350.64,0.82,stable,0.78,noise_overlay,high,Capital Survey Team,archivist,True,True,897,897,standard,0.85,
IE-0267,Fluctuation Emergence 917,,phenomenon,simple,familiar,42,Tower base,Tower of Mirado,240.7,5.4,moderately_curved,competing,25.07,0.68,fluctuating,0.49,hybrid_contamination,high,S. Moll,surveyor,False,False,917,920,standard,0.66,
IE-0268,Formation Manifestation 890,FORM-0729,structure,simple,variant,63,Scholar's Quarter,Capital,248.1,3.6,flat,replacement,53.14,0.51,gradually_stabilizing,0.67,scale_distortion,minimal,E. Pol,scholar,True,False,890,894,decelerated,0.86,
IE-0269,Mixed Emergence 891,FORM-0575,hybrid,complex,variant,29,Third Mill,Yeller Quarry,153.8,5.5,moderately_curved,competing,5559.54,0.99,fluctuating,0.76,noise_overlay,low,Boundary Commission,scholar,False,True,891,899,decelerated,0.73,
IE-0270,Novel Creature Appearance 895,FORM-0364,creature,highly_complex,familiar,63,Archive vicinity,Capital,228.9,3.2,flat,gradual,97681.9,0.88,stable,0.72,noise_overlay,moderate,Field Team,trapper,False,False,895,898,decelerated,0.89,
IE-0271,Prime Pattern Appearance 924,FORM-0176,pattern,moderate,unusual,59,Northern monastery,Northo,316.6,1.8,flat,competing,125.12,0.56,fluctuating,0.55,scale_distortion,minimal,A. Vells,surveyor,False,False,924,931,recursive,0.97,
IE-0272,Formation Formation 897,FORM-0388,pattern,simple,familiar,36,Southern perimeter,Dens boundary,53.8,6.4,moderately_curved,cascading,23.48,0.76,degrading,0.98,none,extreme,S. Moll,trapper,True,False,897,906,recursive,0.51,
IE-0273,Digger Emergence 907,FORM-0592,creature,highly_complex,rare,94,Dens deep,Dens,0.0,9.5,extreme,competing,5385.14,0.85,transformed,0.89,none,low,E. Pol,multiple,True,False,907,913,overflow,0.7,
IE-0274,Tension Manifestation 890,FORM-0878,relationship,highly_complex,unusual,45,Sector NE-4,Dens boundary,43.9,8.8,highly_curved,oscillating,82198.4,0.99,gradually_stabilizing,0.93,none,moderate,Capital Survey Team,multiple,True,False,890,891,decelerated,0.65,
IE-0275,Connection Formation 933,FORM-0367,relationship,simple,variant,43,Southern perimeter,Dens boundary,20.5,8.1,extreme,competing,78.66,1.0,stable,0.77,scale_distortion,extreme,Field Team,indigenous,True,False,933,937,decelerated,0.95,
IE-0276,Blended Event 909,FORM-0895,hybrid,moderate,variant,31,Northern approach,Tower of Mirado,174.6,6.6,moderately_curved,replacement,813.95,0.87,dissolved,0.81,temporal_smearing,low,M. Strand,scholar,False,False,909,918,decelerated,0.66,
IE-0277,Emergence Manifestation 895,FORM-0352,behavior,highly_complex,familiar,53,Isolation community,Northo,309.9,1.3,flat,cascading,23239.54,0.52,degrading,0.44,temporal_smearing,moderate,T. Mord,indigenous,False,False,895,896,overflow,0.89,
IE-0278,Hybrid Appearance 892,,hybrid,simple,rare,48,Educational district,Densmok,210.8,4.2,mildly_curved,replacement,50.72,0.86,degrading,0.6,scale_distortion,high,E. Pol,healer,True,False,892,899,decelerated,0.69,
IE-0279,Design Manifestation 900,FORM-0049,structure,simple,variant,68,Ascetic village,Northo,261.4,4.7,mildly_curved,gradual,194.34,0.51,degrading,0.49,scale_distortion,high,Capital Survey Team,multiple,False,False,900,909,decelerated,0.99,
IE-0280,Affinity Emergence 895,FORM-0438,relationship,simple,rare,63,Quarry interior,Yeller Quarry,139.7,5.5,mildly_curved,cascading,19.04,0.96,transformed,0.6,structural_variation,high,Boundary Commission,scholar,False,False,895,904,standard,0.87,
IE-0281,Tendency Emergence 901,FORM-0348,behavior,simple,variant,25,Quarry interior,Yeller Quarry,133.5,6.8,moderately_curved,competing,48.65,0.73,dissolved,0.8,scale_distortion,extreme,E. Pol,scholar,False,False,901,911,decelerated,0.83,
IE-0282,Sequence Formation 912,FORM-0341,pattern,complex,familiar,16,Southern camps,Tower of Mirado,194.1,6.6,highly_curved,competing,5775.43,0.88,transformed,0.65,structural_variation,extreme,Field Team,scholar,False,False,912,918,decelerated,0.97,
IE-0283,Manifestation Event 901,FORM-0891,phenomenon,complex,variant,43,Third Mill,Yeller Quarry,112.5,6.7,moderately_curved,blending,162.08,0.9,transformed,0.8,hybrid_contamination,moderate,Field Team,archivist,True,False,901,904,recursive,0.65,
IE-0284,Landscape Appearance 907,FORM-0198,place,highly_complex,familiar,75,Dissolution zone,Dens,0.0,9.9,extreme,replacement,85561.13,0.79,dissolved,1.0,none,moderate,C. Vells,trapper,True,False,907,911,decelerated,0.76,
IE-0285,Mixed Manifestation 922,FORM-0643,hybrid,complex,familiar,62,Southern perimeter,Dens boundary,25.4,8.5,highly_curved,sudden,57.24,0.88,stable,0.94,none,low,A. Prebel,healer,True,False,922,926,accelerated,0.66,
IE-0286,Tendency Manifestation 903,FORM-0490,behavior,simple,familiar,54,Educational district,Densmok,221.2,3.1,flat,cascading,32.91,0.62,transformed,0.56,hybrid_contamination,low,Capital Survey Team,multiple,True,True,903,908,decelerated,0.89,
IE-0287,Pattern Arrival 896,FORM-0720,phenomenon,simple,unprecedented,0,Dens deep,Dens,0.0,9.6,highly_curved,competing,92.73,0.81,degrading,1.0,none,high,E. Pol,archivist,True,False,896,902,decelerated,0.85,
IE-0288,Mixed Event 896,FORM-0537,hybrid,highly_complex,familiar,59,Western approach,Dens boundary,43.3,7.3,moderately_curved,cascading,71554.08,0.74,degrading,0.71,temporal_smearing,low,M. Strand,indigenous,True,False,896,901,decelerated,0.63,
IE-0289,Composite Appearance 897,FORM-0638,hybrid,moderate,familiar,82,Southern approach,Yeller Quarry,126.6,8.0,moderately_curved,gradual,824.9,0.89,stable,0.74,noise_overlay,extreme,S. Moll,surveyor,True,False,897,905,decelerated,0.52,
IE-0290,Territory Formation 926,FORM-0629,place,moderate,unprecedented,0,Southern perimeter,Dens boundary,58.5,8.5,highly_curved,replacement,687.88,0.81,gradually_stabilizing,0.73,hybrid_contamination,minimal,Boundary Commission,archivist,True,False,926,934,decelerated,0.85,
IE-0291,Location Emergence 930,FORM-0357,place,complex,rare,3,Northern monastery,Northo,267.1,2.5,mildly_curved,cascading,6208.04,0.77,degrading,0.48,scale_distortion,moderate,Capital Survey Team,archivist,False,False,930,936,decelerated,0.5,
IE-0292,Maw Beast Arrival 927,,creature,simple,rare,3,Suburban zone,Densmok,203.1,4.6,moderately_curved,gradual,113.51,0.87,transformed,0.79,structural_variation,low,Ingression Study Group,trapper,False,False,927,928,decelerated,0.52,
IE-0293,Formation Manifestation 890,FORM-0982,pattern,moderate,rare,73,Southern perimeter,Dens boundary,36.1,8.3,extreme,replacement,844.63,1.0,gradually_stabilizing,0.88,none,minimal,Capital Survey Team,indigenous,True,False,890,890,decelerated,0.77,
IE-0294,Landscape Emergence 896,FORM-0507,place,complex,unprecedented,0,Siege fields,Tower of Mirado,162.0,5.6,moderately_curved,gradual,2551.65,0.76,degrading,0.83,scale_distortion,low,A. Vells,surveyor,True,False,896,898,overflow,0.85,
IE-0295,Tension Manifestation 918,FORM-0479,relationship,moderate,unprecedented,0,Klutch CC vicinity,Densmok,187.0,4.6,moderately_curved,oscillating,756.73,0.93,transformed,0.54,structural_variation,low,Field Team,trapper,True,False,918,919,decelerated,0.91,
IE-0296,Territory Arrival 904,FORM-0627,place,moderate,familiar,34,Educational district,Densmok,208.8,4.3,moderately_curved,competing,105.09,0.64,gradually_stabilizing,0.5,noise_overlay,moderate,M. Strand,archivist,True,False,904,909,standard,0.77,
IE-0297,Emergence Emergence 898,FORM-0463,behavior,complex,familiar,91,Trapper territory,Yeller Quarry,155.3,5.3,moderately_curved,oscillating,3100.85,0.83,fluctuating,0.68,noise_overlay,moderate,C. Vells,trapper,True,False,898,905,decelerated,0.77,
IE-0298,Anomaly Appearance 919,FORM-0370,phenomenon,highly_complex,variant,82,Tower base,Tower of Mirado,157.9,6.1,highly_curved,sudden,862.28,0.9,fluctuating,0.84,scale_distortion,low,S. Moll,surveyor,False,False,919,919,accelerated,0.81,
IE-0299,Digger Arrival 927,FORM-0731,creature,moderate,unprecedented,0,Siege fields,Tower of Mirado,178.2,7.0,moderately_curved,blending,623.56,0.76,stable,0.81,scale_distortion,low,S. Moll,trapper,True,False,927,930,decelerated,0.97,
IE-0300,Behavioral Appearance 912,FORM-0497,behavior,complex,variant,1,Southern approach,Yeller Quarry,102.1,6.7,moderately_curved,replacement,2786.33,0.73,degrading,0.72,structural_variation,moderate,Capital Survey Team,trapper,False,False,912,916,overflow,0.69,
IE-0301,Territory Emergence 896,,place,complex,variant,58,Coder quarter,Densmok,248.3,4.5,mildly_curved,cascading,6103.92,0.66,gradually_stabilizing,0.5,noise_overlay,minimal,Ingression Study Group,multiple,True,False,896,898,decelerated,0.78,
IE-0302,Manifestation Manifestation 930,FORM-0259,phenomenon,simple,familiar,36,Coder quarter,Densmok,267.4,3.8,flat,replacement,8.75,0.63,gradually_stabilizing,0.46,hybrid_contamination,minimal,Boundary Commission,healer,False,True,930,935,recursive,0.81,
IE-0303,Zone Event 922,,place,simple,familiar,80,Coder quarter,Densmok,193.8,5.0,mildly_curved,sudden,0.58,0.84,fluctuating,0.53,temporal_smearing,minimal,E. Pol,archivist,False,False,922,931,accelerated,0.62,
IE-0304,Territory Event 920,FORM-0955,place,moderate,unusual,100,Dissolution zone,Dens,0.0,9.6,extreme,blending,910.85,0.87,transformed,0.88,none,moderate,Capital Survey Team,scholar,True,False,920,923,decelerated,0.58,
IE-0305,Formation Appearance 930,FORM-0302,structure,complex,unprecedented,0,Tower base,Tower of Mirado,225.5,4.6,mildly_curved,replacement,3194.46,0.64,stable,0.69,scale_distortion,moderate,C. Vells,indigenous,False,False,930,931,decelerated,0.76,
IE-0306,Connection Formation 909,FORM-0769,relationship,simple,unusual,51,Educational district,Densmok,229.9,3.4,flat,gradual,58.32,0.87,transformed,0.48,temporal_smearing,low,T. Mord,indigenous,False,False,909,916,decelerated,0.51,
IE-0307,Prime Pattern Arrival 906,,pattern,simple,variant,50,Dissolution zone,Dens,0.0,9.6,extreme,competing,36.8,1.0,dissolved,0.8,structural_variation,low,Capital Survey Team,scholar,False,False,906,913,decelerated,0.83,
IE-0308,Convergence Emergence 907,FORM-0740,phenomenon,simple,familiar,49,Siege fields,Tower of Mirado,172.5,6.9,highly_curved,competing,74.02,0.77,dissolved,0.54,structural_variation,minimal,S. Moll,archivist,True,False,907,909,decelerated,0.97,
IE-0309,Merged Manifestation 907,FORM-0904,hybrid,highly_complex,rare,71,Northern workings,Yeller Quarry,115.8,6.1,highly_curved,gradual,19404.75,0.65,dissolved,0.82,structural_variation,extreme,T. Mord,healer,True,False,907,917,overflow,0.58,
IE-0310,Sequence Appearance 927,FORM-0287,pattern,complex,unusual,5,Eastern Northo,Northo,299.3,3.0,flat,competing,152.28,0.59,dissolved,0.45,temporal_smearing,high,A. Vells,healer,False,False,927,936,standard,0.55,
IE-0311,Novel Creature Emergence 891,,creature,complex,rare,71,Dissolution zone,Dens,0.0,9.7,highly_curved,gradual,3730.36,1.0,degrading,0.86,none,low,Capital Survey Team,healer,True,True,891,898,decelerated,0.75,
IE-0312,Affinity Emergence 924,FORM-0423,relationship,moderate,familiar,77,Siege fields,Tower of Mirado,239.7,4.2,mildly_curved,cascading,209.9,0.54,stable,0.66,hybrid_contamination,extreme,Boundary Commission,surveyor,False,True,924,924,recursive,0.59,
IE-0313,Anomaly Formation 900,FORM-0749,phenomenon,complex,unusual,4,Dens interior,Dens,0.0,9.5,extreme,blending,586.79,0.99,dissolved,0.85,none,extreme,Capital Survey Team,multiple,True,False,900,904,standard,0.97,
IE-0314,Action Formation 892,,behavior,complex,familiar,100,Eastern Northo,Northo,337.1,0.4,flat,blending,3927.09,0.6,dissolved,0.58,scale_distortion,high,Ingression Study Group,trapper,True,False,892,898,decelerated,0.83,
IE-0315,Territory Emergence 913,FORM-0912,place,highly_complex,rare,87,Central anomaly,Dens,0.0,9.3,extreme,gradual,179957.45,0.86,gradually_stabilizing,0.99,none,minimal,C. Vells,healer,False,False,913,922,decelerated,0.87,
IE-0316,Formation Arrival 929,FORM-0971,structure,complex,unprecedented,0,Philosophical Society grounds,Capital,260.1,2.1,mildly_curved,replacement,3149.78,0.74,degrading,0.52,structural_variation,low,M. Strand,multiple,False,False,929,935,decelerated,0.78,
IE-0317,Behavioral Manifestation 900,FORM-0100,behavior,simple,unprecedented,0,Southern approach,Yeller Quarry,140.7,7.4,highly_curved,replacement,79.77,0.8,degrading,0.75,structural_variation,high,Ingression Study Group,indigenous,True,False,900,900,decelerated,0.7,
IE-0318,Sequence Arrival 934,FORM-0484,pattern,complex,unprecedented,0,Coder quarter,Densmok,268.9,2.2,mildly_curved,cascading,9762.02,0.74,transformed,0.63,temporal_smearing,high,C. Vells,healer,True,False,934,936,decelerated,0.66,
IE-0319,Prime Pattern Manifestation 935,FORM-0886,pattern,highly_complex,unusual,80,Southern perimeter,Dens boundary,26.3,8.1,extreme,gradual,191731.16,0.8,degrading,0.94,none,high,C. Vells,trapper,False,True,935,936,decelerated,0.99,
IE-0320,Convergence Emergence 912,FORM-0171,phenomenon,moderate,rare,95,Dissolution zone,Dens,0.0,9.5,extreme,cascading,43.81,0.91,dissolved,0.98,none,minimal,Field Team,healer,True,False,912,914,standard,0.9,
IE-0321,Zone Emergence 912,FORM-0995,place,complex,familiar,77,Third Mill,Yeller Quarry,138.4,7.1,highly_curved,sudden,95.97,0.89,transformed,0.73,scale_distortion,minimal,A. Prebel,archivist,True,False,912,915,accelerated,0.85,
IE-0322,Architecture Manifestation 934,,structure,complex,variant,67,Ascetic village,Northo,317.3,1.3,mildly_curved,cascading,5850.69,0.75,gradually_stabilizing,0.64,incomplete_expression,moderate,A. Prebel,healer,False,False,934,937,decelerated,0.72,
IE-0323,Landscape Manifestation 934,,place,complex,rare,26,Isolation community,Northo,354.0,2.4,flat,gradual,19736.98,0.79,dissolved,0.35,hybrid_contamination,low,T. Mord,healer,True,False,934,934,decelerated,0.54,
IE-0324,Site Manifestation 933,FORM-0168,place,simple,unusual,16,Eastern fluctuation zone,Dens boundary,38.6,8.6,highly_curved,competing,95.79,1.0,stable,0.89,none,minimal,T. Mord,scholar,True,False,933,937,decelerated,0.87,
IE-0325,Manifestation Formation 933,FORM-0988,phenomenon,simple,variant,84,Eastern Northo,Northo,267.1,3.8,flat,competing,31.58,0.55,stable,0.42,hybrid_contamination,moderate,S. Moll,indigenous,True,False,933,938,decelerated,0.99,
IE-0326,Blended Appearance 914,FORM-0823,hybrid,complex,unprecedented,0,Capital outskirts,Capital,258.8,2.7,flat,cascading,658.96,0.85,stable,0.61,scale_distortion,high,A. Prebel,healer,True,False,914,917,standard,0.97,
IE-0327,Territory Formation 899,FORM-0910,place,simple,variant,87,Sector SW-6,Dens boundary,54.2,7.5,highly_curved,replacement,72.07,0.97,fluctuating,0.81,scale_distortion,high,A. Vells,indigenous,False,False,899,901,decelerated,0.79,
IE-0328,Novel Creature Manifestation 911,FORM-0094,creature,moderate,unusual,35,Mill vicinity,Yeller Quarry,154.0,5.2,moderately_curved,oscillating,933.58,0.66,dissolved,0.73,noise_overlay,low,T. Mord,archivist,True,False,911,921,decelerated,0.91,
IE-0329,Hybrid Entity Appearance 918,FORM-0666,creature,simple,variant,40,Dissolution zone,Dens,0.0,9.3,highly_curved,oscillating,2.78,1.0,gradually_stabilizing,0.89,none,minimal,S. Moll,surveyor,True,False,918,919,overflow,0.53,
IE-0330,Site Arrival 902,FORM-0898,place,moderate,variant,19,Lake vicinity,Northo,311.7,2.8,flat,competing,504.17,0.73,dissolved,0.59,incomplete_expression,extreme,A. Vells,trapper,False,True,902,904,decelerated,0.68,
IE-0331,Design Emergence 911,,structure,moderate,rare,8,Southern camps,Tower of Mirado,187.8,5.1,moderately_curved,competing,730.13,0.76,degrading,0.53,temporal_smearing,extreme,M. Strand,healer,False,False,911,916,decelerated,0.81,
IE-0332,Design Manifestation 903,FORM-0183,structure,complex,unprecedented,0,Northern workings,Yeller Quarry,166.5,6.7,moderately_curved,sudden,9.0,0.63,stable,0.64,scale_distortion,high,M. Strand,surveyor,False,False,903,908,accelerated,0.67,
IE-0333,Merged Event 924,FORM-0430,hybrid,simple,familiar,35,Coder quarter,Densmok,261.4,2.2,flat,competing,19.29,0.66,dissolved,0.68,hybrid_contamination,minimal,A. Vells,healer,True,False,924,929,overflow,0.68,
IE-0334,Tension Manifestation 893,FORM-0376,relationship,highly_complex,unusual,11,Ascetic village,Northo,261.4,2.7,mildly_curved,oscillating,12524.85,0.57,stable,0.52,structural_variation,extreme,C. Vells,archivist,False,False,893,900,overflow,0.55,
IE-0335,Anomaly Appearance 933,FORM-0446,phenomenon,highly_complex,rare,31,Capital proper,Capital,284.8,3.2,flat,gradual,55904.46,0.73,dissolved,0.54,structural_variation,extreme,Field Team,multiple,True,False,933,939,decelerated,0.5,
IE-0336,Pattern Event 916,,phenomenon,complex,unprecedented,0,Lake vicinity,Northo,356.4,0.3,flat,competing,3891.02,0.74,stable,0.5,hybrid_contamination,low,E. Pol,healer,True,False,916,919,decelerated,0.8,
