measurement_id,entity_id,entity_type,entity_name,entity_scale,spatial_extent_km,temporal_extent_days,social_extent_individuals,abstract_extent_score,horizon_volume,horizon_shape,strand_profile,measurement_year,measurement_context,dens_proximity_km,stress_level,horizon_stability,recent_change,change_trigger,measurer,method_reference,confidence,notes
HM-0265,ENT-0265,institution,Institution I-265,institution,3328.59,16223.1,140402,0.43,1900.8585,social_dominant,caretaker,916,behavioral_inference,419.2,minimal,0.79,stable,,M. Strand,strand_protocol_v1,0.66,
HM-0266,ENT-0266,institution,Institution I-266,institution,2206.63,25969.1,4378,0.36,1118.2326,temporal_dominant,institutional,937,behavioral_inference,295.6,low,0.84,stable,,Klutch CC Counseling,field_estimation,0.5,
HM-0267,ENT-0267,collective,Collective C-267,small_group,661.58,1175.6,56,0.42,1.0,balanced,standard_student,928,behavioral_inference,68.1,moderate,0.64,contracting,,C. Vells,strand_protocol_v2,0.57,
HM-0268,ENT-0268,institution,Institution I-268,large_collective,317.59,9730.6,7174,0.76,464.8978,temporal_dominant,caretaker,914,behavioral_inference,123.4,minimal,0.83,stable,,Klutch CC Counseling,anster_modified,0.66,
HM-0269,ENT-0269,creature,ridge runner pack,individual,334.16,431.0,129,0.03,1.0,asymmetric,standard_student,915,behavioral_inference,468.9,moderate,0.74,oscillating,trauma,Independent Observer,strand_protocol_v1,0.81,
HM-0270,ENT-0270,institution,Institution I-270,institution,128.13,24738.6,98254,0.64,557.4061,temporal_dominant,caretaker,934,behavioral_inference,120.3,minimal,0.94,stable,,Independent Observer,strand_protocol_v2,0.53,
HM-0271,ENT-0271,person,Subject P-271,individual,414.29,3100.0,214,0.61,4.8454,asymmetric,standard_student,914,clinical_assessment,395.3,moderate,0.82,stable,,Klutch CC Counseling,strand_protocol_v2,0.67,
HM-0272,ENT-0272,institution,Institution I-272,large_collective,3706.0,25230.8,8197,0.48,2738.986,balanced,caretaker,913,field_observation,61.4,minimal,0.67,stable,,M. Strand,anster_modified,0.84,
HM-0273,ENT-0273,creature,digger collective,organ,0.16,1.0,0,0.15,1.0,balanced,survivor,915,self_report,485.5,minimal,0.78,stable,,T. Vells,field_estimation,0.63,
HM-0274,ENT-0274,institution,Institution I-274,large_collective,4714.2,21927.3,8096,0.48,2322.2002,asymmetric,caretaker,918,field_observation,245.5,minimal,0.94,stable,,R. Voss,behavioral_inference,0.58,
HM-0275,ENT-0275,collective,Collective C-275,small_group,438.09,6901.9,68,0.73,4.7536,temporal_dominant,standard_student,932,historical_reconstruction,303.3,low,0.82,stable,,T. Vells,field_estimation,0.75,
HM-0276,ENT-0276,creature,tunnel cat,individual,57.73,1169.0,72,0.05,1.0,temporal_dominant,standard_student,937,behavioral_inference,235.1,moderate,0.79,stable,,C. Vells,field_estimation,0.65,
HM-0277,ENT-0277,creature,stakdur colony,organ,0.32,0.2,3,0.02,1.0,social_dominant,survivor,923,self_report,226.9,minimal,0.9,stable,,Archive Survey Team,strand_protocol_v1,0.94,
HM-0278,ENT-0278,institution,Institution I-278,large_collective,2413.28,18471.3,2674,0.68,928.1527,balanced,visionary,921,historical_reconstruction,233.9,moderate,0.86,stable,,Independent Observer,strand_protocol_v2,0.91,
HM-0279,ENT-0279,institution,Institution I-279,institution,3459.79,28275.1,111070,0.32,2501.2802,social_dominant,caretaker,926,field_observation,41.5,extreme,0.55,stable,,Archive Survey Team,field_estimation,0.77,
HM-0280,ENT-0280,collective,Collective C-280,large_collective,2510.59,7260.7,584,0.43,51.4502,asymmetric,standard_worker,920,behavioral_inference,275.5,moderate,0.52,stable,,T. Vells,strand_protocol_v1,0.55,
HM-0281,ENT-0281,creature,ridge runner pack,individual,36.42,1267.8,12,0.05,1.0,temporal_dominant,standard_worker,938,behavioral_inference,412.8,moderate,0.84,stable,,R. Voss,strand_protocol_v1,0.83,
HM-0282,ENT-0282,creature,tunnel cat,organ,0.95,0.9,5,0.08,1.0,social_dominant,survivor,923,field_observation,73.9,minimal,0.7,stable,,K. Strand,strand_protocol_v1,0.76,
HM-0283,ENT-0283,person,Subject P-283,individual,376.62,4242.6,76,0.36,1.3508,temporal_dominant,standard_student,934,historical_reconstruction,140.5,minimal,0.85,stable,,Klutch CC Counseling,strand_protocol_v1,0.84,
HM-0284,ENT-0284,institution,Institution I-284,large_collective,3190.41,6853.5,2680,0.51,256.4057,balanced,caretaker,938,historical_reconstruction,69.3,moderate,0.87,stable,,C. Vells,anster_modified,0.92,
HM-0285,ENT-0285,institution,Institution I-285,institution,3207.91,57153.2,99510,0.76,7653.7902,temporal_dominant,caretaker,925,behavioral_inference,84.5,minimal,0.88,stable,,Boundary Commission,field_estimation,0.67,
HM-0286,ENT-0286,creature,stakdur colony,individual,488.59,1782.0,221,0.11,1.0,asymmetric,standard_worker,919,behavioral_inference,103.5,moderate,0.91,expanding,dens_exposure,K. Strand,strand_protocol_v2,0.57,
HM-0287,ENT-0287,collective,Collective C-287,large_collective,2817.62,14539.2,17028,0.56,2242.312,social_dominant,caretaker,921,clinical_assessment,49.7,high,0.4,stable,,K. Strand,anster_modified,0.69,
HM-0288,ENT-0288,institution,Institution I-288,institution,1664.84,13041.7,39769,0.72,2577.139,social_dominant,caretaker,914,historical_reconstruction,177.5,minimal,0.56,stable,,Independent Observer,anster_modified,0.55,
HM-0289,ENT-0289,creature,cave bat swarm,small_group,327.56,1653.5,37,0.12,1.0,asymmetric,standard_student,937,clinical_assessment,93.2,low,0.57,stable,,Independent Observer,field_estimation,0.63,
HM-0290,ENT-0290,collective,Collective C-290,large_collective,3357.83,1313.4,13277,0.69,250.5712,social_dominant,caretaker,916,field_observation,242.9,low,0.74,stable,,T. Vells,strand_protocol_v1,0.72,
HM-0291,ENT-0291,creature,leatherback,organ,0.6,0.3,1,0.08,1.0,social_dominant,survivor,935,historical_reconstruction,264.5,low,0.81,oscillating,loss,P. Anster,anster_modified,0.89,
HM-0292,ENT-0292,person,Subject P-292,individual,498.88,1739.9,266,0.83,5.4775,abstract_dominant,standard_worker,924,behavioral_inference,226.3,low,0.76,stable,,C. Vells,behavioral_inference,0.56,
HM-0293,ENT-0293,collective,Collective C-293,large_collective,519.08,3807.7,2741,0.57,84.4687,asymmetric,caretaker,930,historical_reconstruction,312.6,moderate,0.72,stable,,T. Vells,strand_protocol_v2,0.82,
HM-0294,ENT-0294,person,Subject P-294,individual,141.05,2106.1,175,0.62,1.0,temporal_dominant,standard_student,939,historical_reconstruction,367.8,moderate,0.8,stable,,M. Strand,behavioral_inference,0.88,
HM-0295,ENT-0295,creature,ridge runner pack,organ,0.28,1.7,0,0.11,1.0,asymmetric,survivor,928,field_observation,153.5,minimal,0.68,stable,,P. Anster,strand_protocol_v2,0.8,
HM-0296,ENT-0296,person,Subject P-296,individual,140.79,2169.3,97,0.14,1.0,temporal_dominant,standard_worker,937,clinical_assessment,395.6,minimal,0.69,stable,,R. Voss,field_estimation,0.88,
HM-0297,ENT-0297,person,Subject P-297,individual,369.58,910.8,68,0.64,1.0,asymmetric,standard_worker,928,historical_reconstruction,470.4,moderate,0.89,oscillating,new_purpose,Boundary Commission,strand_protocol_v2,0.66,
HM-0298,ENT-0298,creature,cave bat swarm,small_group,164.51,12974.8,48,0.07,1.0,temporal_dominant,standard_worker,933,historical_reconstruction,320.3,low,0.76,stable,,Independent Observer,anster_modified,0.92,
HM-0299,ENT-0299,collective,Collective C-299,large_collective,4415.09,23252.7,2791,0.73,1300.03,abstract_dominant,visionary,923,clinical_assessment,127.2,low,0.57,stable,,Boundary Commission,field_estimation,0.8,
HM-0300,ENT-0300,creature,cave bat swarm,individual,79.25,5481.0,418,0.15,1.0,temporal_dominant,standard_student,915,clinical_assessment,215.9,low,0.8,stable,,Klutch CC Counseling,behavioral_inference,0.79,
HM-0301,ENT-0301,person,Subject P-301,individual,10.93,135.4,115,0.49,1.0,temporal_dominant,standard_worker,934,self_report,23.2,extreme,0.29,stable,,Klutch CC Counseling,strand_protocol_v1,0.84,
HM-0302,ENT-0302,institution,Institution I-302,institution,4511.25,17113.6,231350,0.67,3168.821,social_dominant,caretaker,937,field_observation,348.2,minimal,0.57,stable,,Boundary Commission,anster_modified,0.83,
HM-0303,ENT-0303,institution,Institution I-303,large_collective,3755.96,23751.9,5557,0.44,1594.0641,balanced,institutional,920,historical_reconstruction,227.2,minimal,0.75,stable,,Boundary Commission,strand_protocol_v1,0.79,
HM-0304,ENT-0304,person,Subject P-304,individual,206.49,6859.6,312,0.43,5.3984,temporal_dominant,standard_worker,928,self_report,361.3,minimal,0.59,expanding,trauma,T. Vells,anster_modified,0.9,
HM-0305,ENT-0305,collective,Collective C-305,large_collective,1462.32,608.2,7527,0.51,63.8429,social_dominant,caretaker,932,field_observation,462.0,low,0.89,expanding,maturation,Independent Observer,anster_modified,0.63,
HM-0306,ENT-0306,person,Subject P-306,individual,312.82,2180.1,58,0.33,1.0,balanced,standard_worker,918,field_observation,146.5,minimal,0.83,stable,,P. Anster,field_estimation,0.72,
HM-0307,ENT-0307,collective,Collective C-307,large_collective,1649.04,12551.4,6442,0.33,735.8784,asymmetric,caretaker,913,behavioral_inference,337.3,low,0.64,stable,,P. Anster,strand_protocol_v2,0.56,
HM-0308,ENT-0308,institution,Institution I-308,large_collective,3740.92,1893.1,19421,0.79,408.8212,social_dominant,caretaker,927,self_report,232.5,minimal,0.5,stable,,K. Strand,anster_modified,0.78,
HM-0309,ENT-0309,creature,cave bat swarm,individual,452.07,2646.7,285,0.15,1.4362,balanced,standard_worker,917,behavioral_inference,415.8,low,0.76,stable,,Independent Observer,strand_protocol_v2,0.76,
HM-0310,ENT-0310,creature,cave bat swarm,small_group,323.65,7808.0,75,0.1,1.0,temporal_dominant,standard_student,926,historical_reconstruction,496.9,moderate,0.79,stable,,K. Strand,strand_protocol_v2,0.51,
HM-0311,ENT-0311,institution,Institution I-311,institution,1490.89,54529.6,92790,0.68,6824.6534,temporal_dominant,caretaker,928,behavioral_inference,98.9,moderate,0.57,stable,,R. Voss,anster_modified,0.87,
HM-0312,ENT-0312,creature,ridge runner pack,small_group,679.14,4642.9,42,0.06,1.0,asymmetric,standard_worker,919,historical_reconstruction,471.5,low,0.84,expanding,,T. Vells,behavioral_inference,0.62,
HM-0313,ENT-0313,collective,Collective C-313,large_collective,4733.32,4969.7,23183,0.73,993.4259,social_dominant,caretaker,920,behavioral_inference,367.5,minimal,0.76,expanding,new_purpose,Archive Survey Team,behavioral_inference,0.9,
HM-0314,ENT-0314,person,Subject P-314,individual,111.45,1597.2,11,0.19,1.0,temporal_dominant,standard_worker,915,clinical_assessment,345.3,minimal,0.58,stable,,R. Voss,strand_protocol_v1,0.78,
HM-0315,ENT-0315,person,Subject P-315,individual,383.46,766.8,2,0.23,1.0,balanced,standard_student,933,historical_reconstruction,143.6,minimal,0.63,stable,,R. Voss,behavioral_inference,0.53,
HM-0316,ENT-0316,collective,Collective C-316,large_collective,1315.28,25149.7,17339,0.54,3752.7917,temporal_dominant,caretaker,926,historical_reconstruction,447.6,low,0.77,stable,,Boundary Commission,field_estimation,0.64,
HM-0317,ENT-0317,institution,Institution I-317,large_collective,2125.88,11358.4,345,0.5,55.6034,asymmetric,visionary,925,self_report,194.7,low,0.63,stable,,Independent Observer,behavioral_inference,0.72,
HM-0318,ENT-0318,institution,Institution I-318,institution,1196.6,27167.5,15753,0.52,3912.7584,temporal_dominant,caretaker,936,historical_reconstruction,324.8,low,0.66,stable,,Archive Survey Team,strand_protocol_v1,0.74,
HM-0319,ENT-0319,person,Subject P-319,individual,92.94,595.0,116,0.39,1.0,asymmetric,standard_student,939,self_report,141.4,moderate,0.94,stable,,K. Strand,strand_protocol_v2,0.89,
HM-0320,ENT-0320,person,Subject P-320,individual,464.92,2400.5,241,0.51,3.9207,balanced,standard_worker,916,field_observation,494.6,minimal,0.81,stable,,M. Strand,strand_protocol_v2,0.59,
HM-0321,ENT-0321,collective,Collective C-321,large_collective,4501.21,6319.6,4943,0.54,460.2778,balanced,caretaker,916,self_report,261.4,minimal,0.85,stable,,Archive Survey Team,behavioral_inference,0.75,
HM-0322,ENT-0322,institution,Institution I-322,institution,153.26,16217.8,192962,0.61,413.7389,temporal_dominant,caretaker,938,behavioral_inference,310.3,low,0.71,stable,,R. Voss,strand_protocol_v1,0.55,
HM-0323,ENT-0323,person,Subject P-323,individual,285.11,1113.4,128,0.44,1.0,asymmetric,standard_worker,916,behavioral_inference,217.4,moderate,0.67,stable,,Independent Observer,strand_protocol_v1,0.72,
HM-0324,ENT-0324,person,Subject P-324,individual,252.88,2638.2,183,0.69,2.4372,temporal_dominant,standard_student,938,historical_reconstruction,11.1,extreme,0.23,stable,,R. Voss,field_estimation,0.87,
HM-0325,ENT-0325,collective,Collective C-325,large_collective,229.94,7193.6,4195,0.54,102.1734,temporal_dominant,caretaker,913,historical_reconstruction,468.0,low,0.79,stable,,Independent Observer,strand_protocol_v2,0.55,
HM-0326,ENT-0326,institution,Institution I-326,large_collective,539.21,17498.8,14630,0.66,1709.1406,temporal_dominant,caretaker,936,clinical_assessment,342.8,low,0.93,stable,,T. Vells,field_estimation,0.9,
HM-0327,ENT-0327,collective,Collective C-327,small_group,413.7,2976.2,76,0.51,1.4722,asymmetric,standard_worker,932,behavioral_inference,242.4,minimal,0.54,oscillating,new_purpose,Klutch CC Counseling,field_estimation,0.7,
HM-0328,ENT-0328,institution,Institution I-328,institution,2403.11,46508.5,233817,0.47,4688.312,temporal_dominant,caretaker,915,clinical_assessment,54.7,low,0.86,contracting,maturation,Boundary Commission,behavioral_inference,0.64,
HM-0329,ENT-0329,institution,Institution I-329,large_collective,2634.8,18881.5,26970,0.59,3077.5542,social_dominant,caretaker,912,historical_reconstruction,432.1,moderate,0.79,stable,,Klutch CC Counseling,behavioral_inference,0.57,
HM-0330,ENT-0330,collective,Collective C-330,small_group,693.08,1023.3,26,0.73,1.0,abstract_dominant,standard_worker,937,historical_reconstruction,406.3,low,0.53,stable,,M. Strand,strand_protocol_v2,0.9,
HM-0331,ENT-0331,institution,Institution I-331,institution,4233.54,12761.1,126834,0.41,1454.5082,social_dominant,caretaker,917,behavioral_inference,28.4,high,0.59,stable,,Independent Observer,behavioral_inference,0.88,
HM-0332,ENT-0332,institution,Institution I-332,institution,3195.46,27885.6,4535,0.66,2311.7839,asymmetric,visionary,931,behavioral_inference,218.0,minimal,0.64,contracting,new_purpose,M. Strand,strand_protocol_v2,0.88,
HM-0333,ENT-0333,institution,Institution I-333,institution,1510.18,3901.7,52708,0.67,722.6184,social_dominant,caretaker,935,field_observation,249.2,minimal,0.54,stable,,M. Strand,anster_modified,0.62,
HM-0334,ENT-0334,person,Subject P-334,individual,34.1,632.0,34,0.53,1.0,temporal_dominant,standard_student,922,field_observation,69.9,minimal,0.81,stable,,R. Voss,field_estimation,0.94,
HM-0335,ENT-0335,collective,Collective C-335,small_group,681.91,4831.8,5,0.6,1.0,asymmetric,standard_student,918,behavioral_inference,308.6,moderate,0.63,stable,,C. Vells,field_estimation,0.91,
HM-0336,ENT-0336,collective,Collective C-336,small_group,697.43,2537.1,76,0.54,2.2469,asymmetric,standard_worker,936,field_observation,315.1,moderate,0.66,oscillating,maturation,C. Vells,strand_protocol_v2,0.62,
HM-0337,ENT-0337,institution,Institution I-337,institution,483.97,6592.1,220647,0.4,354.2901,temporal_dominant,caretaker,921,historical_reconstruction,19.8,extreme,0.38,stable,,Klutch CC Counseling,strand_protocol_v1,0.76,
HM-0338,ENT-0338,creature,leatherback,small_group,936.98,447.9,97,0.08,1.0,balanced,standard_student,931,behavioral_inference,231.4,minimal,0.92,stable,,Archive Survey Team,behavioral_inference,0.78,
HM-0339,ENT-0339,creature,cave bat swarm,organ,0.11,0.7,2,0.18,1.0,social_dominant,survivor,922,self_report,260.0,moderate,0.83,stable,,C. Vells,strand_protocol_v1,0.77,
HM-0340,ENT-0340,collective,Collective C-340,large_collective,2437.79,16632.1,800,0.46,171.863,asymmetric,institutional,914,self_report,270.9,minimal,0.6,stable,,Klutch CC Counseling,behavioral_inference,0.68,
HM-0341,ENT-0341,collective,Collective C-341,small_group,161.46,102.2,29,0.49,1.0,asymmetric,standard_worker,914,field_observation,5.9,extreme,0.41,stable,,K. Strand,behavioral_inference,0.53,
HM-0342,ENT-0342,institution,Institution I-342,institution,4347.13,13125.7,2160,0.33,259.7411,balanced,institutional,936,field_observation,405.5,low,0.73,stable,,P. Anster,field_estimation,0.79,
HM-0343,ENT-0343,collective,Collective C-343,large_collective,4044.64,26914.7,6771,0.35,1739.814,asymmetric,institutional,935,historical_reconstruction,272.2,moderate,0.75,stable,,Independent Observer,strand_protocol_v2,0.78,
HM-0344,ENT-0344,creature,ridge runner pack,organ,0.05,0.2,3,0.19,1.0,social_dominant,survivor,935,self_report,55.0,low,0.84,stable,,P. Anster,strand_protocol_v2,0.57,
HM-0345,ENT-0345,institution,Institution I-345,institution,2561.94,25006.1,20251,0.31,2111.7669,asymmetric,caretaker,934,historical_reconstruction,373.4,minimal,0.92,contracting,,M. Strand,strand_protocol_v1,0.93,
HM-0346,ENT-0346,collective,Collective C-346,large_collective,4435.72,2803.7,1774,0.72,99.0539,abstract_dominant,caretaker,920,self_report,473.4,low,0.68,stable,,R. Voss,strand_protocol_v2,0.66,
HM-0347,ENT-0347,collective,Collective C-347,large_collective,3795.13,1413.2,9914,0.34,131.8733,social_dominant,caretaker,916,historical_reconstruction,323.1,minimal,0.76,stable,,T. Vells,anster_modified,0.66,
HM-0348,ENT-0348,collective,Collective C-348,large_collective,1147.54,7148.5,5344,0.7,740.2677,abstract_dominant,caretaker,919,self_report,140.0,moderate,0.75,stable,,M. Strand,anster_modified,0.95,
HM-0349,ENT-0349,collective,Collective C-349,small_group,104.29,8269.6,22,0.33,1.0,temporal_dominant,standard_worker,927,clinical_assessment,390.9,moderate,0.9,stable,,Independent Observer,strand_protocol_v1,0.79,
HM-0350,ENT-0350,creature,ridge runner pack,organ,0.87,0.5,5,0.16,1.0,social_dominant,survivor,916,behavioral_inference,179.4,low,0.8,stable,,Klutch CC Counseling,behavioral_inference,0.91,
HM-0351,ENT-0351,creature,stakdur colony,organ,0.14,1.0,3,0.19,1.0,social_dominant,survivor,912,historical_reconstruction,43.8,extreme,0.25,stable,,K. Strand,anster_modified,0.75,
HM-0352,ENT-0352,collective,Collective C-352,small_group,301.25,653.8,48,0.64,1.0,balanced,standard_student,918,historical_reconstruction,238.9,low,0.88,stable,,P. Anster,field_estimation,0.81,
HM-0353,ENT-0353,collective,Collective C-353,small_group,639.86,3508.1,11,0.44,1.0,balanced,standard_worker,933,behavioral_inference,75.1,low,0.66,contracting,loss,R. Voss,field_estimation,0.57,
HM-0354,ENT-0354,collective,Collective C-354,small_group,304.72,4901.9,33,0.68,1.1908,temporal_dominant,standard_worker,917,behavioral_inference,378.0,moderate,0.82,oscillating,dens_exposure,M. Strand,anster_modified,0.93,
HM-0355,ENT-0355,institution,Institution I-355,institution,284.81,3385.0,68807,0.35,91.5341,temporal_dominant,caretaker,913,clinical_assessment,47.8,extreme,0.52,stable,,Archive Survey Team,behavioral_inference,0.86,
HM-0356,ENT-0356,person,Subject P-356,individual,313.63,2223.1,184,0.3,1.1192,balanced,standard_student,937,historical_reconstruction,482.8,low,0.93,stable,,Boundary Commission,field_estimation,0.54,
HM-0357,ENT-0357,creature,tunnel cat,organ,0.61,1.0,2,0.16,1.0,social_dominant,survivor,928,field_observation,390.2,moderate,0.81,stable,,P. Anster,behavioral_inference,0.51,
HM-0358,ENT-0358,institution,Institution I-358,large_collective,2900.65,6868.8,4526,0.39,333.4564,balanced,caretaker,916,self_report,450.2,moderate,0.61,stable,,T. Vells,anster_modified,0.8,
HM-0359,ENT-0359,collective,Collective C-359,large_collective,3803.65,4122.2,4518,0.77,395.3256,social_dominant,caretaker,935,behavioral_inference,436.0,low,0.57,stable,,K. Strand,field_estimation,0.87,
HM-0360,ENT-0360,person,Subject P-360,individual,385.27,6117.8,22,0.87,1.7953,temporal_dominant,jackson_type,913,behavioral_inference,403.2,minimal,0.82,expanding,new_purpose,P. Anster,behavioral_inference,0.87,
HM-0361,ENT-0361,collective,Collective C-361,large_collective,3352.96,17891.5,3824,0.32,607.2962,balanced,institutional,933,historical_reconstruction,71.9,minimal,0.9,stable,,Klutch CC Counseling,strand_protocol_v1,0.83,
HM-0362,ENT-0362,collective,Collective C-362,large_collective,1405.15,23970.6,5536,0.64,2323.8215,temporal_dominant,visionary,917,clinical_assessment,70.6,minimal,0.67,stable,,Boundary Commission,anster_modified,0.61,
HM-0363,ENT-0363,person,Subject P-363,individual,401.66,5844.5,332,0.71,15.5599,temporal_dominant,standard_worker,932,self_report,24.2,high,0.31,stable,,Boundary Commission,strand_protocol_v1,0.86,
HM-0364,ENT-0364,creature,cave bat swarm,organ,0.94,0.2,3,0.18,1.0,social_dominant,survivor,915,field_observation,255.7,low,0.7,oscillating,loss,C. Vells,strand_protocol_v1,0.78,
HM-0365,ENT-0365,person,Subject P-365,individual,28.27,4367.5,284,0.26,1.0,temporal_dominant,standard_student,938,clinical_assessment,206.4,moderate,0.68,stable,,Independent Observer,strand_protocol_v2,0.77,
HM-0366,ENT-0366,person,Subject P-366,individual,441.79,685.3,128,0.86,1.0,abstract_dominant,standard_worker,914,historical_reconstruction,380.9,minimal,0.61,stable,,C. Vells,behavioral_inference,0.54,
HM-0367,ENT-0367,creature,tunnel cat,small_group,890.08,6484.6,51,0.03,1.0,balanced,standard_student,920,behavioral_inference,194.5,minimal,0.58,oscillating,maturation,M. Strand,field_estimation,0.63,
HM-0368,ENT-0368,collective,Collective C-368,large_collective,184.77,3727.2,20597,0.72,136.8752,temporal_dominant,caretaker,938,field_observation,483.1,minimal,0.88,stable,,R. Voss,strand_protocol_v2,0.79,
HM-0369,ENT-0369,person,Subject P-369,individual,211.86,2092.8,127,0.51,1.0,asymmetric,standard_worker,918,self_report,285.6,minimal,0.58,oscillating,new_purpose,Klutch CC Counseling,strand_protocol_v1,0.59,
HM-0370,ENT-0370,person,Subject P-370,individual,347.54,4511.7,145,0.27,1.7927,temporal_dominant,standard_worker,927,clinical_assessment,483.7,minimal,0.63,oscillating,,Klutch CC Counseling,field_estimation,0.56,
HM-0371,ENT-0371,creature,ridge runner pack,organ,0.93,0.6,2,0.09,1.0,social_dominant,survivor,938,clinical_assessment,107.3,low,0.67,contracting,loss,R. Voss,strand_protocol_v1,0.77,
HM-0372,ENT-0372,person,Subject P-372,individual,129.67,2404.2,94,0.76,1.0,temporal_dominant,standard_student,924,behavioral_inference,435.8,moderate,0.93,stable,,Klutch CC Counseling,strand_protocol_v2,0.64,
HM-0373,ENT-0373,institution,Institution I-373,institution,3629.01,9150.9,109394,0.74,1853.4614,social_dominant,caretaker,930,behavioral_inference,101.0,moderate,0.56,stable,,C. Vells,anster_modified,0.7,
HM-0374,ENT-0374,person,Subject P-374,individual,293.15,461.0,120,0.38,1.0,balanced,standard_student,919,self_report,254.3,minimal,0.8,contracting,,P. Anster,behavioral_inference,0.82,
HM-0375,ENT-0375,person,Subject P-375,individual,298.7,3378.1,380,0.24,2.6413,temporal_dominant,standard_worker,914,field_observation,397.4,low,0.76,stable,,Archive Survey Team,strand_protocol_v2,0.71,
HM-0376,ENT-0376,creature,digger collective,small_group,406.06,3167.8,81,0.02,1.0,balanced,standard_student,916,field_observation,428.0,minimal,0.71,stable,,M. Strand,anster_modified,0.82,
HM-0377,ENT-0377,creature,ridge runner pack,small_group,378.09,1718.3,24,0.03,1.0,balanced,standard_student,915,clinical_assessment,421.1,minimal,0.91,expanding,loss,K. Strand,strand_protocol_v2,0.92,
HM-0378,ENT-0378,collective,Collective C-378,small_group,320.71,1282.9,89,0.34,1.0,asymmetric,standard_student,938,clinical_assessment,222.1,minimal,0.64,stable,,Klutch CC Counseling,strand_protocol_v2,0.77,
HM-0379,ENT-0379,person,Subject P-379,individual,446.77,1031.6,2,0.14,1.0,balanced,standard_worker,935,clinical_assessment,278.4,low,0.77,stable,,Archive Survey Team,field_estimation,0.64,
HM-0380,ENT-0380,collective,Collective C-380,large_collective,2949.78,9802.5,6406,0.55,951.1837,asymmetric,caretaker,932,self_report,135.8,moderate,0.94,stable,,Archive Survey Team,strand_protocol_v1,0.93,
HM-0381,ENT-0381,institution,Institution I-381,institution,860.94,50897.4,62718,0.41,3575.54,temporal_dominant,caretaker,914,field_observation,438.3,low,0.56,stable,,P. Anster,anster_modified,0.81,
HM-0382,ENT-0382,institution,Institution I-382,institution,3933.06,30173.0,30783,0.78,6473.17,social_dominant,caretaker,924,historical_reconstruction,157.4,moderate,0.67,stable,,T. Vells,strand_protocol_v2,0.92,
HM-0383,ENT-0383,collective,Collective C-383,large_collective,2156.07,1990.0,8940,0.31,152.6552,social_dominant,caretaker,929,behavioral_inference,431.6,low,0.94,stable,,K. Strand,anster_modified,0.56,
HM-0384,ENT-0384,institution,Institution I-384,large_collective,1491.23,4568.3,7220,0.63,569.356,social_dominant,caretaker,939,historical_reconstruction,55.8,minimal,0.94,stable,,T. Vells,field_estimation,0.6,
HM-0385,ENT-0385,creature,tunnel cat,small_group,319.59,8932.1,10,0.1,1.0,temporal_dominant,standard_student,935,clinical_assessment,487.3,moderate,0.54,stable,,Independent Observer,behavioral_inference,0.89,
HM-0386,ENT-0386,creature,leatherback,small_group,756.59,1121.1,25,0.05,1.0,balanced,standard_worker,933,field_observation,183.2,moderate,0.59,stable,,Klutch CC Counseling,behavioral_inference,0.7,
HM-0387,ENT-0387,creature,digger collective,small_group,589.55,3525.5,46,0.12,1.0,asymmetric,standard_worker,925,historical_reconstruction,122.6,low,0.86,stable,,R. Voss,field_estimation,0.75,
HM-0388,ENT-0388,creature,cave bat swarm,small_group,460.06,3387.5,31,0.15,1.0,asymmetric,standard_worker,921,clinical_assessment,245.4,minimal,0.94,stable,,T. Vells,field_estimation,0.66,
HM-0389,ENT-0389,creature,tunnel cat,individual,376.15,647.5,29,0.11,1.0,balanced,standard_worker,928,behavioral_inference,424.8,minimal,0.78,stable,,M. Strand,anster_modified,0.76,
HM-0390,ENT-0390,collective,Collective C-390,small_group,241.48,1434.8,49,0.53,1.0,asymmetric,standard_worker,917,self_report,183.5,moderate,0.81,stable,,Archive Survey Team,field_estimation,0.86,
HM-0391,ENT-0391,person,Subject P-391,individual,61.09,3892.8,85,0.32,1.0,temporal_dominant,standard_student,918,behavioral_inference,338.2,moderate,0.66,stable,,C. Vells,behavioral_inference,0.67,
HM-0392,ENT-0392,person,Subject P-392,individual,353.49,3355.6,84,0.71,2.1794,abstract_dominant,standard_student,930,self_report,354.2,moderate,0.61,oscillating,maturation,K. Strand,strand_protocol_v1,0.62,
HM-0393,ENT-0393,creature,stakdur colony,individual,127.39,1806.8,38,0.18,1.0,temporal_dominant,standard_student,934,historical_reconstruction,471.7,moderate,0.86,stable,,Archive Survey Team,strand_protocol_v1,0.8,
HM-0394,ENT-0394,creature,leatherback,organ,0.75,0.2,0,0.19,1.0,asymmetric,survivor,922,clinical_assessment,426.0,moderate,0.95,stable,,Klutch CC Counseling,behavioral_inference,0.63,
HM-0395,ENT-0395,collective,Collective C-395,small_group,527.61,8270.9,14,0.34,1.0,temporal_dominant,standard_student,924,self_report,176.8,minimal,0.95,contracting,maturation,Boundary Commission,anster_modified,0.67,
HM-0396,ENT-0396,institution,Institution I-396,institution,4994.24,17324.7,74897,0.63,2982.4332,social_dominant,caretaker,940,self_report,122.6,moderate,0.54,stable,,P. Anster,behavioral_inference,0.65,
HM-0397,ENT-0397,person,Subject P-397,individual,269.18,2386.9,77,0.49,1.0,asymmetric,standard_worker,926,clinical_assessment,119.8,minimal,0.76,stable,,M. Strand,strand_protocol_v1,0.59,
