event_id,event_name,delegator_id,delegator_scale,delegator_level,delegate_id,delegate_scale,delegate_level,task_type,task_description,specification_level,autonomy_granted,trust_required,reversibility,delegation_year,completion_status,outcome_quality,trust_change,success_factor,failure_factor,documented_year,documenter,documentation_source,confidence,notes
DE-0230,Survey Tunnel Response,AG-0050,organism,4.0,AG-0291,organ,1.7,response,Complete assigned objective,outcome_only,minimal,0.74,partially_reversible,879,completed_modified,0.86,trust_increased,appropriate_autonomy,,917,P. Anster,inference,0.68,
DE-0231,Guild Tunnel Assessment,AG-0031,organ,2.3,AG-0273,cellular,1.0,response,Complete assigned mission,high_level,moderate,0.64,fully_reversible,902,ongoing,,trust_unchanged,,,912,Boundary Commission,biological_observation,0.82,
DE-0232,Crew Mission Repair,AG-0089,organ,2.0,AG-0280,cellular,1.3,decision,Complete assigned mission,outcome_only,substantial,0.65,partially_reversible,911,completed_as_specified,0.78,trust_unchanged,appropriate_autonomy,,928,P. Anster,direct_observation,0.61,
DE-0233,Crew Project Response,AG-0007,small_group,3.4,AG-0114,cellular,1.0,protection,Complete assigned task,detailed,minimal,0.67,fully_reversible,920,ongoing,,trust_unchanged,,,922,Colony Observation Unit,institutional_record,0.68,
DE-0234,Archive Document Response,AG-0091,large_collective,3.4,AG-0324,cellular,0.8,protection,Complete assigned objective,outcome_only,minimal,0.46,partially_reversible,872,ongoing,,trust_unchanged,,,923,M. Strand,institutional_record,0.92,
DE-0235,Archive Task Assessment,AG-0065,organism,3.2,AG-0346,organ,1.9,protection,Complete assigned task,outcome_only,substantial,0.9,fully_reversible,917,completed_as_specified,0.8,trust_increased,high_trust,,939,P. Anster,testimony,0.89,
DE-0236,Crew Task Assessment,AG-0080,institution,3.4,AG-0265,large_collective,3.0,maintenance,Complete assigned operation,detailed,moderate,0.44,difficult_to_reverse,888,completed_as_specified,0.92,trust_unchanged,clear_outcome_spec,,916,Archive Survey Team,inference,0.61,
DE-0237,Guild Tunnel Integration,AG-0045,large_collective,2.6,AG-0180,cellular,0.7,decision,Complete standard task,detailed,moderate,0.87,difficult_to_reverse,900,abandoned,0.21,trust_destroyed,,trust_failure,913,T. Mord,direct_observation,0.79,
DE-0238,Survey Document Extension,AG-0040,institution,4.1,AG-0306,tissue,1.3,coordination,Complete standard task,detailed,substantial,0.58,fully_reversible,875,failed,0.16,trust_destroyed,,communication_breakdown,940,Archive Survey Team,testimony,0.88,
DE-0239,Crew Tunnel Integration,AG-0022,small_group,3.3,AG-0275,organ,1.8,information,Complete routine task,high_level,moderate,0.59,partially_reversible,866,completed_as_specified,0.73,trust_increased,clear_outcome_spec,,920,Boundary Commission,testimony,0.7,
DE-0240,Colony Document Integration,AG-0063,large_collective,3.2,AG-0335,individual,3.0,construction,Complete assigned operation,detailed,substantial,0.85,irreversible,925,completed_as_specified,0.84,trust_unchanged,appropriate_autonomy,,912,Independent Observer,institutional_record,0.61,
DE-0241,Colony Tunnel Extension,AG-0072,small_group,2.7,AG-0364,tissue,1.1,resource,Complete assigned task,outcome_only,moderate,0.94,fully_reversible,861,failed,0.11,trust_unchanged,,autonomy_insufficient,934,M. Strand,biological_observation,0.73,
DE-0242,Guild Tunnel Extension,AG-0097,small_group,3.1,AG-0246,individual,3.0,resource,Complete urgent operation,high_level,minimal,0.77,partially_reversible,906,completed_as_specified,0.94,trust_increased,competency_match,,913,Archive Survey Team,institutional_record,0.72,
DE-0243,Colony Document Response,AG-0042,organ,2.5,AG-0228,cellular,1.4,maintenance,Complete urgent operation,micromanaged,substantial,0.82,irreversible,868,partially_completed,0.56,trust_unchanged,,,914,T. Crost,biological_observation,0.67,
DE-0244,Guild Document Integration,AG-0043,institution,4.0,AG-0241,large_collective,2.5,maintenance,Complete assigned task,outcome_only,none,0.52,partially_reversible,902,completed_modified,0.83,trust_unchanged,good_communication,,924,T. Crost,direct_observation,0.61,
DE-0245,Survey Project Repair,AG-0036,organism,4.0,AG-0281,tissue,1.8,decision,Complete assigned task,outcome_only,substantial,0.75,fully_reversible,893,completed_modified,0.95,trust_increased,clear_outcome_spec,,925,P. Anster,institutional_record,0.62,
DE-0246,Survey Tunnel Assessment,AG-0034,organ,2.4,AG-0258,tissue,1.0,construction,Complete standard operation,outcome_only,moderate,0.62,partially_reversible,877,completed_as_specified,0.82,trust_unchanged,appropriate_autonomy,,936,M. Strand,direct_observation,0.74,
DE-0247,Guild Task Response,AG-0037,large_collective,3.3,AG-0226,organ,2.4,response,Complete routine mission,outcome_only,substantial,0.6,difficult_to_reverse,877,completed_modified,0.96,trust_increased,clear_outcome_spec,,918,T. Mord,direct_observation,0.79,
DE-0248,Archive Project Integration,AG-0085,small_group,3.2,AG-0336,tissue,1.8,maintenance,Complete urgent task,outcome_only,moderate,0.78,difficult_to_reverse,896,completed_as_specified,0.75,trust_unchanged,high_trust,,929,Klutch CC Research,direct_observation,0.68,
DE-0249,Guild Mission Extension,AG-0098,institution,4.0,AG-0183,tissue,1.0,decision,Complete standard mission,outcome_only,complete,0.62,partially_reversible,866,failed,0.04,trust_unchanged,,context_change,925,Independent Observer,institutional_record,0.77,
DE-0250,Archive Document Integration,AG-0052,large_collective,3.5,AG-0384,cellular,1.4,maintenance,Complete routine objective,outcome_only,complete,0.52,fully_reversible,916,completed_as_specified,0.78,trust_increased,good_communication,,929,O. Venn,institutional_record,0.88,
DE-0251,Colony Mission Integration,AG-0052,large_collective,3.4,AG-0144,small_group,3.3,maintenance,Complete urgent mission,detailed,substantial,0.71,partially_reversible,915,partially_completed,0.61,trust_unchanged,,,936,Boundary Commission,biological_observation,0.73,
DE-0252,Colony Tunnel Response,AG-0015,small_group,3.2,AG-0240,cellular,1.5,coordination,Complete assigned objective,outcome_only,minimal,0.91,fully_reversible,889,completed_as_specified,0.72,trust_increased,high_trust,,934,M. Strand,testimony,0.95,
DE-0253,Archive Task Integration,AG-0020,large_collective,3.0,AG-0218,cellular,0.9,construction,Complete urgent objective,outcome_only,moderate,0.65,difficult_to_reverse,854,completed_as_specified,1.0,trust_increased,competency_match,,940,O. Venn,direct_observation,0.79,
DE-0254,Crew Mission Assessment,AG-0039,large_collective,3.4,AG-0371,cellular,1.2,decision,Complete standard task,high_level,minimal,0.89,partially_reversible,865,completed_as_specified,0.77,trust_unchanged,competency_match,,934,Archive Survey Team,biological_observation,0.88,
DE-0255,Crew Mission Assessment,AG-0080,organ,2.1,AG-0298,tissue,1.8,decision,Complete routine mission,detailed,complete,0.54,partially_reversible,929,completed_modified,0.84,trust_increased,competency_match,,926,Colony Observation Unit,institutional_record,0.83,
DE-0256,Crew Project Integration,AG-0025,small_group,3.2,AG-0199,organ,1.7,response,Complete standard operation,high_level,moderate,0.88,partially_reversible,921,completed_as_specified,0.99,trust_unchanged,good_communication,,934,T. Mord,biological_observation,0.82,
DE-0257,Archive Project Assessment,AG-0044,organism,3.4,AG-0287,individual,3.6,decision,Complete assigned objective,high_level,substantial,0.63,difficult_to_reverse,887,completed_modified,0.87,trust_increased,competency_match,,923,Boundary Commission,direct_observation,0.92,
DE-0258,Archive Mission Repair,AG-0024,institution,4.1,AG-0278,individual,3.4,response,Complete routine objective,detailed,complete,0.82,partially_reversible,894,completed_modified,0.84,trust_increased,appropriate_autonomy,,924,M. Strand,inference,0.85,
DE-0259,Guild Document Assessment,AG-0030,organism,4.5,AG-0349,cellular,1.0,maintenance,Complete urgent objective,high_level,substantial,0.88,fully_reversible,855,completed_as_specified,0.7,trust_increased,clear_outcome_spec,,920,Boundary Commission,institutional_record,0.92,
DE-0260,Archive Mission Repair,AG-0100,large_collective,2.9,AG-0359,individual,3.8,construction,Complete standard mission,high_level,moderate,0.66,fully_reversible,879,ongoing,,trust_unchanged,,,931,Klutch CC Research,institutional_record,0.86,
DE-0261,Survey Tunnel Repair,AG-0005,large_collective,2.8,AG-0386,tissue,1.8,resource,Complete standard task,detailed,moderate,0.89,fully_reversible,933,abandoned,0.15,trust_decreased,,autonomy_insufficient,928,Klutch CC Research,institutional_record,0.69,
DE-0262,Guild Document Assessment,AG-0065,small_group,3.0,AG-0151,organ,1.8,resource,Complete assigned mission,high_level,substantial,0.57,difficult_to_reverse,900,completed_as_specified,0.75,trust_increased,clear_outcome_spec,,939,M. Strand,inference,0.73,
DE-0263,Crew Project Integration,AG-0005,organism,3.2,AG-0136,organ,1.8,decision,Complete standard mission,high_level,moderate,0.69,irreversible,880,ongoing,,trust_unchanged,,,921,Klutch CC Research,testimony,0.89,
DE-0264,Guild Document Assessment,AG-0061,institution,3.1,AG-0147,small_group,3.4,maintenance,Complete assigned task,micromanaged,substantial,0.92,partially_reversible,899,ongoing,,trust_unchanged,,,930,Colony Observation Unit,inference,0.91,
DE-0265,Guild Tunnel Repair,AG-0026,large_collective,2.9,AG-0161,tissue,1.6,response,Complete routine objective,high_level,moderate,0.48,fully_reversible,923,completed_as_specified,0.92,trust_unchanged,clear_outcome_spec,,916,Klutch CC Research,institutional_record,0.83,
DE-0266,Survey Document Response,AG-0034,small_group,3.4,AG-0364,individual,3.7,decision,Complete standard mission,high_level,moderate,0.95,fully_reversible,935,completed_as_specified,0.72,trust_unchanged,good_communication,,925,Archive Survey Team,direct_observation,0.93,
DE-0267,Archive Tunnel Repair,AG-0094,small_group,3.2,AG-0246,individual,2.3,protection,Complete urgent objective,high_level,substantial,0.69,difficult_to_reverse,891,completed_as_specified,0.88,trust_increased,appropriate_autonomy,,931,Archive Survey Team,direct_observation,0.67,
DE-0268,Archive Task Repair,AG-0078,small_group,3.4,AG-0104,individual,3.7,response,Complete routine operation,detailed,minimal,0.66,difficult_to_reverse,850,completed_modified,0.71,trust_unchanged,appropriate_autonomy,,938,O. Venn,inference,0.76,
DE-0269,Crew Project Repair,AG-0072,organ,1.6,AG-0312,tissue,1.1,resource,Complete urgent task,outcome_only,minimal,0.88,fully_reversible,928,partially_completed,0.57,trust_unchanged,,,926,T. Crost,inference,0.74,
DE-0270,Survey Project Integration,AG-0047,large_collective,2.7,AG-0242,tissue,1.2,response,Complete standard mission,outcome_only,moderate,0.56,partially_reversible,912,completed_modified,0.83,trust_increased,competency_match,,934,Archive Survey Team,direct_observation,0.8,
DE-0271,Survey Project Repair,AG-0083,institution,4.0,AG-0135,cellular,1.1,construction,Complete routine objective,outcome_only,complete,0.75,partially_reversible,919,completed_modified,0.86,trust_increased,competency_match,,931,Boundary Commission,testimony,0.74,
DE-0272,Archive Task Extension,AG-0067,organism,3.1,AG-0261,organ,2.3,resource,Complete standard mission,detailed,substantial,0.43,partially_reversible,921,completed_modified,0.93,trust_increased,competency_match,,922,T. Crost,institutional_record,0.67,
DE-0273,Crew Project Integration,AG-0069,small_group,2.7,AG-0209,individual,2.7,information,Complete assigned task,high_level,substantial,0.79,fully_reversible,908,completed_modified,0.95,trust_increased,appropriate_autonomy,,921,O. Venn,biological_observation,0.73,
DE-0274,Survey Tunnel Extension,AG-0070,institution,3.5,AG-0350,cellular,1.0,protection,Complete standard operation,high_level,minimal,0.42,partially_reversible,880,ongoing,,trust_unchanged,,,916,Klutch CC Research,direct_observation,0.93,
DE-0275,Survey Document Assessment,AG-0016,organ,2.3,AG-0114,cellular,1.4,maintenance,Complete standard operation,detailed,moderate,0.61,difficult_to_reverse,907,partially_completed,0.5,trust_unchanged,,,935,Colony Observation Unit,direct_observation,0.62,
DE-0276,Survey Tunnel Response,AG-0009,institution,3.2,AG-0156,organ,1.6,resource,Complete urgent operation,micromanaged,moderate,0.84,difficult_to_reverse,902,failed,0.24,trust_destroyed,,unclear_specification,915,Independent Observer,testimony,0.94,
DE-0277,Crew Project Extension,AG-0098,organism,3.7,AG-0137,organ,2.3,response,Complete assigned task,outcome_only,moderate,0.56,partially_reversible,917,completed_as_specified,0.75,trust_increased,clear_outcome_spec,,938,Independent Observer,institutional_record,0.92,
DE-0278,Crew Document Response,AG-0065,large_collective,3.3,AG-0169,cellular,0.6,maintenance,Complete urgent objective,high_level,moderate,0.8,fully_reversible,884,partially_completed,0.69,trust_unchanged,,,916,Independent Observer,institutional_record,0.85,
DE-0279,Archive Mission Response,AG-0099,institution,3.1,AG-0208,small_group,2.9,maintenance,Complete assigned objective,high_level,substantial,0.5,partially_reversible,929,completed_modified,0.77,trust_unchanged,clear_outcome_spec,,932,Klutch CC Research,testimony,0.94,
DE-0280,Archive Tunnel Integration,AG-0054,institution,4.5,AG-0141,individual,2.8,construction,Complete standard objective,outcome_only,substantial,0.61,partially_reversible,863,completed_modified,0.84,trust_increased,high_trust,,918,Klutch CC Research,direct_observation,0.61,
DE-0281,Colony Task Integration,AG-0085,large_collective,2.8,AG-0324,small_group,2.8,coordination,Complete routine operation,outcome_only,minimal,0.47,irreversible,919,partially_completed,0.55,trust_unchanged,,,915,Independent Observer,direct_observation,0.74,
DE-0282,Crew Tunnel Response,AG-0010,large_collective,2.7,AG-0135,cellular,0.6,information,Complete standard objective,detailed,minimal,0.47,partially_reversible,867,completed_as_specified,0.82,trust_increased,competency_match,,922,Colony Observation Unit,inference,0.74,
DE-0283,Crew Task Assessment,AG-0086,large_collective,3.1,AG-0396,individual,2.0,resource,Complete assigned mission,outcome_only,minimal,0.64,fully_reversible,912,completed_as_specified,0.91,trust_increased,clear_outcome_spec,,917,T. Mord,institutional_record,0.95,
DE-0284,Archive Task Integration,AG-0035,organism,4.0,AG-0120,tissue,1.7,construction,Complete routine mission,outcome_only,substantial,0.52,difficult_to_reverse,934,failed,0.2,trust_decreased,,unclear_specification,935,Independent Observer,testimony,0.95,
DE-0285,Archive Mission Repair,AG-0019,small_group,2.7,AG-0285,cellular,1.1,information,Complete urgent operation,high_level,moderate,0.78,difficult_to_reverse,871,completed_as_specified,0.94,trust_increased,clear_outcome_spec,,934,Archive Survey Team,testimony,0.67,
DE-0286,Colony Project Assessment,AG-0052,institution,3.1,AG-0295,large_collective,2.6,coordination,Complete routine objective,outcome_only,substantial,0.66,partially_reversible,936,partially_completed,0.51,trust_unchanged,,,926,T. Crost,institutional_record,0.87,
DE-0287,Archive Task Integration,AG-0032,organism,4.4,AG-0184,individual,2.3,information,Complete urgent mission,outcome_only,none,0.53,partially_reversible,924,completed_as_specified,0.75,trust_increased,good_communication,,929,Boundary Commission,testimony,0.66,
DE-0288,Survey Project Integration,AG-0023,institution,4.5,AG-0290,small_group,2.7,protection,Complete assigned operation,high_level,moderate,0.87,fully_reversible,889,completed_as_specified,0.96,trust_increased,high_trust,,921,T. Crost,institutional_record,0.89,
DE-0289,Guild Document Repair,AG-0008,small_group,3.3,AG-0338,cellular,0.5,information,Complete standard operation,high_level,moderate,0.81,difficult_to_reverse,854,completed_as_specified,0.91,trust_increased,good_communication,,924,T. Mord,inference,0.71,
DE-0290,Colony Project Extension,AG-0091,organism,3.7,AG-0386,tissue,1.2,protection,Complete routine operation,high_level,moderate,0.92,irreversible,939,completed_as_specified,0.87,trust_increased,high_trust,,926,Klutch CC Research,institutional_record,0.68,
DE-0291,Crew Document Repair,AG-0054,organism,4.2,AG-0191,cellular,0.9,construction,Complete standard objective,outcome_only,minimal,0.88,difficult_to_reverse,899,partially_completed,0.52,trust_unchanged,,,930,T. Crost,institutional_record,0.81,
DE-0292,Colony Mission Extension,AG-0097,organism,3.1,AG-0131,individual,2.2,coordination,Complete urgent task,outcome_only,substantial,0.57,fully_reversible,858,completed_modified,0.77,trust_increased,appropriate_autonomy,,918,Archive Survey Team,institutional_record,0.93,
DE-0293,Survey Tunnel Repair,AG-0010,small_group,3.1,AG-0250,tissue,1.8,protection,Complete standard operation,high_level,substantial,0.64,difficult_to_reverse,926,completed_as_specified,0.89,trust_increased,good_communication,,925,Boundary Commission,institutional_record,0.69,
DE-0294,Crew Document Response,AG-0046,small_group,3.0,AG-0313,tissue,1.2,information,Complete urgent mission,high_level,none,0.95,fully_reversible,897,ongoing,,trust_unchanged,,,935,T. Mord,testimony,0.67,
DE-0295,Colony Mission Repair,AG-0041,institution,4.4,AG-0234,organ,1.9,construction,Complete assigned task,high_level,complete,0.94,difficult_to_reverse,916,completed_as_specified,0.8,trust_increased,competency_match,,929,Klutch CC Research,institutional_record,0.71,
DE-0296,Survey Mission Integration,AG-0070,organism,4.0,AG-0203,tissue,1.5,decision,Complete routine task,detailed,substantial,0.88,partially_reversible,910,completed_as_specified,0.74,trust_increased,clear_outcome_spec,,929,P. Anster,inference,0.89,
DE-0297,Colony Task Response,AG-0075,organism,3.4,AG-0231,organ,2.0,coordination,Complete urgent task,high_level,substantial,0.53,difficult_to_reverse,915,completed_as_specified,0.93,trust_increased,high_trust,,919,Colony Observation Unit,direct_observation,0.66,
DE-0298,Crew Mission Extension,AG-0082,small_group,3.4,AG-0289,cellular,0.9,maintenance,Complete urgent task,outcome_only,minimal,0.73,partially_reversible,851,ongoing,,trust_unchanged,,,926,O. Venn,testimony,0.71,
DE-0299,Guild Project Assessment,AG-0037,organism,3.5,AG-0291,tissue,2.0,protection,Complete standard mission,detailed,substantial,0.56,partially_reversible,895,completed_modified,0.81,trust_increased,appropriate_autonomy,,932,O. Venn,institutional_record,0.91,
DE-0300,Crew Mission Repair,AG-0075,organ,1.9,AG-0163,cellular,0.5,information,Complete standard mission,outcome_only,substantial,0.87,difficult_to_reverse,856,failed,0.02,trust_unchanged,,competency_mismatch,924,Klutch CC Research,inference,0.61,
