agent_id,agent_name,agent_scale,anster_level,agent_type,competency_domain,competency_level,autonomy_level,parent_agent_id,federation_role,delegation_accepts,delegation_gives,integration_score,communication_channels,memory_distributed,turnover_resilient,temporal_horizon_days,spatial_horizon_km,trust_given_score,trust_received_score,documented_year,documenter,region,confidence,notes
AG-0417,Boundary Circle 18,small_group,2.7,creature_colony,resource_acquisition,expert,semi_autonomous,AG-0008,generalist,True,False,0.68,3,False,True,4075.5,137.3,0.71,0.66,916,P. Anster,Northo,0.73,
AG-0418,Bren Tall,individual,3.8,person,spatial_navigation,expert,autonomous,AG-0007,component,True,False,0.13,8,False,False,2568.9,682.2,0.6,0.55,921,T. Crost,Multiple,0.7,
AG-0419,Cellular Unit 419-B,cellular,1.1,organism,resource_acquisition,expert,autonomous,,component,False,False,0.74,4,True,True,0.0,166.2,0.0,0.61,938,O. Venn,Yeller Quarry,0.74,
AG-0420,Ferris Creel,individual,3.2,person,maintenance,master,supervised,,specialist,True,False,0.02,2,False,False,1250.4,612.6,0.76,0.78,938,O. Venn,Capital,0.92,
AG-0421,Capital Crew 14,small_group,2.6,human_group,decision_making,expert,supervised,AG-0009,interface,True,False,0.37,13,True,False,4848.1,425.0,0.74,0.76,919,P. Anster,Unknown,0.74,
AG-0422,Night Stalker Specimen 422,individual,2.1,creature,adaptation,competent,semi_autonomous,,generalist,True,False,0.09,1,False,False,945.7,696.0,0.0,0.58,914,O. Venn,Capital,0.87,
AG-0423,Northo Consortium,large_collective,2.9,institution,coordination,competent,supervised,,component,True,False,0.62,15,False,False,2971.3,491.0,0.62,0.62,927,M. Strand,Tower of Mirado,0.83,
AG-0424,Quarry Class 13,small_group,3.1,human_group,coordination,basic,sovereign,,interface,True,True,0.56,13,False,False,3257.6,36.4,0.55,0.73,915,T. Crost,Unknown,0.76,
AG-0425,Densmok Federation,large_collective,3.3,institution,preservation,competent,autonomous,,specialist,True,True,0.65,6,True,False,10080.0,869.6,0.75,0.79,932,Independent Observer,Tower of Mirado,0.83,
AG-0426,Digger Colony 37,large_collective,3.3,creature_colony,adaptation,competent,autonomous,,specialist,True,False,0.51,14,False,False,15597.7,819.3,0.45,0.76,934,Boundary Commission,Dens boundary,0.62,
AG-0427,Dask Anster,individual,3.4,person,construction,expert,fully_dependent,,component,True,True,0.02,4,False,False,1670.6,380.7,0.57,0.53,930,M. Strand,Unknown,0.61,
AG-0428,Greta Creel,individual,2.7,person,maintenance,foundational,supervised,AG-0010,specialist,True,False,0.0,10,False,False,2624.0,675.1,0.54,0.93,940,Independent Observer,Capital,0.7,
AG-0429,Petra Renn,individual,2.2,person,resource_acquisition,basic,autonomous,AG-0005,component,True,False,0.06,1,False,False,3581.9,22.8,0.0,0.46,923,Klutch CC Research,Northo,0.81,
AG-0430,Senn Brent,individual,3.7,person,memory_storage,foundational,autonomous,,interface,False,True,0.17,9,False,False,561.3,659.2,0.76,0.53,928,T. Crost,Densmok,0.89,
AG-0431,Bren Mord,individual,3.0,person,resource_acquisition,expert,fully_dependent,AG-0010,component,True,True,0.0,10,False,False,1530.4,90.2,0.79,0.81,929,P. Anster,Tower of Mirado,0.61,
AG-0432,Liver Complex 432,organ,1.8,organism,coordination,expert,supervised,,coordinator,True,False,0.73,4,True,True,10.5,281.2,0.0,0.81,915,Archive Survey Team,Multiple,0.87,
AG-0433,Marsh Keth,individual,3.0,person,pattern_recognition,competent,semi_autonomous,,component,True,True,0.0,2,False,False,2558.0,10.4,0.8,0.72,936,M. Strand,Tower of Mirado,0.7,
AG-0434,Petra Renn,individual,3.9,person,decision_making,basic,semi_autonomous,AG-0019,component,False,True,0.13,3,False,False,266.5,708.3,0.5,0.44,920,Klutch CC Research,Dens boundary,0.85,
AG-0435,Third Mill Squad 13,small_group,2.8,human_group,resource_acquisition,competent,semi_autonomous,AG-0017,specialist,True,False,0.41,13,False,False,4541.2,21.1,0.3,0.63,913,P. Anster,Dens boundary,0.85,
AG-0436,Boundary Crew 5,small_group,2.7,human_group,coordination,competent,fully_dependent,AG-0014,specialist,False,False,0.39,4,True,False,3331.4,212.8,0.75,0.82,918,T. Crost,Multiple,0.71,
AG-0437,Digger Colony 40,large_collective,3.1,creature_colony,communication,competent,fully_dependent,,interface,True,True,0.45,10,False,False,2210.1,392.4,0.92,0.45,931,T. Crost,Dens boundary,0.88,
AG-0438,Civilization Fragment 7,civilization_fragment,4.3,institution,memory_storage,expert,semi_autonomous,,component,False,True,0.66,16,True,False,12631.2,79.5,0.72,0.43,926,O. Venn,Tower of Mirado,0.73,
AG-0439,Mira Tall,individual,3.1,person,threat_response,competent,autonomous,,component,True,False,0.03,6,False,False,2340.9,570.2,0.92,0.42,936,O. Venn,Yeller Quarry,0.85,
AG-0440,Neural Cluster 440,organ,1.6,organism,maintenance,expert,fully_dependent,,generalist,True,False,0.61,14,True,True,10.7,551.2,0.0,0.64,928,Archive Survey Team,Capital,0.74,
AG-0441,Kellen Keth,individual,2.9,person,adaptation,competent,supervised,,generalist,True,True,0.0,2,False,False,2165.8,35.9,0.3,0.61,919,Klutch CC Research,Tower of Mirado,0.63,
AG-0442,Maw Beast Specimen 442,individual,3.5,creature,decision_making,master,semi_autonomous,,component,True,True,0.04,8,False,False,1465.6,700.2,0.41,0.45,933,P. Anster,Yeller Quarry,0.82,
AG-0443,Eastern The Guild,institution,3.4,institution,preservation,expert,autonomous,,generalist,True,True,0.62,4,True,False,32651.5,480.9,0.6,0.69,912,P. Anster,Unknown,0.91,
AG-0444,Eastern Team 5,small_group,2.6,human_group,coordination,expert,fully_dependent,,component,True,False,0.59,14,True,False,406.6,374.5,0.78,0.86,927,Independent Observer,Northo,0.94,
AG-0445,Civilization Fragment 6,civilization_fragment,3.7,institution,adaptation,competent,fully_dependent,,component,True,True,0.45,6,True,True,34629.2,853.6,0.61,0.7,912,Archive Survey Team,Dens boundary,0.92,
AG-0446,Northo Coalition,large_collective,2.6,institution,communication,expert,supervised,,interface,True,False,0.57,1,True,True,14680.4,19.0,0.56,0.43,916,T. Mord,Unknown,0.82,
AG-0447,Cellular Unit 447-E,cellular,1.3,organism,cellular_maintenance,foundational,semi_autonomous,,interface,True,False,0.71,9,True,False,0.0,552.6,0.0,0.78,915,T. Mord,Northo,0.83,
AG-0448,Cave Bat Specimen 448,individual,2.4,creature,coordination,expert,semi_autonomous,AG-0009,specialist,True,False,0.0,7,False,False,551.2,462.9,0.0,0.94,929,Klutch CC Research,Tower of Mirado,0.75,
AG-0449,Greta Anster,individual,2.7,person,spatial_navigation,basic,semi_autonomous,,sovereign,True,True,0.0,3,False,False,940.2,635.6,0.93,0.74,938,T. Mord,Northo,0.73,
AG-0450,Boundary Squad 20,small_group,2.8,human_group,decision_making,basic,supervised,AG-0007,specialist,True,True,0.65,9,False,False,6312.3,331.5,0.57,0.42,913,T. Mord,Northo,0.77,
AG-0451,Capital Consortium,large_collective,2.6,human_group,adaptation,master,fully_dependent,,specialist,True,True,0.65,9,False,True,16934.6,257.8,0.6,0.83,912,Colony Observation Unit,Northo,0.94,
AG-0452,Northo Coalition,large_collective,2.9,institution,adaptation,basic,supervised,,specialist,True,True,0.61,2,False,True,11120.0,627.0,0.31,0.43,920,P. Anster,Dens boundary,0.92,
AG-0453,Senn Venn,individual,3.1,person,threat_response,master,supervised,AG-0005,specialist,True,True,0.0,8,False,False,1620.9,246.3,0.76,0.64,929,T. Crost,Densmok,0.93,
AG-0454,Capital Squad 12,small_group,2.6,creature_colony,protection,competent,fully_dependent,,component,True,True,0.6,9,False,False,5593.3,378.6,0.39,0.52,935,T. Crost,Capital,0.88,
AG-0455,Tunnel Digger Specimen 455,individual,3.6,creature,resource_acquisition,competent,sovereign,,component,False,False,0.0,10,False,False,3109.4,347.2,0.35,0.41,919,Archive Survey Team,Tower of Mirado,0.9,
AG-0456,Multiple Consortium,large_collective,2.6,institution,coordination,foundational,fully_dependent,,component,True,True,0.79,17,False,False,6481.6,77.8,0.35,0.44,926,P. Anster,Yeller Quarry,0.78,
AG-0457,Tissue Complex 457,tissue,1.1,organism,construction,expert,supervised,,coordinator,True,False,0.93,13,True,False,0.7,207.2,0.0,0.43,918,Independent Observer,Tower of Mirado,0.68,
AG-0458,Marsh Pol,individual,2.7,person,decision_making,expert,semi_autonomous,AG-0005,sovereign,True,True,0.0,4,False,False,49.9,13.9,0.57,0.46,937,Colony Observation Unit,Northo,0.65,
AG-0459,Cellular Unit 459-F,cellular,0.8,organism,resource_acquisition,expert,autonomous,,coordinator,True,False,0.86,6,True,True,0.0,544.3,0.0,0.91,916,Colony Observation Unit,Northo,0.78,
AG-0460,Third Mill Squad 14,small_group,2.6,human_group,protection,competent,semi_autonomous,,generalist,True,True,0.39,3,True,False,4650.5,594.8,0.42,0.83,914,O. Venn,Northo,0.87,
AG-0461,Densmok The Archive,institution,3.2,human_group,preservation,competent,supervised,,component,True,True,0.54,14,True,True,19881.9,830.5,0.67,0.52,922,Independent Observer,Densmok,0.78,
AG-0462,Digger Colony 9,large_collective,3.4,creature_colony,communication,expert,supervised,,coordinator,True,True,0.65,5,True,False,8900.2,707.0,0.64,0.85,939,Boundary Commission,Densmok,0.7,
AG-0463,Circulatory Unit 463,organ,2.0,organism,resource_acquisition,expert,semi_autonomous,,specialist,True,False,0.64,11,True,False,15.4,526.0,0.0,0.82,924,Colony Observation Unit,Tower of Mirado,0.89,
AG-0464,Archive Squad 7,small_group,3.3,human_group,decision_making,basic,autonomous,AG-0005,coordinator,True,False,0.65,16,True,False,7131.6,889.6,0.58,0.9,924,Archive Survey Team,Dens boundary,0.87,
AG-0465,Stakdur Specimen 465,individual,2.6,creature,pattern_recognition,competent,semi_autonomous,,component,False,False,0.0,3,False,False,3266.3,298.7,0.75,0.84,929,T. Mord,Multiple,0.62,
AG-0466,Cellular Unit 466-F,cellular,0.9,organism,resource_acquisition,basic,semi_autonomous,,component,True,False,0.92,13,True,True,0.0,84.9,0.0,0.59,921,Independent Observer,Yeller Quarry,0.9,
AG-0467,Capital The Council,institution,4.1,institution,preservation,basic,semi_autonomous,,coordinator,True,False,0.75,17,True,True,13943.7,663.4,0.44,0.65,932,T. Mord,Northo,0.91,
AG-0468,Stakdur Specimen 468,individual,3.6,creature,memory_storage,basic,autonomous,,interface,False,False,0.1,2,False,False,1578.2,403.0,0.69,0.85,917,M. Strand,Capital,0.76,
AG-0469,Eastern Crew 11,small_group,2.6,human_group,construction,basic,supervised,,component,True,True,0.37,10,False,False,5541.7,713.2,0.48,0.46,930,Archive Survey Team,Capital,0.84,
AG-0470,Boundary Section 7,small_group,2.9,human_group,coordination,foundational,fully_dependent,,component,True,True,0.39,4,False,False,1914.9,765.9,0.46,0.72,936,Klutch CC Research,Multiple,0.81,
AG-0471,Survey Section 10,small_group,3.4,human_group,protection,competent,autonomous,,coordinator,False,False,0.68,5,False,False,5244.4,316.4,0.64,0.43,922,Boundary Commission,Dens boundary,0.84,
AG-0472,Nils Drusk,individual,2.4,person,construction,competent,semi_autonomous,,component,True,False,0.0,8,False,False,3456.9,642.9,0.0,0.95,919,T. Mord,Tower of Mirado,0.72,
AG-0473,Densmok Assembly,large_collective,2.6,institution,preservation,master,supervised,,component,True,False,0.58,2,False,False,8566.4,440.2,0.87,0.62,938,T. Crost,Yeller Quarry,0.79,
AG-0474,Tunnel Digger Specimen 474,individual,3.3,creature,memory_storage,basic,sovereign,,component,True,False,0.19,9,True,False,160.3,110.7,0.79,0.88,924,Colony Observation Unit,Multiple,0.67,
AG-0475,Capital Class 6,small_group,3.2,human_group,coordination,expert,autonomous,AG-0006,component,True,True,0.37,10,False,False,1987.2,107.5,0.76,0.88,922,Klutch CC Research,Unknown,0.71,
AG-0476,Liver Complex 476,organ,1.6,organism,resource_acquisition,foundational,fully_dependent,,generalist,True,False,0.8,9,True,True,18.2,262.0,0.0,0.64,926,P. Anster,Tower of Mirado,0.62,
AG-0477,Third Mill Squad 14,small_group,2.9,human_group,protection,expert,fully_dependent,,coordinator,True,True,0.52,9,False,True,5515.6,637.6,0.64,0.51,919,T. Mord,Capital,0.9,
AG-0478,Mira Kellam,individual,2.2,person,construction,basic,autonomous,,sovereign,False,False,0.07,1,False,False,2104.4,45.9,0.0,0.9,933,T. Crost,Northo,0.76,
AG-0479,Third Mill Squad 1,small_group,3.0,human_group,construction,competent,autonomous,AG-0015,coordinator,True,True,0.42,8,True,False,1544.5,585.6,0.34,0.7,940,T. Crost,Densmok,0.8,
AG-0480,Lorn Moll,individual,2.5,person,document_processing,expert,supervised,AG-0009,coordinator,True,True,0.0,4,False,False,1900.6,185.4,0.64,0.7,934,T. Crost,Northo,0.89,
AG-0481,Stakdur Specimen 481,individual,3.2,creature,adaptation,master,supervised,AG-0003,component,True,True,0.12,6,False,False,1794.3,639.5,0.3,0.64,922,Colony Observation Unit,Unknown,0.76,
AG-0482,Boundary Crew 8,small_group,3.1,human_group,construction,competent,semi_autonomous,,component,True,True,0.47,14,True,True,6561.1,761.1,0.85,0.92,920,Colony Observation Unit,Tower of Mirado,0.9,
AG-0483,Orra Moll,individual,2.9,person,memory_storage,master,autonomous,,specialist,True,True,0.19,6,False,False,1766.2,480.2,0.47,0.87,938,Boundary Commission,Multiple,0.62,
AG-0484,Holt Tross,individual,3.3,person,decision_making,foundational,semi_autonomous,AG-0016,generalist,True,True,0.08,8,False,False,1822.8,559.8,0.89,0.88,923,Archive Survey Team,Unknown,0.77,
AG-0485,Capital Team 15,small_group,3.0,human_group,decision_making,expert,autonomous,,coordinator,True,True,0.54,14,True,True,5154.1,548.3,0.49,0.46,927,Klutch CC Research,Multiple,0.71,
AG-0486,Calla Brent,individual,3.3,person,decision_making,expert,sovereign,,component,True,True,0.0,9,False,False,3436.9,202.6,0.77,0.51,938,Archive Survey Team,Yeller Quarry,0.74,
AG-0487,Tunnel Digger Specimen 487,individual,3.5,creature,spatial_navigation,competent,autonomous,AG-0003,component,True,True,0.0,9,False,False,1263.8,842.4,0.55,0.51,917,T. Crost,Yeller Quarry,0.72,
AG-0488,Lorn Moll,individual,3.4,person,adaptation,competent,supervised,,specialist,True,True,0.12,3,False,False,1423.1,651.6,0.77,0.87,935,Archive Survey Team,Multiple,0.62,
AG-0489,Digger Colony 49,large_collective,2.6,creature_colony,communication,competent,supervised,,generalist,True,False,0.63,15,True,True,3539.5,76.4,0.37,0.55,938,M. Strand,Densmok,0.82,
AG-0490,Boundary Class 3,small_group,3.1,human_group,construction,expert,semi_autonomous,AG-0012,component,True,False,0.61,3,False,False,1999.9,89.1,0.6,0.6,927,Klutch CC Research,Unknown,0.86,
AG-0491,Eastern The Guild,institution,4.1,creature_colony,decision_making,competent,fully_dependent,,specialist,True,True,0.65,15,True,True,26148.3,175.8,0.69,0.47,930,Independent Observer,Multiple,0.6,
AG-0492,Tissue Complex 492,tissue,1.9,organism,signaling,expert,autonomous,,component,True,False,0.68,15,False,False,0.7,79.6,0.0,0.78,931,T. Crost,Unknown,0.79,
AG-0493,Senn Drusk,individual,2.1,person,threat_response,competent,semi_autonomous,,coordinator,True,False,0.18,6,False,False,87.3,256.7,0.0,0.71,930,O. Venn,Multiple,0.82,
AG-0494,Boundary Team 10,small_group,3.4,human_group,decision_making,basic,autonomous,,specialist,True,True,0.5,13,False,True,7207.4,128.3,0.67,0.65,939,M. Strand,Multiple,0.85,
AG-0495,Stakdur Specimen 495,individual,3.8,creature,spatial_navigation,competent,sovereign,,component,False,False,0.07,7,False,False,1056.1,643.4,0.36,0.67,914,Archive Survey Team,Dens boundary,0.76,
AG-0496,Petra Vost,individual,2.9,person,pattern_recognition,master,sovereign,,component,True,True,0.0,6,False,False,2496.4,386.7,0.53,0.57,924,O. Venn,Capital,0.77,
AG-0497,Tissue Complex 497,tissue,1.4,organism,construction,basic,semi_autonomous,,coordinator,True,False,0.86,4,True,True,0.4,360.7,0.0,0.45,936,Klutch CC Research,Capital,0.68,
AG-0498,Night Stalker Specimen 498,individual,3.9,creature,maintenance,expert,semi_autonomous,,generalist,False,True,0.0,5,False,False,3039.8,220.4,0.47,0.79,929,P. Anster,Unknown,0.7,
AG-0499,Petra Tall,individual,2.0,person,decision_making,competent,fully_dependent,,coordinator,True,False,0.15,9,True,False,3117.9,146.7,0.0,0.46,918,Colony Observation Unit,Unknown,0.74,
AG-0500,Tissue Fragment 500-B,cellular,0.5,organism,resource_acquisition,expert,supervised,,specialist,True,False,0.82,1,True,True,0.1,394.5,0.0,0.57,921,Archive Survey Team,Capital,0.76,
