trajectory_id,trajectory_name,origin_form_id,origin_form_name,destination_form_id,destination_form_name,origin_basin_id,destination_basin_id,trajectory_type,total_distance,geodesic_distance,efficiency,duration_days,waypoint_count,waypoint_ids,basin_crossings,ridge_crossings,directness,confidence_at_origin,arrival_accuracy,outcome,entity_type,entity_id,first_documented,documenter,documentation_method,confidence,notes
NT-0185,Path to Form 0068,MS-0060,Form 0060,MS-0068,Form 0068,BA-023,BA-016,regenerative,1.3509,0.7558,0.559,160,1,MS-0034,4,0,0.51,0.431,0.2528,trapped,collective,EN-365,931,Archive Survey Team,form_tracking,0.53,Passed through 1 intermediate forms.
NT-0186,Form 0026 Trajectory 23,MS-0080,Form 0080,MS-0026,Form 0026,BA-040,BA-043,forced,3.0,0.6193,0.137,290,4,"MS-0087,MS-0039,MS-0094,MS-0081",4,0,0.142,0.505,0.3189,dissolved,phenomenon,,927,Archive Survey Team,direct_observation,0.74,Trajectory documented over 290 days.
NT-0187,Path to Form 0075,MS-0063,Form 0063,MS-0075,Form 0075,BA-007,BA-009,learned,2.1775,1.8796,0.863,213,0,,3,2,0.843,0.226,0.0,successful_arrival,creature,,929,T. Vells,direct_observation,0.528,Observed by T. Vells in Year 929.
NT-0188,Form 0038 Trajectory 98,MS-0033,Form 0033,MS-0038,Form 0038,BA-035,BA-046,developmental,2.0544,1.7216,0.838,230,2,"MS-0051,MS-0099",1,1,0.952,0.8,0.0,successful_arrival,creature,,919,Boundary Commission,form_tracking,0.626,Efficiency: 0.84 of geodesic optimum.
NT-0189,Form 0015 Trajectory 9,MS-0042,Form 0042,MS-0015,Form 0015,BA-032,BA-011,instinctive,1.6375,1.6109,0.984,151,3,"MS-0009,MS-0057,MS-0078",4,3,0.988,0.8,0.0,successful_arrival,phenomenon,,932,R. Voss,experimental_induction,0.776,System showed instinctive navigation pattern.
NT-0190,Path to The Triad Form,MS-0075,Form 0075,MS-0005,The Triad Form,BA-009,BA-004,forced,0.9013,0.6379,0.708,129,2,"MS-0008,MS-0066",2,2,0.577,0.498,0.0,successful_arrival,phenomenon,EN-052,922,R. Voss,experimental_induction,0.867,Passed through 2 intermediate forms.
NT-0191,Northern Form 0095 Approach,MS-0060,Form 0060,MS-0095,Form 0095,BA-023,BA-050,instinctive,1.6791,1.4634,0.872,214,0,,2,0,1.0,0.8,0.0,successful_arrival,creature,EN-358,929,K. Strand,form_tracking,0.503,Trajectory documented over 214 days.
NT-0192,Form 0066 Trajectory 75,MS-0028,Form 0028,MS-0066,Form 0066,BA-038,BA-018,regenerative,1.6278,1.3054,0.802,156,0,,2,3,0.892,0.696,0.0,successful_arrival,structure,EN-288,923,C. Vells,direct_observation,0.563,Efficiency: 0.80 of geodesic optimum.
NT-0193,Path to Form 0095,MS-0019,Form 0019,MS-0095,Form 0095,BA-012,BA-050,regenerative,0.5388,0.4405,0.818,57,2,"MS-0044,MS-0072",1,0,0.686,0.426,0.0,successful_arrival,creature,,930,Western Archive Team,direct_observation,0.815,Observed by Western Archive Team in Year 930.
NT-0194,Second Descent to BA-013,MS-0068,Form 0068,MS-0021,Form 0021,BA-016,BA-013,forced,1.9239,1.2784,0.664,227,2,"MS-0060,MS-0047",2,1,0.538,0.534,0.2378,partial_arrival,creature,,918,T. Vells,experimental_induction,0.675,Trajectory documented over 227 days.
NT-0195,Path to The Triad Form,MS-0034,Form 0034,MS-0005,The Triad Form,BA-015,BA-004,instinctive,0.7601,0.6589,0.867,107,7,"MS-0049,MS-0011,MS-0071,MS-0064,MS-0003,MS-0017,MS-0070",3,1,0.833,0.8,0.0,successful_arrival,creature,EN-122,929,K. Strand,direct_observation,0.752,Passed through 7 intermediate forms.
NT-0196,Path to Form 0061,MS-0008,Form 0008,MS-0061,Form 0061,BA-036,BA-007,regenerative,1.6465,1.2883,0.782,147,3,"MS-0030,MS-0056,MS-0059",4,4,0.796,0.46,0.0,successful_arrival,creature,,932,T. Vells,direct_observation,0.937,Observed by T. Vells in Year 932.
NT-0197,Western Form 0034 Approach,MS-0055,Form 0055,MS-0034,Form 0034,BA-026,BA-015,regenerative,3.0,1.3689,0.394,328,1,MS-0099,1,0,0.373,0.411,0.1274,lost,structure,,929,R. Voss,direct_observation,0.868,Observed by R. Voss in Year 929.
NT-0198,Smooth Form 0050 Approach,MS-0037,Form 0037,MS-0050,Form 0050,BA-005,BA-030,developmental,2.6767,2.0,0.747,302,0,,4,4,0.829,0.8,0.0,successful_arrival,creature,,932,C. Vells,direct_observation,0.713,Passed through 0 intermediate forms.
NT-0199,First Descent to BA-003,MS-0096,Form 0096,MS-0045,Form 0045,BA-038,BA-003,developmental,0.5092,0.3943,0.774,49,4,"MS-0093,MS-0002,MS-0018,MS-0031",1,0,0.7,0.8,0.0,successful_arrival,creature,EN-499,923,Boundary Commission,direct_observation,0.681,1 basin boundaries crossed during navigation.
NT-0200,Form 0083 Trajectory 27,MS-0077,Form 0077,MS-0083,Form 0083,BA-009,BA-048,developmental,2.0952,1.1829,0.565,245,5,"MS-0017,MS-0095,MS-0071,MS-0021,MS-0067",3,0,0.554,0.8,0.1346,adjacent_arrival,creature,,922,Archive Survey Team,direct_observation,0.763,Efficiency: 0.56 of geodesic optimum.
NT-0201,Form 0076 Trajectory 43,MS-0022,Form 0022,MS-0076,Form 0076,BA-005,BA-026,developmental,2.884,2.0,0.693,323,1,MS-0090,2,2,0.699,0.8,0.4604,adjacent_arrival,creature,,929,K. Strand,form_tracking,0.644,Passed through 1 intermediate forms.
NT-0202,Form 0010 Trajectory 63,MS-0055,Form 0055,MS-0010,Form 0010,BA-026,BA-001,learned,3.0,1.848,0.267,318,3,"MS-0012,MS-0038,MS-0061",3,0,0.243,0.471,0.1067,lost,collective,,923,C. Vells,retrospective_inference,0.936,Efficiency: 0.27 of geodesic optimum.
NT-0203,Journey 188,MS-0077,Form 0077,MS-0082,Form 0082,BA-009,BA-032,developmental,0.4522,0.3385,0.749,69,4,"MS-0048,MS-0031,MS-0024,MS-0049",3,0,0.806,0.8,0.393,adjacent_arrival,behavior_pattern,EN-286,920,K. Strand,direct_observation,0.901,Trajectory documented over 69 days.
NT-0204,Form 0076 Trajectory 22,,,MS-0076,Form 0076,,BA-026,developmental,1.6,1.2311,0.769,162,7,"MS-0031,MS-0014,MS-0051,MS-0066,MS-0006,MS-0075,MS-0069",1,1,0.617,0.8,0.3684,adjacent_arrival,creature,,931,Archive Survey Team,experimental_induction,0.885,
NT-0205,Journey 785,MS-0019,Form 0019,MS-0079,Form 0079,BA-012,BA-042,instinctive,2.2768,1.1927,0.524,214,1,MS-0017,2,3,0.44,0.8,0.4767,trapped,creature,EN-194,924,Western Archive Team,form_tracking,0.639,Passed through 1 intermediate forms.
NT-0206,Journey 357,MS-0079,Form 0079,MS-0088,Form 0088,BA-042,BA-040,developmental,0.7925,0.5803,0.732,123,4,"MS-0075,MS-0061,MS-0051,MS-0008",4,1,0.638,0.8,0.0,successful_arrival,collective,,921,T. Vells,direct_observation,0.665,System showed developmental navigation pattern.
NT-0207,Secondary Descent to BA-039,MS-0035,Form 0035,MS-0025,Form 0025,BA-042,BA-039,regenerative,0.4525,0.4339,0.959,94,0,,4,2,0.786,0.252,0.0,successful_arrival,behavior_pattern,,928,C. Vells,direct_observation,0.832,Observed by C. Vells in Year 928.
NT-0208,Form 0031 Trajectory 83,MS-0042,Form 0042,MS-0031,Form 0031,BA-032,BA-008,exploratory,3.0,1.5131,0.128,302,3,"MS-0058,MS-0039,MS-0090",4,1,0.107,0.682,0.087,lost,creature,,927,K. Strand,direct_observation,0.692,Passed through 3 intermediate forms.
NT-0209,First Form 0069 Approach,MS-0003,The Breathing Mode,MS-0069,Form 0069,BA-015,BA-039,developmental,1.3393,1.2595,0.94,154,0,,3,4,0.752,0.8,0.0,successful_arrival,creature,EN-478,931,C. Vells,direct_observation,0.785,3 basin boundaries crossed during navigation.
NT-0210,Form 0033 Trajectory 43,MS-0026,Form 0026,MS-0033,Form 0033,BA-043,BA-035,instinctive,3.0,0.9256,0.288,301,4,"MS-0012,MS-0039,MS-0039,MS-0048",3,0,0.267,0.8,0.2688,lost,creature,,920,Western Archive Team,direct_observation,0.939,Passed through 4 intermediate forms.
NT-0211,Path to Form 0028,MS-0012,Form 0012,MS-0028,Form 0028,BA-042,BA-038,developmental,1.3851,1.1036,0.797,136,6,"MS-0002,MS-0043,MS-0034,MS-0060,MS-0035,MS-0055",1,2,0.936,0.8,0.0,successful_arrival,structure,,931,K. Strand,direct_observation,0.667,Trajectory documented over 136 days.
NT-0212,Winding Descent to BA-002,MS-0067,Form 0067,MS-0011,Form 0011,BA-046,BA-002,instinctive,1.5314,1.0819,0.706,169,3,"MS-0029,MS-0017,MS-0038",1,2,0.66,0.8,0.0,successful_arrival,creature,,918,C. Vells,retrospective_inference,0.586,
NT-0213,Gradual Descent to BA-003,MS-0082,Form 0082,MS-0004,The Tension,BA-032,BA-003,regenerative,1.5207,1.3317,0.876,145,1,MS-0013,4,1,0.953,0.664,0.0,successful_arrival,behavior_pattern,EN-449,931,Archive Survey Team,experimental_induction,0.828,Trajectory documented over 145 days.
NT-0214,Turbulent Form 0063 Approach,MS-0098,Form 0098,MS-0063,Form 0063,BA-017,BA-007,forced,1.8449,1.8274,0.99,222,0,,1,1,0.996,0.361,0.0,successful_arrival,behavior_pattern,,921,C. Vells,direct_observation,0.545,1 basin boundaries crossed during navigation.
NT-0215,Path to Form 0014,MS-0073,Form 0073,MS-0014,Form 0014,BA-011,BA-014,developmental,1.7659,1.3249,0.75,198,0,,4,4,0.757,0.8,0.0,successful_arrival,creature,,927,Boundary Commission,direct_observation,0.777,Passed through 0 intermediate forms.
NT-0216,Western Descent to BA-026,MS-0043,Form 0043,MS-0090,Form 0090,BA-010,BA-026,developmental,2.7883,2.0,0.717,264,0,,1,2,0.765,0.8,0.0,successful_arrival,creature,,925,Boundary Commission,direct_observation,0.807,System showed developmental navigation pattern.
NT-0217,Smooth Descent to BA-002,,,MS-0011,Form 0011,,BA-002,developmental,1.5049,1.4966,0.994,170,1,MS-0004,3,3,0.91,0.8,0.0,successful_arrival,creature,,924,Boundary Commission,direct_observation,0.862,Efficiency: 0.99 of geodesic optimum.
NT-0218,Path to Form 0098,MS-0030,Form 0030,MS-0098,Form 0098,BA-032,BA-017,exploratory,1.0769,0.6956,0.646,112,2,"MS-0080,MS-0034",4,3,0.735,0.584,0.1174,adjacent_arrival,collective,,930,C. Vells,form_tracking,0.727,Passed through 2 intermediate forms.
NT-0219,Smooth Descent to BA-004,MS-0058,Form 0058,MS-0074,Form 0074,BA-010,BA-004,learned,1.1206,0.9445,0.843,143,2,"MS-0077,MS-0048",4,4,0.859,0.331,0.0,successful_arrival,creature,,921,Western Archive Team,direct_observation,0.598,Observed by Western Archive Team in Year 921.
NT-0220,Path to Form 0014,MS-0053,Form 0053,MS-0014,Form 0014,BA-024,BA-014,exploratory,1.7403,1.6441,0.945,186,4,"MS-0084,MS-0084,MS-0045,MS-0049",4,3,0.919,0.607,0.0,successful_arrival,phenomenon,,924,Boundary Commission,retrospective_inference,0.889,System showed exploratory navigation pattern.
NT-0221,Western Descent to BA-025,MS-0095,Form 0095,MS-0018,Form 0018,BA-050,BA-025,developmental,0.9839,0.9139,0.929,124,1,MS-0067,3,0,0.935,0.8,0.0,successful_arrival,creature,,919,Boundary Commission,direct_observation,0.603,Trajectory documented over 124 days.
NT-0222,Journey 462,MS-0017,Form 0017,MS-0011,Form 0011,BA-023,BA-002,regenerative,2.5189,1.352,0.537,239,1,MS-0029,1,1,0.528,0.53,0.3681,adjacent_arrival,creature,,928,R. Voss,form_tracking,0.829,Observed by R. Voss in Year 928.
NT-0223,Path to Form 0014,MS-0008,Form 0008,MS-0014,Form 0014,BA-036,BA-014,learned,1.9059,1.6911,0.887,233,1,MS-0092,3,0,0.955,0.511,0.0,successful_arrival,behavior_pattern,,922,T. Vells,direct_observation,0.846,
NT-0224,Path to Form 0083,MS-0026,Form 0026,MS-0083,Form 0083,BA-043,BA-048,exploratory,1.3994,0.8189,0.585,142,1,MS-0026,2,2,0.644,0.502,0.3567,adjacent_arrival,collective,EN-117,929,K. Strand,experimental_induction,0.65,Passed through 1 intermediate forms.
NT-0225,Form 0044 Trajectory 39,MS-0023,Form 0023,MS-0044,Form 0044,BA-041,BA-006,developmental,3.0,1.3097,0.224,344,7,"MS-0038,MS-0011,MS-0081,MS-0091,MS-0070,MS-0012,MS-0064",1,0,0.265,0.8,0.1281,dissolved,structure,,920,Archive Survey Team,form_tracking,0.803,
NT-0226,Direct Descent to BA-007,MS-0016,Form 0016,MS-0061,Form 0061,BA-034,BA-007,developmental,2.2021,1.4277,0.648,233,3,"MS-0034,MS-0042,MS-0099",4,3,0.753,0.8,0.4133,partial_arrival,creature,,920,R. Voss,direct_observation,0.974,Efficiency: 0.65 of geodesic optimum.
NT-0227,Smooth The Triad Form Approach,MS-0023,Form 0023,MS-0005,The Triad Form,BA-041,BA-004,learned,2.3664,1.2031,0.508,228,3,"MS-0088,MS-0100,MS-0030",3,4,0.539,0.479,0.3587,trapped,behavior_pattern,,930,C. Vells,direct_observation,0.763,
NT-0228,First Form 0062 Approach,,,MS-0062,Form 0062,,BA-022,developmental,1.495,0.4596,0.307,148,2,"MS-0076,MS-0062",4,1,0.302,0.8,0.4384,trapped,phenomenon,,932,K. Strand,experimental_induction,0.919,Efficiency: 0.31 of geodesic optimum.
NT-0229,Turbulent Descent to BA-011,MS-0005,The Triad Form,MS-0073,Form 0073,BA-004,BA-011,instinctive,2.002,1.5333,0.766,221,1,MS-0008,3,2,0.889,0.8,0.0,successful_arrival,creature,EN-042,927,R. Voss,experimental_induction,0.724,Efficiency: 0.77 of geodesic optimum.
NT-0230,Journey 687,MS-0054,Form 0054,MS-0093,Form 0093,BA-025,BA-007,forced,0.5228,0.4762,0.911,97,2,"MS-0003,MS-0054",4,0,0.956,0.247,0.0,successful_arrival,behavior_pattern,,923,Archive Survey Team,direct_observation,0.779,Efficiency: 0.91 of geodesic optimum.
NT-0231,Path to Form 0099,MS-0091,Form 0091,MS-0099,Form 0099,BA-026,BA-010,regenerative,2.3788,2.0,0.841,273,8,"MS-0056,MS-0098,MS-0084,MS-0031,MS-0061,MS-0034,MS-0003,MS-0069",4,0,0.976,0.365,0.0,successful_arrival,phenomenon,EN-420,923,K. Strand,form_tracking,0.726,Observed by K. Strand in Year 923.
NT-0232,Path to Form 0074,MS-0021,Form 0021,MS-0074,Form 0074,BA-013,BA-004,regenerative,0.8325,0.743,0.893,117,0,,1,2,0.88,0.373,0.0,successful_arrival,creature,EN-392,924,Boundary Commission,direct_observation,0.632,Passed through 0 intermediate forms.
NT-0233,Circuitous Form 0061 Approach,MS-0088,Form 0088,MS-0061,Form 0061,BA-040,BA-007,regenerative,1.0871,0.6024,0.554,157,1,MS-0011,1,0,0.51,0.472,0.4756,adjacent_arrival,creature,EN-307,927,Western Archive Team,direct_observation,0.808,Observed by Western Archive Team in Year 927.
NT-0234,Form 0047 Trajectory 49,MS-0037,Form 0037,MS-0047,Form 0047,BA-005,BA-027,regenerative,3.0,1.9748,0.344,287,2,"MS-0051,MS-0074",2,0,0.278,0.583,0.4045,lost,phenomenon,,926,Archive Survey Team,retrospective_inference,0.84,Efficiency: 0.34 of geodesic optimum.
NT-0235,Form 0082 Trajectory 60,MS-0028,Form 0028,MS-0082,Form 0082,BA-038,BA-032,exploratory,1.3913,0.9631,0.692,142,0,,4,1,0.641,0.388,0.4927,adjacent_arrival,creature,,920,T. Vells,experimental_induction,0.563,
NT-0236,Path to Form 0098,MS-0026,Form 0026,MS-0098,Form 0098,BA-043,BA-017,developmental,1.4757,1.3546,0.918,192,0,,4,1,0.821,0.8,0.0,successful_arrival,collective,EN-113,918,Archive Survey Team,direct_observation,0.599,Observed by Archive Survey Team in Year 918.
NT-0237,Form 0099 Trajectory 64,MS-0030,Form 0030,MS-0099,Form 0099,BA-032,BA-010,developmental,1.6653,1.5632,0.939,148,1,MS-0045,1,2,0.908,0.8,0.0,successful_arrival,creature,EN-239,919,C. Vells,form_tracking,0.916,1 basin boundaries crossed during navigation.
NT-0238,Second Descent to BA-007,MS-0004,The Tension,MS-0039,Form 0039,BA-003,BA-007,instinctive,1.593,1.2296,0.772,140,1,MS-0053,2,0,0.813,0.8,0.0,successful_arrival,creature,,926,C. Vells,experimental_induction,0.883,2 basin boundaries crossed during navigation.
NT-0239,Path to Form 0054,MS-0085,Form 0085,MS-0054,Form 0054,BA-014,BA-025,instinctive,2.2663,1.2853,0.567,262,1,MS-0047,4,4,0.562,0.8,0.4828,adjacent_arrival,creature,EN-213,920,C. Vells,direct_observation,0.849,Passed through 1 intermediate forms.
NT-0240,Western Form 0020 Approach,MS-0069,Form 0069,MS-0020,Form 0020,BA-039,BA-038,chaotic,3.0,1.2545,0.282,290,0,,2,0,0.27,0.448,0.3682,dissolved,collective,EN-120,928,R. Voss,form_tracking,0.87,2 basin boundaries crossed during navigation.
NT-0241,Efficient Form 0040 Approach,MS-0016,Form 0016,MS-0040,Form 0040,BA-034,BA-027,instinctive,1.0579,0.7425,0.702,92,1,MS-0048,4,2,0.724,0.8,0.0,successful_arrival,collective,,919,Western Archive Team,form_tracking,0.787,4 basin boundaries crossed during navigation.
NT-0242,Form 0019 Trajectory 98,MS-0048,Form 0048,MS-0019,Form 0019,BA-023,BA-012,regenerative,3.0,1.8007,0.537,312,1,MS-0006,4,2,0.602,0.626,0.2637,adjacent_arrival,creature,,926,Western Archive Team,retrospective_inference,0.902,Observed by Western Archive Team in Year 926.
NT-0243,Secondary Form 0052 Approach,MS-0089,Form 0089,MS-0052,Form 0052,BA-002,BA-019,regenerative,1.8862,1.3688,0.726,210,6,"MS-0054,MS-0088,MS-0031,MS-0012,MS-0013,MS-0039",4,3,0.776,0.622,0.0,successful_arrival,structure,,924,C. Vells,retrospective_inference,0.849,
NT-0244,Form 0085 Trajectory 71,MS-0098,Form 0098,MS-0085,Form 0085,BA-017,BA-014,regenerative,2.2962,1.7125,0.746,265,3,"MS-0086,MS-0039,MS-0011",4,0,0.635,0.662,0.0,successful_arrival,creature,EN-327,925,R. Voss,direct_observation,0.722,Passed through 3 intermediate forms.
NT-0245,Direct Form 0096 Approach,MS-0029,Form 0029,MS-0096,Form 0096,BA-008,BA-038,instinctive,0.9263,0.6986,0.754,86,2,"MS-0034,MS-0001",1,1,0.755,0.8,0.445,adjacent_arrival,phenomenon,,921,T. Vells,direct_observation,0.791,Observed by T. Vells in Year 921.
NT-0246,Path to Form 0010,MS-0010,Form 0010,MS-0010,Form 0010,BA-001,BA-001,regenerative,0.0112,0.01,0.891,1,3,"MS-0084,MS-0066,MS-0039",0,1,0.869,0.329,0.0,successful_arrival,creature,EN-232,932,Archive Survey Team,direct_observation,0.833,Efficiency: 0.89 of geodesic optimum.
NT-0247,Path to Form 0033,MS-0096,Form 0096,MS-0033,Form 0033,BA-038,BA-035,learned,1.9906,1.5307,0.769,244,1,MS-0023,1,0,0.667,0.682,0.0608,adjacent_arrival,creature,,920,K. Strand,direct_observation,0.612,Efficiency: 0.77 of geodesic optimum.
NT-0248,Northern The Quintic Cycle Approach,MS-0067,Form 0067,MS-0001,The Quintic Cycle,BA-046,BA-001,developmental,1.2943,1.2151,0.939,117,0,,2,2,0.898,0.8,0.0,successful_arrival,creature,,922,K. Strand,direct_observation,0.917,System showed developmental navigation pattern.
NT-0249,First Form 0044 Approach,MS-0051,Form 0051,MS-0044,Form 0044,BA-030,BA-006,learned,1.7309,1.4471,0.836,210,2,"MS-0090,MS-0081",2,2,0.839,0.564,0.0,successful_arrival,creature,,925,R. Voss,form_tracking,0.881,Passed through 2 intermediate forms.
NT-0250,Form 0018 Trajectory 99,,,MS-0018,Form 0018,,BA-025,developmental,0.9747,0.6881,0.706,143,2,"MS-0056,MS-0002",3,2,0.633,0.8,0.0,successful_arrival,phenomenon,,923,C. Vells,direct_observation,0.787,
NT-0251,Southern Descent to BA-039,MS-0079,Form 0079,MS-0046,Form 0046,BA-042,BA-039,learned,0.5185,0.4339,0.837,85,2,"MS-0029,MS-0064",4,3,0.8,0.434,0.0,successful_arrival,behavior_pattern,EN-205,928,Archive Survey Team,direct_observation,0.928,Passed through 2 intermediate forms.
NT-0252,Journey 939,MS-0035,Form 0035,MS-0019,Form 0019,BA-042,BA-012,instinctive,1.5996,1.1927,0.746,203,3,"MS-0031,MS-0005,MS-0029",4,4,0.757,0.8,0.0,successful_arrival,behavior_pattern,EN-039,922,Boundary Commission,form_tracking,0.535,4 basin boundaries crossed during navigation.
NT-0253,The Triad Form Trajectory 51,MS-0059,Form 0059,MS-0005,The Triad Form,BA-038,BA-004,instinctive,0.4824,0.3275,0.679,79,0,,4,4,0.741,0.8,0.4579,partial_arrival,structure,,932,Western Archive Team,experimental_induction,0.902,Trajectory documented over 79 days.
NT-0254,Path to Form 0048,MS-0099,Form 0099,MS-0048,Form 0048,BA-010,BA-023,learned,0.7287,0.5604,0.769,83,4,"MS-0079,MS-0060,MS-0009,MS-0072",2,0,0.822,0.525,0.0,successful_arrival,collective,,918,Archive Survey Team,experimental_induction,0.544,2 basin boundaries crossed during navigation.
NT-0255,Primary Descent to BA-010,MS-0052,Form 0052,MS-0099,Form 0099,BA-019,BA-010,forced,1.6754,1.1617,0.693,191,4,"MS-0019,MS-0075,MS-0009,MS-0052",2,3,0.708,0.699,0.0615,adjacent_arrival,creature,,918,Western Archive Team,form_tracking,0.755,Passed through 4 intermediate forms.
NT-0256,Winding Descent to BA-017,MS-0039,Form 0039,MS-0098,Form 0098,BA-007,BA-017,instinctive,1.9394,1.8274,0.942,203,0,,3,0,1.0,0.8,0.0,successful_arrival,creature,,928,R. Voss,direct_observation,0.73,Observed by R. Voss in Year 928.
NT-0257,Direct Form 0076 Approach,MS-0008,Form 0008,MS-0076,Form 0076,BA-036,BA-026,learned,1.7226,0.9135,0.53,168,0,,2,2,0.441,0.644,0.4926,partial_arrival,collective,EN-258,930,K. Strand,experimental_induction,0.638,Observed by K. Strand in Year 930.
NT-0258,Secondary Descent to BA-032,MS-0010,Form 0010,MS-0030,Form 0030,BA-001,BA-032,regenerative,1.6822,1.2087,0.719,196,1,MS-0024,4,4,0.635,0.225,0.4062,adjacent_arrival,behavior_pattern,EN-341,928,Archive Survey Team,direct_observation,0.957,4 basin boundaries crossed during navigation.
NT-0259,Second Descent to BA-011,MS-0019,Form 0019,MS-0015,Form 0015,BA-012,BA-011,developmental,1.9272,1.4038,0.728,186,3,"MS-0081,MS-0059,MS-0056",4,4,0.853,0.8,0.0,successful_arrival,behavior_pattern,,932,Boundary Commission,experimental_induction,0.806,
NT-0260,Path to Form 0062,MS-0030,Form 0030,MS-0062,Form 0062,BA-032,BA-022,regenerative,1.7505,1.2594,0.719,210,0,,2,0,0.855,0.484,0.0,successful_arrival,collective,,921,C. Vells,form_tracking,0.967,2 basin boundaries crossed during navigation.
NT-0261,Form 0026 Trajectory 90,MS-0058,Form 0058,MS-0026,Form 0026,BA-010,BA-043,exploratory,0.9537,0.7732,0.811,116,2,"MS-0089,MS-0050",3,1,0.696,0.528,0.0,successful_arrival,behavior_pattern,EN-395,923,R. Voss,direct_observation,0.541,System showed exploratory navigation pattern.
NT-0262,Form 0024 Trajectory 92,MS-0080,Form 0080,MS-0024,Form 0024,BA-040,BA-001,learned,0.8199,0.7822,0.954,122,1,MS-0021,4,0,1.0,0.672,0.0,successful_arrival,creature,,929,Boundary Commission,form_tracking,0.593,Efficiency: 0.95 of geodesic optimum.
NT-0263,Path to Form 0054,MS-0072,Form 0072,MS-0054,Form 0054,BA-038,BA-025,developmental,1.0208,0.9062,0.888,100,2,"MS-0055,MS-0060",4,3,0.878,0.8,0.0,successful_arrival,structure,,931,K. Strand,direct_observation,0.751,Efficiency: 0.89 of geodesic optimum.
NT-0264,Path to Form 0038,,,MS-0038,Form 0038,,BA-046,developmental,1.2623,1.1807,0.935,174,0,,3,0,0.866,0.8,0.0,successful_arrival,creature,EN-201,922,K. Strand,direct_observation,0.548,3 basin boundaries crossed during navigation.
NT-0265,Form 0047 Trajectory 67,MS-0025,Form 0025,MS-0047,Form 0047,BA-039,BA-027,regenerative,0.8706,0.8581,0.986,79,2,"MS-0079,MS-0034",3,1,0.997,0.492,0.0,successful_arrival,collective,,921,R. Voss,experimental_induction,0.941,Observed by R. Voss in Year 921.
NT-0266,Path to Form 0070,MS-0097,Form 0097,MS-0070,Form 0070,BA-025,BA-033,chaotic,3.0,0.8395,0.131,290,2,"MS-0013,MS-0033",3,0,0.131,0.615,0.4773,lost,creature,,927,Western Archive Team,retrospective_inference,0.673,
NT-0267,Form 0019 Trajectory 85,MS-0034,Form 0034,MS-0019,Form 0019,BA-015,BA-012,instinctive,2.0863,1.4998,0.719,197,1,MS-0071,1,1,0.731,0.8,0.0,successful_arrival,behavior_pattern,EN-135,931,Boundary Commission,retrospective_inference,0.572,Passed through 1 intermediate forms.
NT-0268,Path to The Triad Form,MS-0063,Form 0063,MS-0005,The Triad Form,BA-007,BA-004,exploratory,1.9348,1.5455,0.799,176,0,,2,3,0.64,0.402,0.0,successful_arrival,creature,,930,R. Voss,direct_observation,0.934,
NT-0269,Form 0058 Trajectory 19,MS-0092,Form 0092,MS-0058,Form 0058,BA-002,BA-010,developmental,1.8479,1.6114,0.872,195,4,"MS-0050,MS-0017,MS-0071,MS-0034",4,0,1.0,0.8,0.0,successful_arrival,creature,EN-056,925,R. Voss,direct_observation,0.858,Efficiency: 0.87 of geodesic optimum.
NT-0270,Second Descent to BA-003,MS-0032,Form 0032,MS-0064,Form 0064,BA-038,BA-003,regenerative,0.783,0.3943,0.504,73,0,,4,0,0.456,0.548,0.2779,adjacent_arrival,behavior_pattern,EN-189,925,Western Archive Team,retrospective_inference,1.0,Passed through 0 intermediate forms.
NT-0271,Second Descent to BA-018,MS-0060,Form 0060,MS-0066,Form 0066,BA-023,BA-018,developmental,1.1545,0.9737,0.843,134,5,"MS-0041,MS-0057,MS-0100,MS-0038,MS-0053",4,1,0.969,0.8,0.0,successful_arrival,creature,,924,Boundary Commission,direct_observation,0.767,Passed through 5 intermediate forms.
NT-0272,Form 0037 Trajectory 84,MS-0039,Form 0039,MS-0037,Form 0037,BA-007,BA-005,forced,3.0,1.702,0.544,289,1,MS-0044,4,4,0.576,0.7,0.2785,partial_arrival,behavior_pattern,,918,C. Vells,direct_observation,0.602,Efficiency: 0.54 of geodesic optimum.
NT-0273,Direct The Triad Form Approach,MS-0081,Form 0081,MS-0005,The Triad Form,BA-025,BA-004,regenerative,1.1605,1.1067,0.954,153,5,"MS-0034,MS-0078,MS-0019,MS-0015,MS-0037",3,3,0.856,0.36,0.0,successful_arrival,creature,EN-257,926,Archive Survey Team,direct_observation,0.9,Efficiency: 0.95 of geodesic optimum.
NT-0274,Form 0060 Trajectory 71,MS-0037,Form 0037,MS-0060,Form 0060,BA-005,BA-023,instinctive,1.4248,1.0866,0.763,177,5,"MS-0001,MS-0044,MS-0001,MS-0059,MS-0053",1,0,0.653,0.8,0.1458,adjacent_arrival,creature,,921,K. Strand,direct_observation,0.71,System showed instinctive navigation pattern.
NT-0275,Form 0058 Trajectory 91,MS-0027,The Five-Body Form,MS-0058,Form 0058,BA-005,BA-010,learned,1.638,0.9756,0.596,173,6,"MS-0004,MS-0044,MS-0037,MS-0045,MS-0095,MS-0090",2,1,0.524,0.535,0.2407,adjacent_arrival,creature,,924,C. Vells,direct_observation,0.887,2 basin boundaries crossed during navigation.
