inheritance_id,source_type,source_id,source_pattern,recipient_type,recipient_id,recipient_prior_pattern,inheritance_mechanism,inheritance_year,inheritance_duration_days,inheritance_fidelity,pattern_modifications,dominant_features_preserved,dens_proximity_km,population_contact,prime_day_event,reinforcement_available,outcome,persistence_after_transfer,koss_documented,form_inheritance_ref,documenter,documentation_method,confidence,description,notes
MI-0223,ghost_pattern,,behavioral pattern,nearby_creature,,,ghost_imprint,919,87,0.458,selective_inheritance,False,109.3,True,True,True,partial_transfer,stable,False,,C. Vells,historical_reconstruction,0.53,Memory inheritance from ghost_pattern to nearby_creature via ghost_imprint.,
MI-0224,collective,SRC-595,behavioral pattern,collective_member,RCP-864,memory trace,deliberate_transfer,920,58,0.424,detail_loss,False,164.7,False,False,False,partial_transfer,fading,False,,K. Strand,experimental_verification,0.58,Memory inheritance from collective to collective_member via deliberate_transfer.,
MI-0225,collective,,spatial configuration,offspring,RCP-653,,form_library_access,926,114,0.534,selective_inheritance,True,110.9,False,True,False,partial_transfer,stable,False,,Independent Observer,generational_tracking,0.71,Memory inheritance from collective to offspring via form_library_access.,
MI-0226,location,,collective identity,new_structure,RCP-744,,contact,932,297,0.314,,False,95.9,False,False,False,failed_transfer,unstable,False,,T. Vells,direct_observation,0.79,Memory inheritance from location to new_structure via contact.,
MI-0227,location,,operational knowledge,nearby_creature,,,contact,895,277,0.999,none,True,162.8,True,True,True,successful_transfer,permanent,False,,Boundary Commission,pattern_comparison,0.8,Memory inheritance from location to nearby_creature via contact.,
MI-0228,dying_entity,,operational knowledge,new_structure,RCP-949,memory trace,hereditary,908,104,1.0,none,True,164.6,True,False,True,successful_transfer,stable,False,,Boundary Commission,historical_reconstruction,0.73,Memory inheritance from dying_entity to new_structure via hereditary.,
MI-0229,location,SRC-374,memory trace,new_entity,,collective identity,collective_memory,906,216,0.835,selective_inheritance,True,45.5,True,False,False,partial_transfer,stable,False,,C. Vells,pattern_comparison,0.53,Memory inheritance from location to new_entity via collective_memory.,
MI-0230,collective,SRC-177,spatial configuration,nearby_creature,,collective identity,deliberate_transfer,931,258,0.507,pattern_simplification,True,5.3,True,False,False,modified_transfer,lost,False,,Boundary Commission,direct_observation,0.68,Memory inheritance from collective to nearby_creature via deliberate_transfer.,
MI-0231,dying_entity,SRC-698,collective identity,regenerating_tissue,,memory trace,unknown,880,309,0.866,none,True,188.8,True,False,False,successful_transfer,permanent,False,,T. Vells,historical_reconstruction,0.86,Memory inheritance from dying_entity to regenerating_tissue via unknown.,
MI-0232,parent_creature,SRC-953,physical form,offspring,RCP-632,behavioral pattern,hereditary,880,284,0.573,detail_loss,True,33.6,True,False,True,partial_transfer,stable,False,,K. Strand,historical_reconstruction,0.75,Memory inheritance from parent_creature to offspring via hereditary.,
MI-0233,experimental_transfer,SRC-986,memory trace,new_structure,RCP-252,,deliberate_transfer,908,189,0.803,none,True,97.0,False,False,True,successful_transfer,stable,True,,S. Moll,direct_observation,0.6,Memory inheritance from experimental_transfer to new_structure via deliberate_transfer.,
MI-0234,form_library,SRC-367,operational knowledge,regenerating_tissue,,spatial configuration,deliberate_transfer,914,340,0.752,none,True,81.3,True,False,False,successful_transfer,stable,False,,Boundary Commission,experimental_verification,0.7,Memory inheritance from form_library to regenerating_tissue via deliberate_transfer.,
MI-0235,parent_creature,SRC-377,operational knowledge,offspring,,memory trace,hereditary,888,307,0.173,"scale_change,detail_loss",False,24.5,True,False,False,modified_transfer,unstable,False,,C. Vells,direct_observation,0.68,Memory inheritance from parent_creature to offspring via hereditary.,
MI-0236,ghost_pattern,,collective identity,nearby_creature,,,ghost_imprint,910,70,1.0,none,True,180.6,True,False,True,successful_transfer,permanent,False,,Independent Observer,experimental_verification,0.85,Memory inheritance from ghost_pattern to nearby_creature via ghost_imprint.,
MI-0237,dying_entity,,collective identity,new_entity,RCP-395,,contact,900,190,0.374,,False,2.6,True,False,False,failed_transfer,unstable,False,,C. Vells,generational_tracking,0.77,Memory inheritance from dying_entity to new_entity via contact.,
MI-0238,ghost_pattern,SRC-355,collective identity,new_entity,RCP-774,physical form,ghost_imprint,884,241,0.501,"scale_change,detail_loss",True,45.8,True,False,False,modified_transfer,fading,False,,Archive Survey Team,generational_tracking,0.78,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0239,collective,,spatial configuration,collective_member,RCP-797,,proximity,888,364,0.596,"behavioral_drift,form_stable",True,154.7,True,False,True,modified_transfer,lost,False,,Independent Observer,direct_observation,0.68,Memory inheritance from collective to collective_member via proximity.,
MI-0240,location,SRC-414,memory trace,regenerating_tissue,RCP-335,,unknown,920,109,0.823,partial_expression,True,123.4,True,True,False,partial_transfer,fading,False,,Independent Observer,generational_tracking,0.63,Memory inheritance from location to regenerating_tissue via unknown.,
MI-0241,experimental_transfer,SRC-396,physical form,nearby_creature,,,deliberate_transfer,882,170,1.0,none,True,166.8,False,True,False,successful_transfer,stable,True,FI-0262,K. Strand,direct_observation,0.6,Memory inheritance from experimental_transfer to nearby_creature via deliberate_transfer.,
MI-0242,parent_creature,,physical form,offspring,,,collective_memory,931,285,0.665,none,True,174.9,True,False,False,successful_transfer,stable,False,,M. Tall,pattern_comparison,0.86,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0243,collective,,behavioral pattern,nearby_creature,,,unknown,910,262,0.213,,False,2.9,False,False,True,failed_transfer,unstable,False,,S. Moll,direct_observation,0.73,Memory inheritance from collective to nearby_creature via unknown.,
MI-0244,experimental_transfer,,spatial configuration,offspring,RCP-417,spatial configuration,deliberate_transfer,888,300,0.405,feature_emphasis,False,137.4,True,False,True,modified_transfer,fading,True,,Boundary Commission,experimental_verification,0.78,Memory inheritance from experimental_transfer to offspring via deliberate_transfer.,
MI-0245,collective,SRC-691,physical form,regenerating_tissue,RCP-339,,collective_memory,923,362,0.379,,False,122.3,True,False,False,conflict_transfer,lost,False,,Independent Observer,generational_tracking,0.54,Memory inheritance from collective to regenerating_tissue via collective_memory.,
MI-0246,parent_creature,SRC-997,memory trace,offspring,RCP-893,,collective_memory,901,325,0.844,partial_expression,True,34.9,True,False,False,partial_transfer,fading,False,,C. Vells,pattern_comparison,0.84,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0247,dying_entity,SRC-723,collective identity,nearby_creature,,,contact,885,236,0.554,selective_inheritance,True,11.2,True,False,False,partial_transfer,stable,False,,S. Moll,pattern_comparison,0.84,Memory inheritance from dying_entity to nearby_creature via contact.,
MI-0248,location,SRC-130,memory trace,regenerating_tissue,RCP-614,spatial configuration,ghost_imprint,914,58,0.765,selective_inheritance,True,162.4,False,False,True,partial_transfer,stable,True,,C. Vells,generational_tracking,0.77,Memory inheritance from location to regenerating_tissue via ghost_imprint.,
MI-0249,collective,SRC-690,memory trace,nearby_creature,RCP-423,spatial configuration,contact,907,299,0.999,none,True,189.1,True,True,False,successful_transfer,permanent,False,,Archive Survey Team,generational_tracking,0.87,Memory inheritance from collective to nearby_creature via contact.,
MI-0250,ghost_pattern,SRC-346,operational knowledge,new_entity,,behavioral pattern,ghost_imprint,914,64,0.437,"scale_change,detail_loss",False,93.5,False,False,False,modified_transfer,fading,False,,C. Vells,experimental_verification,0.64,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0251,form_library,SRC-238,physical form,regenerating_tissue,RCP-831,,collective_memory,905,35,0.53,partial_expression,True,49.4,True,False,False,partial_transfer,stable,True,,K. Strand,experimental_verification,0.59,Memory inheritance from form_library to regenerating_tissue via collective_memory.,
MI-0252,experimental_transfer,,spatial configuration,collective_member,,,deliberate_transfer,928,220,0.393,"scale_change,detail_loss",False,16.7,False,False,False,modified_transfer,lost,True,FI-0325,Boundary Commission,experimental_verification,0.8,Memory inheritance from experimental_transfer to collective_member via deliberate_transfer.,
MI-0253,parent_creature,,spatial configuration,offspring,,,collective_memory,912,122,0.974,none,True,48.6,True,False,True,successful_transfer,stable,False,,R. Voss,experimental_verification,0.58,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0254,parent_creature,SRC-207,spatial configuration,offspring,,,collective_memory,900,324,0.325,"scale_change,detail_loss",False,1.9,False,False,False,modified_transfer,lost,False,,Archive Survey Team,pattern_comparison,0.74,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0255,experimental_transfer,,spatial configuration,new_structure,RCP-246,,deliberate_transfer,893,216,0.49,partial_expression,False,165.8,True,False,True,partial_transfer,stable,True,FI-0261,M. Tall,pattern_comparison,0.79,Memory inheritance from experimental_transfer to new_structure via deliberate_transfer.,
MI-0256,form_library,SRC-607,physical form,regenerating_tissue,RCP-811,,unknown,922,310,0.949,none,True,106.2,True,False,False,successful_transfer,stable,False,,S. Moll,historical_reconstruction,0.58,Memory inheritance from form_library to regenerating_tissue via unknown.,
MI-0257,location,SRC-602,collective identity,nearby_creature,RCP-372,,ghost_imprint,881,328,0.545,partial_expression,True,102.3,False,False,False,partial_transfer,fading,False,,Quarry Guild Records,historical_reconstruction,0.93,Memory inheritance from location to nearby_creature via ghost_imprint.,
MI-0258,parent_creature,SRC-767,operational knowledge,offspring,,,collective_memory,894,119,0.737,none,True,153.4,True,False,True,successful_transfer,stable,False,,Archive Survey Team,experimental_verification,0.63,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0259,collective,,memory trace,collective_member,RCP-230,memory trace,hereditary,896,85,0.298,feature_emphasis,False,19.8,False,False,False,modified_transfer,lost,False,,S. Moll,pattern_comparison,0.53,Memory inheritance from collective to collective_member via hereditary.,
MI-0260,experimental_transfer,SRC-824,physical form,new_entity,,,deliberate_transfer,925,139,0.305,,False,122.6,False,False,False,failed_transfer,fading,True,FI-0111,T. Vells,pattern_comparison,0.67,Memory inheritance from experimental_transfer to new_entity via deliberate_transfer.,
MI-0261,experimental_transfer,,physical form,new_entity,,,deliberate_transfer,917,285,0.947,none,True,124.7,False,False,False,successful_transfer,permanent,True,,Quarry Guild Records,pattern_comparison,0.89,Memory inheritance from experimental_transfer to new_entity via deliberate_transfer.,
MI-0262,location,SRC-202,behavioral pattern,collective_member,RCP-948,,form_library_access,882,98,0.438,"behavioral_drift,form_stable",False,36.3,True,False,True,modified_transfer,lost,False,,Boundary Commission,experimental_verification,0.74,Memory inheritance from location to collective_member via form_library_access.,
MI-0263,parent_creature,,physical form,offspring,RCP-921,,hereditary,888,35,0.419,partial_expression,False,95.5,True,False,False,partial_transfer,stable,True,,Archive Survey Team,experimental_verification,0.93,Memory inheritance from parent_creature to offspring via hereditary.,
MI-0264,location,SRC-572,memory trace,offspring,RCP-870,,hereditary,921,231,0.642,none,True,93.5,False,True,True,successful_transfer,permanent,False,,T. Vells,generational_tracking,0.54,Memory inheritance from location to offspring via hereditary.,
MI-0265,dying_entity,,collective identity,nearby_creature,,,deliberate_transfer,887,291,0.359,pattern_simplification,False,9.2,True,False,False,modified_transfer,unstable,False,,T. Vells,historical_reconstruction,0.86,Memory inheritance from dying_entity to nearby_creature via deliberate_transfer.,
MI-0266,parent_creature,,memory trace,offspring,RCP-450,collective identity,collective_memory,897,42,0.502,detail_loss,True,62.0,True,False,True,partial_transfer,stable,False,,T. Vells,direct_observation,0.76,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0267,ghost_pattern,SRC-180,behavioral pattern,nearby_creature,,,ghost_imprint,899,285,0.738,detail_loss,True,75.8,True,False,False,partial_transfer,stable,False,,S. Moll,generational_tracking,0.62,Memory inheritance from ghost_pattern to nearby_creature via ghost_imprint.,
MI-0268,ghost_pattern,,physical form,nearby_creature,RCP-875,,ghost_imprint,926,310,0.674,none,True,77.1,True,True,False,successful_transfer,permanent,False,,K. Strand,experimental_verification,0.61,Memory inheritance from ghost_pattern to nearby_creature via ghost_imprint.,
MI-0269,location,,behavioral pattern,collective_member,RCP-678,physical form,deliberate_transfer,911,149,0.845,none,True,43.6,True,True,True,successful_transfer,stable,False,,C. Vells,historical_reconstruction,0.56,Memory inheritance from location to collective_member via deliberate_transfer.,
MI-0270,collective,,physical form,regenerating_tissue,RCP-302,,hereditary,894,142,0.838,none,True,81.3,False,False,False,successful_transfer,stable,False,,K. Strand,pattern_comparison,0.73,Memory inheritance from collective to regenerating_tissue via hereditary.,
MI-0271,ghost_pattern,SRC-844,physical form,new_entity,RCP-860,physical form,ghost_imprint,902,168,0.499,detail_loss,False,45.6,False,False,True,partial_transfer,stable,True,FI-0107,Archive Survey Team,direct_observation,0.53,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0272,parent_creature,SRC-917,memory trace,offspring,RCP-693,,hereditary,885,196,0.729,none,True,149.0,False,False,False,successful_transfer,permanent,False,,C. Vells,generational_tracking,0.87,Memory inheritance from parent_creature to offspring via hereditary.,
MI-0273,dying_entity,,behavioral pattern,new_structure,RCP-656,,unknown,885,280,0.841,selective_inheritance,True,186.8,False,False,False,partial_transfer,stable,False,,Quarry Guild Records,experimental_verification,0.95,Memory inheritance from dying_entity to new_structure via unknown.,
MI-0274,collective,,physical form,new_entity,RCP-556,physical form,hereditary,913,43,0.28,,False,5.6,True,False,False,failed_transfer,fading,False,,Independent Observer,direct_observation,0.8,Memory inheritance from collective to new_entity via hereditary.,
MI-0275,location,SRC-471,operational knowledge,new_structure,RCP-880,spatial configuration,collective_memory,906,15,0.516,selective_inheritance,True,52.6,True,False,False,partial_transfer,stable,False,,R. Voss,pattern_comparison,0.67,Memory inheritance from location to new_structure via collective_memory.,
MI-0276,location,SRC-759,memory trace,nearby_creature,,,ghost_imprint,925,276,0.404,detail_loss,False,116.8,False,False,False,partial_transfer,stable,True,,K. Strand,generational_tracking,0.91,Memory inheritance from location to nearby_creature via ghost_imprint.,
MI-0277,form_library,SRC-239,collective identity,new_entity,RCP-908,,unknown,920,98,0.635,selective_inheritance,True,184.6,True,True,False,partial_transfer,stable,False,,Quarry Guild Records,pattern_comparison,0.57,Memory inheritance from form_library to new_entity via unknown.,
MI-0278,dying_entity,SRC-528,physical form,regenerating_tissue,,,unknown,930,323,0.375,,False,2.7,True,False,False,conflict_transfer,unstable,False,,Independent Observer,pattern_comparison,0.75,Memory inheritance from dying_entity to regenerating_tissue via unknown.,
MI-0279,ghost_pattern,SRC-840,physical form,new_entity,,,ghost_imprint,892,65,0.323,"scale_change,detail_loss",False,13.1,False,False,True,modified_transfer,lost,False,,C. Vells,experimental_verification,0.53,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0280,parent_creature,,collective identity,offspring,RCP-281,,collective_memory,908,214,0.528,"scale_change,detail_loss",True,143.4,True,False,False,modified_transfer,unstable,False,,Archive Survey Team,pattern_comparison,0.67,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0281,parent_creature,SRC-531,behavioral pattern,offspring,RCP-519,,collective_memory,890,162,0.319,,False,2.4,True,False,False,failed_transfer,fading,False,,M. Tall,generational_tracking,0.87,Memory inheritance from parent_creature to offspring via collective_memory.,
MI-0282,form_library,,spatial configuration,new_entity,RCP-178,,deliberate_transfer,919,226,0.571,"behavioral_drift,form_stable",True,197.4,True,False,False,modified_transfer,lost,False,,Quarry Guild Records,historical_reconstruction,0.7,Memory inheritance from form_library to new_entity via deliberate_transfer.,
MI-0283,experimental_transfer,,spatial configuration,regenerating_tissue,RCP-408,,deliberate_transfer,888,120,0.469,pattern_simplification,False,93.9,True,False,True,modified_transfer,fading,True,,Boundary Commission,generational_tracking,0.64,Memory inheritance from experimental_transfer to regenerating_tissue via deliberate_transfer.,
MI-0284,ghost_pattern,,collective identity,nearby_creature,RCP-509,,ghost_imprint,897,144,0.694,selective_inheritance,True,31.3,True,True,False,partial_transfer,stable,False,,M. Tall,direct_observation,0.55,Memory inheritance from ghost_pattern to nearby_creature via ghost_imprint.,
MI-0285,form_library,,behavioral pattern,nearby_creature,,,unknown,931,91,1.0,none,True,109.8,True,True,True,successful_transfer,stable,False,,M. Tall,historical_reconstruction,0.73,Memory inheritance from form_library to nearby_creature via unknown.,
MI-0286,location,,spatial configuration,collective_member,RCP-300,,hereditary,897,42,1.0,none,True,81.6,False,True,False,successful_transfer,permanent,True,,T. Vells,generational_tracking,0.89,Memory inheritance from location to collective_member via hereditary.,
MI-0287,parent_creature,,memory trace,offspring,RCP-159,physical form,hereditary,924,103,0.468,selective_inheritance,False,122.6,False,False,False,partial_transfer,stable,False,,M. Tall,historical_reconstruction,0.7,Memory inheritance from parent_creature to offspring via hereditary.,
MI-0288,experimental_transfer,,physical form,nearby_creature,,,deliberate_transfer,921,284,0.647,none,True,18.8,True,False,True,successful_transfer,stable,True,,M. Tall,experimental_verification,0.9,Memory inheritance from experimental_transfer to nearby_creature via deliberate_transfer.,
MI-0289,dying_entity,SRC-310,operational knowledge,regenerating_tissue,,memory trace,hereditary,913,84,0.745,selective_inheritance,True,102.0,True,False,False,partial_transfer,fading,False,,M. Tall,direct_observation,0.71,Memory inheritance from dying_entity to regenerating_tissue via hereditary.,
MI-0290,dying_entity,SRC-128,collective identity,nearby_creature,,,unknown,929,315,0.339,feature_emphasis,False,149.2,True,False,False,modified_transfer,unstable,False,,R. Voss,generational_tracking,0.56,Memory inheritance from dying_entity to nearby_creature via unknown.,
MI-0291,dying_entity,SRC-984,memory trace,new_structure,RCP-107,memory trace,deliberate_transfer,915,7,0.886,none,True,96.7,False,False,False,successful_transfer,permanent,False,,K. Strand,pattern_comparison,0.85,Memory inheritance from dying_entity to new_structure via deliberate_transfer.,
MI-0292,collective,SRC-944,physical form,nearby_creature,RCP-699,spatial configuration,hereditary,918,342,0.906,none,True,34.8,True,False,True,successful_transfer,stable,False,,Quarry Guild Records,historical_reconstruction,0.66,Memory inheritance from collective to nearby_creature via hereditary.,
MI-0293,collective,,operational knowledge,regenerating_tissue,,,deliberate_transfer,924,72,0.346,,False,95.0,True,False,False,conflict_transfer,lost,False,,M. Tall,pattern_comparison,0.52,Memory inheritance from collective to regenerating_tissue via deliberate_transfer.,
MI-0294,parent_creature,SRC-866,spatial configuration,offspring,,,hereditary,894,295,0.371,,False,15.5,True,True,True,failed_transfer,fading,False,,T. Vells,pattern_comparison,0.74,Memory inheritance from parent_creature to offspring via hereditary.,
MI-0295,ghost_pattern,SRC-172,physical form,new_entity,RCP-836,operational knowledge,ghost_imprint,915,198,0.645,detail_loss,True,3.0,False,False,False,partial_transfer,stable,True,,Quarry Guild Records,generational_tracking,0.6,Memory inheritance from ghost_pattern to new_entity via ghost_imprint.,
MI-0296,experimental_transfer,SRC-939,behavioral pattern,nearby_creature,,,deliberate_transfer,887,163,0.569,"behavioral_drift,form_stable",True,62.7,True,True,True,modified_transfer,unstable,True,,K. Strand,pattern_comparison,0.64,Memory inheritance from experimental_transfer to nearby_creature via deliberate_transfer.,
MI-0297,experimental_transfer,,collective identity,offspring,RCP-365,operational knowledge,deliberate_transfer,882,343,0.4,feature_emphasis,False,154.3,False,False,True,modified_transfer,lost,True,,R. Voss,generational_tracking,0.6,Memory inheritance from experimental_transfer to offspring via deliberate_transfer.,
MI-0298,collective,SRC-552,memory trace,offspring,RCP-571,collective identity,proximity,909,62,0.84,detail_loss,True,157.6,True,False,False,partial_transfer,fading,False,,Independent Observer,experimental_verification,0.86,Memory inheritance from collective to offspring via proximity.,
MI-0299,experimental_transfer,,collective identity,new_structure,,,deliberate_transfer,908,151,0.452,pattern_simplification,False,199.0,False,False,False,modified_transfer,unstable,True,,Boundary Commission,historical_reconstruction,0.88,Memory inheritance from experimental_transfer to new_structure via deliberate_transfer.,
MI-0300,form_library,,spatial configuration,collective_member,RCP-538,physical form,proximity,908,334,0.379,pattern_simplification,False,10.9,True,False,False,modified_transfer,unstable,False,,Quarry Guild Records,generational_tracking,0.56,Memory inheritance from form_library to collective_member via proximity.,
