failure_id,failure_name,bridge_type,bridge_mechanism,intended_temporal_gap_days,actual_bridge_duration_days,agent_type,agent_id,agent_horizon_days,failure_mode,failure_cause,failure_year,was_preventable,prevention_method,warning_signs,warnings_heeded,intended_effect_lost,actual_consequences,affected_entities,severity,recovery_possible,recovery_attempted,recovery_outcome,failure_category,lesson_learned,documented_year,documenter,documentation_source,confidence,description,notes
BF-0171,Failed Communication 171,communication,biological_growth,25822,16964,institution,,2355.6,dens_interference,proximity disruption,927,False,,False,,Future scholars would have benefited,Resources wasted; knowledge lost,81136,catastrophic,True,True,partial,horizon_exceeded,Cannot bridge further than one can care,923,Boundary Commission,archival_record,0.83,Communication bridge failed via dens interference,
BF-0172,Failed Legacy 172,legacy,collective_memory,21973,17518,collective,,32981.3,institutional_collapse,funding ended,859,False,,False,,Future community would have benefited,Resources wasted; connection lost,12804,catastrophic,True,False,not_attempted,internal_decay,Renew purpose to maintain bridges,925,Archive Survey Team,testimony,0.83,Legacy bridge failed via institutional collapse,
BF-0173,Failed Legacy 173,legacy,ritual_practice,24594,3492,collective,,25037.0,successor_failure,successor never trained,845,True,redundant copies,False,,Future scholars would have benefited,Resources wasted; knowledge lost,36410,significant,True,False,not_attempted,internal_decay,Renew purpose to maintain bridges,934,C. Vells,archaeological_evidence,0.61,Legacy bridge failed via successor failure,
BF-0174,Failed Planning 174,planning,collective_memory,32706,3186,institution,AGT-956,26714.1,horizon_collapse,entity collapsed,801,False,,False,,Future generations would have benefited,Resources wasted; knowledge lost,89655,catastrophic,False,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,927,Boundary Commission,testimony,0.61,Planning bridge failed via horizon collapse,
BF-0175,Failed Planning 175,planning,collective_memory,35785,7573,collective,AGT-280,19903.9,active_sabotage,rival faction,816,False,,True,False,Future scholars would have benefited,Resources wasted; opportunity lost,46548,severe,False,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,939,Independent Observer,testimony,0.64,Planning bridge failed via active sabotage,
BF-0176,Failed Warning 176,warning,institutional_structure,22137,2270,institution,,27392.7,memory_fade,collective forgot,929,False,,True,False,Future community would have benefited,Resources wasted; knowledge lost,90368,significant,True,False,not_attempted,maintenance_failed,Bridges require ongoing maintenance,936,Boundary Commission,testimony,0.71,Warning bridge failed via memory fade,
BF-0177,Failed Investment 177,investment,biological_growth,26833,6798,collective,AGT-566,16913.5,dens_interference,dens boundary shifted,828,False,,True,False,Future community would have benefited,Resources wasted; opportunity lost,81088,significant,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,937,Klutch CC Counseling,archival_record,0.68,Investment bridge failed via dens interference,
BF-0178,Failed Communication 178,communication,written_record,14596,4064,collective,,6481.3,dens_interference,dens boundary shifted,860,False,,False,,Future scholars would have benefited,Resources wasted; opportunity lost,75060,significant,True,True,failed,horizon_exceeded,Cannot bridge further than one can care,919,Klutch CC Counseling,archival_record,0.65,Communication bridge failed via dens interference,
BF-0179,Failed Legacy 179,legacy,physical_artifact,19871,2081,collective,,25487.2,dens_interference,dens boundary shifted,865,False,,False,,Future scholars would have benefited,Resources wasted; knowledge lost,41333,significant,True,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,913,P. Anster,archaeological_evidence,0.73,Legacy bridge failed via dens interference,
BF-0180,Failed Construction 180,construction,biological_growth,31120,10624,collective,AGT-300,18987.9,horizon_collapse,entity collapsed,832,False,,False,,Future generations would have benefited,Resources wasted; knowledge lost,48189,significant,False,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,932,R. Voss,testimony,0.53,Construction bridge failed via horizon collapse,
BF-0181,Failed Repair 181,repair,spatial_configuration,11951,1803,institution,,7102.1,physical_destruction,earthquake,814,False,,False,,Future scholars would have benefited,Resources wasted; knowledge lost,2664,catastrophic,True,True,successful,horizon_exceeded,Cannot bridge further than one can care,937,Independent Observer,archaeological_evidence,0.66,Repair bridge failed via physical destruction,
BF-0182,Failed Planning 182,planning,written_record,28929,11322,institution,,32265.8,successor_failure,successor died young,864,True,endowment fund,True,False,Future scholars would have benefited,Resources wasted; connection lost,89996,catastrophic,True,True,successful,internal_decay,Renew purpose to maintain bridges,940,Klutch CC Counseling,archaeological_evidence,0.81,Planning bridge failed via successor failure,
BF-0183,Failed Warning 183,warning,ritual_practice,14592,8464,collective,,36298.1,institutional_collapse,organization dissolved,820,False,,False,,Future generations would have benefited,Resources wasted; connection lost,68657,severe,True,False,not_attempted,internal_decay,Renew purpose to maintain bridges,940,C. Vells,testimony,0.81,Warning bridge failed via institutional collapse,
BF-0184,Failed Promise 184,promise,ritual_practice,32071,17480,institution,,14713.1,memory_fade,tradition abandoned,889,False,,False,,Future community would have benefited,Resources wasted; knowledge lost,46205,severe,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,938,C. Vells,institutional_record,0.86,Promise bridge failed via memory fade,
BF-0185,Failed Preservation 185,preservation,collective_memory,28330,2807,institution,AGT-687,3062.4,physical_destruction,war destruction,914,False,,True,False,Future community would have benefited,Resources wasted; opportunity lost,98206,catastrophic,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,924,C. Vells,institutional_record,0.94,Preservation bridge failed via physical destruction,
BF-0186,Failed Construction 186,construction,written_record,25158,10114,collective,AGT-797,4727.9,information_loss,encoding degraded,887,False,,True,False,Future scholars would have benefited,Resources wasted; opportunity lost,5514,significant,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,928,T. Vells,institutional_record,0.73,Construction bridge failed via information loss,
BF-0187,Failed Cultivation 187,cultivation,collective_memory,33517,10326,institution,,24201.9,successor_failure,successor died young,817,True,redundant copies,True,True,Future generations would have benefited,Resources wasted; knowledge lost,47849,catastrophic,True,True,partial,internal_decay,Renew purpose to maintain bridges,928,Klutch CC Counseling,institutional_record,0.92,Cultivation bridge failed via successor failure,
BF-0188,Failed Cultivation 188,cultivation,institutional_structure,16698,1774,institution,AGT-817,16399.2,context_change,technology changed,888,False,,True,False,Future scholars would have benefited,Resources wasted; connection lost,43836,significant,False,False,not_attempted,context_unpredicted,The future may not need what we prepare,938,Independent Observer,archaeological_evidence,0.54,Cultivation bridge failed via context change,
BF-0189,Failed Promise 189,promise,written_record,31050,4312,collective,,3982.4,information_loss,records corrupted,802,False,,True,True,Future scholars would have benefited,Resources wasted; knowledge lost,86312,catastrophic,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,914,Klutch CC Counseling,archaeological_evidence,0.56,Promise bridge failed via information loss,
BF-0190,Failed Legacy 190,legacy,institutional_structure,564,225,collective,,3917.6,institutional_collapse,purpose forgotten,846,False,,False,,Future generations would have benefited,Resources wasted; connection lost,600,significant,True,True,ongoing,internal_decay,Renew purpose to maintain bridges,913,P. Anster,archaeological_evidence,0.67,Legacy bridge failed via institutional collapse,
BF-0191,Failed Warning 191,warning,biological_growth,6002,3812,person,,2907.4,information_loss,encoding degraded,844,False,,False,,Future generations would have benefited,Resources wasted; connection lost,226,catastrophic,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,931,C. Vells,archival_record,0.76,Warning bridge failed via information loss,
BF-0192,Failed Investment 192,investment,physical_artifact,17052,2166,collective,,33300.5,institutional_collapse,organization dissolved,885,False,,True,False,Future scholars would have benefited,Resources wasted; connection lost,36490,severe,True,False,not_attempted,internal_decay,Renew purpose to maintain bridges,914,Klutch CC Counseling,testimony,0.78,Investment bridge failed via institutional collapse,
BF-0193,Failed Investment 193,investment,biological_growth,6638,3652,collective,AGT-219,6101.0,dens_interference,proximity disruption,827,False,,True,False,Future scholars would have benefited,Resources wasted; connection lost,422,severe,True,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,930,K. Strand,testimony,0.8,Investment bridge failed via dens interference,
BF-0194,Failed Communication 194,communication,biological_growth,14738,5079,institution,,20341.8,resource_exhaustion,labor unavailable,817,True,endowment fund,True,True,Future generations would have benefited,Resources wasted; connection lost,22670,severe,True,False,not_attempted,maintenance_failed,Bridges require ongoing maintenance,925,M. Strand,archival_record,0.93,Communication bridge failed via resource exhaustion,
BF-0195,Failed Repair 195,repair,collective_memory,24430,3030,collective,AGT-480,31566.0,institutional_collapse,funding ended,809,False,,True,True,Future community would have benefited,Resources wasted; connection lost,21271,catastrophic,True,False,not_attempted,internal_decay,Renew purpose to maintain bridges,912,Archive Survey Team,archival_record,0.56,Repair bridge failed via institutional collapse,
BF-0196,Failed Repair 196,repair,ritual_practice,27001,9632,institution,,1940.2,resource_exhaustion,labor unavailable,932,True,redundant copies,False,,Future generations would have benefited,Resources wasted; knowledge lost,7170,catastrophic,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,924,M. Strand,institutional_record,0.85,Repair bridge failed via resource exhaustion,
BF-0197,Failed Communication 197,communication,written_record,9482,1897,collective,AGT-571,6611.6,horizon_collapse,builder lost purpose,926,False,,True,False,Future community would have benefited,Resources wasted; connection lost,22471,significant,False,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,931,Independent Observer,archaeological_evidence,0.95,Communication bridge failed via horizon collapse,
BF-0198,Failed Construction 198,construction,physical_artifact,12291,2378,institution,,2977.0,successor_failure,successor died young,805,True,endowment fund,False,,Future generations would have benefited,Resources wasted; connection lost,46160,significant,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,939,Klutch CC Counseling,institutional_record,0.82,Construction bridge failed via successor failure,
BF-0199,Failed Cultivation 199,cultivation,ritual_practice,6715,171,collective,AGT-329,942.9,resource_exhaustion,funding exhausted,848,True,multiple successors,True,False,Future community would have benefited,Resources wasted; opportunity lost,627,severe,True,False,not_attempted,horizon_exceeded,Cannot bridge further than one can care,913,K. Strand,archival_record,0.62,Cultivation bridge failed via resource exhaustion,
BF-0200,Failed Investment 200,investment,biological_growth,1370,486,person,,6546.6,horizon_collapse,builder lost purpose,904,False,,True,False,Future community would have benefited,Resources wasted; opportunity lost,679,minor,False,False,not_attempted,mechanism_inadequate,Match mechanism to the gap,930,T. Vells,testimony,0.61,Investment bridge failed via horizon collapse,
