basin_id,basin_name,measurement_id,center_x,center_y,center_z,depth,width,slope,curvature_avg,stability_index,escape_velocity,form_count,adjacent_basins,ridge_count,geodesic_count,measurement_year,measurement_method,surveyor,confidence,notes
BA-039,The Upper Catchment,BM-0241,-0.236,-0.6509,-0.7776,0.57,0.203,1.5,-0.488,0.614,0.27,5,"BA-046,BA-030,BA-008",3,5,923,historical_reconstruction,Archive Survey Team,0.77,Saddle point SP-032 observed on boundary.
BA-039,The Ancient Hollow,BM-0242,-0.2648,-0.5677,-0.7959,0.565,0.184,1.539,-0.327,0.633,0.45,6,"BA-046,BA-030,BA-008",3,5,925,trajectory_analysis,K. Strand,0.8,
BA-039,The Western Depression,BM-0243,-0.2692,-0.6263,-0.8048,0.486,0.205,1.154,-0.143,0.652,0.43,10,"BA-046,BA-030,BA-008",3,9,928,boundary_mapping,K. Strand,0.74,Measurement contested by Boundary Commission.
BA-039,The Western Pool,BM-0244,-0.2749,-0.6087,-0.8268,0.568,0.198,1.585,-0.304,0.64,0.45,8,"BA-046,BA-030,BA-008",3,12,932,form_clustering,Morren Kast,0.92,Consistent with Vells Year 918 survey.
BA-040,The Ancient Basin,BM-0245,-0.6705,0.6825,0.7195,0.418,0.104,1.979,-0.847,0.58,0.35,2,"BA-045,BA-031",2,2,918,form_clustering,Archive Survey Team,0.52,Measurement contested by Boundary Commission.
BA-040,The Eastern Valley,BM-0246,-0.7945,0.6314,0.8387,0.5,0.124,1.912,-0.266,0.506,0.25,3,"BA-045,BA-031",2,1,919,boundary_mapping,K. Strand,0.64,Ridge structure more complex than initially mapped.
BA-040,The Northern Depression,BM-0247,-0.765,0.6298,0.8716,0.512,0.107,2.0,-0.493,0.53,0.27,2,"BA-045,BA-031",2,8,921,historical_reconstruction,Western Archive Team,0.69,Geodesic paths through this basin documented.
BA-040,The Eastern Hollow,BM-0248,-0.7947,0.697,0.7621,0.506,0.13,2.0,-0.84,0.627,0.34,2,"BA-045,BA-031",2,9,923,trajectory_analysis,K. Strand,0.59,Ridge structure more complex than initially mapped.
BA-040,The Outer Pool,BM-0249,-0.7485,0.6698,0.9082,0.47,0.132,1.932,-0.252,0.59,0.22,6,"BA-045,BA-031",2,8,924,form_clustering,Esseny Moll,0.79,Saddle point SP-029 observed on boundary.
BA-040,The Ancient Valley,BM-0250,-0.7323,0.6832,0.8159,0.542,0.13,2.0,-0.35,0.56,0.29,6,"BA-045,BA-031",2,9,926,trajectory_analysis,T. Vells,0.7,Adjacent basin measurements suggest shared ridge.
BA-040,The Eastern Pool,BM-0251,-0.7415,0.6693,0.8547,0.581,0.115,2.0,0.11,0.538,0.29,7,"BA-045,BA-031",2,10,927,form_clustering,Boundary Commission,0.71,Saddle point SP-013 observed on boundary.
BA-040,The Tertiary Pool,BM-0252,-0.757,0.7018,0.7336,0.515,0.126,2.0,-0.759,0.595,0.35,6,"BA-045,BA-031",2,4,929,boundary_mapping,Independent Scholar,0.8,Prime association confirmed by behavioral analysis.
BA-041,The Tertiary Pool,BM-0253,0.7412,0.1707,0.5496,0.812,0.13,2.0,-0.411,0.709,0.4,5,"BA-007,BA-048,BA-001,BA-003",4,11,918,trajectory_analysis,Morren Kast,0.59,
BA-041,The Secondary Pool,BM-0254,0.8685,0.1768,0.5701,0.785,0.129,2.0,-0.118,0.691,0.53,4,"BA-007,BA-048,BA-001,BA-003",4,8,920,trajectory_analysis,K. Strand,0.57,Stability index higher than predicted by depth alone.
BA-041,The Outer Sink,BM-0255,0.7587,0.1514,0.5256,0.719,0.126,2.0,0.249,0.705,0.39,5,"BA-007,BA-048,BA-001,BA-003",4,5,923,boundary_mapping,C. Vells,0.68,Independent verification pending.
BA-041,The Ancient Sink,BM-0256,0.762,0.1593,0.4969,0.796,0.143,2.0,-0.318,0.711,0.35,7,"BA-007,BA-048,BA-001,BA-003",4,9,924,historical_reconstruction,Esseny Moll,0.66,Ridge structure more complex than initially mapped.
BA-041,The Outer Depression,BM-0257,0.6767,0.1433,0.5687,0.804,0.136,2.0,0.127,0.709,0.51,6,"BA-007,BA-048,BA-001,BA-003",4,8,925,historical_reconstruction,Boundary Commission,0.82,Curvature measurements indicate local geometry variation.
BA-041,The Upper Hollow,BM-0258,0.7146,0.1628,0.5349,0.728,0.136,2.0,0.24,0.707,0.51,7,"BA-007,BA-048,BA-001,BA-003",4,6,930,trajectory_analysis,T. Vells,0.84,Archive Survey Team suggests revised coordinates.
BA-042,The Eastern Sink,BM-0259,-0.0575,-0.169,0.6735,1.458,0.166,2.0,0.507,0.903,0.72,2,"BA-036,BA-006,BA-037,BA-021",4,8,918,historical_reconstruction,T. Vells,0.56,Senate Survey funding enabled comprehensive mapping.
BA-042,The Outer Valley,BM-0260,-0.0489,-0.1873,0.5382,1.505,0.161,2.0,0.373,0.99,0.72,2,"BA-036,BA-006,BA-037,BA-021",4,6,919,boundary_mapping,K. Strand,0.66,Stability index higher than predicted by depth alone.
BA-042,The Lower Trough,BM-0261,-0.0536,-0.1874,0.6009,1.472,0.147,2.0,0.12,0.836,0.75,5,"BA-036,BA-006,BA-037,BA-021",4,11,925,trajectory_analysis,Archive Survey Team,0.72,Senate Survey funding enabled comprehensive mapping.
BA-042,The Central Basin,BM-0262,-0.0545,-0.1745,0.6825,1.608,0.151,2.0,0.165,0.871,0.81,3,"BA-036,BA-006,BA-037,BA-021",4,5,928,historical_reconstruction,Boundary Commission,0.78,Measurement contested by Boundary Commission.
BA-042,The Western Basin,BM-0263,-0.0528,-0.1858,0.6287,1.409,0.123,2.0,0.425,0.99,0.71,1,"BA-036,BA-006,BA-037,BA-021",4,6,931,historical_reconstruction,Morren Kast,0.84,Depth measurement refined from earlier estimates.
BA-042,The Lower Trough,BM-0264,-0.057,-0.1713,0.6551,1.446,0.15,2.0,0.685,0.9,0.76,1,"BA-036,BA-006,BA-037,BA-021",4,4,932,form_clustering,Senate Survey,0.92,Prime association confirmed by behavioral analysis.
BA-043,The Tertiary Catchment,BM-0265,0.1338,0.5412,-0.606,0.861,0.145,2.0,-0.585,0.691,0.44,3,"BA-026,BA-009",2,6,919,form_clustering,Boundary Commission,0.48,Curvature measurements indicate local geometry variation.
BA-043,The Lower Pool,BM-0267,0.116,0.5482,-0.6579,0.919,0.161,2.0,0.28,0.723,0.56,3,"BA-026,BA-009",2,4,922,form_clustering,Independent Scholar,0.73,Form count increased since last survey.
BA-043,The Shallow Basin,BM-0268,0.1311,0.5446,-0.6445,0.932,0.159,2.0,-0.553,0.625,0.37,6,"BA-026,BA-009",2,10,929,form_clustering,Independent Scholar,0.89,Depth measurement refined from earlier estimates.
BA-043,The Deep Catchment,BM-0269,0.1297,0.5527,-0.6143,0.911,0.172,2.0,0.149,0.637,0.52,9,"BA-026,BA-009",2,5,930,form_clustering,Archive Survey Team,0.86,Saddle point SP-003 observed on boundary.
BA-044,The Northern Hollow,BM-0271,0.7329,0.7571,-0.7501,0.653,0.141,2.0,-0.326,0.617,0.32,6,"BA-011,BA-026,BA-043,BA-013",4,3,923,form_clustering,Independent Scholar,0.77,Curvature measurements indicate local geometry variation.
BA-044,The Upper Well,BM-0272,0.6901,0.8099,-0.7384,0.738,0.119,2.0,-0.498,0.561,0.36,8,"BA-011,BA-026,BA-043,BA-013",4,9,924,form_clustering,K. Strand,0.63,Measurement contested by Boundary Commission.
BA-044,The Shallow Valley,BM-0273,0.818,0.6996,-0.8335,0.706,0.124,2.0,-0.138,0.626,0.4,8,"BA-011,BA-026,BA-043,BA-013",4,11,925,historical_reconstruction,C. Vells,0.76,Geodesic paths through this basin documented.
BA-044,The Secondary Basin,BM-0274,0.7268,0.7705,-0.7713,0.797,0.115,2.0,0.234,0.554,0.41,7,"BA-011,BA-026,BA-043,BA-013",4,11,926,boundary_mapping,Morren Kast,0.81,Depth measurement refined from earlier estimates.
BA-044,The Outer Well,BM-0275,0.7308,0.7927,-0.8071,0.682,0.127,2.0,-0.468,0.582,0.3,4,"BA-011,BA-026,BA-043,BA-013",4,7,927,form_clustering,Western Archive Team,0.78,Ridge structure more complex than initially mapped.
BA-045,The Secondary Sink,BM-0276,-0.8612,0.422,0.7141,1.014,0.112,2.0,0.073,0.657,0.46,5,"BA-040,BA-016,BA-024,BA-031",4,7,919,boundary_mapping,T. Vells,0.48,Measurement contested by Boundary Commission.
BA-045,The Shallow Well,BM-0277,-0.8697,0.373,0.751,1.092,0.127,2.0,-0.21,0.779,0.59,5,"BA-040,BA-016,BA-024,BA-031",4,11,920,boundary_mapping,Archive Survey Team,0.64,Archive Survey Team suggests revised coordinates.
BA-045,The Central Well,BM-0278,-0.8014,0.3504,0.7764,0.907,0.135,2.0,0.321,0.644,0.55,4,"BA-040,BA-016,BA-024,BA-031",4,9,921,form_clustering,K. Strand,0.72,Depth measurement refined from earlier estimates.
BA-045,The Secondary Hollow,BM-0279,-0.8365,0.422,0.7898,0.998,0.118,2.0,0.394,0.68,0.49,4,"BA-040,BA-016,BA-024,BA-031",4,7,927,trajectory_analysis,Archive Survey Team,0.69,Archive Survey Team suggests revised coordinates.
BA-045,The Shallow Catchment,BM-0280,-0.8857,0.4013,0.8114,0.969,0.128,2.0,0.277,0.7,0.58,5,"BA-040,BA-016,BA-024,BA-031",4,9,929,form_clustering,C. Vells,0.9,Geodesic paths through this basin documented.
BA-045,The Deep Sink,BM-0281,-0.8571,0.3938,0.7439,0.907,0.121,2.0,-0.018,0.646,0.38,5,"BA-040,BA-016,BA-024,BA-031",4,7,930,historical_reconstruction,Esseny Moll,0.85,Saddle point SP-029 observed on boundary.
BA-045,The Lower Pool,BM-0282,-0.7778,0.3795,0.7525,0.933,0.116,2.0,-0.16,0.67,0.53,4,"BA-040,BA-016,BA-024,BA-031",4,2,931,historical_reconstruction,Senate Survey,0.81,Saddle point SP-043 observed on boundary.
BA-046,The Central Depression,BM-0283,-0.3385,-0.7968,-0.7463,0.47,0.206,0.964,-0.291,0.582,0.23,7,"BA-039,BA-030",2,7,923,trajectory_analysis,Esseny Moll,0.6,Stability index higher than predicted by depth alone.
BA-046,The Inner Pool,BM-0284,-0.3199,-0.7737,-0.7307,0.533,0.228,1.008,-0.709,0.612,0.36,11,"BA-039,BA-030",2,10,925,trajectory_analysis,Archive Survey Team,0.7,Curvature measurements indicate local geometry variation.
BA-046,The Secondary Sink,BM-0286,-0.3229,-0.6933,-0.7716,0.464,0.176,1.348,-0.015,0.553,0.39,7,"BA-039,BA-030",2,8,928,form_clustering,Senate Survey,0.83,Width appears to have expanded slightly since Year 920.
BA-046,The Lower Pool,BM-0287,-0.3095,-0.747,-0.7373,0.457,0.194,1.009,-0.319,0.597,0.37,12,"BA-039,BA-030",2,6,931,boundary_mapping,Esseny Moll,0.89,Independent verification pending.
BA-047,The Tertiary Trough,BM-0288,-0.7727,-0.6883,0.5764,1.378,0.212,2.0,0.62,0.886,0.64,7,"BA-033,BA-050,BA-002,BA-037",4,11,919,boundary_mapping,Esseny Moll,0.66,Curvature measurements indicate local geometry variation.
BA-047,The Deep Trough,BM-0289,-0.6808,-0.7953,0.5266,1.342,0.28,2.0,0.644,0.871,0.63,8,"BA-033,BA-050,BA-002,BA-037",4,7,920,form_clustering,Archive Survey Team,0.53,Prime association confirmed by behavioral analysis.
BA-047,The Northern Hollow,BM-0290,-0.6905,-0.7079,0.5226,1.249,0.215,2.0,0.242,0.899,0.64,8,"BA-033,BA-050,BA-002,BA-037",4,8,923,boundary_mapping,Independent Scholar,0.61,Consistent with Vells Year 918 survey.
BA-047,The Shallow Hollow,BM-0291,-0.7299,-0.7642,0.5449,1.081,0.204,2.0,-0.427,0.822,0.58,7,"BA-033,BA-050,BA-002,BA-037",4,6,926,form_clustering,T. Vells,0.8,Consistent with Vells Year 918 survey.
BA-047,The Deep Trough,BM-0292,-0.7182,-0.7678,0.6457,1.068,0.271,1.869,-0.266,0.83,0.51,9,"BA-033,BA-050,BA-002,BA-037",4,8,927,trajectory_analysis,Archive Survey Team,0.68,Depth measurement refined from earlier estimates.
BA-047,The Ancient Catchment,BM-0293,-0.7192,-0.7187,0.5261,1.039,0.236,2.0,0.353,0.831,0.6,7,"BA-033,BA-050,BA-002,BA-037",4,9,929,trajectory_analysis,K. Strand,0.83,Depth measurement refined from earlier estimates.
BA-047,The Shallow Basin,BM-0294,-0.726,-0.7519,0.5962,1.144,0.221,2.0,0.008,0.887,0.7,10,"BA-033,BA-050,BA-002,BA-037",4,8,930,form_clustering,Esseny Moll,0.85,Prime association confirmed by behavioral analysis.
BA-048,The Minor Trough,BM-0295,0.63,-0.0205,0.7789,0.691,0.09,2.0,-0.076,0.617,0.34,3,"BA-041,BA-007,BA-017",3,7,919,historical_reconstruction,Esseny Moll,0.62,Form count increased since last survey.
BA-048,The Southern Hollow,BM-0296,0.6514,-0.0204,0.8583,0.468,0.082,2.0,-0.601,0.626,0.31,4,"BA-041,BA-007,BA-017",3,8,921,trajectory_analysis,T. Vells,0.54,Archive Survey Team suggests revised coordinates.
BA-048,The Secondary Sink,BM-0297,0.7033,-0.0201,0.8534,0.599,0.087,2.0,-0.277,0.551,0.4,6,"BA-041,BA-007,BA-017",3,8,924,historical_reconstruction,K. Strand,0.74,Prime association confirmed by behavioral analysis.
BA-048,The Deep Catchment,BM-0298,0.7081,-0.0229,0.8651,0.543,0.102,2.0,-0.818,0.604,0.32,5,"BA-041,BA-007,BA-017",3,2,928,historical_reconstruction,K. Strand,0.74,
BA-048,The Outer Catchment,BM-0299,0.6898,-0.0203,0.8249,0.588,0.102,2.0,-0.568,0.641,0.36,5,"BA-041,BA-007,BA-017",3,8,929,trajectory_analysis,Senate Survey,0.76,Adjacent basin measurements suggest shared ridge.
BA-048,The Southern Hollow,BM-0300,0.6993,-0.0214,0.7515,0.581,0.097,2.0,-0.484,0.616,0.37,2,"BA-041,BA-007,BA-017",3,9,932,form_clustering,Independent Scholar,0.92,Adjacent basin measurements suggest shared ridge.
BA-049,The Southern Valley,BM-0301,-0.2,-0.4709,-0.0889,1.03,0.08,2.0,-0.095,0.752,0.45,6,"BA-019,BA-002,BA-037,BA-034",5,9,919,form_clustering,Senate Survey,0.57,Consistent with Vells Year 918 survey.
BA-049,The Eastern Basin,BM-0302,-0.1955,-0.4276,-0.0839,1.184,0.101,2.0,-0.34,0.73,0.53,7,"BA-019,BA-002,BA-037,BA-034",5,12,920,trajectory_analysis,T. Vells,0.6,Prime association confirmed by behavioral analysis.
BA-049,The Minor Hollow,BM-0303,-0.2372,-0.4764,-0.0955,0.864,0.081,2.0,0.141,0.776,0.51,8,"BA-019,BA-002,BA-037,BA-034",5,4,922,trajectory_analysis,K. Strand,0.59,Width appears to have expanded slightly since Year 920.
BA-049,The Northern Basin,BM-0304,-0.2333,-0.484,-0.0826,1.312,0.09,2.0,0.076,0.786,0.71,8,"BA-019,BA-002,BA-037,BA-034",5,11,925,form_clustering,Esseny Moll,0.77,Saddle point SP-042 observed on boundary.
BA-049,The Southern Trough,BM-0305,-0.2378,-0.4622,-0.0868,1.209,0.101,2.0,0.565,0.666,0.56,7,"BA-019,BA-002,BA-037,BA-034",5,6,926,historical_reconstruction,K. Strand,0.65,Width appears to have expanded slightly since Year 920.
BA-049,The Secondary Well,BM-0306,-0.2257,-0.4582,-0.084,1.092,0.078,2.0,-0.313,0.774,0.65,9,"BA-019,BA-002,BA-037,BA-034",5,13,927,trajectory_analysis,Morren Kast,0.77,Geodesic paths through this basin documented.
BA-049,The Eastern Trough,BM-0307,-0.2426,-0.4535,-0.0813,1.316,0.079,2.0,0.534,0.786,0.71,9,"BA-019,BA-002,BA-037,BA-034",5,8,928,form_clustering,T. Vells,0.84,Consistent with Vells Year 918 survey.
BA-049,The Tertiary Well,BM-0308,-0.2147,-0.4971,-0.0895,1.331,0.091,2.0,0.333,0.79,0.7,9,"BA-019,BA-002,BA-037,BA-034",5,5,930,historical_reconstruction,T. Vells,0.76,Prime association confirmed by behavioral analysis.
BA-050,The Central Trough,BM-0309,-0.3382,-0.8021,0.9512,1.057,0.137,2.0,0.033,0.846,0.65,7,"BA-033,BA-047,BA-006,BA-042",4,11,919,form_clustering,Archive Survey Team,0.58,Width appears to have expanded slightly since Year 920.
BA-050,The Eastern Basin,BM-0310,-0.3261,-0.7368,0.8941,1.065,0.16,2.0,-0.293,0.801,0.47,8,"BA-033,BA-047,BA-006,BA-042",4,13,920,boundary_mapping,Western Archive Team,0.55,Form count increased since last survey.
BA-050,The Western Valley,BM-0312,-0.3361,-0.8308,0.8988,1.08,0.162,2.0,-0.06,0.858,0.66,10,"BA-033,BA-047,BA-006,BA-042",4,14,924,trajectory_analysis,Independent Scholar,0.71,Adjacent basin measurements suggest shared ridge.
BA-050,The Upper Valley,BM-0313,-0.3024,-0.8522,0.8015,1.312,0.168,2.0,0.432,0.816,0.65,10,"BA-033,BA-047,BA-006,BA-042",4,12,925,historical_reconstruction,Morren Kast,0.72,Independent verification pending.
BA-050,The Western Catchment,BM-0314,-0.3194,-0.8,0.8282,1.278,0.146,2.0,-0.072,0.854,0.64,11,"BA-033,BA-047,BA-006,BA-042",4,11,931,historical_reconstruction,C. Vells,0.96,Measurement contested by Boundary Commission.
BA-050,The Upper Catchment,BM-0315,-0.3284,-0.7798,0.8346,1.125,0.146,2.0,0.142,0.857,0.59,8,"BA-033,BA-047,BA-006,BA-042",4,11,932,form_clustering,T. Vells,0.98,Geodesic paths through this basin documented.
