relationship_id,entity_id,entity_name,neighbor_id,neighbor_name,sympathy_rank,sympathy_strength,distance_morphospace,sympathy_type,mutual,stability,edge_weight,contribution_to_cluster,first_documented,documenter,documentation_method,confidence,notes
SN-0350,MS-0093,Form 93,MS-0181,Form 181,3,0.78,0.2226,unknown,True,0.5,0.699,0.16,923,Archive Survey Team,proximity_measurement,0.74,
SN-0351,MS-0093,Form 93,MS-0044,Form 44,4,0.76,0.2424,unknown,True,0.66,0.745,0.46,1844,P. Tross,classification_clustering,0.83,
SN-0352,MS-0094,Form 94,MS-0157,Form 157,1,0.69,0.3064,functional,True,0.8,0.566,0.49,925,Archive Survey Team,trajectory_correlation,0.87,
SN-0353,MS-0094,Form 94,MS-0105,Form 105,2,0.67,0.3251,functional,False,0.71,0.614,0.69,1836,P. Tross,historical_inference,0.58,
SN-0354,MS-0094,Form 94,MS-0149,Form 149,3,0.67,0.3291,behavioral,True,0.57,0.655,0.32,1848,P. Tross,historical_inference,0.9,
SN-0355,MS-0095,Form 95,MS-0073,Form 73,1,0.86,0.1358,historical,True,0.75,0.73,0.36,922,P. Tross,proximity_measurement,0.95,
SN-0356,MS-0095,Form 95,MS-0114,Form 114,2,0.83,0.168,functional,True,0.78,0.712,0.33,926,Archive Survey Team,classification_clustering,0.62,
SN-0357,MS-0095,Form 95,MS-0083,Form 83,3,0.83,0.1705,unknown,True,0.86,0.751,0.71,1840,T. Vells,proximity_measurement,0.75,
SN-0358,MS-0096,Form 96,MS-0142,Form 142,1,0.84,0.1623,unknown,True,0.89,0.813,0.23,912,P. Tross,classification_clustering,0.52,
SN-0359,MS-0096,Form 96,MS-0085,Form 85,2,0.77,0.2327,functional,False,0.58,0.661,0.59,920,P. Tross,historical_inference,0.63,
SN-0360,MS-0096,Form 96,MS-0170,Form 170,3,0.73,0.2681,historical,True,0.86,0.688,0.23,1841,K. Strand,trajectory_correlation,0.62,
SN-0361,MS-0096,Form 96,MS-0106,Form 106,4,0.73,0.2693,structural,True,0.77,0.609,0.35,924,Constellation Survey,trajectory_correlation,0.93,
SN-0362,MS-0097,Form 97,MS-0179,Form 179,1,0.89,0.1105,behavioral,False,0.43,0.777,0.63,924,P. Tross,trajectory_correlation,0.76,
SN-0363,MS-0097,Form 97,MS-0091,Form 91,2,0.88,0.1199,behavioral,True,0.53,0.863,0.75,921,K. Strand,classification_clustering,0.62,
SN-0364,MS-0097,Form 97,MS-0150,Form 150,3,0.86,0.144,behavioral,False,0.94,0.7,0.29,928,K. Strand,trajectory_correlation,0.69,
SN-0365,MS-0098,Form 98,MS-0151,Form 151,1,0.75,0.254,developmental,False,0.54,0.67,0.6,923,Constellation Survey,classification_clustering,0.89,
SN-0366,MS-0098,Form 98,MS-0123,Form 123,2,0.7,0.2994,developmental,False,0.72,0.595,0.36,1851,Archive Survey Team,proximity_measurement,0.75,
SN-0367,MS-0098,Form 98,MS-0188,Form 188,3,0.69,0.3113,unknown,False,0.49,0.601,0.24,913,P. Tross,behavioral_observation,0.52,
SN-0368,MS-0098,Form 98,MS-0110,Form 110,4,0.69,0.3146,unknown,False,0.46,0.672,0.65,1839,T. Vells,historical_inference,0.89,
SN-0369,MS-0098,Form 98,MS-0069,Form 69,5,0.67,0.333,unknown,True,0.46,0.612,0.37,920,T. Vells,behavioral_observation,0.84,
SN-0370,MS-0099,Form 99,MS-0046,Form 46,1,0.91,0.0861,functional,True,0.41,0.798,0.23,1849,T. Vells,proximity_measurement,0.66,
SN-0371,MS-0099,Form 99,MS-0119,Form 119,2,0.85,0.1493,structural,True,0.82,0.733,0.3,915,P. Tross,proximity_measurement,0.63,
SN-0372,MS-0099,Form 99,MS-0086,Form 86,3,0.78,0.217,unknown,True,0.54,0.725,0.75,912,P. Tross,historical_inference,0.88,
SN-0373,MS-0099,Form 99,MS-0112,Form 112,4,0.75,0.2495,structural,True,0.6,0.737,0.2,915,P. Tross,proximity_measurement,0.51,
SN-0374,MS-0099,Form 99,EN-001,The Prebel Zone,5,0.73,0.2732,developmental,False,0.64,0.717,0.34,928,T. Vells,historical_inference,0.89,
SN-0375,MS-0099,Form 99,MS-0052,Form 52,6,0.67,0.3305,functional,False,0.73,0.563,0.21,930,T. Vells,trajectory_correlation,0.6,
SN-0376,MS-0100,Form 100,MS-0135,Form 135,1,0.92,0.0763,historical,True,0.43,0.756,0.37,927,P. Tross,classification_clustering,0.62,
SN-0377,MS-0100,Form 100,MS-0194,Form 194,2,0.75,0.2543,structural,True,0.87,0.675,0.38,1844,P. Tross,behavioral_observation,0.76,
SN-0378,MS-0100,Form 100,MS-0147,Form 147,3,0.72,0.2847,historical,False,0.9,0.698,0.4,1847,P. Tross,behavioral_observation,0.7,
SN-0379,MS-0100,Form 100,MS-0111,Form 111,4,0.7,0.298,functional,True,0.69,0.68,0.67,915,P. Tross,historical_inference,0.88,
SN-0380,MS-0101,Form 101,MS-0197,Form 197,1,0.8,0.1977,developmental,True,0.7,0.775,0.17,1831,T. Vells,proximity_measurement,0.7,
SN-0381,MS-0101,Form 101,MS-0035,Form 35,2,0.78,0.2164,behavioral,True,0.94,0.76,0.54,919,P. Tross,trajectory_correlation,0.59,
SN-0382,MS-0101,Form 101,MS-0168,Form 168,3,0.74,0.2649,structural,True,0.48,0.668,0.26,1835,T. Vells,behavioral_observation,0.72,
SN-0383,MS-0101,Form 101,MS-0179,Form 179,4,0.72,0.2822,historical,True,0.45,0.599,0.68,929,Archive Survey Team,historical_inference,0.72,
SN-0384,MS-0101,Form 101,MS-0166,Form 166,5,0.71,0.2869,functional,True,0.83,0.579,0.18,1851,Archive Survey Team,proximity_measurement,0.53,
SN-0385,MS-0102,Form 102,MS-0193,Form 193,1,0.84,0.1617,behavioral,False,0.74,0.694,0.52,1834,P. Tross,classification_clustering,0.55,
SN-0386,MS-0102,Form 102,MS-0175,Form 175,2,0.83,0.1713,structural,True,0.46,0.72,0.5,914,P. Tross,proximity_measurement,0.51,
SN-0387,MS-0102,Form 102,MS-0138,Form 138,3,0.81,0.1871,behavioral,True,0.88,0.727,0.29,913,K. Strand,behavioral_observation,0.69,
SN-0388,MS-0102,Form 102,MS-0065,Form 65,4,0.8,0.1962,functional,True,0.54,0.779,0.74,1847,P. Tross,behavioral_observation,0.88,
SN-0389,MS-0102,Form 102,MS-0186,Form 186,5,0.74,0.256,behavioral,True,0.66,0.656,0.2,1838,Constellation Survey,historical_inference,0.91,
SN-0390,MS-0102,Form 102,MS-0003,The Breathing Mode,6,0.74,0.2577,structural,True,0.92,0.721,0.34,915,K. Strand,proximity_measurement,0.87,
SN-0391,MS-0103,Form 103,MS-0146,Form 146,1,0.8,0.1967,unknown,True,0.6,0.761,0.35,1848,P. Tross,historical_inference,0.73,
SN-0392,MS-0103,Form 103,MS-0070,Form 70,2,0.69,0.3091,unknown,True,0.46,0.657,0.45,930,K. Strand,classification_clustering,0.68,
SN-0393,MS-0103,Form 103,MS-0080,Form 80,3,0.67,0.333,functional,True,0.42,0.616,0.24,916,T. Vells,trajectory_correlation,0.53,
SN-0394,MS-0104,Form 104,MS-0194,Form 194,1,0.76,0.2407,historical,True,0.63,0.638,0.34,919,K. Strand,proximity_measurement,0.52,
SN-0395,MS-0104,Form 104,MS-0036,Form 36,2,0.7,0.2965,structural,True,0.5,0.618,0.6,922,P. Tross,behavioral_observation,0.92,
SN-0396,MS-0104,Form 104,MS-0034,Form 34,3,0.64,0.3629,historical,False,0.76,0.573,0.59,930,P. Tross,historical_inference,0.61,
SN-0397,MS-0104,Form 104,MS-0117,Form 117,4,0.61,0.3917,structural,True,0.7,0.582,0.19,1836,P. Tross,classification_clustering,0.93,
SN-0398,MS-0105,Form 105,MS-0167,Form 167,1,0.92,0.0776,functional,True,0.91,0.77,0.11,917,Archive Survey Team,historical_inference,0.67,
SN-0399,MS-0105,Form 105,MS-0195,Form 195,2,0.86,0.1414,developmental,False,0.66,0.811,0.37,1838,Constellation Survey,behavioral_observation,0.53,
SN-0400,MS-0105,Form 105,MS-0083,Form 83,3,0.81,0.1881,unknown,True,0.9,0.793,0.74,928,Constellation Survey,proximity_measurement,0.58,
