survey_id,survey_name,survey_type,region_covered,basin_ids_covered,start_year,end_year,forms_cataloged,basins_mapped,ridges_traced,geodesics_calculated,curvature_points,anomalies_found,lead_surveyor,team_size,sponsoring_institution,primary_method,innovations,success_rating,key_findings,controversies,follow_up_surveys,notes
LS-0167,Survey LS-0167,geodesic_trace,Geodesic paths through Central Grid,"BA-028,BA-040,BA-027,BA-041",931,931,1,0,2,29,9,0,Esseny Moll,5,Capital Philosophical Society,historical_reconstruction,Developed improved triangulation method.,0.87,Confirmed 1 forms within Quintic Basin.,,,Training survey for new team members.
LS-0168,Survey LS-0168,targeted_basin,Basin BA-018 and immediate neighbors,BA-018,930,930,4,1,3,1,4,1,C. Vells,1,Independent Scholar,boundary_mapping,,0.57,No significant findings; survey confirmed previous work.,Methodology questioned by Senate Survey.,LS-0049,Used improved instrumentation from Year 921.
LS-0169,Survey LS-0169,comprehensive,"Full morphospace grid, focus on Outer Reaches","BA-039,BA-048,BA-049,BA-028,BA-017,BA-044,BA-047",921,921,3,1,2,0,7,0,Morren Kast,1,Western Archive,parallel_transport,New saddle point detection technique.,0.57,Confirmed 3 forms within Five-Body Basin.,,,"Limited access to Full morphospace grid, focus on Outer Reaches due to restrictions."
LS-0170,Survey LS-0170,form_catalog,Form census in Central Grid,"BA-011,BA-034,BA-036,BA-027,BA-049",918,918,24,3,0,0,0,0,K. Strand,3,Western Archive,trajectory_analysis,Combined multiple measurement methods.,0.69,Curvature measurements consistent with hyperbolic geometry.,Basin boundary disputed by independent researchers.,,Funded by Senate special appropriation.
LS-0171,Survey LS-0171,comprehensive,"Full morphospace grid, focus on Western Boundary","BA-044,BA-019,BA-003,BA-009,BA-028,BA-039,BA-037,BA-014",928,928,21,4,7,3,19,0,Archive Survey Team,5,Densmok Evaluation Group,form_triangulation,New saddle point detection technique.,0.87,No significant findings; survey confirmed previous work.,Results conflict with Year 924 survey.,,Survey conducted during favorable conditions.
LS-0172,Southern Ridge Survey,targeted_basin,Triad Basin and immediate neighbors,BA-004,927,927,16,1,3,4,23,0,T. Vells,5,Senate Survey,trajectory_analysis,,0.85,Ridge position differs from Year 926 survey by 0.06 units.,Curvature measurements inconsistent with theoretical predictions.,,Funded by Senate special appropriation.
LS-0173,Detailed Ridge Survey,comprehensive,"Full morphospace grid, focus on Binary Region","BA-033,BA-049,BA-006,BA-014,BA-012,BA-027,BA-030,BA-047,BA-023,BA-019,BA-038,BA-022,BA-008,BA-003",928,928,5,1,3,2,12,0,Morren Kast,2,Densmok Evaluation Group,parallel_transport,Combined multiple measurement methods.,0.72,Form stability higher than predicted in this region.,Team disagreement over form classifications.,,Part of multi-year mapping initiative.
LS-0174,Survey LS-0174,curvature_grid,Curvature grid covering Outer Reaches,"BA-008,BA-013,BA-023",920,920,0,0,0,0,38,0,Independent Scholar,2,Densmok Evaluation Group,form_triangulation,,0.68,Curvature measurements consistent with hyperbolic geometry.,Results conflict with Year 927 survey.,,Survey conducted during favorable conditions.
LS-0175,Survey LS-0175,geodesic_trace,Geodesic paths through Northern Morphospace,"BA-034,BA-044,BA-047",919,919,3,0,0,8,4,0,Morren Kast,2,Boundary Commission,similarity_inference,,0.65,Saddle point SP-006 position confirmed.,,,Limited access to Geodesic paths through Northern Morphospace due to restrictions.
LS-0176,Survey 0176,targeted_basin,Basin BA-025 and immediate neighbors,BA-025,929,929,3,1,1,4,4,1,Boundary Commission Lead,1,Western Archive,parallel_transport,,0.77,Ridge drift measured at 0.001 units per decade.,,,Follow-up to earlier inconclusive results.
LS-0177,Survey LS-0177,comprehensive,"Full morphospace grid, focus on Central Grid","BA-020,BA-035,BA-040,BA-007,BA-023,BA-022,BA-019,BA-025,BA-027,BA-016,BA-011,BA-047,BA-043",921,921,14,2,10,7,29,0,C. Vells,4,Western Archive,parallel_transport,Systematic grid approach adopted.,0.82,Curvature measurements consistent with hyperbolic geometry.,Results conflict with Year 930 survey.,,"Limited access to Full morphospace grid, focus on Central Grid due to restrictions."
LS-0178,Survey LS-0178,form_catalog,Form census in Dens Adjacent Zone,"BA-005,BA-024,BA-015,BA-002",931,931,12,3,0,0,0,0,C. Vells,2,Senate Survey,form_triangulation,Pioneered rapid-survey methodology.,0.62,Ridge drift measured at 0.005 units per decade.,Methodology questioned by Senate Survey.,,
LS-0179,Survey LS-0179,anomaly_investigation,Anomaly investigation near Ridge Network,"BA-028,BA-020,BA-021,BA-009",921,921,1,1,0,2,19,0,Archive Survey Team,2,Capital Philosophical Society,parallel_transport,Systematic grid approach adopted.,0.58,"Identified new basin boundary at coordinates (0.43, 0.16).",,,Independent verification of Archive results.
LS-0180,Year 925 Ridge Survey,ridge_survey,Ridge system in Tension Territory,"BA-025,BA-005",925,925,0,0,5,0,15,1,Esseny Moll,2,Independent Scholar,similarity_inference,Combined multiple measurement methods.,0.59,Form stability higher than predicted in this region.,Curvature measurements inconsistent with theoretical predictions.,,
LS-0181,Survey 0181,curvature_grid,Curvature grid covering Ridge Network,"BA-025,BA-033,BA-042",923,923,0,0,0,0,19,0,C. Vells,1,Senate Survey,historical_reconstruction,Pioneered rapid-survey methodology.,0.59,Basin depth measurement revised upward.,Curvature measurements inconsistent with theoretical predictions.,,Training survey for new team members.
LS-0182,Survey LS-0182,curvature_grid,Curvature grid covering Deep Attractor Zone,"BA-013,BA-025,BA-043",928,929,0,0,0,0,129,1,Hern Tollis,4,Densmok Evaluation Group,boundary_mapping,Systematic grid approach adopted.,0.82,New geodesic path documented connecting Binary Basin to Breathing Hollow.,,,Independent verification of Archive results.
LS-0183,Survey LS-0183,comprehensive,"Full morphospace grid, focus on Western Boundary","BA-003,BA-028,BA-033,BA-011,BA-015,BA-038,BA-042",928,928,16,5,10,5,22,1,Archive Survey Team,5,Boundary Commission,similarity_inference,Pioneered rapid-survey methodology.,0.85,Form stability higher than predicted in this region.,,,Used improved instrumentation from Year 927.
LS-0184,Year 918 Form Catalog Survey,form_catalog,Form census in Shallow Basin Region,"BA-042,BA-014,BA-008,BA-028,BA-015",918,919,75,4,0,0,0,0,Morren Kast,6,Boundary Commission,trajectory_analysis,,0.86,"Identified new basin boundary at coordinates (-0.03, -0.31).",,,Limited access to Form census in Shallow Basin Region due to restrictions.
LS-0185,Survey LS-0185,curvature_grid,Curvature grid covering Binary Region,"BA-047,BA-030,BA-038,BA-045,BA-002",921,921,0,0,0,0,18,0,Hern Tollis,2,Western Archive,boundary_mapping,First use of parallel transport verification.,0.57,Confirmed 1 forms within Tension Basin.,Methodology questioned by Independent Scholar.,LS-0033,Funded by Senate special appropriation.
LS-0186,Survey LS-0186,anomaly_investigation,Anomaly investigation near Binary Region,"BA-027,BA-033,BA-005,BA-009,BA-020",932,932,2,0,0,2,16,0,T. Vells,1,Senate Survey,parallel_transport,,0.53,Ridge drift measured at 0.003 units per decade.,Results conflict with Year 919 survey.,,Used improved instrumentation from Year 922.
LS-0187,Survey LS-0187,targeted_basin,Basin BA-027 and immediate neighbors,BA-027,920,920,5,1,4,4,2,0,Esseny Moll,1,Capital Philosophical Society,trajectory_analysis,Systematic grid approach adopted.,0.66,New geodesic path documented connecting Five-Body Basin to Triad Basin.,,,
LS-0188,Survey LS-0188,anomaly_investigation,Anomaly investigation near Ridge Network,"BA-032,BA-009",924,924,3,0,0,1,18,0,Independent Scholar,2,Senate Survey,form_triangulation,Pioneered rapid-survey methodology.,0.56,"Identified new basin boundary at coordinates (-0.34, -0.49).",Methodology questioned by Densmok Evaluation Group.,"LS-0007,LS-0018,LS-0020",Funded by Senate special appropriation.
LS-0189,Survey LS-0189,curvature_grid,Curvature grid covering Ridge Network,"BA-023,BA-046,BA-006,BA-028",928,928,0,0,0,0,32,0,Senate Survey Director,2,Senate Survey,parallel_transport,Developed improved triangulation method.,0.65,New geodesic path documented connecting Binary Basin to Breathing Hollow.,Methodology questioned by Capital Philosophical Society.,,Part of multi-year mapping initiative.
LS-0190,Survey LS-0190,comprehensive,"Full morphospace grid, focus on Ridge Network","BA-049,BA-031,BA-016,BA-020,BA-032,BA-004,BA-050,BA-025,BA-042,BA-022,BA-030",923,923,20,5,7,5,25,1,Hern Tollis,5,Western Archive,form_triangulation,,1.0,Ridge drift measured at 0.003 units per decade.,,,
LS-0191,Year 920 Curvature Survey,curvature_grid,Curvature grid covering Northern Morphospace,"BA-005,BA-022,BA-035",920,920,0,0,0,0,38,0,Hern Tollis,4,Senate Survey,parallel_transport,,0.66,"Identified new basin boundary at coordinates (0.35, 0.17).",,,Training survey for new team members.
LS-0192,Survey LS-0192,ridge_survey,Ridge system in Deep Attractor Zone,"BA-023,BA-015,BA-017",925,925,0,0,20,0,45,0,Esseny Moll,5,Senate Survey,form_triangulation,Pioneered rapid-survey methodology.,0.81,"Identified new basin boundary at coordinates (-0.4, 0.39).",,,
LS-0193,Deep Attractor Zone Survey Year 925,targeted_basin,Basin BA-036 and immediate neighbors,BA-036,925,925,4,1,2,2,2,0,Vanis Trem,1,Independent Scholar,parallel_transport,Combined multiple measurement methods.,0.67,Form stability higher than predicted in this region.,,,Follow-up to earlier inconclusive results.
LS-0194,Year 921 Anomaly Survey,anomaly_investigation,Anomaly investigation near Northern Morphospace,"BA-013,BA-032,BA-008,BA-001",921,921,2,1,0,2,11,0,Independent Scholar,3,Senate Survey,parallel_transport,Combined multiple measurement methods.,0.64,"Identified new basin boundary at coordinates (-0.44, 0.35).",,,Used improved instrumentation from Year 930.
LS-0195,Survey LS-0195,form_catalog,Form census in Central Grid,"BA-049,BA-048,BA-045,BA-005",930,930,54,3,0,0,0,0,T. Vells,4,Boundary Commission,similarity_inference,Systematic grid approach adopted.,0.79,Form stability higher than predicted in this region.,Survey terminated early due to funding constraints.,,
LS-0196,Survey LS-0196,geodesic_trace,Geodesic paths through Binary Region,"BA-002,BA-013",918,918,4,0,0,44,8,0,Vanis Trem,8,Boundary Commission,trajectory_analysis,Developed improved triangulation method.,0.84,Anomalous readings near Dens-correlated zone.,Curvature measurements inconsistent with theoretical predictions.,,Follow-up to earlier inconclusive results.
LS-0197,Survey LS-0197,targeted_basin,Basin BA-013 and immediate neighbors,BA-013,927,927,3,1,4,5,4,0,Independent Scholar,1,Independent Scholar,form_triangulation,First use of parallel transport verification.,0.76,Ridge position differs from Year 918 survey by 0.02 units.,Curvature measurements inconsistent with theoretical predictions.,,Used improved instrumentation from Year 922.
LS-0198,Survey LS-0198,targeted_basin,Basin BA-021 and immediate neighbors,BA-021,930,930,14,1,4,3,9,2,Lorn Creeth,2,Senate Survey,similarity_inference,Pioneered rapid-survey methodology.,0.74,New geodesic path documented connecting Triad Basin to Septenary Basin.,,,Limited access to Basin BA-021 and immediate neighbors due to restrictions.
LS-0199,Survey 0199,geodesic_trace,Geodesic paths through Outer Reaches,"BA-012,BA-044",925,925,3,0,1,10,1,0,T. Vells,2,Senate Survey,trajectory_analysis,,0.71,New geodesic path documented connecting Breathing Hollow to Five-Body Basin.,,,Standard survey protocol followed.
LS-0200,Survey LS-0200,ridge_survey,Ridge system in Quintic Region,"BA-026,BA-008,BA-007,BA-023,BA-048",927,927,0,0,3,0,7,0,T. Vells,1,Boundary Commission,trajectory_analysis,Combined multiple measurement methods.,0.5,Ridge position differs from Year 929 survey by 0.06 units.,Survey terminated early due to funding constraints.,,Standard survey protocol followed.
LS-0201,Survey LS-0201,targeted_basin,Basin BA-020 and immediate neighbors,BA-020,927,927,9,1,4,1,10,0,Morren Kast,3,Boundary Commission,similarity_inference,,0.74,Saddle point SP-077 position confirmed.,Curvature measurements inconsistent with theoretical predictions.,,Part of multi-year mapping initiative.
LS-0202,Survey LS-0202,targeted_basin,Basin BA-043 and immediate neighbors,BA-043,918,918,6,1,3,1,3,1,Esseny Moll,1,Boundary Commission,trajectory_analysis,Pioneered rapid-survey methodology.,0.45,Discovered 6 previously undocumented forms.,,,Part of multi-year mapping initiative.
LS-0203,Survey LS-0203,curvature_grid,Curvature grid covering Shallow Basin Region,"BA-040,BA-049,BA-005",923,923,0,0,0,0,69,1,C. Vells,5,Western Archive,historical_reconstruction,Pioneered rapid-survey methodology.,0.96,Anomalous readings near Dens-correlated zone.,,"LS-0024,LS-0029,LS-0003",Standard survey protocol followed.
LS-0204,Quintic Region Survey Year 926,geodesic_trace,Geodesic paths through Outer Reaches,"BA-028,BA-025",926,926,3,0,3,9,7,0,Archive Survey Team,2,Independent Scholar,trajectory_analysis,,0.62,No significant findings; survey confirmed previous work.,,,Follow-up to earlier inconclusive results.
LS-0205,Survey LS-0205,curvature_grid,Curvature grid covering Outer Reaches,"BA-009,BA-003,BA-035,BA-006,BA-050",932,932,0,0,0,0,39,1,T. Vells,3,Senate Survey,historical_reconstruction,First use of parallel transport verification.,0.73,Curvature measurements consistent with hyperbolic geometry.,Results conflict with Year 920 survey.,,Funded by Senate special appropriation.
LS-0206,Survey 0206,anomaly_investigation,Anomaly investigation near Shallow Basin Region,"BA-014,BA-037,BA-023",923,923,0,0,1,1,18,0,Archive Survey Team,1,Densmok Evaluation Group,similarity_inference,New saddle point detection technique.,0.63,Curvature measurements consistent with hyperbolic geometry.,,"LS-0024,LS-0007",Training survey for new team members.
LS-0207,Geodesic Trace Project 925,curvature_grid,Curvature grid covering Outer Reaches,"BA-043,BA-003,BA-035,BA-004,BA-045",925,925,0,0,0,0,34,0,K. Strand,2,Densmok Evaluation Group,parallel_transport,Developed improved triangulation method.,0.61,New geodesic path documented connecting Five-Body Basin to Triad Basin.,Results conflict with Year 924 survey.,,Used improved instrumentation from Year 923.
LS-0208,Quintic Basin Basin Study,geodesic_trace,Geodesic paths through Deep Attractor Zone,"BA-001,BA-021",925,925,4,0,2,24,8,0,Morren Kast,5,Boundary Commission,historical_reconstruction,First use of parallel transport verification.,0.91,Anomalous readings near Dens-correlated zone.,Curvature measurements inconsistent with theoretical predictions.,,Independent verification of Archive results.
LS-0209,Binary Region Mapping Project,comprehensive,"Full morphospace grid, focus on Ridge Network","BA-011,BA-010,BA-045,BA-014,BA-043,BA-041,BA-018",919,919,4,1,1,1,3,0,Boundary Commission Lead,1,Capital Philosophical Society,boundary_mapping,,0.66,Curvature measurements consistent with hyperbolic geometry.,Team disagreement over form classifications.,,Training survey for new team members.
LS-0210,Survey LS-0210,targeted_basin,Basin BA-012 and immediate neighbors,BA-012,918,918,51,1,1,2,30,0,Independent Scholar,12,Western Archive,historical_reconstruction,Pioneered rapid-survey methodology.,0.82,Discovered 51 previously undocumented forms.,Basin boundary disputed by independent researchers.,,Standard survey protocol followed.
LS-0211,Survey LS-0211,targeted_basin,Basin BA-011 and immediate neighbors,BA-011,925,925,12,1,4,0,7,0,C. Vells,2,Western Archive,form_triangulation,Combined multiple measurement methods.,0.75,Discovered 12 previously undocumented forms.,Methodology questioned by Boundary Commission.,"LS-0011,LS-0047",Follow-up to earlier inconclusive results.
LS-0212,Survey LS-0212,geodesic_trace,Geodesic paths through Central Grid,"BA-036,BA-001,BA-017,BA-035",918,918,2,0,1,12,7,0,Morren Kast,5,Western Archive,trajectory_analysis,Pioneered rapid-survey methodology.,0.59,"Identified new basin boundary at coordinates (-0.2, 0.17).",,,Follow-up to earlier inconclusive results.
LS-0213,Survey LS-0213,curvature_grid,Curvature grid covering Central Grid,"BA-049,BA-029,BA-046,BA-003,BA-014",920,920,0,0,0,0,72,0,Morren Kast,5,Senate Survey,form_triangulation,First use of parallel transport verification.,0.93,Confirmed 1 forms within Binary Basin.,Curvature measurements inconsistent with theoretical predictions.,,Part of multi-year mapping initiative.
LS-0214,Survey 0214,geodesic_trace,Geodesic paths through Central Grid,"BA-007,BA-018,BA-008,BA-028,BA-029",921,922,1,0,3,4,1,0,Independent Scholar,1,Boundary Commission,form_triangulation,Systematic grid approach adopted.,0.59,Ridge position differs from Year 924 survey by 0.04 units.,Results conflict with Year 925 survey.,,Limited access to Geodesic paths through Central Grid due to restrictions.
LS-0215,Tension Territory Mapping Project,form_catalog,Form census in Western Boundary,"BA-019,BA-004,BA-044,BA-037",927,927,35,3,0,0,0,0,Esseny Moll,5,Boundary Commission,historical_reconstruction,Developed improved triangulation method.,0.69,Ridge position differs from Year 920 survey by 0.03 units.,,,Survey conducted during favorable conditions.
LS-0216,Year 922 Comprehensive Survey,comprehensive,"Full morphospace grid, focus on Tension Territory","BA-048,BA-008,BA-044,BA-024,BA-022",922,923,8,1,4,1,8,2,Boundary Commission Lead,1,Independent Scholar,form_triangulation,,0.69,"Identified new basin boundary at coordinates (-0.48, 0.07).",,,Survey conducted during favorable conditions.
LS-0217,Tension Territory Survey Year 928,form_catalog,Form census in Tension Territory,"BA-004,BA-005,BA-036",928,928,40,2,0,0,0,0,Archive Survey Team,6,Senate Survey,boundary_mapping,Pioneered rapid-survey methodology.,0.71,Ridge position differs from Year 922 survey by 0.05 units.,Results conflict with Year 922 survey.,"LS-0009,LS-0047",Training survey for new team members.
LS-0218,Survey LS-0218,curvature_grid,Curvature grid covering Ridge Network,BA-047,924,924,0,0,0,0,30,0,Archive Survey Team,2,Densmok Evaluation Group,parallel_transport,Systematic grid approach adopted.,0.65,Confirmed 1 forms within Five-Body Basin.,Methodology questioned by Independent Scholar.,,Funded by Senate special appropriation.
LS-0219,Survey LS-0219,form_catalog,Form census in Shallow Basin Region,"BA-020,BA-018,BA-041",925,925,14,1,0,0,0,0,C. Vells,1,Densmok Evaluation Group,boundary_mapping,,0.62,Discovered 14 previously undocumented forms.,Curvature measurements inconsistent with theoretical predictions.,,Independent verification of Archive results.
LS-0220,Year 932 Ridge Survey,ridge_survey,Ridge system in Binary Region,"BA-020,BA-006",932,932,0,0,12,0,23,1,Archive Survey Team,3,Western Archive,similarity_inference,,0.82,Discovered 12 previously undocumented forms.,,,Survey conducted during favorable conditions.
LS-0221,Survey LS-0221,curvature_grid,Curvature grid covering Tension Territory,BA-011,920,920,0,0,0,0,66,1,Archive Survey Team,4,Densmok Evaluation Group,boundary_mapping,First use of parallel transport verification.,0.81,Basin depth measurement revised upward.,Methodology questioned by Boundary Commission.,,Part of multi-year mapping initiative.
LS-0222,Northern Morphospace Survey Year 928,anomaly_investigation,Anomaly investigation near Tension Territory,"BA-006,BA-048,BA-027,BA-002,BA-018",928,928,0,0,0,2,14,2,T. Vells,5,Western Archive,trajectory_analysis,New saddle point detection technique.,0.56,Ridge drift measured at 0.005 units per decade.,Curvature measurements inconsistent with theoretical predictions.,,Limited access to Anomaly investigation near Tension Territory due to restrictions.
LS-0223,Survey LS-0223,geodesic_trace,Geodesic paths through Ridge Network,"BA-038,BA-028,BA-037,BA-009",928,929,3,0,3,11,5,1,Lorn Creeth,2,Western Archive,historical_reconstruction,,0.64,Discovered 3 previously undocumented forms.,,,Funded by Senate special appropriation.
LS-0224,Binary Region Survey Year 918,targeted_basin,Basin BA-010 and immediate neighbors,BA-010,918,918,14,1,3,2,6,1,Lorn Creeth,2,Western Archive,form_triangulation,First use of parallel transport verification.,0.69,Basin depth measurement revised upward.,Basin boundary disputed by independent researchers.,,Survey conducted during favorable conditions.
LS-0225,Western Boundary Survey Year 919,geodesic_trace,Geodesic paths through Deep Attractor Zone,"BA-015,BA-050",919,919,4,0,1,11,6,0,Hern Tollis,5,Boundary Commission,trajectory_analysis,,0.72,Saddle point SP-011 position confirmed.,Survey terminated early due to funding constraints.,,Limited access to Geodesic paths through Deep Attractor Zone due to restrictions.
LS-0226,Binary Region Survey Year 921,comprehensive,"Full morphospace grid, focus on Western Boundary","BA-045,BA-037,BA-022,BA-010,BA-047,BA-019,BA-006",921,921,6,1,2,3,12,1,C. Vells,2,Capital Philosophical Society,historical_reconstruction,,0.62,New geodesic path documented connecting Binary Basin to Triad Basin.,Team disagreement over form classifications.,,Part of multi-year mapping initiative.
LS-0227,Survey LS-0227,targeted_basin,Basin BA-022 and immediate neighbors,BA-022,930,930,3,1,2,0,3,0,Esseny Moll,1,Senate Survey,form_triangulation,,0.63,Discovered 3 previously undocumented forms.,Survey terminated early due to funding constraints.,,Funded by Senate special appropriation.
LS-0228,Survey LS-0228,ridge_survey,Ridge system in Tension Territory,"BA-029,BA-011,BA-003,BA-006",922,922,0,0,2,0,4,0,T. Vells,1,Boundary Commission,similarity_inference,Pioneered rapid-survey methodology.,0.63,Confirmed 2 forms within Triad Basin.,Survey terminated early due to funding constraints.,"LS-0018,LS-0015",Funded by Senate special appropriation.
LS-0229,Year 931 Ridge Survey,ridge_survey,Ridge system in Tension Territory,"BA-033,BA-050,BA-003,BA-002",931,931,0,0,3,0,8,0,C. Vells,1,Capital Philosophical Society,boundary_mapping,Combined multiple measurement methods.,0.55,"Identified new basin boundary at coordinates (-0.1, -0.14).",,,Follow-up to earlier inconclusive results.
LS-0230,Survey 0230,form_catalog,Form census in Outer Reaches,"BA-027,BA-008,BA-017",932,932,67,5,0,0,0,1,Senate Survey Director,6,Densmok Evaluation Group,boundary_mapping,Combined multiple measurement methods.,0.93,No significant findings; survey confirmed previous work.,Basin boundary disputed by independent researchers.,,Part of multi-year mapping initiative.
LS-0231,Survey LS-0231,form_catalog,Form census in Quintic Region,BA-041,924,924,40,3,0,0,0,1,Lorn Creeth,4,Boundary Commission,similarity_inference,First use of parallel transport verification.,0.96,Basin depth measurement revised upward.,Basin boundary disputed by independent researchers.,,Independent verification of Archive results.
LS-0232,Survey LS-0232,comprehensive,"Full morphospace grid, focus on Tension Territory","BA-013,BA-044,BA-011,BA-038,BA-036,BA-009,BA-035,BA-046,BA-030",928,929,26,5,8,11,47,0,Morren Kast,3,Capital Philosophical Society,parallel_transport,Developed improved triangulation method.,0.84,Saddle point SP-049 position confirmed.,Basin boundary disputed by independent researchers.,,Training survey for new team members.
LS-0233,Survey LS-0233,ridge_survey,Ridge system in Shallow Basin Region,"BA-034,BA-018,BA-013,BA-024,BA-029",928,928,0,0,18,0,32,1,T. Vells,4,Independent Scholar,parallel_transport,First use of parallel transport verification.,0.78,Ridge drift measured at 0.005 units per decade.,Team disagreement over form classifications.,,Follow-up to earlier inconclusive results.
LS-0234,Survey LS-0234,comprehensive,"Full morphospace grid, focus on Western Boundary","BA-030,BA-007,BA-033,BA-018,BA-025,BA-039,BA-004,BA-042",919,919,3,1,1,1,4,0,K. Strand,1,Capital Philosophical Society,boundary_mapping,Introduced confidence scoring system.,0.56,"Identified new basin boundary at coordinates (0.05, 0.26).",,,Funded by Senate special appropriation.
LS-0235,Curvature Grid Ridge Network,targeted_basin,Basin BA-046 and immediate neighbors,BA-046,930,930,25,1,1,3,17,0,Esseny Moll,4,Senate Survey,form_triangulation,Systematic grid approach adopted.,0.79,No significant findings; survey confirmed previous work.,Methodology questioned by Western Archive.,,Training survey for new team members.
LS-0236,Western Boundary Mapping Project,targeted_basin,Basin BA-041 and immediate neighbors,BA-041,928,928,9,1,1,3,6,0,Senate Survey Director,3,Senate Survey,similarity_inference,,0.57,New geodesic path documented connecting Binary Basin to Binary Basin.,Results conflict with Year 920 survey.,,
LS-0237,Year 922 Form Catalog Survey,form_catalog,Form census in Outer Reaches,"BA-022,BA-029,BA-017",922,922,26,5,0,0,0,0,Lorn Creeth,2,Senate Survey,similarity_inference,,0.66,New geodesic path documented connecting Binary Basin to Septenary Basin.,,,
LS-0238,Five-Body Basin Basin Study,curvature_grid,Curvature grid covering Binary Region,BA-013,925,925,0,0,0,0,135,0,Boundary Commission Lead,10,Densmok Evaluation Group,boundary_mapping,New saddle point detection technique.,0.84,No significant findings; survey confirmed previous work.,Methodology questioned by Densmok Evaluation Group.,,
LS-0239,Survey LS-0239,ridge_survey,Ridge system in Northern Morphospace,BA-018,925,926,0,0,17,0,40,0,Lorn Creeth,3,Boundary Commission,historical_reconstruction,,0.9,Discovered 17 previously undocumented forms.,Results conflict with Year 927 survey.,,Survey conducted during favorable conditions.
LS-0240,Year 918 Comprehensive Survey,comprehensive,"Full morphospace grid, focus on Shallow Basin Region","BA-044,BA-019,BA-039,BA-042,BA-037,BA-006,BA-048,BA-012,BA-016",918,918,2,0,2,0,3,0,Boundary Commission Lead,1,Densmok Evaluation Group,form_triangulation,,0.48,New geodesic path documented connecting Septenary Basin to Tension Basin.,Basin boundary disputed by independent researchers.,"LS-0039,LS-0011",Follow-up to earlier inconclusive results.
LS-0241,Survey LS-0241,curvature_grid,Curvature grid covering Outer Reaches,"BA-049,BA-025,BA-014",925,925,0,0,0,0,76,0,Hern Tollis,5,Independent Scholar,trajectory_analysis,,0.88,Saddle point SP-079 position confirmed.,Team disagreement over form classifications.,,Follow-up to earlier inconclusive results.
LS-0242,Survey LS-0242,targeted_basin,Basin BA-017 and immediate neighbors,BA-017,922,922,6,1,2,2,7,0,Esseny Moll,2,Capital Philosophical Society,form_triangulation,Introduced confidence scoring system.,0.63,New geodesic path documented connecting Triad Basin to Triad Basin.,,,Training survey for new team members.
LS-0243,Western Boundary Survey Year 929,form_catalog,Form census in Central Grid,BA-032,929,929,13,2,0,0,0,0,K. Strand,2,Capital Philosophical Society,trajectory_analysis,,0.7,Saddle point SP-072 position confirmed.,Curvature measurements inconsistent with theoretical predictions.,,
LS-0244,Survey 0244,form_catalog,Form census in Ridge Network,"BA-021,BA-002,BA-010,BA-013",927,927,9,3,0,0,0,0,T. Vells,1,Western Archive,historical_reconstruction,First use of parallel transport verification.,0.58,New geodesic path documented connecting Septenary Basin to Five-Body Basin.,,LS-0039,Used improved instrumentation from Year 929.
LS-0245,Survey LS-0245,ridge_survey,Ridge system in Central Grid,BA-022,929,929,0,0,6,0,20,0,Morren Kast,3,Capital Philosophical Society,form_triangulation,First use of parallel transport verification.,0.67,Anomalous readings near Dens-correlated zone.,Curvature measurements inconsistent with theoretical predictions.,,
LS-0246,Survey LS-0246,anomaly_investigation,Anomaly investigation near Shallow Basin Region,BA-039,918,918,1,1,0,0,10,0,Independent Scholar,3,Independent Scholar,form_triangulation,Pioneered rapid-survey methodology.,0.59,Ridge drift measured at 0.005 units per decade.,Survey terminated early due to funding constraints.,,Part of multi-year mapping initiative.
LS-0247,Survey LS-0247,comprehensive,"Full morphospace grid, focus on Northern Morphospace","BA-030,BA-047,BA-032,BA-007,BA-028,BA-036",925,925,10,4,9,3,18,0,Boundary Commission Lead,4,Densmok Evaluation Group,parallel_transport,Developed improved triangulation method.,0.91,Saddle point SP-026 position confirmed.,Methodology questioned by Densmok Evaluation Group.,,Survey conducted during favorable conditions.
LS-0248,Survey LS-0248,ridge_survey,Ridge system in Quintic Region,"BA-043,BA-035",928,928,0,0,11,0,16,1,Lorn Creeth,3,Capital Philosophical Society,trajectory_analysis,,0.68,Anomalous readings near Dens-correlated zone.,Survey terminated early due to funding constraints.,,Survey conducted during favorable conditions.
LS-0249,Survey LS-0249,geodesic_trace,Geodesic paths through Northern Morphospace,"BA-018,BA-010,BA-017,BA-028,BA-029",921,921,4,0,2,12,5,0,Esseny Moll,4,Western Archive,parallel_transport,Combined multiple measurement methods.,0.63,Ridge position differs from Year 925 survey by 0.01 units.,,,Survey conducted during favorable conditions.
LS-0250,Survey LS-0250,anomaly_investigation,Anomaly investigation near Dens Adjacent Zone,"BA-008,BA-018,BA-003,BA-046",919,919,0,0,2,0,9,1,Vanis Trem,5,Capital Philosophical Society,form_triangulation,Systematic grid approach adopted.,0.54,Confirmed 2 forms within Septenary Basin.,,,Training survey for new team members.
LS-0251,Deep Attractor Zone Survey Year 929,targeted_basin,Binary Basin and immediate neighbors,BA-002,929,929,22,1,4,4,8,0,Morren Kast,3,Senate Survey,trajectory_analysis,,0.83,Saddle point SP-077 position confirmed.,,,Limited access to Binary Basin and immediate neighbors due to restrictions.
LS-0252,Year 932 Form Catalog Survey,form_catalog,Form census in Ridge Network,"BA-019,BA-031",932,932,19,4,0,0,0,0,C. Vells,3,Boundary Commission,form_triangulation,,0.69,Curvature measurements consistent with hyperbolic geometry.,,,Part of multi-year mapping initiative.
