case_id,case_name,entity_type,intended_destination,navigation_mode,pathology_type,severity,trajectory_length,trajectory_duration_days,efficiency_ratio,deviation_from_path,primary_cause,secondary_cause,dens_proximity_km,boundary_instability,earliest_symptom,symptom_progression,awareness_of_problem,outcome,days_to_resolution,casualties,intervention_attempted,intervention_type,intervention_success,location,region,observation_year,observer,voss_classification,confidence,lessons_learned,cross_reference,notes
NP-0162,Wanderer's Circuit 705,creature,Attractor Basin 63,resonance_seeking,landmark_confusion,minor,479.1,56,7.18,381.6,competing_attractors,,116.3,4.6,oscillation,recovery,unaware,rescued,66,1,False,none,not_attempted,Veteran settlement,Tower of Mirado,896,R. Voss,unclassified,0.72,Horizon shrinkage prevents distant attractor perception,,
NP-0163,Expedition 316 Lost,creature,Northo monastery,path_following,trajectory_loop,minor,331.1,951,12.19,137.0,observer_effect,,86.0,4.4,backtracking,stable,partially_aware,returned_origin,895,2,True,rescue,failed,Mill vicinity,Yeller Quarry,903,R. Voss,Class_B_trajectory,0.88,Dens proximity increases signal noise,,
NP-0164,Resonance Lock Case 748,individual,Northo monastery,landmark_navigation,attractor_switching,moderate,283.9,325,2.8,159.3,horizon_shrinkage,resonance_mismatch,349.0,4.5,disorientation,stable,fully_aware,rescued,303,1,True,rescue,successful,Recovery settlement,Northo,923,R. Voss,unclassified,0.96,Multiple attractors require explicit choice,HS-0101,
NP-0165,Wrong Destination 94,individual,Dens boundary observation post,landmark_navigation,navigation_paralysis,moderate,3.4,305,12.18,1.4,signal_noise,horizon_shrinkage,24.0,9.8,course_deviation,sudden_onset,partially_aware,lost_indefinitely,4392,1,False,none,not_attempted,Eastern fluctuation zone,Dens boundary,898,C. Vells,unclassified,0.73,Dens proximity increases signal noise,,
NP-0166,Trajectory Dissolution 93,individual,Tower of Mirado,gradient_following,gradient_blindness,catastrophic,118.1,309,2.98,66.6,horizon_shrinkage,,60.5,2.6,signal_loss,sudden_onset,partially_aware,eventual_arrival,66,2,True,resonance_recalibration,partial,Quarry interior,Yeller Quarry,923,K. Vorn,Class_A_signal,0.67,Dens proximity increases signal noise,HS-0021,
NP-0167,Expedition 716 Lost,individual,Capital,random_walk,false_arrival,moderate,33.9,147,35.83,13.7,horizon_shrinkage,boundary_interference,171.7,4.4,disorientation,recovery,partially_aware,lost_indefinitely,2535,2,False,none,not_attempted,Capital proper,Capital,922,Survey Commission,Class_C_attractor,0.75,Dens proximity increases signal noise,HS-0150,
NP-0168,Expedition 227 Lost,individual,Dens boundary observation post,gradient_following,landmark_confusion,moderate,135.4,128,28.8,46.6,ghost_interference,substrate_damage,196.9,4.2,disorientation,sudden_onset,partially_aware,returned_origin,694,1,False,none,not_attempted,Veteran settlement,Tower of Mirado,904,R. Voss,unclassified,0.75,Dens proximity increases signal noise,,
NP-0169,Basin Trap 183,individual,Tower of Mirado,landmark_navigation,endless_wandering,severe,982.8,2648,292.19,167.4,resonance_mismatch,landscape_distortion,167.7,0.6,disorientation,recovery,unaware,dissolution,966,2,True,signal_amplification,failed,Western districts,Capital,914,Survey Commission,Class_B_trajectory,0.62,Dens proximity increases signal noise,,
NP-0170,Resonance Lock Case 627,institution,Yeller Quarry,resonance_seeking,endless_wandering,minor,990.3,1277,354.66,624.1,landscape_distortion,observer_effect,29.2,8.9,disorientation,sudden_onset,partially_aware,lost_indefinitely,1755,3,True,signal_amplification,failed,Western approach,Dens boundary,903,Navigation Study Group,Class_B_trajectory,0.5,Horizon shrinkage prevents distant attractor perception,,
NP-0171,Wanderer's Circuit 747,creature,Attractor Basin 91,gradient_following,attractor_switching,severe,499.5,281,30.19,141.1,resonance_mismatch,boundary_interference,5.9,6.9,backtracking,recovery,fully_aware,trapped_basin,730,3,True,barrier_stabilization,partial,Southern perimeter,Dens boundary,937,Navigation Study Group,unclassified,0.75,Navigation mode should match conditions,,
NP-0172,Trajectory Dissolution 516,creature,Settlement 19,landmark_navigation,endless_wandering,minor,534.6,840,662.92,84.4,resonance_mismatch,competing_attractors,145.9,3.4,paralysis,oscillating,unaware,rescued,274,2,False,none,not_attempted,Tower base,Tower of Mirado,912,C. Vells,Class_B_trajectory,0.51,Ghost patterns can create false landmarks,,
NP-0173,Trajectory Dissolution 371,creature,Dens boundary observation post,random_walk,resonance_lock,moderate,358.0,632,44.9,267.5,signal_noise,substrate_damage,4.4,5.2,backtracking,oscillating,fully_aware,trapped_basin,771,0,False,none,not_attempted,Dens interior,Dens,924,Survey Commission,Class_D_resonance,0.83,Horizon shrinkage prevents distant attractor perception,,
NP-0174,Landmark Confusion 765,expedition,Yeller Quarry,path_following,attractor_switching,moderate,123.1,410,38.61,18.8,boundary_interference,competing_attractors,3.4,9.4,course_deviation,sudden_onset,partially_aware,wrong_arrival,560,3,True,barrier_stabilization,harmful,Dissolution zone,Dens,911,K. Vorn,unclassified,0.65,Multiple attractors require explicit choice,,
NP-0175,Landmark Confusion 954,individual,Mill site,random_walk,wrong_direction,moderate,63.8,589,27.75,46.9,horizon_shrinkage,boundary_interference,140.0,4.8,course_deviation,recovery,fully_aware,returned_origin,398,3,True,barrier_stabilization,harmful,Northern workings,Yeller Quarry,912,Survey Commission,Class_B_trajectory,0.95,Dens proximity increases signal noise,HS-0148,
NP-0176,Signal Blindness 251,expedition,Settlement 21,random_walk,attractor_switching,minor,199.8,157,20.02,35.7,competing_attractors,,90.1,3.2,oscillation,stable,unaware,lost_indefinitely,2856,1,False,none,not_attempted,Trapper territory,Yeller Quarry,926,Survey Commission,unclassified,0.59,Multiple attractors require explicit choice,,
NP-0177,Expedition 398 Lost,individual,Settlement 92,unknown,resonance_lock,severe,86.6,425,13.46,11.9,horizon_shrinkage,resonance_mismatch,11.6,8.0,confusion,stable,fully_aware,lost_indefinitely,2171,2,True,guidance,partial,Sector NE-4,Dens boundary,935,Navigation Study Group,Class_D_resonance,0.77,Multiple attractors require explicit choice,HS-0166,
NP-0178,Signal Blindness 490,pattern,Northo monastery,gradient_following,false_arrival,minor,316.4,566,12.05,208.0,ghost_interference,resonance_mismatch,106.4,4.1,paralysis,recovery,fully_aware,lost_indefinitely,5673,0,True,resonance_recalibration,failed,Trapper territory,Yeller Quarry,903,R. Voss,Class_C_attractor,0.6,Dens proximity increases signal noise,,
NP-0179,Expedition 900 Lost,individual,Northo monastery,resonance_seeking,navigation_paralysis,moderate,0.1,127,26.81,0.1,boundary_interference,,121.8,1.3,backtracking,oscillating,partially_aware,rescued,340,3,False,none,not_attempted,Northern workings,Yeller Quarry,916,K. Vorn,unclassified,0.91,Early intervention improves outcomes,,
NP-0180,Resonance Lock Case 381,individual,Tower of Mirado,path_following,trajectory_loop,catastrophic,107.4,888,32.11,48.0,competing_attractors,,83.2,4.5,course_deviation,oscillating,partially_aware,lost_indefinitely,6174,3,True,resonance_recalibration,partial,Mill vicinity,Yeller Quarry,894,K. Vorn,Class_B_trajectory,0.63,Ghost patterns can create false landmarks,,
NP-0181,Trajectory Dissolution 790,individual,Yeller Quarry,unknown,endless_wandering,severe,793.8,3630,198.84,188.7,boundary_interference,,242.4,4.3,backtracking,oscillating,fully_aware,lost_indefinitely,4334,2,True,signal_amplification,failed,Healing Institute,Capital,891,Navigation Study Group,Class_B_trajectory,0.61,Navigation mode should match conditions,,
NP-0182,Signal Blindness 228,creature,Archive,unknown,navigation_paralysis,moderate,4.8,166,31.72,1.3,resonance_mismatch,,62.0,4.9,backtracking,gradual_worsening,uncertain,dissolution,283,9,False,none,not_attempted,Mill vicinity,Yeller Quarry,920,Survey Commission,unclassified,0.89,Early intervention improves outcomes,,
NP-0183,False Basin Arrival 740,creature,Settlement 97,path_following,endless_wandering,minor,682.3,3281,627.91,185.4,landscape_distortion,competing_attractors,26.4,9.1,backtracking,oscillating,fully_aware,rescued,365,3,False,none,not_attempted,Eastern fluctuation zone,Dens boundary,933,Expedition Records,Class_B_trajectory,0.66,Horizon shrinkage prevents distant attractor perception,,
NP-0184,Navigation Paralysis 678,individual,Dens boundary observation post,attractor_tracking,gradient_blindness,catastrophic,377.9,470,35.11,78.5,landscape_distortion,competing_attractors,232.3,5.0,paralysis,gradual_worsening,fully_aware,wrong_arrival,462,3,True,guidance,partial,Isolation community,Northo,926,Survey Commission,Class_A_signal,0.84,Multiple attractors require explicit choice,,
NP-0185,Basin Trap 519,colony,Form 49,gradient_following,endless_wandering,moderate,905.2,2130,761.31,289.4,substrate_damage,,165.7,2.2,confusion,sudden_onset,partially_aware,wrong_arrival,540,0,False,none,not_attempted,Western districts,Capital,906,R. Voss,Class_B_trajectory,0.54,Ghost patterns can create false landmarks,,
NP-0186,Wrong Destination 406,individual,Dens boundary observation post,unknown,endless_wandering,catastrophic,393.9,2825,120.25,309.2,resonance_mismatch,,10.2,8.7,confusion,sudden_onset,partially_aware,rescued,30,1,True,signal_amplification,successful,Eastern fluctuation zone,Dens boundary,891,K. Vorn,Class_B_trajectory,0.73,Navigation mode should match conditions,,
NP-0187,Landmark Confusion 417,pattern,Mill site,random_walk,endless_wandering,severe,687.1,3468,636.83,335.3,competing_attractors,,158.4,2.9,course_deviation,gradual_worsening,fully_aware,death,642,9,False,none,not_attempted,Capital proper,Capital,905,Expedition Records,Class_B_trajectory,0.91,Ghost patterns can create false landmarks,,
NP-0188,Signal Blindness 135,colony,Form 26,resonance_seeking,false_arrival,moderate,159.7,567,22.41,40.3,resonance_mismatch,boundary_interference,26.8,8.1,paralysis,gradual_worsening,partially_aware,lost_indefinitely,4508,0,False,none,not_attempted,Eastern fluctuation zone,Dens boundary,914,Navigation Study Group,Class_C_attractor,0.9,Boundary instability correlates with navigation difficulty,,
NP-0189,False Basin Arrival 13,individual,Settlement 65,path_following,false_arrival,catastrophic,310.9,523,37.45,205.6,signal_noise,landscape_distortion,161.8,0.8,backtracking,stable,fully_aware,rescued,362,3,True,barrier_stabilization,successful,Western districts,Capital,922,Survey Commission,Class_C_attractor,0.55,Multiple attractors require explicit choice,,
NP-0190,False Basin Arrival 567,pattern,Archive,gradient_following,trajectory_loop,minor,198.0,290,2.62,150.8,boundary_interference,,86.9,2.5,disorientation,recovery,unaware,eventual_arrival,323,1,True,resonance_recalibration,partial,Educational district,Densmok,936,R. Voss,Class_B_trajectory,0.94,Horizon shrinkage prevents distant attractor perception,,
NP-0191,Signal Blindness 863,creature,Archive,path_following,resonance_lock,moderate,441.2,432,34.86,103.7,signal_noise,horizon_shrinkage,24.3,8.1,signal_loss,sudden_onset,uncertain,returned_origin,852,1,False,none,not_attempted,Southern perimeter,Dens boundary,920,R. Voss,Class_D_resonance,0.55,Navigation mode should match conditions,,
NP-0192,Landmark Confusion 397,creature,Northo monastery,path_following,gradient_blindness,catastrophic,351.8,750,5.46,249.2,unknown,,3.6,7.8,backtracking,oscillating,uncertain,death,242,5,True,signal_amplification,failed,Dens interior,Dens,922,Expedition Records,Class_A_signal,0.89,Horizon shrinkage prevents distant attractor perception,,
NP-0193,False Basin Arrival 881,creature,Form 40,gradient_following,resonance_lock,moderate,448.4,369,26.29,298.4,competing_attractors,resonance_mismatch,152.7,4.1,disorientation,oscillating,partially_aware,wrong_arrival,71,2,False,none,not_attempted,Healing Institute,Capital,939,Expedition Records,Class_D_resonance,0.63,Dens proximity increases signal noise,,
NP-0194,Resonance Lock Case 805,expedition,Tower of Mirado,resonance_seeking,endless_wandering,moderate,766.3,1071,3.1,432.2,resonance_mismatch,signal_noise,25.7,9.9,backtracking,oscillating,fully_aware,eventual_arrival,48,2,True,guidance,successful,Western approach,Dens boundary,894,K. Vorn,Class_B_trajectory,0.94,Horizon shrinkage prevents distant attractor perception,,
NP-0195,Signal Blindness 994,colony,Form 15,path_following,false_arrival,moderate,300.7,759,35.11,222.5,competing_attractors,boundary_interference,145.0,2.9,backtracking,gradual_worsening,partially_aware,rescued,256,0,True,guidance,partial,Quarry interior,Yeller Quarry,922,C. Vells,Class_C_attractor,0.66,Dens proximity increases signal noise,,
NP-0196,Navigation Paralysis 203,individual,Yeller Quarry,landmark_navigation,endless_wandering,minor,318.7,2080,1.78,143.9,landscape_distortion,boundary_interference,104.8,0.7,course_deviation,gradual_worsening,unaware,eventual_arrival,113,1,True,guidance,partial,Camp settlements,Yeller Quarry,939,R. Voss,Class_B_trajectory,0.83,Multiple attractors require explicit choice,,
NP-0197,Signal Blindness 311,pattern,Mill site,gradient_following,attractor_switching,moderate,349.8,938,47.0,114.6,competing_attractors,landscape_distortion,107.6,4.5,disorientation,stable,partially_aware,trapped_basin,89,2,False,none,not_attempted,Northern approach,Tower of Mirado,902,Expedition Records,unclassified,0.65,Multiple attractors require explicit choice,,
NP-0198,Navigation Paralysis 249,individual,Settlement 15,path_following,endless_wandering,severe,773.5,2786,998.23,448.2,competing_attractors,landscape_distortion,200.7,3.6,course_deviation,stable,fully_aware,wrong_arrival,572,0,False,none,not_attempted,Recovery settlement,Northo,907,Navigation Study Group,Class_B_trajectory,0.8,Multiple attractors require explicit choice,,
NP-0199,Expedition 834 Lost,individual,Capital,landmark_navigation,false_arrival,moderate,271.2,811,20.61,64.8,boundary_interference,competing_attractors,134.0,0.9,backtracking,stable,fully_aware,lost_indefinitely,8183,1,True,barrier_stabilization,harmful,Northern workings,Yeller Quarry,893,K. Vorn,Class_C_attractor,0.9,Navigation mode should match conditions,,
NP-0200,Wanderer's Circuit 687,individual,Yeller Quarry,random_walk,resonance_lock,moderate,488.9,31,2.36,118.9,signal_noise,competing_attractors,85.7,4.1,paralysis,stable,fully_aware,eventual_arrival,64,1,True,barrier_stabilization,partial,Quarry interior,Yeller Quarry,922,Navigation Study Group,Class_D_resonance,0.83,Horizon shrinkage prevents distant attractor perception,,
NP-0201,Resonance Lock Case 146,expedition,Attractor Basin 6,unknown,resonance_lock,severe,362.0,237,16.53,159.1,observer_effect,,13.6,9.2,paralysis,recovery,unaware,dissolution,898,4,True,resonance_recalibration,harmful,Sector NE-4,Dens boundary,892,Navigation Study Group,Class_D_resonance,0.83,Ghost patterns can create false landmarks,,
NP-0202,Resonance Lock Case 404,individual,Northo monastery,landmark_navigation,trajectory_loop,catastrophic,477.4,557,42.24,63.7,substrate_damage,,1.9,7.2,backtracking,stable,partially_aware,wrong_arrival,105,3,False,none,not_attempted,Dissolution zone,Dens,911,Navigation Study Group,Class_B_trajectory,0.75,Early intervention improves outcomes,,
NP-0203,Resonance Lock Case 635,individual,Mill site,gradient_following,resonance_lock,severe,122.2,788,4.17,21.4,boundary_interference,,130.0,1.3,paralysis,oscillating,fully_aware,eventual_arrival,55,2,True,rescue,successful,Tower base,Tower of Mirado,932,Expedition Records,Class_D_resonance,0.65,Early intervention improves outcomes,,
NP-0204,Wrong Destination 267,creature,Attractor Basin 84,unknown,trajectory_loop,catastrophic,370.0,115,30.3,60.0,ghost_interference,,17.0,10.0,backtracking,stable,fully_aware,spontaneous_recovery,342,3,True,rescue,partial,Sector NE-4,Dens boundary,929,C. Vells,Class_B_trajectory,0.55,Ghost patterns can create false landmarks,,
NP-0205,Signal Blindness 200,individual,Settlement 87,resonance_seeking,false_arrival,catastrophic,175.0,165,3.13,84.1,horizon_shrinkage,observer_effect,240.0,1.2,disorientation,sudden_onset,uncertain,eventual_arrival,225,1,False,none,not_attempted,Healing Institute,Capital,894,Navigation Study Group,Class_C_attractor,0.9,Ghost patterns can create false landmarks,HS-0149,
NP-0206,Signal Blindness 745,individual,,attractor_tracking,wrong_direction,catastrophic,437.8,844,2.95,116.9,competing_attractors,,19.2,5.4,paralysis,sudden_onset,unaware,eventual_arrival,140,1,True,rescue,partial,Southern perimeter,Dens boundary,933,Survey Commission,Class_B_trajectory,0.59,Dens proximity increases signal noise,,
NP-0207,Signal Blindness 91,individual,Archive,random_walk,basin_escape_failure,severe,170.2,768,1.31,128.0,landscape_distortion,,171.0,0.9,course_deviation,oscillating,unaware,eventual_arrival,153,1,True,rescue,partial,Capital outskirts,Capital,927,C. Vells,Class_C_attractor,0.61,Early intervention improves outcomes,,
NP-0208,False Basin Arrival 989,institution,Form 11,gradient_following,resonance_lock,severe,448.5,957,38.13,115.3,observer_effect,,68.4,3.6,course_deviation,oscillating,uncertain,returned_origin,675,0,False,none,not_attempted,Quarry interior,Yeller Quarry,908,K. Vorn,Class_D_resonance,0.78,Early intervention improves outcomes,,
NP-0209,Landmark Confusion 481,individual,Settlement 39,unknown,resonance_lock,severe,231.4,469,1.37,144.8,horizon_shrinkage,competing_attractors,26.7,5.3,course_deviation,oscillating,fully_aware,eventual_arrival,306,1,True,rescue,successful,Eastern fluctuation zone,Dens boundary,925,R. Voss,Class_D_resonance,0.64,Navigation mode should match conditions,HS-0067,
NP-0210,Resonance Lock Case 326,creature,Tower of Mirado,path_following,endless_wandering,severe,578.0,2269,117.52,371.2,boundary_interference,signal_noise,22.0,8.9,backtracking,gradual_worsening,partially_aware,lost_indefinitely,6631,0,False,none,not_attempted,Western approach,Dens boundary,892,Trapper Guild Records,Class_B_trajectory,0.71,Multiple attractors require explicit choice,,
NP-0211,Navigation Paralysis 954,individual,Mill site,gradient_following,resonance_lock,minor,264.3,721,22.08,122.4,resonance_mismatch,competing_attractors,307.6,1.9,signal_loss,stable,fully_aware,spontaneous_recovery,227,1,False,none,not_attempted,Northern monastery,Northo,934,Survey Commission,Class_D_resonance,0.88,Multiple attractors require explicit choice,,
NP-0212,Signal Blindness 642,individual,Settlement 23,resonance_seeking,navigation_paralysis,moderate,3.9,94,27.16,3.0,competing_attractors,,376.4,0.6,oscillation,oscillating,fully_aware,death,538,8,False,none,not_attempted,Northern monastery,Northo,933,Navigation Study Group,unclassified,0.94,Boundary instability correlates with navigation difficulty,,
NP-0213,Trajectory Dissolution 839,individual,Mill site,landmark_navigation,attractor_switching,minor,356.8,282,42.54,43.9,boundary_interference,competing_attractors,148.3,2.4,paralysis,recovery,partially_aware,trapped_basin,628,2,True,resonance_recalibration,failed,Veteran settlement,Tower of Mirado,902,Navigation Study Group,unclassified,0.77,Dens proximity increases signal noise,,
NP-0214,Wanderer's Circuit 739,creature,Tower of Mirado,random_walk,false_arrival,moderate,180.9,190,4.42,126.3,resonance_mismatch,horizon_shrinkage,27.6,5.5,confusion,recovery,partially_aware,eventual_arrival,128,2,True,barrier_stabilization,successful,Southern perimeter,Dens boundary,920,C. Vells,Class_C_attractor,0.87,Multiple attractors require explicit choice,,
NP-0215,Signal Blindness 246,pattern,Form 90,gradient_following,resonance_lock,moderate,291.0,117,48.4,98.9,competing_attractors,landscape_distortion,138.3,2.5,oscillation,stable,fully_aware,dissolution,928,1,False,none,not_attempted,Siege fields,Tower of Mirado,923,Expedition Records,Class_D_resonance,0.7,Ghost patterns can create false landmarks,,
NP-0216,Wrong Destination 506,colony,Dens boundary observation post,resonance_seeking,resonance_lock,minor,420.6,378,4.8,114.2,competing_attractors,boundary_interference,52.6,4.6,signal_loss,recovery,unaware,eventual_arrival,52,2,False,none,not_attempted,Northern workings,Yeller Quarry,899,R. Voss,Class_D_resonance,0.75,Multiple attractors require explicit choice,,
NP-0217,Landmark Confusion 659,expedition,,attractor_tracking,basin_escape_failure,minor,425.7,166,6.84,85.3,resonance_mismatch,ghost_interference,122.3,3.2,disorientation,stable,uncertain,lost_indefinitely,2607,1,True,barrier_stabilization,partial,Trapper territory,Yeller Quarry,926,C. Vells,Class_C_attractor,0.66,Dens proximity increases signal noise,,
NP-0218,Trajectory Dissolution 980,individual,Attractor Basin 49,resonance_seeking,trajectory_loop,moderate,315.1,808,34.51,107.5,boundary_interference,observer_effect,9.8,6.3,confusion,recovery,unaware,returned_origin,673,0,True,barrier_stabilization,failed,Sector SW-6,Dens boundary,935,Trapper Guild Records,Class_B_trajectory,0.91,Navigation mode should match conditions,,
NP-0219,Resonance Lock Case 609,individual,Settlement 69,path_following,navigation_paralysis,catastrophic,4.0,216,21.99,2.7,boundary_interference,,291.2,1.3,backtracking,sudden_onset,fully_aware,wrong_arrival,63,2,True,guidance,partial,Recovery settlement,Northo,901,K. Vorn,unclassified,0.86,Ghost patterns can create false landmarks,,
NP-0220,Expedition 518 Lost,individual,Tower of Mirado,unknown,trajectory_loop,severe,140.3,778,32.99,56.1,signal_noise,,172.9,3.3,paralysis,oscillating,unaware,wrong_arrival,907,3,False,none,not_attempted,Northern approach,Tower of Mirado,915,Navigation Study Group,Class_B_trajectory,0.88,Early intervention improves outcomes,,
NP-0221,Signal Blindness 94,creature,Yeller Quarry,path_following,gradient_blindness,catastrophic,169.6,767,34.91,74.8,resonance_mismatch,boundary_interference,104.1,0.5,course_deviation,recovery,partially_aware,death,338,10,True,signal_amplification,harmful,Educational district,Densmok,896,Survey Commission,Class_A_signal,0.67,Navigation mode should match conditions,,
NP-0222,Navigation Paralysis 215,expedition,Form 20,path_following,false_arrival,moderate,55.7,627,10.54,40.0,substrate_damage,signal_noise,20.9,10.0,backtracking,recovery,unaware,rescued,139,0,True,resonance_recalibration,partial,Sector SW-6,Dens boundary,908,Navigation Study Group,Class_C_attractor,0.99,Multiple attractors require explicit choice,,
NP-0223,Endless Loop 243,individual,,landmark_navigation,navigation_paralysis,catastrophic,0.1,155,35.49,0.0,landscape_distortion,,19.5,8.7,confusion,oscillating,fully_aware,rescued,262,0,True,signal_amplification,partial,Western approach,Dens boundary,911,Expedition Records,unclassified,0.93,Multiple attractors require explicit choice,,
NP-0224,Wrong Destination 180,individual,Settlement 55,landmark_navigation,resonance_lock,severe,315.0,760,26.84,67.9,substrate_damage,landscape_distortion,228.5,4.4,backtracking,sudden_onset,partially_aware,trapped_basin,960,2,False,none,not_attempted,Northern monastery,Northo,899,Navigation Study Group,Class_D_resonance,0.71,Ghost patterns can create false landmarks,,
NP-0225,Basin Trap 716,creature,Northo monastery,random_walk,attractor_switching,catastrophic,219.5,953,18.56,130.1,landscape_distortion,,56.7,2.4,paralysis,sudden_onset,partially_aware,dissolution,452,5,False,none,not_attempted,Quarry Sector 7,Yeller Quarry,899,Survey Commission,unclassified,0.61,Early intervention improves outcomes,,
NP-0226,Signal Blindness 635,individual,Attractor Basin 11,random_walk,wrong_direction,moderate,272.3,785,4.93,33.3,horizon_shrinkage,resonance_mismatch,228.2,4.4,signal_loss,oscillating,partially_aware,eventual_arrival,81,3,True,guidance,successful,Archive vicinity,Capital,937,K. Vorn,Class_B_trajectory,0.52,Boundary instability correlates with navigation difficulty,HS-0192,
NP-0227,Expedition 301 Lost,individual,,resonance_seeking,endless_wandering,moderate,990.4,1335,191.43,137.3,signal_noise,,201.1,1.9,course_deviation,stable,fully_aware,trapped_basin,983,3,True,barrier_stabilization,partial,Northern monastery,Northo,907,Survey Commission,Class_B_trajectory,0.9,Early intervention improves outcomes,,
NP-0228,Expedition 503 Lost,creature,Archive,path_following,landmark_confusion,moderate,386.0,103,35.1,53.0,ghost_interference,,96.7,3.9,confusion,stable,unaware,trapped_basin,49,1,True,signal_amplification,harmful,Northern workings,Yeller Quarry,932,C. Vells,unclassified,0.92,Boundary instability correlates with navigation difficulty,,
NP-0229,Trajectory Dissolution 336,colony,,resonance_seeking,endless_wandering,minor,674.4,2781,742.25,261.5,landscape_distortion,observer_effect,173.3,2.4,backtracking,oscillating,partially_aware,lost_indefinitely,5962,0,True,resonance_recalibration,failed,Northern approach,Tower of Mirado,910,Navigation Study Group,Class_B_trajectory,0.96,Early intervention improves outcomes,,
NP-0230,Signal Blindness 233,expedition,Tower of Mirado,unknown,endless_wandering,moderate,637.6,3091,285.54,112.4,competing_attractors,,73.3,2.4,backtracking,stable,uncertain,dissolution,707,5,True,guidance,failed,Northern workings,Yeller Quarry,925,C. Vells,Class_B_trajectory,0.8,Ghost patterns can create false landmarks,,
NP-0231,False Basin Arrival 494,individual,Form 9,resonance_seeking,resonance_lock,minor,158.3,820,9.71,29.4,ghost_interference,resonance_mismatch,250.6,4.3,paralysis,sudden_onset,uncertain,lost_indefinitely,7493,3,False,none,not_attempted,Recovery settlement,Northo,928,K. Vorn,Class_D_resonance,0.81,Boundary instability correlates with navigation difficulty,,
NP-0232,Signal Blindness 863,creature,Capital,resonance_seeking,attractor_switching,moderate,50.4,924,2.33,10.2,signal_noise,horizon_shrinkage,90.9,2.9,signal_loss,gradual_worsening,fully_aware,returned_origin,296,3,True,signal_amplification,failed,Northern workings,Yeller Quarry,932,Survey Commission,unclassified,0.98,Dens proximity increases signal noise,,
NP-0233,False Basin Arrival 877,individual,Northo monastery,resonance_seeking,attractor_switching,minor,249.0,733,31.47,185.0,competing_attractors,,364.7,3.3,disorientation,stable,fully_aware,death,400,7,True,signal_amplification,partial,Isolation community,Northo,891,Trapper Guild Records,unclassified,0.8,Early intervention improves outcomes,,
NP-0234,Basin Trap 809,individual,Archive,attractor_tracking,gradient_blindness,catastrophic,364.8,441,4.14,129.6,competing_attractors,,95.4,2.6,signal_loss,recovery,fully_aware,eventual_arrival,27,2,False,none,not_attempted,Mill vicinity,Yeller Quarry,911,K. Vorn,Class_A_signal,0.53,Early intervention improves outcomes,,
NP-0235,Wanderer's Circuit 353,colony,Settlement 12,attractor_tracking,attractor_switching,severe,244.6,481,39.43,181.9,competing_attractors,signal_noise,171.1,3.5,signal_loss,recovery,partially_aware,returned_origin,137,2,False,none,not_attempted,Capital proper,Capital,919,Survey Commission,unclassified,0.86,Early intervention improves outcomes,,
NP-0236,Navigation Paralysis 845,individual,Northo monastery,gradient_following,attractor_switching,catastrophic,414.0,946,7.41,218.3,competing_attractors,,83.3,1.7,course_deviation,gradual_worsening,fully_aware,lost_indefinitely,7604,2,True,guidance,harmful,Quarry interior,Yeller Quarry,934,Expedition Records,unclassified,0.95,Multiple attractors require explicit choice,,
NP-0237,Wanderer's Circuit 258,creature,Dens boundary observation post,attractor_tracking,resonance_lock,moderate,324.9,490,8.07,225.7,ghost_interference,observer_effect,25.7,7.0,backtracking,sudden_onset,partially_aware,trapped_basin,954,2,False,none,not_attempted,Eastern fluctuation zone,Dens boundary,936,R. Voss,Class_D_resonance,0.9,Horizon shrinkage prevents distant attractor perception,,
NP-0238,False Basin Arrival 579,individual,Dens boundary observation post,random_walk,resonance_lock,minor,474.7,973,1.45,65.4,signal_noise,,99.4,4.6,disorientation,recovery,partially_aware,eventual_arrival,73,3,True,signal_amplification,partial,Coder quarter,Densmok,892,Navigation Study Group,Class_D_resonance,0.93,Navigation mode should match conditions,,
NP-0239,Landmark Confusion 767,individual,Archive,random_walk,attractor_switching,moderate,160.3,680,12.66,125.6,boundary_interference,,7.8,5.8,signal_loss,sudden_onset,fully_aware,lost_indefinitely,3661,2,True,resonance_recalibration,failed,Western approach,Dens boundary,922,K. Vorn,unclassified,0.88,Multiple attractors require explicit choice,,
NP-0240,Trajectory Dissolution 810,colony,Attractor Basin 29,gradient_following,attractor_switching,moderate,390.8,395,12.8,59.1,boundary_interference,,27.3,8.9,signal_loss,oscillating,partially_aware,lost_indefinitely,909,1,True,signal_amplification,partial,Western approach,Dens boundary,930,C. Vells,unclassified,0.93,Dens proximity increases signal noise,,
NP-0241,Navigation Paralysis 810,creature,Form 98,unknown,navigation_paralysis,severe,2.9,279,23.8,1.4,substrate_damage,,198.2,2.4,confusion,sudden_onset,unaware,lost_indefinitely,1609,1,True,rescue,partial,Capital outskirts,Capital,920,Expedition Records,unclassified,0.99,Navigation mode should match conditions,,
NP-0242,Signal Blindness 928,creature,Tower of Mirado,landmark_navigation,endless_wandering,severe,366.5,1021,2.24,172.1,horizon_shrinkage,competing_attractors,128.9,1.4,confusion,gradual_worsening,fully_aware,eventual_arrival,148,3,True,resonance_recalibration,successful,Quarry interior,Yeller Quarry,901,R. Voss,Class_B_trajectory,0.55,Dens proximity increases signal noise,HS-0070,
