event_id,coder_id,event_year,event_type,event_description,previous_stage,subsequent_stage,is_turning_point
BD-7912-900-7785,BD-7912,900,recognition,Recognition received: publication,late,late,False
BD-7912-905-4609,BD-7912,905,recognition,Recognition received: patent,late,post,True
BD-7912-906-3221,BD-7912,906,promotion,Promoted: junior to mid,late,post,True
BD-7912-907-5546,BD-7912,907,recognition,Recognition received: patent,late,late,False
SY-2010-882-2503,SY-2010,882,education,Educational activity: certification,early,early,False
SY-2010-882-5748,SY-2010,882,education,Educational activity: self study,early,early,False
SY-2010-883-7887,SY-2010,883,education,Educational activity: self study,early,early,False
SY-2010-883-8317,SY-2010,883,education,Educational activity: course,early,early,False
SY-2010-884-8645,SY-2010,884,education,Educational activity: course,early,early,False
SY-2010-885-7003,SY-2010,885,education,Educational activity: conference,early,early,False
SY-2010-885-2929,SY-2010,885,education,Educational activity: workshop,early,early,False
SY-2010-886-4196,SY-2010,886,education,Educational activity: workshop,early,early,False
SY-2010-886-5701,SY-2010,886,education,Educational activity: workshop,early,early,True
SY-2010-887-4146,SY-2010,887,education,Educational activity: self study,early,early,True
SY-2010-889-3313,SY-2010,889,education,Educational activity: workshop,mid,mid,False
SY-2010-890-3584,SY-2010,890,education,Educational activity: self study,mid,mid,False
SY-2010-890-4578,SY-2010,890,education,Educational activity: certification,mid,mid,False
SY-2010-890-7024,SY-2010,890,education,Educational activity: self study,mid,mid,True
SY-2010-891-6505,SY-2010,891,education,Educational activity: certification,mid,mid,False
SY-2010-891-4606,SY-2010,891,job_change,Changed positions: involuntary departure,mid,mid,False
SY-2010-892-9679,SY-2010,892,education,Educational activity: course,mid,mid,False
SY-2010-892-6203,SY-2010,892,job_change,Changed positions: lateral move,mid,mid,False
SY-2010-893-4891,SY-2010,893,education,Educational activity: conference,mid,mid,False
SY-2010-893-6944,SY-2010,893,education,Educational activity: certification,mid,mid,True
SY-2010-894-5888,SY-2010,894,education,Educational activity: conference,mid,mid,False
SY-2010-894-4019,SY-2010,894,education,Educational activity: conference,mid,mid,True
SY-2010-895-6609,SY-2010,895,education,Educational activity: workshop,late,late,False
SY-2010-896-8306,SY-2010,896,education,Educational activity: workshop,late,late,False
SY-2010-896-3836,SY-2010,896,education,Educational activity: workshop,late,late,True
SY-2010-897-9331,SY-2010,897,education,Educational activity: degree,late,late,False
SY-2010-897-8742,SY-2010,897,project_completion,Project completed: major success,late,late,False
SY-2010-898-6165,SY-2010,898,education,Educational activity: course,late,late,False
SY-2010-898-1335,SY-2010,898,project_completion,Project completed: on time,late,late,False
SY-2010-899-7387,SY-2010,899,education,Educational activity: degree,late,late,False
SY-2010-900-7358,SY-2010,900,education,Educational activity: conference,late,late,True
SY-2010-900-9918,SY-2010,900,project_completion,Project completed: on time,late,late,True
SY-2010-901-7562,SY-2010,901,education,Educational activity: workshop,late,late,False
SY-2010-902-3749,SY-2010,902,education,Educational activity: course,late,late,False
SY-2010-902-6525,SY-2010,902,education,Educational activity: degree,late,late,False
SY-2010-903-7227,SY-2010,903,education,Educational activity: degree,late,late,False
SY-2010-904-7610,SY-2010,904,education,Educational activity: workshop,late,late,False
SY-2010-905-8242,SY-2010,905,education,Educational activity: degree,late,late,False
SY-2010-905-3153,SY-2010,905,education,Educational activity: course,late,late,False
SY-2010-906-7466,SY-2010,906,education,Educational activity: workshop,late,late,False
SY-2010-906-3602,SY-2010,906,education,Educational activity: workshop,late,late,False
SY-2010-908-6426,SY-2010,908,education,Educational activity: workshop,late,late,False
CD-7754-894-2366,CD-7754,894,project_completion,Project completed: major success,early,early,False
CD-7754-900-8675,CD-7754,900,education,Educational activity: degree,mid,mid,False
CD-7754-901-3916,CD-7754,901,project_completion,Project completed: exceptional quality,mid,mid,False
CD-7754-902-2016,CD-7754,902,job_change,Changed positions: involuntary departure,mid,mid,True
CD-7754-903-3893,CD-7754,903,job_change,Changed positions: lateral move,mid,mid,True
CD-7754-904-1603,CD-7754,904,project_completion,Project completed: major success,mid,mid,False
CD-7754-908-2144,CD-7754,908,promotion,Promoted: mid to senior,late,post,True
CD-7754-909-4871,CD-7754,909,recognition,Recognition received: award,late,late,False
CD-7754-910-9198,CD-7754,910,recognition,Recognition received: patent,late,late,False
BD-3292-880-4970,BD-3292,880,recognition,Recognition received: patent,early,early,True
BD-3292-880-6266,BD-3292,880,recognition,Recognition received: patent,early,early,True
BD-3292-880-4300,BD-3292,880,promotion,Promoted: junior to mid,early,early,True
BD-3292-881-2916,BD-3292,881,project_completion,Project completed: delayed but completed,early,early,False
BD-3292-881-9097,BD-3292,881,project_completion,Project completed: exceptional quality,early,early,False
BD-3292-882-6189,BD-3292,882,project_completion,Project completed: delayed but completed,early,early,True
BD-3292-882-1873,BD-3292,882,promotion,Promoted: special recognition,early,early,True
BD-3292-883-4061,BD-3292,883,recognition,Recognition received: award,early,early,False
BD-3292-883-5550,BD-3292,883,project_completion,Project completed: minor success,early,early,False
BD-3292-883-8032,BD-3292,883,project_completion,Project completed: minor success,early,early,True
BD-3292-884-7209,BD-3292,884,promotion,Promoted: special recognition,early,early,True
BD-3292-884-7899,BD-3292,884,project_completion,Project completed: minor success,early,early,True
BD-3292-884-6885,BD-3292,884,promotion,Promoted: senior to lead,early,early,True
BD-3292-885-5615,BD-3292,885,project_completion,Project completed: exceptional quality,early,early,False
BD-3292-885-7997,BD-3292,885,promotion,Promoted: mid to senior,early,early,False
BD-3292-885-4675,BD-3292,885,promotion,Promoted: mid to senior,early,early,True
BD-3292-886-8996,BD-3292,886,project_failure,Project outcome: major bugs,mid,mid,True
BD-3292-886-8473,BD-3292,886,extended_leave,Extended leave: personal,mid,post,True
BD-3292-886-5405,BD-3292,886,project_failure,Project outcome: cancelled,mid,mid,True
BD-3292-887-9693,BD-3292,887,project_failure,Project outcome: major bugs,mid,mid,True
BD-3292-887-9398,BD-3292,887,project_completion,Project completed: minor success,mid,mid,False
BD-3292-888-2870,BD-3292,888,extended_leave,Extended leave: family,mid,post,True
BD-3292-889-6585,BD-3292,889,project_failure,Project outcome: major bugs,mid,mid,False
BD-3292-890-3232,BD-3292,890,project_completion,Project completed: major success,mid,mid,False
BD-3292-891-4282,BD-3292,891,project_failure,Project outcome: major bugs,mid,mid,False
BD-3292-892-7630,BD-3292,892,extended_leave,Extended leave: personal,mid,mid,False
BD-3292-892-2045,BD-3292,892,extended_leave,Extended leave: family,mid,post,True
BD-3292-894-4304,BD-3292,894,job_change,Changed positions: promotion move,late,late,False
BD-3292-894-5846,BD-3292,894,job_change,Changed positions: involuntary departure,late,late,False
BD-3292-896-2105,BD-3292,896,extended_leave,Extended leave: personal,late,post,True
BD-3292-897-7575,BD-3292,897,demotion,Position change: performance based,late,post,True
BD-3292-901-5014,BD-3292,901,demotion,Position change: voluntary step down,late,late,False
BD-3292-902-5396,BD-3292,902,job_change,Changed positions: involuntary departure,late,late,True
BD-3292-904-1459,BD-3292,904,demotion,Position change: personal reasons,late,late,False
BD-3292-904-9754,BD-3292,904,demotion,Position change: personal reasons,late,post,True
BD-3292-905-2349,BD-3292,905,demotion,Position change: personal reasons,late,post,True
BD-3292-906-9240,BD-3292,906,extended_leave,Extended leave: sabbatical,late,post,True
BD-3292-907-8120,BD-3292,907,job_change,Changed positions: voluntary departure,late,late,False
BD-3292-908-8242,BD-3292,908,demotion,Position change: restructuring,late,post,True
BD-3292-909-3306,BD-3292,909,job_change,Changed positions: involuntary departure,late,late,False
NW-8990-896-1150,NW-8990,896,project_completion,Project completed: major success,early,early,False
NW-8990-896-2778,NW-8990,896,project_completion,Project completed: major success,early,early,True
NW-8990-897-3580,NW-8990,897,project_completion,Project completed: on time,early,early,True
NW-8990-897-6682,NW-8990,897,recognition,Recognition received: industry recognition,early,early,True
NW-8990-897-3931,NW-8990,897,recognition,Recognition received: industry recognition,early,early,False
NW-8990-898-6872,NW-8990,898,promotion,Promoted: lead to director,early,early,True
NW-8990-898-7638,NW-8990,898,promotion,Promoted: mid to senior,early,early,False
NW-8990-898-7932,NW-8990,898,recognition,Recognition received: publication,early,early,False
NW-8990-899-2764,NW-8990,899,recognition,Recognition received: patent,early,early,False
NW-8990-899-3130,NW-8990,899,project_completion,Project completed: on time,early,early,True
NW-8990-900-6498,NW-8990,900,project_completion,Project completed: minor success,early,early,False
NW-8990-900-5670,NW-8990,900,recognition,Recognition received: publication,early,early,False
NW-8990-900-7634,NW-8990,900,promotion,Promoted: junior to mid,early,early,False
NW-8990-901-8243,NW-8990,901,recognition,Recognition received: publication,early,early,False
NW-8990-902-5462,NW-8990,902,project_failure,Project outcome: abandoned,mid,mid,True
NW-8990-902-1161,NW-8990,902,extended_leave,Extended leave: burnout,mid,post,True
NW-8990-903-2569,NW-8990,903,extended_leave,Extended leave: illness,mid,post,True
NW-8990-903-6554,NW-8990,903,project_failure,Project outcome: major bugs,mid,mid,False
NW-8990-904-6244,NW-8990,904,extended_leave,Extended leave: sabbatical,mid,post,True
NW-8990-905-8940,NW-8990,905,project_completion,Project completed: minor success,mid,mid,False
NW-8990-906-2704,NW-8990,906,project_failure,Project outcome: cancelled,mid,mid,True
NW-3385-889-9517,NW-3385,889,project_completion,Project completed: minor success,early,early,False
NW-3385-889-4739,NW-3385,889,project_completion,Project completed: minor success,early,early,False
NW-3385-891-8013,NW-3385,891,project_completion,Project completed: minor success,early,early,False
NW-3385-892-3084,NW-3385,892,education,Educational activity: degree,early,early,False
NW-3385-893-1178,NW-3385,893,project_completion,Project completed: exceptional quality,early,early,False
NW-3385-894-7721,NW-3385,894,education,Educational activity: certification,early,early,False
NW-3385-895-2632,NW-3385,895,project_completion,Project completed: on time,mid,mid,False
NW-3385-896-4863,NW-3385,896,job_change,Changed positions: promotion move,mid,mid,True
NW-3385-897-7946,NW-3385,897,job_change,Changed positions: lateral move,mid,mid,True
NW-3385-897-7255,NW-3385,897,job_change,Changed positions: voluntary departure,mid,mid,False
NW-3385-898-6592,NW-3385,898,education,Educational activity: self study,mid,mid,False
NW-3385-899-8071,NW-3385,899,education,Educational activity: course,mid,mid,False
NW-3385-900-6140,NW-3385,900,job_change,Changed positions: internal transfer,mid,mid,False
NW-3385-901-3441,NW-3385,901,project_completion,Project completed: major success,mid,mid,False
NW-3385-902-4583,NW-3385,902,project_completion,Project completed: major success,late,late,False
NW-3385-907-2971,NW-3385,907,project_completion,Project completed: exceptional quality,late,late,False
NW-3385-909-7486,NW-3385,909,promotion,Promoted: mid to senior,late,post,True
CD-3727-895-7479,CD-3727,895,project_completion,Project completed: exceptional quality,early,early,True
CD-3727-895-9652,CD-3727,895,education,Educational activity: certification,early,early,True
CD-3727-898-2933,CD-3727,898,education,Educational activity: workshop,early,early,False
CD-3727-899-6782,CD-3727,899,education,Educational activity: degree,early,early,True
CD-3727-900-9176,CD-3727,900,project_completion,Project completed: exceptional quality,early,early,False
CD-3727-901-4285,CD-3727,901,project_completion,Project completed: minor success,mid,mid,False
CD-3727-903-7237,CD-3727,903,education,Educational activity: course,mid,mid,False
CD-3727-904-4833,CD-3727,904,job_change,Changed positions: voluntary departure,mid,mid,False
CD-3727-905-3818,CD-3727,905,project_completion,Project completed: on time,mid,mid,True
CD-3727-908-8596,CD-3727,908,project_completion,Project completed: on time,late,late,False
CD-3727-911-2403,CD-3727,911,promotion,Promoted: senior to lead,late,post,True
CD-2842-887-1839,CD-2842,887,job_change,Changed positions: involuntary departure,early,early,False
CD-2842-887-9243,CD-2842,887,job_change,Changed positions: internal transfer,early,early,False
CD-2842-888-7746,CD-2842,888,project_failure,Project outcome: cancelled,early,early,False
CD-2842-889-8550,CD-2842,889,job_change,Changed positions: lateral move,early,early,False
CD-2842-890-8456,CD-2842,890,project_failure,Project outcome: major bugs,early,early,False
CD-2842-890-5574,CD-2842,890,job_change,Changed positions: promotion move,early,early,False
CD-2842-891-9206,CD-2842,891,project_failure,Project outcome: abandoned,early,early,False
CD-2842-892-5517,CD-2842,892,job_change,Changed positions: involuntary departure,early,early,True
CD-2842-892-2086,CD-2842,892,job_change,Changed positions: voluntary departure,early,early,True
CD-2842-893-3982,CD-2842,893,project_completion,Project completed: exceptional quality,mid,mid,False
CD-2842-894-4067,CD-2842,894,education,Educational activity: conference,mid,mid,False
CD-2842-896-5847,CD-2842,896,project_completion,Project completed: delayed but completed,mid,mid,False
CD-2842-898-9376,CD-2842,898,project_completion,Project completed: delayed but completed,mid,late,True
CD-2842-899-7445,CD-2842,899,recognition,Recognition received: award,mid,mid,False
CD-2842-901-6836,CD-2842,901,promotion,Promoted: lead to director,late,late,True
CD-2842-902-3634,CD-2842,902,recognition,Recognition received: commendation,late,late,False
CD-2842-903-2773,CD-2842,903,recognition,Recognition received: award,late,late,False
CD-2842-903-8024,CD-2842,903,recognition,Recognition received: publication,late,late,False
CD-2842-904-4205,CD-2842,904,recognition,Recognition received: publication,late,late,True
CD-2842-905-3259,CD-2842,905,promotion,Promoted: special recognition,late,late,True
CD-2842-907-9392,CD-2842,907,recognition,Recognition received: award,late,late,True
CD-2842-908-3611,CD-2842,908,promotion,Promoted: lead to director,late,late,True
BD-8458-898-1025,BD-8458,898,job_change,Changed positions: internal transfer,early,early,False
BD-8458-898-7918,BD-8458,898,project_failure,Project outcome: delivered poorly,early,early,True
BD-8458-899-6440,BD-8458,899,job_change,Changed positions: lateral move,early,early,False
BD-8458-899-6980,BD-8458,899,job_change,Changed positions: promotion move,early,early,False
BD-8458-900-9063,BD-8458,900,project_failure,Project outcome: major bugs,early,early,False
BD-8458-901-9612,BD-8458,901,job_change,Changed positions: voluntary departure,early,early,False
BD-8458-902-6725,BD-8458,902,job_change,Changed positions: promotion move,early,early,True
BD-8458-904-5930,BD-8458,904,project_completion,Project completed: on time,mid,mid,False
BD-8458-905-8434,BD-8458,905,project_completion,Project completed: exceptional quality,mid,late,True
BD-8458-907-1584,BD-8458,907,project_completion,Project completed: delayed but completed,mid,mid,False
SY-8002-883-4463,SY-8002,883,promotion,Promoted: senior to lead,early,early,False
SY-8002-883-6866,SY-8002,883,project_completion,Project completed: major success,early,early,False
SY-8002-883-2314,SY-8002,883,project_completion,Project completed: on time,early,early,False
SY-8002-884-2757,SY-8002,884,promotion,Promoted: mid to senior,early,early,True
SY-8002-884-5430,SY-8002,884,project_completion,Project completed: exceptional quality,early,early,True
SY-8002-885-6835,SY-8002,885,recognition,Recognition received: award,early,early,False
SY-8002-885-8142,SY-8002,885,promotion,Promoted: senior to lead,early,early,True
SY-8002-886-7601,SY-8002,886,promotion,Promoted: special recognition,early,early,False
SY-8002-886-5831,SY-8002,886,recognition,Recognition received: commendation,early,early,False
SY-8002-887-5070,SY-8002,887,promotion,Promoted: special recognition,early,early,True
SY-8002-887-9896,SY-8002,887,recognition,Recognition received: commendation,early,early,False
SY-8002-887-1455,SY-8002,887,project_completion,Project completed: major success,early,early,True
SY-8002-888-2856,SY-8002,888,project_completion,Project completed: minor success,early,early,False
SY-8002-888-7322,SY-8002,888,project_completion,Project completed: major success,early,early,False
SY-8002-889-3307,SY-8002,889,project_failure,Project outcome: cancelled,mid,mid,False
SY-8002-889-1941,SY-8002,889,extended_leave,Extended leave: illness,mid,mid,False
SY-8002-890-1111,SY-8002,890,extended_leave,Extended leave: family,mid,mid,False
SY-8002-891-6413,SY-8002,891,extended_leave,Extended leave: personal,mid,mid,False
SY-8002-892-3520,SY-8002,892,project_completion,Project completed: exceptional quality,mid,mid,False
SY-8002-893-9841,SY-8002,893,extended_leave,Extended leave: sabbatical,mid,post,True
SY-8002-893-1691,SY-8002,893,extended_leave,Extended leave: family,mid,post,True
SY-8002-894-3686,SY-8002,894,extended_leave,Extended leave: burnout,mid,post,True
SY-8002-894-9037,SY-8002,894,project_failure,Project outcome: cancelled,mid,mid,True
SY-8002-895-4810,SY-8002,895,project_completion,Project completed: delayed but completed,mid,mid,False
SY-8002-896-4784,SY-8002,896,extended_leave,Extended leave: personal,late,post,True
SY-8002-898-4857,SY-8002,898,job_change,Changed positions: promotion move,late,late,True
SY-8002-899-4980,SY-8002,899,job_change,Changed positions: voluntary departure,late,late,False
SY-8002-899-5211,SY-8002,899,extended_leave,Extended leave: sabbatical,late,post,True
SY-8002-902-8581,SY-8002,902,demotion,Position change: personal reasons,late,post,True
SY-8002-903-6127,SY-8002,903,job_change,Changed positions: voluntary departure,late,late,True
SY-8002-906-3033,SY-8002,906,extended_leave,Extended leave: illness,late,late,False
SY-8002-907-5747,SY-8002,907,demotion,Position change: burnout recovery,late,post,True
SY-8002-908-7261,SY-8002,908,extended_leave,Extended leave: sabbatical,late,late,False
SY-8002-909-9431,SY-8002,909,job_change,Changed positions: voluntary departure,late,late,False
SY-8002-910-3594,SY-8002,910,job_change,Changed positions: involuntary departure,late,late,False
SY-4710-893-1914,SY-4710,893,job_change,Changed positions: lateral move,early,early,False
SY-4710-894-6055,SY-4710,894,project_failure,Project outcome: cancelled,early,early,True
SY-4710-894-9291,SY-4710,894,job_change,Changed positions: involuntary departure,early,early,True
SY-4710-895-5480,SY-4710,895,job_change,Changed positions: involuntary departure,early,early,True
SY-4710-896-3436,SY-4710,896,job_change,Changed positions: lateral move,early,early,False
SY-4710-898-5617,SY-4710,898,project_failure,Project outcome: cancelled,early,early,True
SY-4710-899-3039,SY-4710,899,education,Educational activity: workshop,mid,mid,True
SY-4710-899-9692,SY-4710,899,education,Educational activity: self study,mid,mid,True
SY-4710-900-2059,SY-4710,900,project_completion,Project completed: minor success,mid,late,True
SY-4710-902-9648,SY-4710,902,education,Educational activity: conference,mid,mid,False
SY-4710-903-6330,SY-4710,903,project_completion,Project completed: major success,mid,mid,False
SY-4710-903-5987,SY-4710,903,recognition,Recognition received: commendation,mid,mid,False
SY-4710-905-7239,SY-4710,905,recognition,Recognition received: award,mid,mid,False
SY-4710-906-7480,SY-4710,906,promotion,Promoted: special recognition,late,late,False
SY-4710-906-3521,SY-4710,906,recognition,Recognition received: publication,late,late,True
SY-4710-907-7760,SY-4710,907,promotion,Promoted: junior to mid,late,late,True
SY-4710-908-9852,SY-4710,908,promotion,Promoted: special recognition,late,late,True
SY-4710-908-4692,SY-4710,908,recognition,Recognition received: award,late,late,True
SY-4710-910-5852,SY-4710,910,promotion,Promoted: mid to senior,late,late,True
BD-9314-900-6920,BD-9314,900,job_change,Changed positions: lateral move,early,early,False
BD-9314-902-8091,BD-9314,902,job_change,Changed positions: promotion move,early,early,False
BD-9314-903-1014,BD-9314,903,job_change,Changed positions: internal transfer,early,early,True
BD-9314-904-3842,BD-9314,904,job_change,Changed positions: voluntary departure,early,early,False
BD-9314-906-2884,BD-9314,906,recognition,Recognition received: award,mid,mid,False
BD-9314-907-9790,BD-9314,907,education,Educational activity: self study,mid,mid,True
BD-9314-908-3967,BD-9314,908,recognition,Recognition received: industry recognition,mid,mid,False
BD-9314-909-7426,BD-9314,909,project_completion,Project completed: exceptional quality,mid,mid,False
IM-6633-900-4152,IM-6633,900,job_change,Changed positions: internal transfer,early,early,False
IM-6633-901-1680,IM-6633,901,project_failure,Project outcome: cancelled,early,early,False
IM-6633-903-7013,IM-6633,903,job_change,Changed positions: promotion move,early,early,False
IM-6633-904-7415,IM-6633,904,job_change,Changed positions: lateral move,early,early,False
IM-6633-906-1385,IM-6633,906,recognition,Recognition received: industry recognition,mid,mid,False
IM-6633-906-9193,IM-6633,906,education,Educational activity: degree,mid,mid,False
IM-6633-907-8679,IM-6633,907,education,Educational activity: conference,mid,mid,False
IM-6633-908-6508,IM-6633,908,project_completion,Project completed: delayed but completed,mid,mid,False
IM-6633-908-5291,IM-6633,908,education,Educational activity: degree,mid,mid,False
IM-6633-909-4166,IM-6633,909,project_completion,Project completed: delayed but completed,mid,mid,False
IM-9093-890-8897,IM-9093,890,job_change,Changed positions: voluntary departure,early,early,False
IM-9093-891-7519,IM-9093,891,job_change,Changed positions: involuntary departure,early,early,False
IM-9093-891-7502,IM-9093,891,job_change,Changed positions: voluntary departure,early,early,False
IM-9093-892-3986,IM-9093,892,project_failure,Project outcome: major bugs,early,early,True
IM-9093-892-7920,IM-9093,892,job_change,Changed positions: lateral move,early,early,False
IM-9093-893-5733,IM-9093,893,job_change,Changed positions: involuntary departure,early,early,False
IM-9093-894-2453,IM-9093,894,job_change,Changed positions: lateral move,early,early,True
IM-9093-894-3633,IM-9093,894,job_change,Changed positions: voluntary departure,early,early,False
IM-9093-896-8684,IM-9093,896,education,Educational activity: certification,mid,mid,True
IM-9093-897-1278,IM-9093,897,recognition,Recognition received: award,mid,mid,True
IM-9093-898-6137,IM-9093,898,recognition,Recognition received: industry recognition,mid,mid,False
IM-9093-898-5859,IM-9093,898,education,Educational activity: certification,mid,mid,False
IM-9093-901-2796,IM-9093,901,education,Educational activity: workshop,mid,mid,False
IM-9093-901-9145,IM-9093,901,education,Educational activity: conference,mid,mid,False
IM-9093-902-2676,IM-9093,902,project_completion,Project completed: on time,mid,late,True
IM-9093-903-4825,IM-9093,903,promotion,Promoted: junior to mid,late,late,False
IM-9093-904-9323,IM-9093,904,promotion,Promoted: senior to lead,late,late,True
IM-9093-905-8549,IM-9093,905,project_completion,Project completed: minor success,late,late,True
IM-9093-906-9963,IM-9093,906,promotion,Promoted: mid to senior,late,late,False
IM-7554-897-4034,IM-7554,897,education,Educational activity: conference,early,early,True
IM-7554-900-5628,IM-7554,900,education,Educational activity: course,early,early,False
IM-7554-901-5900,IM-7554,901,education,Educational activity: course,early,early,False
IM-7554-903-5721,IM-7554,903,education,Educational activity: workshop,mid,mid,False
IM-7554-904-5041,IM-7554,904,education,Educational activity: degree,mid,mid,False
IM-7554-906-8164,IM-7554,906,project_completion,Project completed: major success,mid,mid,False
IM-7554-907-6673,IM-7554,907,job_change,Changed positions: internal transfer,mid,mid,True
IM-7554-908-3263,IM-7554,908,project_completion,Project completed: exceptional quality,mid,mid,False
SY-3692-890-4216,SY-3692,890,project_failure,Project outcome: scope failure,early,early,True
SY-3692-890-7944,SY-3692,890,job_change,Changed positions: involuntary departure,early,early,False
SY-3692-891-4204,SY-3692,891,job_change,Changed positions: involuntary departure,early,early,True
SY-3692-893-4807,SY-3692,893,job_change,Changed positions: internal transfer,early,early,True
SY-3692-893-8270,SY-3692,893,project_failure,Project outcome: delivered poorly,early,early,True
SY-3692-894-2178,SY-3692,894,project_failure,Project outcome: major bugs,early,early,True
SY-3692-895-1222,SY-3692,895,job_change,Changed positions: voluntary departure,early,early,False
SY-3692-896-2793,SY-3692,896,education,Educational activity: certification,mid,mid,False
SY-3692-896-2585,SY-3692,896,project_completion,Project completed: minor success,mid,mid,False
SY-3692-900-5537,SY-3692,900,project_completion,Project completed: minor success,mid,late,True
SY-3692-901-5152,SY-3692,901,recognition,Recognition received: publication,mid,mid,False
SY-3692-902-5475,SY-3692,902,project_completion,Project completed: exceptional quality,mid,late,True
SY-3692-903-7695,SY-3692,903,project_completion,Project completed: major success,late,late,False
SY-3692-907-2944,SY-3692,907,recognition,Recognition received: commendation,late,late,True
SY-3692-908-3073,SY-3692,908,recognition,Recognition received: commendation,late,late,False
SY-3692-909-7820,SY-3692,909,project_completion,Project completed: major success,late,late,True
SY-3692-910-9850,SY-3692,910,recognition,Recognition received: award,late,late,False
CD-1437-892-9586,CD-1437,892,education,Educational activity: degree,early,early,False
CD-1437-892-6601,CD-1437,892,education,Educational activity: course,early,early,False
CD-1437-895-7850,CD-1437,895,project_completion,Project completed: exceptional quality,early,early,False
CD-1437-898-9339,CD-1437,898,education,Educational activity: workshop,mid,mid,False
CD-1437-899-1192,CD-1437,899,education,Educational activity: certification,mid,mid,False
CD-1437-900-8432,CD-1437,900,project_completion,Project completed: on time,mid,mid,False
CD-1437-901-2177,CD-1437,901,job_change,Changed positions: lateral move,mid,mid,True
CD-1437-904-1907,CD-1437,904,recognition,Recognition received: commendation,late,late,False
CD-1437-906-2180,CD-1437,906,promotion,Promoted: special recognition,late,late,False
CD-1437-908-6609,CD-1437,908,recognition,Recognition received: industry recognition,late,late,False
CD-7285-889-2408,CD-7285,889,education,Educational activity: workshop,early,early,False
CD-7285-890-3958,CD-7285,890,project_completion,Project completed: delayed but completed,early,early,False
CD-7285-891-5382,CD-7285,891,education,Educational activity: workshop,early,early,False
CD-7285-894-5073,CD-7285,894,education,Educational activity: conference,early,early,False
CD-7285-897-6192,CD-7285,897,education,Educational activity: self study,mid,mid,False
CD-7285-898-4850,CD-7285,898,education,Educational activity: degree,mid,mid,False
CD-7285-899-2787,CD-7285,899,job_change,Changed positions: promotion move,mid,mid,True
CD-7285-901-2632,CD-7285,901,job_change,Changed positions: lateral move,mid,mid,False
CD-7285-902-8159,CD-7285,902,promotion,Promoted: special recognition,late,late,False
CD-7285-903-5579,CD-7285,903,recognition,Recognition received: industry recognition,late,late,False
CD-7285-904-6472,CD-7285,904,recognition,Recognition received: industry recognition,late,post,True
CD-7285-906-2974,CD-7285,906,promotion,Promoted: special recognition,late,late,False
AN-4541-890-7216,AN-4541,890,promotion,Promoted: mid to senior,early,early,True
AN-4541-890-2403,AN-4541,890,project_completion,Project completed: on time,early,early,False
AN-4541-890-2985,AN-4541,890,project_completion,Project completed: on time,early,early,False
AN-4541-890-5304,AN-4541,890,recognition,Recognition received: commendation,early,early,True
AN-4541-891-8568,AN-4541,891,project_completion,Project completed: on time,early,early,False
AN-4541-891-4841,AN-4541,891,promotion,Promoted: senior to lead,early,early,False
AN-4541-892-8386,AN-4541,892,project_completion,Project completed: delayed but completed,early,early,False
AN-4541-892-9305,AN-4541,892,recognition,Recognition received: industry recognition,early,early,False
AN-4541-892-9594,AN-4541,892,recognition,Recognition received: award,early,early,True
AN-4541-892-3378,AN-4541,892,promotion,Promoted: mid to senior,early,early,True
AN-4541-893-1969,AN-4541,893,project_completion,Project completed: minor success,early,early,False
AN-4541-893-8116,AN-4541,893,recognition,Recognition received: industry recognition,early,early,False
AN-4541-893-8324,AN-4541,893,project_completion,Project completed: minor success,early,early,False
AN-4541-893-1609,AN-4541,893,project_completion,Project completed: major success,early,early,False
AN-4541-894-6900,AN-4541,894,recognition,Recognition received: industry recognition,early,early,False
AN-4541-894-3315,AN-4541,894,promotion,Promoted: senior to lead,early,early,False
AN-4541-894-2575,AN-4541,894,promotion,Promoted: lead to director,early,early,False
AN-4541-896-3214,AN-4541,896,project_completion,Project completed: major success,mid,mid,True
AN-4541-896-2917,AN-4541,896,extended_leave,Extended leave: family,mid,post,True
AN-4541-897-8756,AN-4541,897,project_failure,Project outcome: major bugs,mid,mid,True
AN-4541-897-1215,AN-4541,897,project_failure,Project outcome: major bugs,mid,mid,False
AN-4541-897-4880,AN-4541,897,project_failure,Project outcome: delivered poorly,mid,mid,True
AN-4541-899-5172,AN-4541,899,extended_leave,Extended leave: personal,mid,post,True
AN-4541-900-3572,AN-4541,900,project_completion,Project completed: minor success,mid,mid,False
AN-4541-902-8929,AN-4541,902,extended_leave,Extended leave: sabbatical,mid,mid,False
AN-4541-903-6684,AN-4541,903,demotion,Position change: performance based,late,post,True
AN-4541-904-9123,AN-4541,904,demotion,Position change: personal reasons,late,late,False
AN-4541-905-3843,AN-4541,905,demotion,Position change: restructuring,late,post,True
AN-4541-906-7750,AN-4541,906,extended_leave,Extended leave: illness,late,post,True
AN-4541-907-1735,AN-4541,907,job_change,Changed positions: lateral move,late,late,False
AN-2605-881-1834,AN-2605,881,project_completion,Project completed: major success,early,early,False
AN-2605-883-5755,AN-2605,883,education,Educational activity: workshop,early,early,False
AN-2605-883-1855,AN-2605,883,project_completion,Project completed: exceptional quality,early,early,False
AN-2605-887-9077,AN-2605,887,education,Educational activity: certification,mid,mid,True
AN-2605-889-6184,AN-2605,889,education,Educational activity: course,mid,mid,True
AN-2605-890-8054,AN-2605,890,education,Educational activity: certification,mid,mid,False
AN-2605-892-9255,AN-2605,892,recognition,Recognition received: publication,late,late,False
